n_robots,mode,variant,ssp_ms,iterq,cpu_limit,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
4,continuous,lv,,,,robot1-sidecar,64,1.84,77.41,0.0,0.195,0.571,0.326
4,continuous,lv,,,,robot1-sidecar,65,1.62,77.66,0.0,0.195,0.577,0.328
4,continuous,lv,,,,robot1-sidecar,66,1.66,77.95,0.0,0.199,0.584,0.331
4,continuous,lv,,,,robot1-sidecar,67,1.74,78.43,0.0,0.199,0.589,0.332
4,continuous,lv,,,,robot1-sidecar,68,1.56,78.24,0.0,0.203,0.596,0.335
4,continuous,lv,,,,robot1-sidecar,69,2.28,77.38,0.0,0.207,0.602,0.34
4,continuous,lv,,,,robot1-sidecar,70,1.66,76.94,0.0,0.211,0.611,0.347
4,continuous,lv,,,,robot1-sidecar,71,1.69,77.0,0.0,0.211,0.619,0.351
4,continuous,lv,,,,robot1-sidecar,72,1.72,77.38,0.0,0.215,0.63,0.359
4,continuous,lv,,,,robot1-sidecar,73,1.61,77.02,0.0,0.215,0.638,0.363
4,continuous,lv,,,,robot1-sidecar,74,1.8,77.22,0.0,0.223,0.646,0.367
4,continuous,lv,,,,robot1-sidecar,75,1.58,77.15,0.0,0.223,0.653,0.369
4,continuous,lv,,,,robot1-sidecar,76,1.73,76.91,0.0,0.227,0.659,0.372
4,continuous,lv,,,,robot1-sidecar,77,1.59,77.13,0.0,0.227,0.664,0.374
4,continuous,lv,,,,robot1-sidecar,78,1.47,76.93,0.0,0.23,0.671,0.376
4,continuous,lv,,,,robot1-sidecar,79,3.05,77.16,0.0,0.238,0.678,0.382
4,continuous,lv,,,,robot1-sidecar,80,1.85,77.11,0.0,0.242,0.688,0.389
4,continuous,lv,,,,robot1-sidecar,81,1.82,77.38,0.0,0.242,0.694,0.393
4,continuous,lv,,,,robot1-sidecar,82,2.03,77.41,0.0,0.246,0.706,0.401
4,continuous,lv,,,,robot1-sidecar,83,1.11,76.93,0.0,0.246,0.713,0.405
4,continuous,lv,,,,robot1-sidecar,84,1.8,77.22,0.0,0.254,0.722,0.409
4,continuous,lv,,,,robot1-sidecar,85,1.46,77.43,0.0,0.254,0.728,0.411
4,continuous,lv,,,,robot1-sidecar,86,1.66,77.3,0.0,0.258,0.735,0.413
4,continuous,lv,,,,robot1-sidecar,87,1.53,77.23,0.0,0.258,0.74,0.415
4,continuous,lv,,,,robot1-sidecar,88,1.72,77.12,0.0,0.262,0.746,0.418
4,continuous,lv,,,,robot1-sidecar,89,2.95,77.87,0.0,0.27,0.754,0.424
4,continuous,lv,,,,robot1-sidecar,91,1.78,77.92,0.0,0.273,0.763,0.43
4,continuous,lv,,,,robot1-sidecar,92,1.69,77.23,0.0,0.273,0.771,0.434
4,continuous,lv,,,,robot1-sidecar,93,1.89,77.34,0.0,0.277,0.782,0.442
4,continuous,lv,,,,robot1-sidecar,94,1.82,77.64,0.0,0.277,0.79,0.446
4,continuous,lv,,,,robot1-sidecar,95,1.75,77.37,0.0,0.285,0.798,0.45
4,continuous,lv,,,,robot1-sidecar,96,1.67,77.28,0.0,0.285,0.805,0.452
4,continuous,lv,,,,robot1-sidecar,97,1.62,77.47,0.0,0.289,0.81,0.455
4,continuous,lv,,,,robot1-sidecar,98,1.63,78.12,0.0,0.289,0.815,0.456
4,continuous,lv,,,,robot1-sidecar,99,1.61,77.21,0.0,0.293,0.822,0.459
4,continuous,lv,,,,robot1-sidecar,100,2.99,77.72,0.0,0.301,0.829,0.465
4,continuous,lv,,,,robot1-sidecar,101,1.85,77.22,0.0,0.305,0.839,0.471
4,continuous,lv,,,,robot1-sidecar,102,1.11,77.52,0.0,0.305,0.846,0.475
4,continuous,lv,,,,robot1-sidecar,103,1.76,77.45,0.0,0.309,0.858,0.483
4,continuous,lv,,,,robot1-sidecar,104,1.68,77.47,0.0,0.309,0.865,0.487
4,continuous,lv,,,,robot1-sidecar,105,1.73,77.55,0.0,0.32,0.874,0.491
4,continuous,lv,,,,robot1-sidecar,106,1.62,77.46,0.0,0.32,0.88,0.493
4,continuous,lv,,,,robot1-sidecar,107,1.18,77.81,0.0,0.324,0.887,0.496
4,continuous,lv,,,,robot1-sidecar,108,1.66,77.49,0.0,0.324,0.892,0.498
4,continuous,lv,,,,robot1-sidecar,109,1.91,77.21,0.0,0.328,0.898,0.5
4,continuous,lv,,,,robot1-sidecar,110,3.38,77.4,0.0,0.336,0.906,0.507
4,continuous,lv,,,,robot1-sidecar,111,1.77,77.51,0.0,0.34,0.916,0.513
4,continuous,lv,,,,robot1-sidecar,112,1.68,76.92,0.0,0.34,0.923,0.517
4,continuous,lv,,,,robot1-sidecar,113,1.38,77.02,0.0,0.344,0.933,0.524
4,continuous,lv,,,,robot1-sidecar,114,1.15,77.24,0.0,0.344,0.941,0.528
4,continuous,lv,,,,robot1-sidecar,115,1.76,76.95,0.0,0.355,0.949,0.532
4,continuous,lv,,,,robot1-sidecar,116,1.66,77.37,0.0,0.355,0.955,0.534
4,continuous,lv,,,,robot1-sidecar,117,1.54,77.17,0.0,0.359,0.962,0.536
4,continuous,lv,,,,robot1-sidecar,118,1.55,77.07,0.0,0.359,0.967,0.538
4,continuous,lv,,,,robot1-sidecar,119,1.75,77.54,0.0,0.363,0.974,0.541
4,continuous,lv,,,,robot1-sidecar,120,1.63,76.97,0.0,0.371,0.976,0.542
4,continuous,lv,,,,robot1-sidecar,121,1.37,77.07,0.0,0.371,0.976,0.542
4,continuous,lv,,,,robot1-sidecar,122,1.45,76.93,0.0,0.371,0.976,0.542
4,continuous,lv,,,,robot2-sidecar,0,1.66,56.17,0.0,0.02,0.069,0.045
4,continuous,lv,,,,robot2-sidecar,1,1.7,56.59,0.0,0.02,0.077,0.049
4,continuous,lv,,,,robot2-sidecar,2,2.07,57.05,0.0,0.023,0.088,0.057
4,continuous,lv,,,,robot2-sidecar,3,1.91,57.85,0.0,0.023,0.096,0.061
4,continuous,lv,,,,robot2-sidecar,4,2.0,58.34,0.0,0.031,0.105,0.066
4,continuous,lv,,,,robot2-sidecar,5,1.58,58.48,0.0,0.031,0.11,0.068
4,continuous,lv,,,,robot2-sidecar,6,1.39,58.96,0.0,0.035,0.117,0.07
4,continuous,lv,,,,robot2-sidecar,7,1.69,59.18,0.0,0.035,0.122,0.072
4,continuous,lv,,,,robot2-sidecar,8,1.82,59.68,0.0,0.039,0.129,0.075
4,continuous,lv,,,,robot2-sidecar,9,2.86,75.54,0.0,0.043,0.135,0.079
4,continuous,lv,,,,robot2-sidecar,10,1.92,75.16,0.0,0.047,0.145,0.086
4,continuous,lv,,,,robot2-sidecar,11,1.87,75.24,0.0,0.047,0.152,0.091
4,continuous,lv,,,,robot2-sidecar,12,1.73,74.87,0.0,0.051,0.164,0.098
4,continuous,lv,,,,robot2-sidecar,13,1.58,75.43,0.0,0.051,0.171,0.102
4,continuous,lv,,,,robot2-sidecar,14,1.81,75.24,0.0,0.059,0.18,0.107
4,continuous,lv,,,,robot2-sidecar,15,1.25,75.04,0.0,0.059,0.185,0.109
4,continuous,lv,,,,robot2-sidecar,16,1.76,75.29,0.0,0.062,0.193,0.112
4,continuous,lv,,,,robot2-sidecar,17,1.6,75.13,0.0,0.062,0.198,0.114
4,continuous,lv,,,,robot2-sidecar,18,1.68,75.65,0.0,0.066,0.204,0.116
4,continuous,lv,,,,robot2-sidecar,19,2.88,75.3,0.0,0.07,0.211,0.121
4,continuous,lv,,,,robot2-sidecar,20,1.86,75.31,0.0,0.074,0.221,0.128
4,continuous,lv,,,,robot2-sidecar,21,2.25,75.32,0.0,0.074,0.228,0.133
4,continuous,lv,,,,robot2-sidecar,22,1.4,75.66,0.0,0.078,0.24,0.14
4,continuous,lv,,,,robot2-sidecar,23,1.78,75.8,0.0,0.078,0.247,0.144
4,continuous,lv,,,,robot2-sidecar,24,2.14,75.46,0.0,0.086,0.256,0.149
4,continuous,lv,,,,robot2-sidecar,25,1.61,75.68,0.0,0.086,0.262,0.151
4,continuous,lv,,,,robot2-sidecar,26,1.71,75.92,0.0,0.09,0.268,0.153
4,continuous,lv,,,,robot2-sidecar,27,1.66,75.87,0.0,0.09,0.274,0.155
4,continuous,lv,,,,robot2-sidecar,28,1.69,76.03,0.0,0.094,0.28,0.158
4,continuous,lv,,,,robot2-sidecar,29,3.33,76.65,0.0,0.098,0.287,0.162
4,continuous,lv,,,,robot2-sidecar,30,1.89,76.64,0.0,0.102,0.297,0.17
4,continuous,lv,,,,robot2-sidecar,31,1.78,76.82,0.0,0.102,0.304,0.174
4,continuous,lv,,,,robot2-sidecar,32,1.98,77.01,0.0,0.105,0.315,0.182
4,continuous,lv,,,,robot2-sidecar,33,1.32,77.0,0.0,0.105,0.323,0.186
4,continuous,lv,,,,robot2-sidecar,34,1.79,77.11,0.0,0.113,0.332,0.19
4,continuous,lv,,,,robot2-sidecar,35,1.74,76.7,0.0,0.113,0.338,0.192
4,continuous,lv,,,,robot2-sidecar,36,1.76,76.67,0.0,0.117,0.345,0.195
4,continuous,lv,,,,robot2-sidecar,37,1.64,76.93,0.0,0.117,0.35,0.197
4,continuous,lv,,,,robot2-sidecar,38,1.63,76.89,0.0,0.121,0.357,0.2
4,continuous,lv,,,,robot2-sidecar,39,2.66,76.62,0.0,0.125,0.363,0.204
4,continuous,lv,,,,robot2-sidecar,40,1.93,76.71,0.0,0.129,0.372,0.211
4,continuous,lv,,,,robot2-sidecar,41,1.81,76.64,0.0,0.129,0.38,0.215
4,continuous,lv,,,,robot2-sidecar,42,2.0,76.86,0.0,0.133,0.391,0.223
4,continuous,lv,,,,robot2-sidecar,43,1.59,76.9,0.0,0.133,0.398,0.227
4,continuous,lv,,,,robot2-sidecar,44,1.86,77.02,0.0,0.141,0.407,0.232
4,continuous,lv,,,,robot2-sidecar,45,1.64,77.14,0.0,0.141,0.413,0.234
4,continuous,lv,,,,robot2-sidecar,46,1.63,77.18,0.0,0.145,0.42,0.236
4,continuous,lv,,,,robot2-sidecar,47,1.6,76.97,0.0,0.145,0.426,0.238
4,continuous,lv,,,,robot2-sidecar,48,1.75,77.16,0.0,0.148,0.432,0.241
4,continuous,lv,,,,robot2-sidecar,49,2.74,76.98,0.0,0.152,0.439,0.246
4,continuous,lv,,,,robot2-sidecar,50,1.76,77.0,0.0,0.156,0.449,0.253
4,continuous,lv,,,,robot2-sidecar,51,2.45,76.74,0.0,0.156,0.456,0.257
4,continuous,lv,,,,robot2-sidecar,52,1.57,77.21,0.0,0.184,0.47,0.27
4,continuous,lv,,,,robot2-sidecar,53,1.53,77.03,0.0,0.184,0.476,0.272
4,continuous,lv,,,,robot2-sidecar,54,1.64,76.67,0.0,0.188,0.484,0.275
4,continuous,lv,,,,robot2-sidecar,55,1.09,77.07,0.0,0.188,0.49,0.277
4,continuous,lv,,,,robot2-sidecar,56,1.19,76.97,0.0,0.191,0.497,0.28
4,continuous,lv,,,,robot2-sidecar,57,1.5,77.04,0.0,0.191,0.502,0.281
4,continuous,lv,,,,robot2-sidecar,58,1.67,77.74,0.0,0.195,0.509,0.284
4,continuous,lv,,,,robot2-sidecar,59,2.75,76.68,0.0,0.199,0.516,0.29
4,continuous,lv,,,,robot2-sidecar,60,1.77,76.84,0.0,0.203,0.526,0.296
4,continuous,lv,,,,robot2-sidecar,61,1.84,76.93,0.0,0.203,0.533,0.3
4,continuous,lv,,,,robot2-sidecar,62,1.93,77.28,0.0,0.207,0.544,0.308
4,continuous,lv,,,,robot2-sidecar,63,1.78,77.54,0.0,0.207,0.552,0.312
4,continuous,lv,,,,robot2-sidecar,64,1.91,77.15,0.0,0.219,0.561,0.317
4,continuous,lv,,,,robot2-sidecar,65,1.58,77.02,0.0,0.219,0.567,0.319
4,continuous,lv,,,,robot2-sidecar,66,1.64,76.84,0.0,0.223,0.574,0.321
4,continuous,lv,,,,robot2-sidecar,67,1.56,76.94,0.0,0.223,0.579,0.323
4,continuous,lv,,,,robot2-sidecar,68,1.61,76.79,0.0,0.227,0.585,0.326
4,continuous,lv,,,,robot2-sidecar,69,2.5,77.5,0.0,0.23,0.592,0.331
4,continuous,lv,,,,robot2-sidecar,70,1.74,77.18,0.0,0.234,0.601,0.338
4,continuous,lv,,,,robot2-sidecar,71,1.67,77.5,0.0,0.234,0.609,0.342
4,continuous,lv,,,,robot2-sidecar,72,2.32,77.47,0.0,0.27,0.623,0.355
4,continuous,lv,,,,robot2-sidecar,73,1.56,77.87,0.0,0.27,0.63,0.357
4,continuous,lv,,,,robot2-sidecar,74,1.61,77.23,0.0,0.273,0.637,0.36
4,continuous,lv,,,,robot2-sidecar,75,1.68,77.55,0.0,0.273,0.643,0.361
4,continuous,lv,,,,robot2-sidecar,76,1.6,77.69,0.0,0.277,0.65,0.364
4,continuous,lv,,,,robot2-sidecar,77,1.56,77.79,0.0,0.277,0.655,0.366
4,continuous,lv,,,,robot2-sidecar,78,1.55,77.3,0.0,0.281,0.662,0.369
4,continuous,lv,,,,robot2-sidecar,79,2.05,77.34,0.0,0.289,0.669,0.374
4,continuous,lv,,,,robot2-sidecar,80,1.92,77.73,0.0,0.293,0.679,0.381
4,continuous,lv,,,,robot2-sidecar,81,1.73,77.62,0.0,0.293,0.687,0.385
4,continuous,lv,,,,robot2-sidecar,82,1.99,77.41,0.0,0.297,0.696,0.393
4,continuous,lv,,,,robot2-sidecar,83,1.8,77.27,0.0,0.297,0.704,0.397
4,continuous,lv,,,,robot2-sidecar,84,1.85,77.83,0.0,0.309,0.713,0.401
4,continuous,lv,,,,robot2-sidecar,85,1.47,77.36,0.0,0.309,0.719,0.403
4,continuous,lv,,,,robot2-sidecar,86,1.43,77.52,0.0,0.312,0.726,0.406
4,continuous,lv,,,,robot2-sidecar,87,1.56,77.24,0.0,0.312,0.731,0.407
4,continuous,lv,,,,robot2-sidecar,88,1.67,78.06,0.0,0.316,0.738,0.41
4,continuous,lv,,,,robot2-sidecar,89,3.03,77.7,0.0,0.324,0.745,0.416
4,continuous,lv,,,,robot2-sidecar,91,1.4,77.02,0.0,0.328,0.754,0.422
4,continuous,lv,,,,robot2-sidecar,92,1.83,77.6,0.0,0.328,0.762,0.426
4,continuous,lv,,,,robot2-sidecar,93,2.25,77.11,0.0,0.379,0.776,0.439
4,continuous,lv,,,,robot2-sidecar,94,1.76,77.1,0.0,0.379,0.783,0.441
4,continuous,lv,,,,robot2-sidecar,95,1.61,77.46,0.0,0.383,0.79,0.443
4,continuous,lv,,,,robot2-sidecar,96,1.62,77.36,0.0,0.383,0.796,0.445
4,continuous,lv,,,,robot2-sidecar,97,1.74,77.02,0.0,0.387,0.803,0.448
4,continuous,lv,,,,robot2-sidecar,98,1.69,77.25,0.0,0.387,0.808,0.45
4,continuous,lv,,,,robot2-sidecar,99,1.42,77.23,0.0,0.391,0.815,0.453
4,continuous,lv,,,,robot2-sidecar,100,2.7,77.66,0.0,0.398,0.822,0.459
4,continuous,lv,,,,robot2-sidecar,101,1.37,77.66,0.0,0.402,0.831,0.464
4,continuous,lv,,,,robot2-sidecar,102,1.17,77.67,0.0,0.402,0.838,0.468
4,continuous,lv,,,,robot2-sidecar,103,1.8,77.71,0.0,0.406,0.849,0.476
4,continuous,lv,,,,robot2-sidecar,104,1.67,77.48,0.0,0.406,0.857,0.48
4,continuous,lv,,,,robot2-sidecar,105,1.82,77.77,0.0,0.422,0.866,0.484
4,continuous,lv,,,,robot2-sidecar,106,1.67,77.73,0.0,0.422,0.872,0.486
4,continuous,lv,,,,robot2-sidecar,107,1.64,77.73,0.0,0.426,0.879,0.489
4,continuous,lv,,,,robot2-sidecar,108,1.75,78.03,0.0,0.426,0.884,0.491
4,continuous,lv,,,,robot2-sidecar,109,2.02,78.07,0.0,0.43,0.89,0.493
4,continuous,lv,,,,robot2-sidecar,110,3.07,77.34,0.0,0.438,0.898,0.5
4,continuous,lv,,,,robot2-sidecar,111,1.79,77.05,0.0,0.441,0.907,0.506
4,continuous,lv,,,,robot2-sidecar,112,1.57,77.39,0.0,0.441,0.915,0.51
4,continuous,lv,,,,robot2-sidecar,113,2.1,77.12,0.0,0.5,0.929,0.522
4,continuous,lv,,,,robot2-sidecar,114,1.09,77.25,0.0,0.5,0.935,0.524
4,continuous,lv,,,,robot2-sidecar,115,1.79,77.11,0.0,0.504,0.943,0.526
4,continuous,lv,,,,robot2-sidecar,116,1.66,77.17,0.0,0.504,0.949,0.528
4,continuous,lv,,,,robot2-sidecar,117,1.59,77.17,0.0,0.508,0.955,0.531
4,continuous,lv,,,,robot2-sidecar,118,1.66,77.47,0.0,0.508,0.96,0.533
4,continuous,lv,,,,robot2-sidecar,119,1.76,77.89,0.0,0.512,0.966,0.535
4,continuous,lv,,,,robot2-sidecar,120,2.83,77.46,0.0,0.527,0.97,0.537
4,continuous,lv,,,,robot2-sidecar,121,1.34,77.23,0.0,0.527,0.97,0.537
4,continuous,lv,,,,robot2-sidecar,122,1.47,77.09,0.0,0.527,0.97,0.537
4,continuous,lv,,,,robot3-sidecar,0,0.02,40.39,0.0,0.016,0.056,0.034
4,continuous,lv,,,,robot3-sidecar,1,3.49,56.12,0.0,0.02,0.07,0.045
4,continuous,lv,,,,robot3-sidecar,2,1.93,57.11,0.0,0.02,0.078,0.049
4,continuous,lv,,,,robot3-sidecar,3,1.95,57.64,0.0,0.023,0.089,0.057
4,continuous,lv,,,,robot3-sidecar,4,1.88,57.96,0.0,0.023,0.096,0.062
4,continuous,lv,,,,robot3-sidecar,5,2.0,58.6,0.0,0.031,0.106,0.067
4,continuous,lv,,,,robot3-sidecar,6,1.57,58.82,0.0,0.031,0.111,0.068
4,continuous,lv,,,,robot3-sidecar,7,1.66,59.07,0.0,0.035,0.118,0.071
4,continuous,lv,,,,robot3-sidecar,8,1.74,59.52,0.0,0.035,0.123,0.073
4,continuous,lv,,,,robot3-sidecar,9,1.77,59.86,0.0,0.039,0.13,0.075
4,continuous,lv,,,,robot3-sidecar,10,3.3,74.68,0.0,0.043,0.136,0.08
4,continuous,lv,,,,robot3-sidecar,11,1.7,74.68,0.0,0.047,0.146,0.087
4,continuous,lv,,,,robot3-sidecar,12,1.64,74.61,0.0,0.047,0.153,0.091
4,continuous,lv,,,,robot3-sidecar,13,2.03,75.15,0.0,0.066,0.168,0.105
4,continuous,lv,,,,robot3-sidecar,14,1.53,74.49,0.0,0.066,0.174,0.107
4,continuous,lv,,,,robot3-sidecar,15,1.54,75.28,0.0,0.07,0.182,0.11
4,continuous,lv,,,,robot3-sidecar,16,1.58,74.48,0.0,0.07,0.187,0.111
4,continuous,lv,,,,robot3-sidecar,17,1.43,75.02,0.0,0.074,0.194,0.114
4,continuous,lv,,,,robot3-sidecar,18,1.44,74.66,0.0,0.074,0.2,0.116
4,continuous,lv,,,,robot3-sidecar,19,1.58,74.55,0.0,0.078,0.206,0.119
4,continuous,lv,,,,robot3-sidecar,20,2.52,74.68,0.0,0.082,0.213,0.123
4,continuous,lv,,,,robot3-sidecar,21,2.0,74.71,0.0,0.086,0.223,0.131
4,continuous,lv,,,,robot3-sidecar,22,2.3,74.62,0.0,0.086,0.23,0.135
4,continuous,lv,,,,robot3-sidecar,23,2.04,74.87,0.0,0.09,0.242,0.142
4,continuous,lv,,,,robot3-sidecar,24,1.81,75.25,0.0,0.09,0.249,0.146
4,continuous,lv,,,,robot3-sidecar,25,2.06,75.97,0.0,0.098,0.258,0.151
4,continuous,lv,,,,robot3-sidecar,26,1.66,76.32,0.0,0.098,0.264,0.153
4,continuous,lv,,,,robot3-sidecar,27,1.65,76.39,0.0,0.102,0.27,0.155
4,continuous,lv,,,,robot3-sidecar,28,1.59,76.5,0.0,0.102,0.276,0.157
4,continuous,lv,,,,robot3-sidecar,29,1.74,76.71,0.0,0.105,0.282,0.16
4,continuous,lv,,,,robot3-sidecar,30,2.67,76.9,0.0,0.109,0.289,0.165
4,continuous,lv,,,,robot3-sidecar,31,1.81,77.11,0.0,0.113,0.299,0.172
4,continuous,lv,,,,robot3-sidecar,32,1.98,77.29,0.0,0.113,0.306,0.176
4,continuous,lv,,,,robot3-sidecar,33,2.41,77.26,0.0,0.148,0.321,0.19
4,continuous,lv,,,,robot3-sidecar,34,1.66,77.52,0.0,0.148,0.327,0.192
4,continuous,lv,,,,robot3-sidecar,35,1.71,77.21,0.0,0.152,0.335,0.194
4,continuous,lv,,,,robot3-sidecar,36,1.71,77.11,0.0,0.152,0.341,0.196
4,continuous,lv,,,,robot3-sidecar,37,1.76,77.01,0.0,0.156,0.348,0.199
4,continuous,lv,,,,robot3-sidecar,38,1.01,77.52,0.0,0.156,0.353,0.201
4,continuous,lv,,,,robot3-sidecar,39,1.62,77.07,0.0,0.16,0.36,0.203
4,continuous,lv,,,,robot3-sidecar,40,2.85,77.59,0.0,0.164,0.367,0.208
4,continuous,lv,,,,robot3-sidecar,41,1.75,77.83,0.0,0.168,0.375,0.215
4,continuous,lv,,,,robot3-sidecar,42,1.81,77.59,0.0,0.168,0.383,0.219
4,continuous,lv,,,,robot3-sidecar,43,1.88,77.38,0.0,0.172,0.394,0.227
4,continuous,lv,,,,robot3-sidecar,44,1.63,77.41,0.0,0.172,0.402,0.231
4,continuous,lv,,,,robot3-sidecar,45,1.36,77.34,0.0,0.184,0.41,0.236
4,continuous,lv,,,,robot3-sidecar,46,1.56,77.51,0.0,0.184,0.417,0.238
4,continuous,lv,,,,robot3-sidecar,47,1.56,77.81,0.0,0.188,0.424,0.24
4,continuous,lv,,,,robot3-sidecar,48,1.67,77.2,0.0,0.188,0.429,0.242
4,continuous,lv,,,,robot3-sidecar,49,1.79,77.36,0.0,0.191,0.435,0.245
