n_robots,mode,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
32,startup,robot16-sidecar,6,5.19,53.49,0.0,0.02,0.25,0.147
32,startup,robot16-sidecar,8,5.19,56.08,0.0,0.02,0.274,0.172
32,startup,robot16-sidecar,9,4.37,57.61,0.0,0.031,0.297,0.189
32,startup,robot16-sidecar,10,2.77,57.88,0.0,0.031,0.31,0.192
32,startup,robot16-sidecar,11,2.59,58.09,0.0,0.035,0.317,0.194
32,startup,robot16-sidecar,12,1.92,58.04,0.0,0.035,0.321,0.194
32,startup,robot16-sidecar,13,2.35,58.04,0.0,0.035,0.324,0.194
32,startup,robot16-sidecar,14,2.24,58.06,0.0,0.035,0.325,0.194
32,startup,robot16-sidecar,15,2.23,58.04,0.0,0.035,0.329,0.194
32,startup,robot17-sidecar,0,4.63,48.52,0.0,0.004,0.115,0.023
32,startup,robot17-sidecar,1,4.08,48.76,0.0,0.004,0.132,0.039
32,startup,robot17-sidecar,2,4.5,48.74,0.0,0.008,0.154,0.055
32,startup,robot17-sidecar,3,4.19,48.79,0.0,0.012,0.175,0.073
32,startup,robot17-sidecar,4,5.09,48.95,0.0,0.012,0.195,0.095
32,startup,robot17-sidecar,5,5.11,50.48,0.0,0.016,0.222,0.121
32,startup,robot17-sidecar,6,5.23,53.33,0.0,0.02,0.248,0.146
32,startup,robot17-sidecar,7,5.0,56.15,0.0,0.02,0.271,0.171
32,startup,robot17-sidecar,9,4.72,57.68,0.0,0.031,0.296,0.189
32,startup,robot17-sidecar,10,2.5,57.88,0.0,0.031,0.307,0.191
32,startup,robot17-sidecar,11,2.64,58.16,0.0,0.035,0.315,0.194
32,startup,robot17-sidecar,12,2.29,58.16,0.0,0.035,0.319,0.194
32,startup,robot17-sidecar,13,2.26,58.16,0.0,0.035,0.322,0.194
32,startup,robot17-sidecar,14,2.18,58.16,0.0,0.035,0.323,0.194
32,startup,robot17-sidecar,15,2.51,58.16,0.0,0.035,0.326,0.194
32,startup,robot18-sidecar,0,5.31,48.48,0.0,0.004,0.112,0.022
32,startup,robot18-sidecar,1,4.34,48.63,0.0,0.004,0.13,0.04
32,startup,robot18-sidecar,2,3.92,48.67,0.0,0.008,0.154,0.058
32,startup,robot18-sidecar,3,4.94,48.89,0.0,0.012,0.176,0.078
32,startup,robot18-sidecar,4,4.6,48.81,0.0,0.012,0.196,0.099
32,startup,robot18-sidecar,5,5.25,50.67,0.0,0.016,0.221,0.123
32,startup,robot18-sidecar,6,4.73,53.13,0.0,0.027,0.246,0.145
32,startup,robot18-sidecar,8,2.51,53.44,0.0,0.027,0.255,0.147
32,startup,robot18-sidecar,9,2.59,53.86,0.0,0.031,0.269,0.15
32,startup,robot18-sidecar,10,2.69,54.14,0.0,0.031,0.281,0.152
32,startup,robot18-sidecar,11,2.76,54.53,0.0,0.035,0.289,0.155
32,startup,robot18-sidecar,12,2.07,54.52,0.0,0.035,0.293,0.155
32,startup,robot18-sidecar,13,2.13,54.52,0.0,0.035,0.296,0.155
32,startup,robot18-sidecar,14,2.44,54.52,0.0,0.035,0.297,0.155
32,startup,robot18-sidecar,15,2.13,54.52,0.0,0.035,0.301,0.155
32,startup,robot19-sidecar,0,5.21,48.41,0.004,0.004,0.11,0.022
32,startup,robot19-sidecar,1,3.98,48.55,0.004,0.004,0.128,0.04
32,startup,robot19-sidecar,2,4.11,48.68,0.004,0.008,0.153,0.059
32,startup,robot19-sidecar,3,4.5,48.73,0.004,0.012,0.174,0.078
32,startup,robot19-sidecar,4,4.36,48.77,0.004,0.016,0.196,0.1
32,startup,robot19-sidecar,5,4.91,50.79,0.004,0.016,0.219,0.123
32,startup,robot19-sidecar,6,4.92,53.03,0.004,0.027,0.244,0.144
32,startup,robot19-sidecar,8,2.75,53.36,0.004,0.027,0.253,0.146
32,startup,robot19-sidecar,9,2.85,53.78,0.004,0.031,0.267,0.149
32,startup,robot19-sidecar,10,2.78,54.14,0.004,0.031,0.279,0.151
32,startup,robot19-sidecar,11,2.8,54.47,0.004,0.035,0.287,0.154
32,startup,robot19-sidecar,12,1.96,54.46,0.004,0.035,0.291,0.154
32,startup,robot19-sidecar,13,2.03,54.47,0.004,0.035,0.294,0.154
32,startup,robot19-sidecar,14,2.4,54.46,0.004,0.035,0.295,0.154
32,startup,robot19-sidecar,15,2.55,54.46,0.004,0.035,0.298,0.154
32,startup,robot2-sidecar,0,13.18,48.09,0.0,0.008,0.048,0.019
32,startup,robot2-sidecar,1,8.68,48.23,0.0,0.008,0.066,0.037
32,startup,robot2-sidecar,2,9.55,48.32,0.0,0.016,0.084,0.052
32,startup,robot2-sidecar,3,9.58,48.37,0.0,0.023,0.101,0.068
32,startup,robot2-sidecar,4,10.54,48.41,0.0,0.031,0.119,0.088
32,startup,robot2-sidecar,5,10.23,49.0,0.0,0.031,0.142,0.112
32,startup,robot2-sidecar,6,9.8,51.43,0.0,0.031,0.162,0.134
32,startup,robot2-sidecar,7,10.46,54.48,0.0,0.039,0.188,0.159
32,startup,robot2-sidecar,8,11.06,56.62,0.0,0.062,0.21,0.183
32,startup,robot2-sidecar,9,5.42,56.96,0.0,0.062,0.22,0.185
32,startup,robot2-sidecar,10,4.53,57.29,0.0,0.07,0.232,0.189
32,startup,robot2-sidecar,11,4.19,57.28,0.0,0.07,0.233,0.189
32,startup,robot2-sidecar,12,3.81,57.32,0.0,0.07,0.233,0.189
32,startup,robot2-sidecar,13,3.75,57.3,0.0,0.07,0.235,0.189
32,startup,robot2-sidecar,14,4.6,57.29,0.0,0.07,0.235,0.189
32,startup,robot20-sidecar,0,5.63,48.53,0.0,0.004,0.114,0.027
32,startup,robot20-sidecar,1,4.03,48.63,0.0,0.004,0.13,0.043
32,startup,robot20-sidecar,2,4.2,48.71,0.0,0.008,0.156,0.062
32,startup,robot20-sidecar,3,4.43,48.79,0.0,0.012,0.177,0.082
32,startup,robot20-sidecar,4,4.99,48.83,0.0,0.016,0.2,0.105
32,startup,robot20-sidecar,5,5.5,51.2,0.0,0.016,0.224,0.13
32,startup,robot20-sidecar,6,5.27,54.66,0.0,0.02,0.251,0.156
32,startup,robot20-sidecar,7,5.26,56.95,0.0,0.02,0.274,0.18
32,startup,robot20-sidecar,9,4.35,58.68,0.0,0.031,0.3,0.199
32,startup,robot20-sidecar,10,2.59,58.95,0.0,0.031,0.31,0.201
32,startup,robot20-sidecar,11,2.62,59.18,0.0,0.035,0.319,0.204
32,startup,robot20-sidecar,12,2.12,59.17,0.0,0.035,0.323,0.204
32,startup,robot20-sidecar,13,2.36,59.17,0.0,0.035,0.326,0.204
32,startup,robot20-sidecar,14,2.64,59.17,0.0,0.035,0.327,0.204
32,startup,robot20-sidecar,15,2.0,59.18,0.0,0.035,0.331,0.204
32,startup,robot21-sidecar,0,3.97,40.29,0.0,0.004,0.115,0.023
32,startup,robot21-sidecar,1,4.42,40.29,0.0,0.004,0.133,0.041
32,startup,robot21-sidecar,2,4.43,41.82,0.0,0.008,0.157,0.059
32,startup,robot21-sidecar,3,5.27,44.45,0.0,0.012,0.177,0.077
32,startup,robot21-sidecar,4,5.74,46.95,0.0,0.016,0.198,0.099
32,startup,robot21-sidecar,5,5.38,50.32,0.0,0.016,0.223,0.124
32,startup,robot21-sidecar,6,5.0,52.93,0.0,0.027,0.249,0.145
32,startup,robot21-sidecar,7,2.86,53.21,0.0,0.027,0.258,0.147
32,startup,robot21-sidecar,9,3.38,53.66,0.0,0.031,0.272,0.15
32,startup,robot21-sidecar,10,2.76,54.04,0.0,0.031,0.282,0.152
32,startup,robot21-sidecar,11,2.9,54.35,0.0,0.035,0.291,0.155
32,startup,robot21-sidecar,12,2.03,54.35,0.0,0.035,0.295,0.155
32,startup,robot21-sidecar,13,2.17,54.35,0.0,0.035,0.298,0.155
32,startup,robot21-sidecar,14,2.25,54.39,0.0,0.035,0.299,0.155
32,startup,robot21-sidecar,15,2.59,54.35,0.0,0.035,0.303,0.155
32,startup,robot22-sidecar,0,5.18,48.64,0.0,0.004,0.115,0.021
32,startup,robot22-sidecar,1,3.69,48.63,0.0,0.004,0.132,0.037
32,startup,robot22-sidecar,2,4.07,48.73,0.0,0.008,0.153,0.053
32,startup,robot22-sidecar,3,4.45,48.76,0.0,0.012,0.175,0.072
32,startup,robot22-sidecar,4,4.39,48.82,0.0,0.012,0.195,0.095
32,startup,robot22-sidecar,5,5.89,50.54,0.0,0.016,0.221,0.12
32,startup,robot22-sidecar,6,5.19,53.52,0.0,0.02,0.248,0.145
32,startup,robot22-sidecar,8,5.0,56.24,0.0,0.02,0.273,0.171
32,startup,robot22-sidecar,9,4.55,57.5,0.0,0.031,0.294,0.187
32,startup,robot22-sidecar,10,2.61,57.83,0.0,0.031,0.307,0.19
32,startup,robot22-sidecar,11,2.63,58.17,0.0,0.035,0.315,0.193
32,startup,robot22-sidecar,12,2.12,58.13,0.0,0.035,0.319,0.193
32,startup,robot22-sidecar,13,2.2,58.14,0.0,0.035,0.323,0.193
32,startup,robot22-sidecar,14,2.34,58.13,0.0,0.035,0.323,0.193
32,startup,robot22-sidecar,15,2.09,58.13,0.0,0.035,0.327,0.193
32,startup,robot23-sidecar,0,4.4,48.5,0.0,0.004,0.115,0.026
32,startup,robot23-sidecar,1,4.1,48.64,0.0,0.004,0.131,0.041
32,startup,robot23-sidecar,2,4.3,48.71,0.0,0.008,0.157,0.06
32,startup,robot23-sidecar,3,4.29,48.77,0.0,0.012,0.178,0.08
32,startup,robot23-sidecar,4,4.76,48.95,0.0,0.016,0.2,0.103
32,startup,robot23-sidecar,5,5.61,50.86,0.0,0.016,0.224,0.127
32,startup,robot23-sidecar,6,5.11,54.27,0.0,0.02,0.251,0.153
32,startup,robot23-sidecar,7,5.51,56.71,0.0,0.02,0.275,0.178
32,startup,robot23-sidecar,9,5.4,58.39,0.0,0.031,0.3,0.197
32,startup,robot23-sidecar,10,2.52,58.62,0.0,0.031,0.311,0.198
32,startup,robot23-sidecar,11,2.51,58.91,0.0,0.035,0.319,0.201
32,startup,robot23-sidecar,12,2.45,58.91,0.0,0.035,0.322,0.201
32,startup,robot23-sidecar,13,2.4,58.91,0.0,0.035,0.326,0.201
32,startup,robot23-sidecar,14,2.13,58.91,0.0,0.035,0.326,0.201
32,startup,robot23-sidecar,15,2.18,58.91,0.0,0.035,0.33,0.201
32,startup,robot24-sidecar,0,5.43,48.66,0.0,0.004,0.113,0.025
32,startup,robot24-sidecar,1,3.71,48.65,0.0,0.004,0.13,0.042
32,startup,robot24-sidecar,2,4.08,48.86,0.0,0.008,0.152,0.059
32,startup,robot24-sidecar,3,4.42,48.79,0.0,0.012,0.174,0.079
32,startup,robot24-sidecar,4,4.72,48.83,0.0,0.023,0.196,0.101
32,startup,robot24-sidecar,5,2.59,48.83,0.0,0.023,0.206,0.103
32,startup,robot24-sidecar,6,3.54,48.98,0.0,0.027,0.218,0.106
32,startup,robot24-sidecar,8,2.7,49.16,0.0,0.027,0.229,0.109
32,startup,robot24-sidecar,9,2.74,49.47,0.0,0.031,0.243,0.112
32,startup,robot24-sidecar,10,2.56,49.75,0.0,0.031,0.254,0.114
32,startup,robot24-sidecar,11,2.69,50.14,0.0,0.035,0.263,0.117
32,startup,robot24-sidecar,12,2.09,50.14,0.0,0.035,0.266,0.117
32,startup,robot24-sidecar,13,2.16,50.14,0.0,0.035,0.27,0.117
32,startup,robot24-sidecar,14,2.23,50.14,0.0,0.035,0.27,0.117
32,startup,robot24-sidecar,15,2.18,50.14,0.0,0.035,0.274,0.117
32,startup,robot25-sidecar,0,4.7,48.47,0.0,0.004,0.109,0.021
32,startup,robot25-sidecar,1,3.96,48.59,0.0,0.004,0.126,0.038
32,startup,robot25-sidecar,2,4.78,48.69,0.0,0.008,0.152,0.057
32,startup,robot25-sidecar,3,4.05,48.76,0.0,0.012,0.172,0.075
32,startup,robot25-sidecar,4,4.89,48.81,0.0,0.016,0.194,0.097
32,startup,robot25-sidecar,5,5.06,50.71,0.0,0.016,0.219,0.123
32,startup,robot25-sidecar,6,4.76,52.89,0.0,0.027,0.242,0.143
32,startup,robot25-sidecar,7,2.65,53.19,0.0,0.027,0.251,0.145
32,startup,robot25-sidecar,9,2.84,53.73,0.0,0.031,0.267,0.148
32,startup,robot25-sidecar,10,2.35,53.98,0.0,0.031,0.277,0.15
32,startup,robot25-sidecar,11,2.53,54.3,0.0,0.035,0.285,0.153
32,startup,robot25-sidecar,12,2.23,54.3,0.0,0.035,0.289,0.153
32,startup,robot25-sidecar,13,2.22,54.3,0.0,0.035,0.292,0.153
32,startup,robot25-sidecar,14,2.2,54.3,0.0,0.035,0.293,0.153
32,startup,robot25-sidecar,15,2.21,54.3,0.0,0.035,0.297,0.153
32,startup,robot26-sidecar,0,3.18,40.58,0.0,0.004,0.113,0.021
32,startup,robot26-sidecar,1,3.7,40.59,0.0,0.004,0.131,0.041
32,startup,robot26-sidecar,2,4.35,41.89,0.0,0.012,0.153,0.058
32,startup,robot26-sidecar,3,4.81,44.3,0.0,0.012,0.176,0.078
32,startup,robot26-sidecar,4,4.85,47.05,0.0,0.016,0.198,0.1
32,startup,robot26-sidecar,5,5.0,50.31,0.0,0.016,0.222,0.125
32,startup,robot26-sidecar,6,4.81,52.97,0.0,0.027,0.246,0.146
32,startup,robot26-sidecar,8,2.65,53.27,0.0,0.027,0.255,0.148
32,startup,robot26-sidecar,9,2.77,53.75,0.0,0.031,0.271,0.151
32,startup,robot26-sidecar,10,2.64,54.04,0.0,0.031,0.281,0.153
32,startup,robot26-sidecar,11,2.54,54.39,0.0,0.035,0.289,0.156
32,startup,robot26-sidecar,12,1.97,54.39,0.0,0.035,0.293,0.156
32,startup,robot26-sidecar,13,2.36,54.39,0.0,0.035,0.296,0.156
32,startup,robot26-sidecar,14,2.24,54.39,0.0,0.035,0.297,0.156
32,startup,robot26-sidecar,15,2.25,54.39,0.0,0.035,0.301,0.156
32,startup,robot27-sidecar,0,5.83,55.1,0.0,0.004,0.116,0.026
32,startup,robot27-sidecar,1,3.91,55.24,0.0,0.004,0.134,0.043
32,startup,robot27-sidecar,2,3.91,55.32,0.0,0.008,0.158,0.061
32,startup,robot27-sidecar,3,4.58,55.48,0.0,0.012,0.179,0.081
32,startup,robot27-sidecar,4,5.39,55.4,0.0,0.016,0.203,0.105
32,startup,robot27-sidecar,5,4.75,55.69,0.0,0.016,0.226,0.128
32,startup,robot27-sidecar,6,4.93,55.49,0.0,0.02,0.254,0.155
32,startup,robot27-sidecar,7,4.75,57.1,0.0,0.02,0.277,0.179
32,startup,robot27-sidecar,9,4.85,58.51,0.0,0.031,0.301,0.197
32,startup,robot27-sidecar,10,2.7,58.91,0.0,0.031,0.311,0.199
32,startup,robot27-sidecar,11,2.66,59.2,0.0,0.035,0.32,0.203
32,startup,robot27-sidecar,12,2.33,59.06,0.0,0.035,0.324,0.203
32,startup,robot27-sidecar,13,2.34,59.06,0.0,0.035,0.328,0.203
32,startup,robot27-sidecar,14,2.19,59.06,0.0,0.035,0.328,0.203
32,startup,robot27-sidecar,15,2.19,59.06,0.0,0.035,0.332,0.203
32,startup,robot28-sidecar,0,3.77,40.16,0.0,0.004,0.118,0.026
32,startup,robot28-sidecar,1,4.08,40.43,0.0,0.004,0.134,0.044
32,startup,robot28-sidecar,2,4.09,42.0,0.0,0.008,0.158,0.06
32,startup,robot28-sidecar,3,4.61,44.58,0.0,0.012,0.178,0.08
32,startup,robot28-sidecar,4,5.32,47.34,0.0,0.02,0.198,0.102
32,startup,robot28-sidecar,5,3.08,47.78,0.0,0.023,0.21,0.104
32,startup,robot28-sidecar,6,2.99,48.58,0.0,0.027,0.224,0.108
32,startup,robot28-sidecar,7,2.53,48.58,0.0,0.027,0.233,0.11
32,startup,robot28-sidecar,9,2.99,49.03,0.0,0.031,0.247,0.113
32,startup,robot28-sidecar,10,2.57,49.34,0.0,0.031,0.258,0.115
32,startup,robot28-sidecar,11,2.66,49.73,0.0,0.035,0.267,0.118
32,startup,robot28-sidecar,12,2.36,49.73,0.0,0.035,0.271,0.118
32,startup,robot28-sidecar,13,2.24,49.72,0.0,0.035,0.274,0.118
32,startup,robot28-sidecar,14,2.2,49.72,0.0,0.035,0.275,0.118
32,startup,robot28-sidecar,15,2.16,49.72,0.0,0.035,0.278,0.118
32,startup,robot29-sidecar,0,5.3,74.3,0.0,0.004,0.112,0.025
32,startup,robot29-sidecar,1,3.87,74.61,0.0,0.004,0.129,0.042
32,startup,robot29-sidecar,2,4.3,74.75,0.0,0.008,0.154,0.061
32,startup,robot29-sidecar,3,4.52,74.83,0.0,0.012,0.176,0.081
32,startup,robot29-sidecar,4,4.79,74.88,0.0,0.016,0.198,0.104
32,startup,robot29-sidecar,5,4.84,74.93,0.0,0.016,0.223,0.129
32,startup,robot29-sidecar,6,5.39,68.71,0.0,0.02,0.249,0.154
32,startup,robot29-sidecar,8,4.81,60.74,0.0,0.02,0.274,0.179
32,startup,robot29-sidecar,9,4.72,42.39,0.0,0.031,0.298,0.197
32,startup,robot29-sidecar,10,2.79,42.14,0.0,0.031,0.309,0.199
32,startup,robot29-sidecar,11,2.29,42.14,0.0,0.035,0.318,0.202
32,startup,robot29-sidecar,12,2.13,42.14,0.0,0.035,0.321,0.202
32,startup,robot29-sidecar,13,2.16,42.14,0.0,0.035,0.325,0.202
32,startup,robot29-sidecar,14,2.13,42.14,0.0,0.035,0.326,0.202
32,startup,robot29-sidecar,15,2.28,42.14,0.0,0.035,0.329,0.202
32,startup,robot3-sidecar,0,16.93,48.09,0.0,0.008,0.049,0.021
32,startup,robot3-sidecar,1,9.14,48.25,0.0,0.008,0.067,0.04
32,startup,robot3-sidecar,2,8.61,48.34,0.0,0.016,0.085,0.055
32,startup,robot3-sidecar,3,10.63,48.38,0.0,0.023,0.103,0.074
32,startup,robot3-sidecar,4,8.59,48.42,0.0,0.039,0.124,0.096
32,startup,robot3-sidecar,5,6.72,48.44,0.0,0.047,0.134,0.1
32,startup,robot3-sidecar,6,5.71,48.45,0.0,0.047,0.141,0.103
32,startup,robot3-sidecar,7,6.63,48.53,0.0,0.055,0.153,0.106
32,startup,robot3-sidecar,8,5.26,48.66,0.0,0.055,0.162,0.108
32,startup,robot3-sidecar,9,5.78,48.86,0.0,0.062,0.172,0.111
32,startup,robot3-sidecar,10,4.08,49.3,0.0,0.07,0.183,0.114
32,startup,robot3-sidecar,11,3.98,49.3,0.0,0.07,0.184,0.114
32,startup,robot3-sidecar,12,4.61,49.31,0.0,0.07,0.184,0.114
32,startup,robot3-sidecar,13,5.09,49.31,0.0,0.07,0.186,0.114
32,startup,robot3-sidecar,14,3.63,49.3,0.0,0.07,0.186,0.114
32,startup,robot30-sidecar,0,4.97,48.48,0.0,0.004,0.114,0.02
32,startup,robot30-sidecar,1,3.61,48.72,0.0,0.004,0.132,0.038
32,startup,robot30-sidecar,2,4.28,48.66,0.0,0.008,0.156,0.054
32,startup,robot30-sidecar,3,4.15,48.73,0.0,0.012,0.176,0.072
32,startup,robot30-sidecar,4,5.22,48.77,0.0,0.016,0.198,0.095
32,startup,robot30-sidecar,5,5.0,50.42,0.0,0.016,0.223,0.12
32,startup,robot30-sidecar,6,5.31,53.15,0.0,0.02,0.249,0.145
32,startup,robot30-sidecar,8,5.08,55.99,0.0,0.02,0.273,0.17
32,startup,robot30-sidecar,9,4.63,57.54,0.0,0.031,0.298,0.188
32,startup,robot30-sidecar,10,3.05,57.78,0.0,0.031,0.309,0.19
32,startup,robot30-sidecar,11,2.61,58.05,0.0,0.035,0.318,0.193
32,startup,robot30-sidecar,12,1.91,58.05,0.0,0.035,0.321,0.193
32,startup,robot30-sidecar,13,2.19,58.05,0.0,0.035,0.325,0.193
32,startup,robot30-sidecar,14,2.63,58.05,0.0,0.035,0.325,0.193
32,startup,robot30-sidecar,15,2.34,58.05,0.0,0.035,0.329,0.193
32,startup,robot31-sidecar,0,5.0,55.2,0.0,0.004,0.111,0.021
32,startup,robot31-sidecar,1,4.08,55.21,0.0,0.004,0.129,0.038
32,startup,robot31-sidecar,2,4.06,55.28,0.0,0.008,0.149,0.053
32,startup,robot31-sidecar,3,4.55,55.34,0.0,0.012,0.171,0.073
32,startup,robot31-sidecar,4,4.31,55.38,0.0,0.016,0.192,0.095
32,startup,robot31-sidecar,5,5.57,55.43,0.0,0.016,0.219,0.121
32,startup,robot31-sidecar,6,5.04,55.48,0.0,0.027,0.242,0.141
32,startup,robot31-sidecar,8,2.72,55.47,0.0,0.027,0.251,0.142
32,startup,robot31-sidecar,9,2.72,55.5,0.0,0.031,0.265,0.146
32,startup,robot31-sidecar,10,2.91,55.49,0.0,0.031,0.276,0.148
32,startup,robot31-sidecar,11,2.6,55.5,0.0,0.035,0.285,0.151
32,startup,robot31-sidecar,12,2.01,55.5,0.0,0.035,0.289,0.151
32,startup,robot31-sidecar,13,2.27,55.5,0.0,0.035,0.292,0.151
32,startup,robot31-sidecar,14,2.37,55.5,0.0,0.035,0.293,0.151
32,startup,robot31-sidecar,15,2.79,55.49,0.0,0.035,0.297,0.151
32,startup,robot32-sidecar,0,3.7,48.47,0.0,0.004,0.109,0.021
32,startup,robot32-sidecar,1,4.36,48.64,0.0,0.004,0.127,0.039
32,startup,robot32-sidecar,2,3.65,48.71,0.0,0.012,0.149,0.055
32,startup,robot32-sidecar,3,4.53,48.89,0.0,0.012,0.169,0.072
32,startup,robot32-sidecar,4,4.93,48.8,0.0,0.016,0.194,0.097
32,startup,robot32-sidecar,5,4.97,50.52,0.0,0.016,0.217,0.121
32,startup,robot32-sidecar,6,5.33,53.39,0.0,0.02,0.244,0.147
32,startup,robot32-sidecar,7,5.11,56.15,0.0,0.02,0.267,0.171
32,startup,robot32-sidecar,9,5.04,57.57,0.0,0.031,0.291,0.189
32,startup,robot32-sidecar,10,2.74,57.88,0.0,0.031,0.302,0.191
32,startup,robot32-sidecar,11,2.72,58.19,0.0,0.035,0.311,0.194
32,startup,robot32-sidecar,12,2.38,58.19,0.0,0.035,0.315,0.194
32,startup,robot32-sidecar,13,2.29,58.19,0.0,0.035,0.319,0.194
32,startup,robot32-sidecar,14,2.42,58.2,0.0,0.035,0.319,0.194
32,startup,robot32-sidecar,15,2.22,58.19,0.0,0.035,0.323,0.194
32,startup,robot4-sidecar,0,11.42,73.59,0.0,0.008,0.049,0.019
32,startup,robot4-sidecar,1,8.21,74.07,0.0,0.008,0.066,0.037
32,startup,robot4-sidecar,2,8.49,74.2,0.0,0.023,0.087,0.055
32,startup,robot4-sidecar,3,9.42,74.26,0.0,0.023,0.102,0.071
32,startup,robot4-sidecar,4,9.34,74.45,0.0,0.039,0.122,0.091
32,startup,robot4-sidecar,5,6.3,74.37,0.0,0.047,0.132,0.097
32,startup,robot4-sidecar,6,5.79,74.38,0.0,0.055,0.139,0.099
32,startup,robot4-sidecar,7,6.39,74.39,0.0,0.055,0.151,0.102
32,startup,robot4-sidecar,8,5.34,74.4,0.0,0.062,0.16,0.104
32,startup,robot4-sidecar,9,5.25,74.54,0.0,0.062,0.17,0.107
32,startup,robot4-sidecar,10,4.43,74.43,0.0,0.07,0.181,0.11
32,startup,robot4-sidecar,11,6.21,74.45,0.0,0.07,0.183,0.111
32,startup,robot4-sidecar,12,3.91,74.45,0.0,0.07,0.183,0.111
32,startup,robot4-sidecar,13,4.27,74.45,0.0,0.07,0.185,0.111
32,startup,robot4-sidecar,14,3.51,74.45,0.0,0.07,0.185,0.111
32,startup,robot5-sidecar,0,11.03,48.09,0.0,0.008,0.049,0.019
32,startup,robot5-sidecar,1,9.14,48.2,0.0,0.008,0.066,0.036
32,startup,robot5-sidecar,2,9.79,48.31,0.0,0.016,0.084,0.052
32,startup,robot5-sidecar,3,9.55,48.33,0.0,0.023,0.101,0.068
32,startup,robot5-sidecar,4,9.8,48.37,0.0,0.023,0.121,0.09
32,startup,robot5-sidecar,5,9.78,48.91,0.0,0.031,0.142,0.112
32,startup,robot5-sidecar,6,11.04,51.42,0.0,0.031,0.163,0.135
32,startup,robot5-sidecar,7,10.41,54.55,0.0,0.039,0.188,0.159
32,startup,robot5-sidecar,8,10.0,56.75,0.0,0.055,0.21,0.182
32,startup,robot5-sidecar,9,5.07,57.09,0.0,0.062,0.22,0.185
32,startup,robot5-sidecar,10,4.85,57.39,0.0,0.07,0.232,0.188
32,startup,robot5-sidecar,12,0.0,57.38,0.0,0.07,0.232,0.189
32,startup,robot5-sidecar,13,5.06,57.41,0.0,0.07,0.235,0.189
32,startup,robot5-sidecar,14,4.73,57.38,0.0,0.07,0.235,0.189
32,startup,robot6-sidecar,0,10.85,48.07,0.0,0.008,0.049,0.019
32,startup,robot6-sidecar,1,7.92,48.18,0.0,0.008,0.066,0.037
32,startup,robot6-sidecar,2,10.06,48.29,0.0,0.023,0.086,0.053
32,startup,robot6-sidecar,3,9.87,48.34,0.0,0.023,0.101,0.069
32,startup,robot6-sidecar,4,8.84,48.37,0.0,0.023,0.12,0.089
32,startup,robot6-sidecar,5,10.51,49.15,0.0,0.031,0.142,0.114
32,startup,robot6-sidecar,6,10.47,51.47,0.0,0.055,0.162,0.136
32,startup,robot6-sidecar,7,6.53,51.98,0.0,0.055,0.175,0.14
32,startup,robot6-sidecar,8,5.89,52.32,0.0,0.062,0.183,0.142
32,startup,robot6-sidecar,9,5.7,52.76,0.0,0.062,0.193,0.145
32,startup,robot6-sidecar,10,5.38,53.16,0.0,0.07,0.204,0.148
32,startup,robot6-sidecar,11,5.06,53.24,0.0,0.07,0.206,0.149
32,startup,robot6-sidecar,12,3.28,53.24,0.0,0.07,0.206,0.149
32,startup,robot6-sidecar,13,3.46,53.24,0.0,0.07,0.209,0.149
32,startup,robot6-sidecar,14,3.69,53.24,0.0,0.07,0.209,0.149
32,startup,robot7-sidecar,0,15.23,48.07,0.0,0.008,0.05,0.022
32,startup,robot7-sidecar,1,8.18,48.21,0.0,0.008,0.066,0.038
32,startup,robot7-sidecar,2,9.42,48.3,0.0,0.016,0.088,0.055
32,startup,robot7-sidecar,3,10.56,48.48,0.0,0.023,0.106,0.073
32,startup,robot7-sidecar,4,10.64,48.38,0.0,0.023,0.125,0.093
32,startup,robot7-sidecar,5,8.69,49.61,0.0,0.031,0.147,0.117
32,startup,robot7-sidecar,6,10.55,52.19,0.0,0.055,0.168,0.141
32,startup,robot7-sidecar,7,6.93,52.84,0.0,0.055,0.182,0.146
32,startup,robot7-sidecar,8,5.16,53.15,0.0,0.055,0.19,0.148
32,startup,robot7-sidecar,9,6.1,53.59,0.0,0.062,0.2,0.151
32,startup,robot7-sidecar,10,4.59,54.02,0.0,0.07,0.211,0.154
32,startup,robot7-sidecar,11,4.18,54.02,0.0,0.07,0.212,0.154
32,startup,robot7-sidecar,12,3.83,54.02,0.0,0.07,0.212,0.154
32,startup,robot7-sidecar,13,4.19,54.02,0.0,0.07,0.214,0.154
32,startup,robot7-sidecar,14,3.58,54.02,0.0,0.07,0.214,0.154
32,startup,robot8-sidecar,0,14.8,48.02,0.0,0.008,0.048,0.018
32,startup,robot8-sidecar,1,7.4,48.16,0.0,0.008,0.064,0.035
32,startup,robot8-sidecar,2,9.03,48.38,0.0,0.016,0.085,0.052
32,startup,robot8-sidecar,3,8.73,48.32,0.0,0.023,0.101,0.07
32,startup,robot8-sidecar,4,8.78,48.37,0.0,0.023,0.12,0.09
32,startup,robot8-sidecar,5,10.86,48.91,0.0,0.031,0.141,0.112
32,startup,robot8-sidecar,6,9.89,51.54,0.0,0.055,0.162,0.135
32,startup,robot8-sidecar,7,5.93,51.98,0.0,0.055,0.175,0.139
32,startup,robot8-sidecar,8,6.08,52.31,0.0,0.055,0.183,0.142
32,startup,robot8-sidecar,9,5.06,52.73,0.0,0.062,0.193,0.145
