n_robots,mode,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
4,continuous,robot1-sidecar,0,13.9,51.83,0.0,0.039,0.112,0.126
4,continuous,robot1-sidecar,1,8.13,51.91,0.0,0.039,0.133,0.15
4,continuous,robot1-sidecar,2,9.51,51.96,0.0,0.055,0.159,0.182
4,continuous,robot1-sidecar,3,9.03,52.25,0.0,0.055,0.18,0.206
4,continuous,robot1-sidecar,4,8.05,52.43,0.0,0.07,0.198,0.224
4,continuous,robot1-sidecar,5,4.3,52.75,0.0,0.07,0.204,0.226
4,continuous,robot1-sidecar,6,4.07,53.17,0.0,0.078,0.211,0.229
4,continuous,robot1-sidecar,7,4.88,53.4,0.0,0.078,0.215,0.23
4,continuous,robot1-sidecar,8,4.64,53.8,0.0,0.086,0.222,0.234
4,continuous,robot1-sidecar,9,4.37,54.17,0.0,0.086,0.227,0.235
4,continuous,robot1-sidecar,10,5.4,54.57,0.0,0.094,0.233,0.238
4,continuous,robot1-sidecar,11,3.96,55.05,0.0,0.094,0.239,0.24
4,continuous,robot1-sidecar,12,4.22,55.22,0.0,0.102,0.245,0.243
4,continuous,robot1-sidecar,13,4.26,55.64,0.0,0.102,0.251,0.245
4,continuous,robot1-sidecar,14,5.96,55.78,0.0,0.109,0.257,0.247
4,continuous,robot1-sidecar,15,4.89,56.08,0.0,0.109,0.262,0.249
4,continuous,robot1-sidecar,16,4.0,56.4,0.0,0.117,0.269,0.252
4,continuous,robot1-sidecar,17,3.91,56.53,0.0,0.117,0.274,0.254
4,continuous,robot1-sidecar,18,5.25,56.82,0.0,0.125,0.281,0.257
4,continuous,robot1-sidecar,19,4.72,57.27,0.0,0.125,0.286,0.259
4,continuous,robot1-sidecar,20,13.9,71.5,0.0,0.133,0.305,0.284
4,continuous,robot1-sidecar,21,9.76,71.66,0.0,0.133,0.338,0.331
4,continuous,robot1-sidecar,22,10.69,71.67,0.0,0.141,0.365,0.367
4,continuous,robot1-sidecar,23,8.06,71.72,0.0,0.141,0.387,0.393
4,continuous,robot1-sidecar,24,8.58,71.61,0.0,0.164,0.415,0.427
4,continuous,robot1-sidecar,25,8.95,71.67,0.0,0.164,0.437,0.454
4,continuous,robot1-sidecar,26,5.9,71.64,0.0,0.18,0.45,0.465
4,continuous,robot1-sidecar,27,4.14,71.77,0.0,0.18,0.456,0.466
4,continuous,robot1-sidecar,28,4.83,71.66,0.0,0.188,0.463,0.469
4,continuous,robot1-sidecar,29,4.27,71.79,0.0,0.188,0.469,0.471
4,continuous,robot1-sidecar,30,4.37,71.83,0.0,0.195,0.475,0.474
4,continuous,robot1-sidecar,31,5.12,71.75,0.0,0.195,0.48,0.476
4,continuous,robot1-sidecar,32,5.56,71.94,0.0,0.203,0.487,0.479
4,continuous,robot1-sidecar,33,5.07,71.75,0.0,0.203,0.492,0.481
4,continuous,robot1-sidecar,34,5.59,71.7,0.0,0.211,0.499,0.483
4,continuous,robot1-sidecar,35,4.65,71.71,0.0,0.211,0.504,0.485
4,continuous,robot1-sidecar,36,4.22,71.76,0.0,0.219,0.509,0.488
4,continuous,robot1-sidecar,37,4.25,71.84,0.0,0.219,0.515,0.49
4,continuous,robot1-sidecar,38,4.53,71.73,0.0,0.227,0.521,0.492
4,continuous,robot1-sidecar,39,5.83,65.29,0.0,0.227,0.527,0.494
4,continuous,robot1-sidecar,41,11.77,66.18,0.0,0.234,0.538,0.505
4,continuous,robot1-sidecar,42,9.33,42.95,0.0,0.234,0.571,0.554
4,continuous,robot1-sidecar,43,7.77,42.81,0.0,0.242,0.594,0.581
4,continuous,robot1-sidecar,44,7.96,45.51,0.0,0.242,0.615,0.607
4,continuous,robot1-sidecar,45,9.29,49.59,0.0,0.258,0.641,0.638
4,continuous,robot1-sidecar,46,8.49,41.47,0.0,0.258,0.663,0.664
4,continuous,robot1-sidecar,47,5.01,41.62,0.0,0.281,0.673,0.67
4,continuous,robot1-sidecar,48,4.42,41.5,0.0,0.281,0.679,0.672
4,continuous,robot1-sidecar,49,4.65,41.49,0.0,0.289,0.686,0.675
4,continuous,robot1-sidecar,50,3.82,41.49,0.0,0.289,0.691,0.677
4,continuous,robot1-sidecar,51,4.64,41.63,0.0,0.297,0.697,0.679
4,continuous,robot1-sidecar,52,4.41,41.5,0.0,0.297,0.703,0.681
4,continuous,robot1-sidecar,53,4.53,41.49,0.0,0.305,0.709,0.684
4,continuous,robot1-sidecar,54,4.74,41.49,0.0,0.305,0.714,0.686
4,continuous,robot1-sidecar,55,3.94,41.62,0.0,0.312,0.721,0.689
4,continuous,robot1-sidecar,56,4.09,41.5,0.0,0.312,0.726,0.691
4,continuous,robot1-sidecar,57,4.22,41.62,0.0,0.32,0.733,0.693
4,continuous,robot1-sidecar,58,4.2,41.5,0.0,0.328,0.739,0.696
4,continuous,robot1-sidecar,59,3.94,41.5,0.0,0.328,0.745,0.698
4,continuous,robot1-sidecar,60,4.4,41.5,0.0,0.336,0.751,0.701
4,continuous,robot1-sidecar,61,4.95,41.64,0.0,0.336,0.757,0.703
4,continuous,robot1-sidecar,62,16.46,53.21,0.0,0.352,0.783,0.739
4,continuous,robot1-sidecar,63,7.49,53.21,0.0,0.352,0.804,0.764
4,continuous,robot1-sidecar,64,9.08,53.35,0.0,0.359,0.83,0.794
4,continuous,robot1-sidecar,65,7.61,53.24,0.0,0.359,0.852,0.821
4,continuous,robot1-sidecar,66,7.7,53.79,0.0,0.383,0.873,0.845
4,continuous,robot1-sidecar,67,4.3,54.14,0.0,0.383,0.88,0.847
4,continuous,robot1-sidecar,68,4.43,54.45,0.0,0.391,0.887,0.85
4,continuous,robot1-sidecar,69,4.07,54.88,0.0,0.391,0.892,0.851
4,continuous,robot1-sidecar,70,5.23,55.17,0.0,0.398,0.899,0.854
4,continuous,robot1-sidecar,71,4.15,55.46,0.0,0.398,0.904,0.856
4,continuous,robot1-sidecar,72,4.27,55.93,0.0,0.406,0.911,0.859
4,continuous,robot1-sidecar,73,4.04,56.25,0.0,0.406,0.916,0.861
4,continuous,robot1-sidecar,74,4.05,56.81,0.0,0.414,0.923,0.864
4,continuous,robot1-sidecar,75,4.13,56.89,0.0,0.414,0.928,0.866
4,continuous,robot1-sidecar,76,4.39,57.27,0.0,0.422,0.934,0.868
4,continuous,robot1-sidecar,77,4.82,57.71,0.0,0.422,0.94,0.87
4,continuous,robot1-sidecar,78,4.36,58.06,0.0,0.43,0.946,0.873
4,continuous,robot1-sidecar,79,5.06,58.32,0.0,0.43,0.952,0.875
4,continuous,robot1-sidecar,80,4.37,58.85,0.0,0.438,0.958,0.878
4,continuous,robot1-sidecar,81,3.96,59.07,0.0,0.438,0.964,0.88
4,continuous,robot1-sidecar,82,15.29,73.39,0.0,0.445,0.981,0.902
4,continuous,robot1-sidecar,83,9.82,73.51,0.0,0.453,1.016,0.953
4,continuous,robot1-sidecar,84,9.14,73.39,0.0,0.461,1.045,0.994
4,continuous,robot1-sidecar,85,8.03,73.54,0.0,0.461,1.066,1.02
4,continuous,robot1-sidecar,86,8.74,73.43,0.0,0.5,1.095,1.054
4,continuous,robot1-sidecar,87,8.44,74.59,0.0,0.5,1.117,1.081
4,continuous,robot1-sidecar,88,6.48,76.66,0.0,0.523,1.134,1.098
4,continuous,robot1-sidecar,90,0.48,77.47,0.0,0.531,1.147,1.103
4,continuous,robot1-sidecar,91,5.56,77.69,0.0,0.531,1.153,1.105
4,continuous,robot1-sidecar,92,4.14,78.13,0.0,0.539,1.159,1.108
4,continuous,robot1-sidecar,93,4.42,78.41,0.0,0.539,1.165,1.11
4,continuous,robot1-sidecar,94,4.07,78.84,0.0,0.547,1.171,1.112
4,continuous,robot1-sidecar,95,3.94,79.14,0.0,0.547,1.176,1.114
4,continuous,robot1-sidecar,96,4.53,65.23,0.0,0.555,1.183,1.117
4,continuous,robot1-sidecar,97,5.21,65.34,0.0,0.555,1.188,1.119
4,continuous,robot1-sidecar,98,4.37,65.49,0.0,0.562,1.195,1.122
4,continuous,robot1-sidecar,99,4.42,65.62,0.0,0.562,1.2,1.124
4,continuous,robot1-sidecar,100,5.05,65.54,0.0,0.57,1.206,1.126
4,continuous,robot1-sidecar,101,4.1,65.52,0.0,0.57,1.212,1.128
4,continuous,robot1-sidecar,102,9.15,79.52,0.0,0.578,1.218,1.131
4,continuous,robot1-sidecar,103,15.42,55.59,0.0,0.586,1.248,1.175
4,continuous,robot1-sidecar,104,10.31,51.91,0.0,0.594,1.276,1.211
4,continuous,robot1-sidecar,105,8.66,47.24,0.0,0.594,1.298,1.238
4,continuous,robot1-sidecar,106,8.91,41.27,0.0,0.617,1.325,1.271
4,continuous,robot1-sidecar,107,8.25,41.44,0.0,0.617,1.347,1.297
4,continuous,robot1-sidecar,108,5.62,41.29,0.0,0.641,1.361,1.309
4,continuous,robot1-sidecar,109,4.12,41.29,0.0,0.641,1.367,1.311
4,continuous,robot1-sidecar,110,4.72,41.29,0.0,0.648,1.374,1.314
4,continuous,robot1-sidecar,111,4.22,41.3,0.0,0.648,1.379,1.315
4,continuous,robot1-sidecar,112,4.3,41.32,0.0,0.656,1.386,1.318
4,continuous,robot1-sidecar,113,4.09,41.29,0.0,0.656,1.391,1.32
4,continuous,robot1-sidecar,114,4.74,41.29,0.0,0.664,1.397,1.323
4,continuous,robot1-sidecar,115,3.81,41.32,0.0,0.664,1.403,1.325
4,continuous,robot1-sidecar,116,4.13,41.41,0.0,0.672,1.409,1.328
4,continuous,robot1-sidecar,117,4.07,41.3,0.0,0.672,1.414,1.329
4,continuous,robot1-sidecar,118,4.18,41.29,0.0,0.68,1.421,1.332
4,continuous,robot1-sidecar,119,4.27,41.29,0.0,0.695,1.425,1.334
4,continuous,robot1-sidecar,120,3.84,41.29,0.0,0.695,1.425,1.334
4,continuous,robot1-sidecar,122,3.82,41.29,0.0,0.695,1.425,1.334
4,continuous,robot2-sidecar,0,11.87,43.86,0.0,0.039,0.113,0.127
4,continuous,robot2-sidecar,1,8.19,43.82,0.0,0.039,0.133,0.15
4,continuous,robot2-sidecar,2,9.19,46.4,0.0,0.055,0.158,0.18
4,continuous,robot2-sidecar,3,9.51,49.63,0.0,0.055,0.178,0.204
4,continuous,robot2-sidecar,4,7.29,51.58,0.0,0.07,0.193,0.22
4,continuous,robot2-sidecar,5,4.09,51.88,0.0,0.07,0.2,0.222
4,continuous,robot2-sidecar,6,5.67,52.49,0.0,0.078,0.207,0.225
4,continuous,robot2-sidecar,7,4.43,52.68,0.0,0.078,0.212,0.226
4,continuous,robot2-sidecar,8,5.03,53.24,0.0,0.086,0.219,0.229
4,continuous,robot2-sidecar,9,3.84,53.35,0.0,0.086,0.224,0.231
4,continuous,robot2-sidecar,10,5.46,53.81,0.0,0.094,0.23,0.234
4,continuous,robot2-sidecar,11,4.06,54.31,0.0,0.094,0.236,0.236
4,continuous,robot2-sidecar,12,4.18,54.5,0.0,0.102,0.242,0.239
4,continuous,robot2-sidecar,13,4.45,54.87,0.0,0.102,0.247,0.24
4,continuous,robot2-sidecar,14,5.96,55.57,0.0,0.109,0.254,0.243
4,continuous,robot2-sidecar,15,4.4,55.72,0.0,0.109,0.259,0.245
4,continuous,robot2-sidecar,16,4.83,55.75,0.0,0.117,0.266,0.248
4,continuous,robot2-sidecar,17,4.24,56.23,0.0,0.117,0.271,0.25
4,continuous,robot2-sidecar,18,5.01,56.64,0.0,0.125,0.278,0.253
4,continuous,robot2-sidecar,19,4.08,56.62,0.0,0.125,0.283,0.255
4,continuous,robot2-sidecar,20,15.0,70.93,0.0,0.133,0.304,0.283
4,continuous,robot2-sidecar,21,9.18,70.87,0.0,0.133,0.336,0.329
4,continuous,robot2-sidecar,22,10.17,70.97,0.0,0.141,0.361,0.363
4,continuous,robot2-sidecar,23,8.26,71.12,0.0,0.141,0.383,0.389
4,continuous,robot2-sidecar,24,8.88,71.01,0.0,0.156,0.409,0.42
4,continuous,robot2-sidecar,25,8.35,71.02,0.0,0.156,0.43,0.445
4,continuous,robot2-sidecar,26,7.44,70.91,0.0,0.172,0.443,0.456
4,continuous,robot2-sidecar,27,4.41,70.91,0.0,0.172,0.449,0.458
4,continuous,robot2-sidecar,28,4.31,71.06,0.0,0.18,0.456,0.46
4,continuous,robot2-sidecar,29,4.25,71.07,0.0,0.18,0.461,0.462
4,continuous,robot2-sidecar,30,6.72,71.0,0.0,0.188,0.468,0.465
4,continuous,robot2-sidecar,31,4.61,70.98,0.0,0.188,0.473,0.467
4,continuous,robot2-sidecar,32,5.78,70.96,0.0,0.195,0.48,0.47
4,continuous,robot2-sidecar,33,4.37,70.96,0.0,0.195,0.485,0.472
4,continuous,robot2-sidecar,34,4.46,71.02,0.0,0.203,0.492,0.474
4,continuous,robot2-sidecar,35,4.2,71.11,0.0,0.203,0.497,0.476
4,continuous,robot2-sidecar,36,4.16,70.98,0.0,0.211,0.503,0.479
4,continuous,robot2-sidecar,37,4.38,71.12,0.0,0.211,0.509,0.481
4,continuous,robot2-sidecar,38,5.72,71.12,0.0,0.219,0.515,0.484
4,continuous,robot2-sidecar,40,4.42,71.0,0.0,0.219,0.521,0.486
4,continuous,robot2-sidecar,41,12.7,66.5,0.0,0.227,0.534,0.5
4,continuous,robot2-sidecar,42,10.93,43.03,0.0,0.227,0.566,0.547
4,continuous,robot2-sidecar,43,9.24,42.82,0.0,0.234,0.59,0.576
4,continuous,robot2-sidecar,44,7.91,42.95,0.0,0.234,0.611,0.602
4,continuous,robot2-sidecar,45,11.04,45.69,0.0,0.25,0.636,0.633
4,continuous,robot2-sidecar,46,8.48,41.23,0.0,0.25,0.657,0.658
4,continuous,robot2-sidecar,47,5.05,41.12,0.0,0.266,0.667,0.663
4,continuous,robot2-sidecar,48,4.35,41.12,0.0,0.273,0.673,0.665
4,continuous,robot2-sidecar,49,4.97,41.25,0.0,0.273,0.68,0.668
4,continuous,robot2-sidecar,50,3.99,41.25,0.0,0.281,0.685,0.67
4,continuous,robot2-sidecar,51,5.21,41.14,0.0,0.281,0.692,0.673
4,continuous,robot2-sidecar,52,4.89,41.13,0.0,0.281,0.697,0.675
4,continuous,robot2-sidecar,53,3.89,41.12,0.0,0.289,0.703,0.677
4,continuous,robot2-sidecar,54,4.85,41.12,0.0,0.289,0.709,0.679
4,continuous,robot2-sidecar,55,4.37,41.24,0.0,0.297,0.715,0.682
4,continuous,robot2-sidecar,56,3.66,41.13,0.0,0.297,0.72,0.684
4,continuous,robot2-sidecar,57,4.22,41.26,0.0,0.305,0.727,0.687
4,continuous,robot2-sidecar,58,4.1,41.12,0.0,0.312,0.732,0.689
4,continuous,robot2-sidecar,59,5.0,41.27,0.0,0.312,0.739,0.691
4,continuous,robot2-sidecar,60,4.27,41.23,0.0,0.32,0.746,0.694
4,continuous,robot2-sidecar,61,3.98,41.23,0.0,0.32,0.751,0.696
4,continuous,robot2-sidecar,62,17.25,52.91,0.0,0.336,0.777,0.731
4,continuous,robot2-sidecar,63,7.2,52.92,0.0,0.336,0.798,0.756
4,continuous,robot2-sidecar,64,8.64,52.83,0.0,0.359,0.825,0.788
4,continuous,robot2-sidecar,65,7.86,52.96,0.0,0.359,0.846,0.814
4,continuous,robot2-sidecar,66,7.87,53.91,0.0,0.383,0.867,0.838
4,continuous,robot2-sidecar,67,5.03,54.13,0.0,0.383,0.874,0.84
4,continuous,robot2-sidecar,68,4.04,54.57,0.0,0.391,0.881,0.842
4,continuous,robot2-sidecar,69,4.18,55.03,0.0,0.391,0.886,0.844
4,continuous,robot2-sidecar,70,5.16,55.46,0.0,0.398,0.893,0.847
4,continuous,robot2-sidecar,71,5.13,55.64,0.0,0.398,0.898,0.849
4,continuous,robot2-sidecar,72,4.5,56.01,0.0,0.406,0.903,0.851
4,continuous,robot2-sidecar,73,3.77,56.29,0.0,0.406,0.909,0.853
4,continuous,robot2-sidecar,74,4.75,56.64,0.0,0.414,0.915,0.856
4,continuous,robot2-sidecar,75,5.43,57.12,0.0,0.414,0.921,0.858
4,continuous,robot2-sidecar,76,4.3,57.37,0.0,0.422,0.927,0.861
4,continuous,robot2-sidecar,77,4.52,57.75,0.0,0.422,0.932,0.863
4,continuous,robot2-sidecar,78,5.09,58.01,0.0,0.43,0.939,0.865
4,continuous,robot2-sidecar,79,4.07,58.45,0.0,0.43,0.944,0.867
4,continuous,robot2-sidecar,80,4.09,58.71,0.0,0.438,0.951,0.87
4,continuous,robot2-sidecar,81,3.93,59.02,0.0,0.438,0.956,0.872
4,continuous,robot2-sidecar,82,14.43,73.4,0.0,0.445,0.971,0.889
4,continuous,robot2-sidecar,83,9.22,73.42,0.0,0.453,1.003,0.938
4,continuous,robot2-sidecar,84,8.32,73.55,0.0,0.461,1.033,0.978
4,continuous,robot2-sidecar,85,8.42,73.69,0.0,0.461,1.055,1.004
4,continuous,robot2-sidecar,86,8.95,73.56,0.0,0.484,1.082,1.036
4,continuous,robot2-sidecar,87,7.15,73.58,0.0,0.484,1.104,1.062
4,continuous,robot2-sidecar,88,7.05,75.32,0.0,0.508,1.12,1.079
4,continuous,robot2-sidecar,89,5.14,75.89,0.0,0.508,1.127,1.081
4,continuous,robot2-sidecar,90,4.25,76.33,0.0,0.516,1.134,1.084
4,continuous,robot2-sidecar,91,4.24,76.27,0.0,0.516,1.139,1.086
4,continuous,robot2-sidecar,92,4.38,76.83,0.0,0.523,1.146,1.088
4,continuous,robot2-sidecar,93,4.3,77.0,0.0,0.523,1.151,1.09
4,continuous,robot2-sidecar,94,4.3,77.59,0.0,0.531,1.157,1.093
4,continuous,robot2-sidecar,95,4.25,77.8,0.0,0.531,1.163,1.095
4,continuous,robot2-sidecar,96,4.74,78.22,0.0,0.539,1.169,1.098
4,continuous,robot2-sidecar,97,5.15,78.73,0.0,0.539,1.174,1.1
4,continuous,robot2-sidecar,98,4.49,78.89,0.0,0.547,1.181,1.102
4,continuous,robot2-sidecar,99,4.56,79.13,0.0,0.547,1.186,1.104
4,continuous,robot2-sidecar,100,5.0,69.6,0.0,0.555,1.193,1.107
4,continuous,robot2-sidecar,101,4.21,65.09,0.0,0.555,1.198,1.109
4,continuous,robot2-sidecar,102,4.68,65.54,0.0,0.562,1.205,1.112
4,continuous,robot2-sidecar,103,18.03,42.91,0.0,0.57,1.23,1.148
4,continuous,robot2-sidecar,104,9.96,42.93,0.0,0.578,1.257,1.183
4,continuous,robot2-sidecar,105,8.52,42.95,0.0,0.578,1.277,1.208
4,continuous,robot2-sidecar,106,9.41,44.59,0.0,0.602,1.304,1.24
4,continuous,robot2-sidecar,107,8.36,41.44,0.0,0.602,1.325,1.266
4,continuous,robot2-sidecar,108,5.67,41.3,0.0,0.625,1.339,1.277
4,continuous,robot2-sidecar,109,3.92,41.54,0.0,0.625,1.345,1.279
4,continuous,robot2-sidecar,110,3.99,41.3,0.0,0.633,1.352,1.282
4,continuous,robot2-sidecar,111,4.2,41.46,0.0,0.633,1.357,1.284
4,continuous,robot2-sidecar,112,4.07,41.31,0.0,0.641,1.364,1.287
4,continuous,robot2-sidecar,113,3.99,41.3,0.0,0.641,1.369,1.289
4,continuous,robot2-sidecar,114,5.03,41.42,0.0,0.648,1.376,1.291
4,continuous,robot2-sidecar,115,5.02,41.47,0.0,0.648,1.381,1.293
4,continuous,robot2-sidecar,116,4.55,41.42,0.0,0.656,1.387,1.296
4,continuous,robot2-sidecar,117,4.09,41.43,0.0,0.656,1.393,1.298
4,continuous,robot2-sidecar,118,4.4,41.3,0.0,0.664,1.399,1.301
4,continuous,robot2-sidecar,119,4.19,41.31,0.0,0.68,1.403,1.302
4,continuous,robot2-sidecar,121,3.55,41.31,0.0,0.68,1.403,1.302
4,continuous,robot2-sidecar,122,3.45,41.3,0.0,0.68,1.403,1.303
4,continuous,robot3-sidecar,0,12.44,51.71,0.0,0.039,0.112,0.126
4,continuous,robot3-sidecar,1,8.7,52.0,0.0,0.039,0.133,0.151
4,continuous,robot3-sidecar,2,9.2,51.85,0.0,0.062,0.16,0.183
4,continuous,robot3-sidecar,3,7.37,51.9,0.0,0.062,0.181,0.209
4,continuous,robot3-sidecar,4,8.24,52.78,0.0,0.078,0.199,0.226
4,continuous,robot3-sidecar,5,4.5,52.97,0.0,0.078,0.205,0.228
4,continuous,robot3-sidecar,6,5.44,53.41,0.0,0.086,0.212,0.231
4,continuous,robot3-sidecar,7,4.14,53.72,0.0,0.086,0.217,0.233
4,continuous,robot3-sidecar,9,0.39,54.52,0.0,0.094,0.228,0.237
4,continuous,robot3-sidecar,10,4.1,55.04,0.0,0.102,0.235,0.24
4,continuous,robot3-sidecar,11,4.29,55.14,0.0,0.102,0.24,0.242
4,continuous,robot3-sidecar,12,4.26,55.44,0.0,0.109,0.246,0.245
4,continuous,robot3-sidecar,13,5.65,55.71,0.0,0.109,0.252,0.247
4,continuous,robot3-sidecar,14,4.13,55.94,0.0,0.117,0.258,0.249
4,continuous,robot3-sidecar,15,4.19,56.24,0.0,0.117,0.264,0.251
4,continuous,robot3-sidecar,16,4.36,56.56,0.0,0.125,0.27,0.254
4,continuous,robot3-sidecar,17,4.55,56.81,0.0,0.125,0.275,0.256
4,continuous,robot3-sidecar,18,6.59,57.08,0.0,0.133,0.282,0.259
4,continuous,robot3-sidecar,19,4.64,57.35,0.0,0.133,0.287,0.261
4,continuous,robot3-sidecar,20,14.1,71.65,0.0,0.141,0.307,0.285
4,continuous,robot3-sidecar,21,8.8,71.77,0.0,0.141,0.339,0.334
4,continuous,robot3-sidecar,22,10.46,71.57,0.0,0.148,0.367,0.369
4,continuous,robot3-sidecar,23,8.38,71.59,0.0,0.148,0.388,0.395
4,continuous,robot3-sidecar,24,8.8,71.61,0.0,0.156,0.414,0.426
4,continuous,robot3-sidecar,25,9.22,71.63,0.0,0.156,0.436,0.452
4,continuous,robot3-sidecar,26,6.7,71.75,0.0,0.172,0.449,0.463
4,continuous,robot3-sidecar,27,5.17,71.76,0.0,0.172,0.455,0.465
4,continuous,robot3-sidecar,28,4.93,71.76,0.0,0.18,0.462,0.467
4,continuous,robot3-sidecar,29,4.34,71.89,0.0,0.18,0.467,0.469
4,continuous,robot3-sidecar,30,4.01,71.78,0.0,0.188,0.474,0.472
4,continuous,robot3-sidecar,31,4.39,71.82,0.0,0.188,0.479,0.474
4,continuous,robot3-sidecar,32,3.99,71.67,0.0,0.195,0.485,0.477
4,continuous,robot3-sidecar,33,3.92,71.79,0.0,0.195,0.491,0.479
4,continuous,robot3-sidecar,34,4.21,71.67,0.0,0.203,0.496,0.481
4,continuous,robot3-sidecar,35,4.15,71.68,0.0,0.203,0.501,0.483
4,continuous,robot3-sidecar,36,4.69,71.82,0.0,0.211,0.508,0.486
4,continuous,robot3-sidecar,37,4.69,71.7,0.0,0.211,0.513,0.488
4,continuous,robot3-sidecar,38,5.95,71.73,0.0,0.219,0.52,0.49
4,continuous,robot3-sidecar,40,4.02,71.7,0.0,0.219,0.525,0.492
4,continuous,robot3-sidecar,41,12.56,64.93,0.0,0.227,0.536,0.503
4,continuous,robot3-sidecar,42,10.55,42.75,0.0,0.227,0.569,0.552
4,continuous,robot3-sidecar,43,7.7,42.5,0.0,0.234,0.594,0.582
4,continuous,robot3-sidecar,44,7.92,45.5,0.0,0.234,0.616,0.608
4,continuous,robot3-sidecar,45,8.95,49.19,0.0,0.242,0.641,0.638
4,continuous,robot3-sidecar,46,8.91,41.33,0.0,0.242,0.663,0.664
4,continuous,robot3-sidecar,47,5.03,41.34,0.0,0.258,0.672,0.67
4,continuous,robot3-sidecar,48,4.73,41.33,0.0,0.258,0.679,0.672
4,continuous,robot3-sidecar,49,5.0,41.33,0.0,0.266,0.685,0.675
4,continuous,robot3-sidecar,50,4.7,41.46,0.0,0.266,0.691,0.676
4,continuous,robot3-sidecar,51,4.68,41.47,0.0,0.273,0.697,0.679
4,continuous,robot3-sidecar,52,4.25,41.47,0.0,0.273,0.702,0.681
4,continuous,robot3-sidecar,53,4.17,41.46,0.0,0.281,0.709,0.684
4,continuous,robot3-sidecar,54,4.3,41.34,0.0,0.281,0.714,0.686
4,continuous,robot3-sidecar,55,4.53,41.36,0.0,0.289,0.721,0.689
4,continuous,robot3-sidecar,56,3.99,41.34,0.0,0.289,0.726,0.69
4,continuous,robot3-sidecar,57,5.82,41.34,0.0,0.297,0.733,0.693
4,continuous,robot3-sidecar,58,4.02,41.34,0.0,0.305,0.739,0.696
4,continuous,robot3-sidecar,59,4.29,41.34,0.0,0.305,0.744,0.698
4,continuous,robot3-sidecar,60,4.62,41.34,0.0,0.312,0.751,0.701
4,continuous,robot3-sidecar,61,3.76,41.34,0.0,0.312,0.756,0.703
4,continuous,robot3-sidecar,62,16.96,52.97,0.0,0.328,0.782,0.738
4,continuous,robot3-sidecar,63,7.99,53.11,0.0,0.328,0.803,0.763
4,continuous,robot3-sidecar,64,9.2,53.03,0.0,0.359,0.832,0.797
4,continuous,robot3-sidecar,65,7.97,53.04,0.0,0.359,0.854,0.824
4,continuous,robot3-sidecar,66,7.62,54.15,0.0,0.383,0.875,0.848
4,continuous,robot3-sidecar,67,5.12,54.57,0.0,0.383,0.881,0.85
4,continuous,robot3-sidecar,68,4.13,54.89,0.0,0.391,0.889,0.852
4,continuous,robot3-sidecar,69,4.1,55.11,0.0,0.391,0.894,0.854
4,continuous,robot3-sidecar,70,5.69,55.61,0.0,0.398,0.9,0.857
4,continuous,robot3-sidecar,71,4.42,55.84,0.0,0.398,0.906,0.859
4,continuous,robot3-sidecar,72,4.21,56.43,0.0,0.406,0.912,0.862
4,continuous,robot3-sidecar,73,3.46,56.62,0.0,0.406,0.918,0.864
4,continuous,robot3-sidecar,74,4.53,57.03,0.0,0.414,0.924,0.867
4,continuous,robot3-sidecar,75,3.74,57.38,0.0,0.414,0.929,0.868
4,continuous,robot3-sidecar,76,4.28,57.73,0.0,0.422,0.936,0.871
4,continuous,robot3-sidecar,77,4.08,58.02,0.0,0.422,0.941,0.873
4,continuous,robot3-sidecar,78,4.55,58.48,0.0,0.43,0.948,0.876
4,continuous,robot3-sidecar,79,3.96,58.76,0.0,0.43,0.953,0.878
4,continuous,robot3-sidecar,80,4.06,59.18,0.0,0.438,0.96,0.881
4,continuous,robot3-sidecar,81,4.5,59.54,0.0,0.438,0.965,0.883
4,continuous,robot3-sidecar,82,13.63,73.38,0.0,0.445,0.979,0.9
4,continuous,robot3-sidecar,83,9.6,73.51,0.0,0.453,1.013,0.95
4,continuous,robot3-sidecar,84,9.56,73.42,0.0,0.461,1.042,0.989
4,continuous,robot3-sidecar,85,9.37,73.48,0.0,0.461,1.063,1.015
4,continuous,robot3-sidecar,86,9.67,73.45,0.0,0.484,1.091,1.048
4,continuous,robot3-sidecar,87,8.22,73.7,0.0,0.484,1.113,1.074
4,continuous,robot3-sidecar,88,6.88,75.48,0.0,0.508,1.13,1.092
4,continuous,robot3-sidecar,89,3.88,76.01,0.0,0.508,1.136,1.093
4,continuous,robot3-sidecar,90,5.06,76.2,0.0,0.516,1.143,1.096
4,continuous,robot3-sidecar,91,3.97,76.56,0.0,0.516,1.148,1.098
4,continuous,robot3-sidecar,92,4.04,77.03,0.0,0.523,1.155,1.101
4,continuous,robot3-sidecar,93,4.04,77.29,0.0,0.523,1.16,1.103
4,continuous,robot3-sidecar,94,4.3,77.79,0.0,0.531,1.167,1.106
4,continuous,robot3-sidecar,95,5.14,78.11,0.0,0.531,1.172,1.108
4,continuous,robot3-sidecar,96,5.02,78.38,0.0,0.539,1.179,1.11
4,continuous,robot3-sidecar,97,4.53,78.62,0.0,0.539,1.184,1.112
4,continuous,robot3-sidecar,98,4.34,79.03,0.0,0.547,1.19,1.115
4,continuous,robot3-sidecar,99,5.5,79.37,0.0,0.547,1.196,1.117
