robot,topic,ros_stamp_ns,wall_stamp_ns
robot1,/robot1/scan,461406000000,1779442195376786240
robot1,/robot1/scan,461606000000,1779442195576722802
robot1,/robot1/scan,461806000000,1779442195777160439
robot1,/robot1/scan,462006000000,1779442195977220604
robot1,/robot1/scan,462206000000,1779442196177219601
robot1,/robot1/scan,462406000000,1779442196377951292
robot1,/robot1/scan,462606000000,1779442196577574824
robot1,/robot1/scan,462806000000,1779442196776689915
robot1,/robot1/scan,463006000000,1779442196976727430
robot1,/robot1/scan,463206000000,1779442197176897616
robot1,/robot1/scan,463406000000,1779442197376993585
robot1,/robot1/scan,463606000000,1779442197576863694
robot1,/robot1/scan,463806000000,1779442197776844523
robot1,/robot1/scan,464006000000,1779442197976914510
robot1,/robot1/scan,464206000000,1779442198176905092
robot1,/robot1/scan,464406000000,1779442198376996361
robot1,/robot1/scan,464606000000,1779442198577106679
robot1,/robot1/scan,464806000000,1779442198777119602
robot1,/robot1/scan,465006000000,1779442198977225513
robot1,/robot1/scan,465206000000,1779442199177266491
robot1,/robot1/scan,465406000000,1779442199377453442
robot1,/robot1/scan,465606000000,1779442199577079045
robot1,/robot1/scan,465806000000,1779442199777275177
robot1,/robot1/scan,466006000000,1779442199977299797
robot1,/robot1/scan,466206000000,1779442200177634386
robot1,/robot1/scan,466406000000,1779442200378748928
robot1,/robot1/scan,466606000000,1779442200577852854
robot1,/robot1/scan,466806000000,1779442200777879284
robot1,/robot1/scan,467006000000,1779442200977784140
robot1,/robot1/scan,467206000000,1779442201177788281
robot1,/robot1/scan,467406000000,1779442201377834014
robot1,/robot1/scan,467606000000,1779442201577909565
robot1,/robot1/scan,467806000000,1779442201777817987
robot1,/robot1/scan,468006000000,1779442201977823869
robot1,/robot1/scan,468206000000,1779442202177936432
robot1,/robot1/scan,468406000000,1779442202377894622
robot1,/robot1/scan,468606000000,1779442202578630036
robot1,/robot1/scan,468806000000,1779442202778213227
robot1,/robot1/scan,469006000000,1779442202978152561
robot1,/robot1/scan,469206000000,1779442203178409114
robot1,/robot1/scan,469406000000,1779442203378611385
robot1,/robot1/scan,469606000000,1779442203578454356
robot1,/robot1/scan,469806000000,1779442203778337764
robot1,/robot1/scan,470006000000,1779442203978427257
robot1,/robot1/scan,470206000000,1779442204178507137
robot1,/robot1/scan,470406000000,1779442204378402434
robot1,/robot1/scan,470606000000,1779442204578339954
robot1,/robot1/scan,470806000000,1779442204778513376
robot1,/robot1/scan,471006000000,1779442204978384115
robot1,/robot1/scan,471206000000,1779442205179124086
robot1,/robot1/scan,471406000000,1779442205379964056
robot1,/robot1/scan,471606000000,1779442205579740846
robot1,/robot1/scan,471806000000,1779442205779637437
robot1,/robot1/scan,472006000000,1779442205979628064
robot1,/robot1/scan,472206000000,1779442206179930167
robot1,/robot1/scan,472406000000,1779442206379798351
robot1,/robot1/scan,472606000000,1779442206580013467
robot1,/robot1/scan,472806000000,1779442206779944598
robot1,/robot1/scan,473006000000,1779442206979961134
robot1,/robot1/scan,473207000000,1779442207181108222
robot1,/robot1/scan,473407000000,1779442207380872751
robot1,/robot1/scan,473607000000,1779442207580522000
robot1,/robot1/scan,473807000000,1779442207780716198
robot1,/robot1/scan,474007000000,1779442207980667348
robot1,/robot1/scan,474207000000,1779442208180491729
