trial,t0_iso,t1_iso,latency_s,detected,ssp_ms,n_robots,target,robot
1,2026-06-13T14:11:14.333Z,2026-06-13T14:11:34.109Z,19.775,1,20000,4,sidecar,robot1
2,2026-06-13T14:12:08.375Z,2026-06-13T14:12:28.067Z,19.691,1,20000,4,sidecar,robot1
3,2026-06-13T14:13:00.420Z,2026-06-13T14:13:22.129Z,21.708,1,20000,4,sidecar,robot1
4,2026-06-13T14:13:56.280Z,2026-06-13T14:14:16.209Z,19.929,1,20000,4,sidecar,robot1
5,2026-06-13T14:14:50.343Z,2026-06-13T14:15:10.088Z,19.744,1,20000,4,sidecar,robot1
6,2026-06-13T14:15:44.306Z,2026-06-13T14:16:02.021Z,17.714,1,20000,4,sidecar,robot1
7,2026-06-13T14:18:10.237Z,2026-06-13T14:18:30.151Z,19.913,1,20000,4,sidecar,robot1
8,2026-06-13T14:19:04.200Z,2026-06-13T14:19:22.167Z,17.967,1,20000,4,sidecar,robot1
9,2026-06-13T14:19:54.255Z,2026-06-13T14:20:16.056Z,21.801,1,20000,4,sidecar,robot1
10,2026-06-13T14:20:50.357Z,2026-06-13T14:21:10.104Z,19.746,1,20000,4,sidecar,robot1
11,2026-06-13T14:21:44.228Z,2026-06-13T14:22:02.210Z,17.982,1,20000,4,sidecar,robot1
12,2026-06-13T14:22:34.290Z,2026-06-13T14:22:56.203Z,21.913,1,20000,4,sidecar,robot1
13,2026-06-13T14:23:28.306Z,2026-06-13T14:23:46.167Z,17.861,1,20000,4,sidecar,robot1
14,2026-06-13T14:24:18.162Z,2026-06-13T14:24:40.158Z,21.996,1,20000,4,sidecar,robot1
15,2026-06-13T14:25:14.216Z,2026-06-13T14:25:32.149Z,17.933,1,20000,4,sidecar,robot1
16,2026-06-13T14:26:04.348Z,2026-06-13T14:26:26.138Z,21.790,1,20000,4,sidecar,robot1
17,2026-06-13T14:27:00.376Z,2026-06-13T14:27:20.061Z,19.684,1,20000,4,sidecar,robot1
18,2026-06-13T14:27:54.335Z,2026-06-13T14:28:14.059Z,19.723,1,20000,4,sidecar,robot1
19,2026-06-13T14:28:48.176Z,2026-06-13T14:29:06.137Z,17.960,1,20000,4,sidecar,robot1
20,2026-06-13T14:31:14.409Z,2026-06-13T14:31:34.090Z,19.680,1,20000,4,sidecar,robot1
21,2026-06-13T14:32:08.378Z,2026-06-13T14:32:28.105Z,19.726,1,20000,4,sidecar,robot1
22,2026-06-13T14:33:00.316Z,2026-06-13T14:33:22.041Z,21.724,1,20000,4,sidecar,robot1
23,2026-06-13T14:33:56.186Z,2026-06-13T14:34:16.154Z,19.967,1,20000,4,sidecar,robot1
24,2026-06-13T14:34:48.336Z,2026-06-13T14:35:08.094Z,19.757,1,20000,4,sidecar,robot1
25,2026-06-13T14:35:40.267Z,2026-06-13T14:36:02.209Z,21.941,1,20000,4,sidecar,robot1
26,2026-06-13T14:36:36.368Z,2026-06-13T14:36:56.066Z,19.698,1,20000,4,sidecar,robot1
27,2026-06-13T14:37:32.244Z,2026-06-13T14:37:52.139Z,19.894,1,20000,4,sidecar,robot1
28,2026-06-13T14:38:26.375Z,2026-06-13T14:38:46.065Z,19.689,1,20000,4,sidecar,robot1
29,2026-06-13T14:39:20.311Z,2026-06-13T14:39:40.092Z,19.781,1,20000,4,sidecar,robot1
30,2026-06-13T14:40:12.217Z,2026-06-13T14:40:34.209Z,21.992,1,20000,4,sidecar,robot1
