trial,t0_iso,t1_iso,latency_s,detected,ssp_ms,n_robots,target,robot
2,2026-06-14T09:44:08.236Z,2026-06-14T09:44:16.060Z,7.824,1,2000,4,sidecar,robot1
3,2026-06-14T09:44:32.323Z,2026-06-14T09:44:40.106Z,7.783,1,2000,4,sidecar,robot1
4,2026-06-14T09:44:56.298Z,2026-06-14T09:45:04.046Z,7.748,1,2000,4,sidecar,robot1
5,2026-06-14T09:46:58.235Z,2026-06-14T09:47:04.130Z,5.895,1,2000,4,sidecar,robot1
6,2026-06-14T09:47:20.242Z,2026-06-14T09:47:28.029Z,7.786,1,2000,4,sidecar,robot1
7,2026-06-14T09:49:20.225Z,2026-06-14T09:49:28.100Z,7.875,1,2000,4,sidecar,robot1
8,2026-06-14T09:49:44.358Z,2026-06-14T09:49:52.053Z,7.694,1,2000,4,sidecar,robot1
9,2026-06-14T09:50:08.284Z,2026-06-14T09:50:16.048Z,7.764,1,2000,4,sidecar,robot1
10,2026-06-14T09:50:32.176Z,2026-06-14T09:50:40.173Z,7.997,1,2000,4,sidecar,robot1
11,2026-06-14T09:50:56.217Z,2026-06-14T09:51:04.169Z,7.952,1,2000,4,sidecar,robot1
12,2026-06-14T09:51:20.307Z,2026-06-14T09:51:28.111Z,7.804,1,2000,4,sidecar,robot1
13,2026-06-14T09:51:44.236Z,2026-06-14T09:51:52.159Z,7.922,1,2000,4,sidecar,robot1
14,2026-06-14T09:52:08.343Z,2026-06-14T09:52:16.071Z,7.728,1,2000,4,sidecar,robot1
15,2026-06-14T09:52:32.283Z,2026-06-14T09:52:40.051Z,7.768,1,2000,4,sidecar,robot1
16,2026-06-14T09:52:54.252Z,2026-06-14T09:53:00.089Z,5.836,1,2000,4,sidecar,robot1
17,2026-06-14T09:53:14.338Z,2026-06-14T09:53:20.053Z,5.714,1,2000,4,sidecar,robot1
18,2026-06-14T09:53:36.316Z,2026-06-14T09:53:44.093Z,7.776,1,2000,4,sidecar,robot1
19,2026-06-14T09:54:00.227Z,2026-06-14T09:54:08.029Z,7.801,1,2000,4,sidecar,robot1
20,2026-06-14T09:54:24.309Z,2026-06-14T09:54:32.085Z,7.775,1,2000,4,sidecar,robot1
21,2026-06-14T09:54:48.273Z,2026-06-14T09:54:56.202Z,7.929,1,2000,4,sidecar,robot1
22,2026-06-14T09:55:12.289Z,2026-06-14T09:55:20.053Z,7.763,1,2000,4,sidecar,robot1
23,2026-06-14T09:55:36.274Z,2026-06-14T09:55:44.080Z,7.805,1,2000,4,sidecar,robot1
24,2026-06-14T09:56:00.350Z,2026-06-14T09:56:08.111Z,7.760,1,2000,4,sidecar,robot1
25,2026-06-14T09:56:24.327Z,2026-06-14T09:56:32.102Z,7.775,1,2000,4,sidecar,robot1
26,2026-06-14T09:56:48.245Z,2026-06-14T09:56:56.210Z,7.965,1,2000,4,sidecar,robot1
27,2026-06-14T09:57:12.332Z,2026-06-14T09:57:20.068Z,7.736,1,2000,4,sidecar,robot1
28,2026-06-14T09:57:38.187Z,2026-06-14T09:57:48.238Z,10.051,1,2000,4,sidecar,robot1
29,2026-06-14T09:58:04.347Z,2026-06-14T09:58:14.069Z,9.721,1,2000,4,sidecar,robot1
30,2026-06-14T09:58:30.403Z,2026-06-14T09:58:36.084Z,5.680,1,2000,4,sidecar,robot1
