robot,topic,ros_stamp_ns,wall_stamp_ns
robot1,/robot1/tf,31884000000,1779271100292540372
robot1,/robot1/tf,31918000000,1779271100326442871
robot1,/robot1/tf,31952000000,1779271100360378437
robot1,/robot1/tf,31986000000,1779271100394313565
robot1,/robot1/tf,32020000000,1779271100428323358
robot1,/robot1/tf,32054000000,1779271100462376082
robot1,/robot1/tf,32088000000,1779271100496397636
robot1,/robot1/tf,32122000000,1779271100530365739
robot1,/robot1/tf,32156000000,1779271100564329954
robot1,/robot1/tf,32190000000,1779271100598230615
robot1,/robot1/tf,32224000000,1779271100632180165
robot1,/robot1/tf,32258000000,1779271100666181258
robot1,/robot1/tf,32292000000,1779271100700104678
robot1,/robot1/tf,32326000000,1779271100734129074
robot1,/robot1/tf,32360000000,1779271100768206441
robot1,/robot1/tf,32394000000,1779271100802194306
robot1,/robot1/tf,32428000000,1779271100836105451
robot1,/robot1/tf,32462000000,1779271100870178570
robot1,/robot1/tf,32496000000,1779271100904267585
robot1,/robot1/tf,32530000000,1779271100938185037
robot1,/robot1/tf,32564000000,1779271100972155611
robot1,/robot1/tf,32598000000,1779271101006180042
robot1,/robot1/tf,32632000000,1779271101040181260
robot1,/robot1/tf,32666000000,1779271101074232204
robot1,/robot1/tf,32700000000,1779271101107957104
robot1,/robot1/tf,32734000000,1779271101141863573
robot1,/robot1/tf,32768000000,1779271101175825884
robot1,/robot1/tf,32802000000,1779271101209984740
robot1,/robot1/tf,32836000000,1779271101243985699
robot1,/robot1/tf,32870000000,1779271101277948540
robot1,/robot1/tf,32904000000,1779271101311775132
robot1,/robot1/tf,32938000000,1779271101345852278
robot1,/robot1/tf,32972000000,1779271101379904526
robot1,/robot1/tf,33006000000,1779271101413955906
robot1,/robot1/tf,33040000000,1779271101448121121
robot1,/robot1/tf,33074000000,1779271101481920361
robot1,/robot1/tf,33108000000,1779271101516074551
robot1,/robot1/tf,33142000000,1779271101549876972
robot1,/robot1/tf,33176000000,1779271101583874870
robot1,/robot1/tf,33210000000,1779271101618248140
robot1,/robot1/tf,33244000000,1779271101652375428
robot1,/robot1/tf,33278000000,1779271101685997662
robot1,/robot1/tf,33312000000,1779271101720150041
robot1,/robot1/tf,33346000000,1779271101754041203
robot1,/robot1/tf,33380000000,1779271101788069397
robot1,/robot1/tf,33414000000,1779271101822159921
robot1,/robot1/tf,33448000000,1779271101856128803
robot1,/robot1/tf,33482000000,1779271101890182698
robot1,/robot1/tf,33516000000,1779271101924265656
robot1,/robot1/tf,33550000000,1779271101958211532
robot1,/robot1/tf,33584000000,1779271101992241856
robot1,/robot1/tf,33618000000,1779271102027220093
robot1,/robot1/tf,33652000000,1779271102061354961
