timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1767610980995,16.7,52.32,15707.25,0.33,0.0,0.234,0.008,0.009
1767610982003,23.41,52.5,15707.25,0.33,0.0,0.234,0.01,0.012
1767610983013,18.83,52.37,15707.25,0.33,0.0,0.234,0.011,0.014
1767610984032,20.64,52.4,15707.25,0.33,0.0,0.234,0.013,0.017
1767610985044,19.95,52.41,15707.25,0.33,0.0,0.234,0.015,0.02
1767610986059,19.95,52.45,15707.25,0.33,0.0,0.234,0.017,0.023
1767610987079,20.27,52.46,15707.25,0.33,0.0,0.234,0.019,0.026
1767610989097,15.95,52.48,15707.25,0.33,0.0,0.242,0.022,0.03
1767610990107,20.98,52.52,15707.25,0.33,0.0,0.242,0.023,0.033
1767610991119,22.07,52.5,15707.25,0.33,0.0,0.25,0.025,0.036
1767610992130,19.05,52.85,15707.25,0.34,0.0,0.25,0.027,0.039
1767610993144,19.95,52.54,15707.25,0.33,0.0,0.258,0.028,0.041
1767610994155,22.23,52.5,15707.25,0.33,0.0,0.258,0.03,0.044
1767610995163,20.5,52.54,15707.25,0.33,0.0,0.266,0.032,0.047
1767610996178,19.69,52.56,15707.25,0.33,0.0,0.266,0.034,0.049
1767610997197,33.56,53.06,15707.25,0.34,0.0,0.273,0.043,0.062
1767610998207,25.62,53.24,15707.25,0.34,0.0,0.273,0.048,0.069
1767610999217,28.89,53.27,15707.25,0.34,0.0,0.273,0.053,0.078
1767611000230,29.62,54.58,15707.25,0.35,0.0,0.281,0.06,0.088
1767611001252,28.73,53.08,15707.25,0.34,0.0,0.297,0.067,0.1
1767611002260,20.62,53.81,15707.25,0.34,0.0,0.297,0.069,0.102
1767611003272,21.17,53.11,15707.25,0.34,0.0,0.305,0.071,0.105
1767611004284,21.11,53.25,15707.25,0.34,0.0,0.305,0.072,0.107
1767611005299,21.15,53.16,15707.25,0.34,0.0,0.312,0.074,0.11
1767611006312,21.43,53.11,15707.25,0.34,0.0,0.312,0.077,0.113
1767611007319,20.72,53.07,15707.25,0.34,0.0,0.32,0.079,0.116
1767611008335,20.38,53.1,15707.25,0.34,0.0,0.32,0.081,0.118
1767611009344,20.75,53.13,15707.25,0.34,0.0,0.328,0.084,0.121
1767611010353,18.83,53.23,15707.25,0.34,0.0,0.328,0.086,0.123
1767611011361,21.74,53.98,15707.25,0.34,0.0,0.336,0.088,0.126
1767611012380,18.99,53.16,15707.25,0.34,0.0,0.336,0.09,0.129
1767611013390,20.85,53.18,15707.25,0.34,0.0,0.344,0.092,0.132
1767611014410,20.58,53.13,15707.25,0.34,0.0,0.344,0.094,0.134
1767611015417,32.54,53.33,15707.25,0.34,0.0,0.352,0.103,0.147
1767611016427,26.71,53.49,15707.25,0.34,0.0,0.352,0.107,0.154
1767611017440,31.41,53.31,15707.25,0.34,0.0,0.359,0.114,0.164
1767611018452,25.99,53.6,15707.25,0.34,0.0,0.359,0.118,0.17
1767611019462,33.61,53.25,15707.25,0.34,0.0,0.375,0.127,0.185
1767611020468,20.76,54.17,15707.25,0.34,0.0,0.375,0.129,0.187
1767611021484,21.59,53.34,15707.25,0.34,0.0,0.383,0.13,0.19
1767611022492,21.47,53.31,15707.25,0.34,0.0,0.383,0.132,0.192
1767611023505,21.2,53.29,15707.25,0.34,0.0,0.391,0.134,0.195
