timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1767611199190,2.33,50.12,15707.25,0.32,0.0,0.188,0.008,0.009
1767611200200,6.5,50.13,15707.25,0.32,0.0,0.188,0.01,0.012
1767611201212,7.52,50.16,15707.25,0.32,0.0,0.188,0.012,0.015
1767611202224,6.21,50.16,15707.25,0.32,0.0,0.188,0.013,0.017
1767611203244,6.6,50.16,15707.25,0.32,0.0,0.203,0.015,0.02
1767611204252,5.98,50.17,15707.25,0.32,0.0,0.203,0.017,0.022
1767611205259,5.94,50.18,15707.25,0.32,0.0,0.219,0.019,0.025
1767611206279,5.35,50.18,15707.25,0.32,0.0,0.219,0.021,0.028
1767611207290,6.68,50.2,15707.25,0.32,0.0,0.234,0.022,0.031
1767611208301,5.64,50.33,15707.25,0.32,0.0,0.234,0.024,0.033
1767611209317,6.62,50.22,15707.25,0.32,0.0,0.25,0.026,0.036
1767611210331,5.79,50.22,15707.25,0.32,0.0,0.25,0.027,0.038
1767611211342,6.91,50.22,15707.25,0.32,0.0,0.266,0.029,0.041
1767611212360,5.64,50.22,15707.25,0.32,0.0,0.266,0.031,0.044
1767611213368,6.77,50.23,15707.25,0.32,0.0,0.281,0.033,0.047
1767611214385,6.24,50.23,15707.25,0.32,0.0,0.281,0.034,0.049
1767611215403,29.76,50.95,15707.25,0.32,0.0,0.312,0.052,0.072
1767611216418,21.78,50.88,15707.25,0.32,0.0,0.328,0.066,0.089
1767611217418,6.8,50.89,15707.25,0.32,0.0,0.344,0.068,0.092
1767611218438,6.05,50.89,15707.25,0.32,0.0,0.344,0.069,0.094
1767611219447,7.26,50.9,15707.25,0.32,0.0,0.359,0.071,0.097
1767611220458,6.23,50.9,15707.25,0.32,0.0,0.359,0.073,0.1
1767611221472,6.83,50.9,15707.25,0.32,0.0,0.375,0.075,0.103
1767611222488,5.74,50.9,15707.25,0.32,0.0,0.375,0.076,0.105
1767611223499,6.29,50.91,15707.25,0.32,0.0,0.391,0.078,0.108
1767611224513,5.73,50.91,15707.25,0.32,0.0,0.391,0.08,0.111
1767611225518,6.21,51.04,15707.25,0.32,0.0,0.406,0.082,0.114
1767611226531,5.77,50.91,15707.25,0.32,0.0,0.406,0.084,0.116
1767611227538,6.83,50.91,15707.25,0.32,0.0,0.422,0.085,0.119
1767611228559,5.95,50.91,15707.25,0.32,0.0,0.422,0.087,0.122
1767611229566,7.03,50.91,15707.25,0.32,0.0,0.438,0.089,0.124
1767611230576,6.85,50.91,15707.25,0.32,0.0,0.438,0.09,0.127
1767611231590,7.38,50.91,15707.25,0.32,0.0,0.453,0.092,0.13
1767611232606,6.62,50.91,15707.25,0.32,0.0,0.453,0.094,0.132
1767611233625,7.79,50.91,15707.25,0.32,0.0,0.469,0.096,0.135
1767611234631,6.09,50.91,15707.25,0.32,0.0,0.469,0.097,0.138
1767611235643,39.59,50.96,15707.25,0.32,0.0,0.516,0.127,0.175
1767611236656,6.39,50.96,15707.25,0.32,0.0,0.516,0.129,0.177
1767611237668,7.35,50.96,15707.25,0.32,0.0,0.531,0.131,0.18
1767611238683,5.94,50.97,15707.25,0.32,0.0,0.531,0.132,0.183
1767611239689,6.5,50.96,15707.25,0.32,0.0,0.547,0.134,0.186
1767611240702,5.89,50.96,15707.25,0.32,0.0,0.547,0.136,0.188
1767611241710,6.37,50.96,15707.25,0.32,0.0,0.562,0.138,0.191
1767611242725,5.74,50.96,15707.25,0.32,0.0,0.562,0.139,0.194
1767611243736,7.12,50.96,15707.25,0.32,0.0,0.578,0.141,0.197
1767611244744,6.07,50.96,15707.25,0.32,0.0,0.578,0.143,0.199
1767611245758,7.07,50.97,15707.25,0.32,0.0,0.594,0.146,0.202
1767611246769,5.43,50.97,15707.25,0.32,0.0,0.594,0.148,0.204
1767611247780,7.57,51.09,15707.25,0.33,0.0,0.609,0.15,0.207
1767611248790,5.69,50.97,15707.25,0.32,0.0,0.609,0.152,0.209
1767611249810,6.47,50.97,15707.25,0.32,0.0,0.625,0.155,0.212
1767611250817,5.76,50.97,15707.25,0.32,0.0,0.625,0.157,0.215
1767611251825,7.13,50.97,15707.25,0.32,0.0,0.641,0.159,0.218
