timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1767447587896,13.56,52.35,15707.25,0.33,0.0,0.234,0.008,0.01
1767447588902,20.09,52.49,15707.25,0.33,0.0,0.234,0.01,0.013
1767447589913,19.27,53.22,15707.25,0.34,0.0,0.234,0.012,0.016
1767447590926,19.21,52.39,15707.25,0.33,0.0,0.234,0.013,0.018
1767447591933,19.03,52.55,15707.25,0.33,0.0,0.234,0.015,0.021
1767447592946,19.91,52.42,15707.25,0.33,0.0,0.234,0.017,0.024
1767447593958,20.41,52.87,15707.25,0.34,0.0,0.234,0.019,0.026
1767447594970,21.31,52.45,15707.25,0.33,0.0,0.25,0.021,0.029
1767447595983,18.72,52.46,15707.25,0.33,0.0,0.25,0.022,0.031
1767447597000,18.87,52.7,15707.25,0.34,0.0,0.266,0.024,0.034
1767447598018,19.46,52.58,15707.25,0.33,0.0,0.281,0.025,0.036
1767447599032,22.09,52.51,15707.25,0.33,0.0,0.281,0.027,0.039
1767447600038,20.3,52.53,15707.25,0.33,0.0,0.281,0.029,0.042
1767447601058,21.62,53.07,15707.25,0.34,0.0,0.297,0.031,0.045
1767447602059,20.22,52.53,15707.25,0.33,0.0,0.312,0.032,0.047
1767447603070,19.84,52.62,15707.25,0.34,0.0,0.312,0.034,0.05
1767447604081,22.06,52.98,15707.25,0.34,0.0,0.328,0.043,0.062
1767447605098,13.99,53.0,15707.25,0.34,0.0,0.328,0.049,0.071
1767447606109,12.81,53.23,15707.25,0.34,0.0,0.328,0.056,0.082
1767447607127,38.12,53.5,15707.25,0.34,0.0,0.359,0.072,0.103
1767447608128,27.54,53.45,15707.25,0.34,0.0,0.383,0.078,0.112
1767447609146,21.34,53.37,15707.25,0.34,0.0,0.383,0.079,0.115
1767447610167,21.4,53.41,15707.25,0.34,0.0,0.398,0.081,0.118
1767447611172,19.37,53.45,15707.25,0.34,0.0,0.398,0.083,0.121
1767447612181,21.28,53.43,15707.25,0.34,0.0,0.414,0.085,0.124
1767447613200,19.36,53.41,15707.25,0.34,0.0,0.414,0.086,0.126
1767447614202,20.51,53.37,15707.25,0.34,0.0,0.43,0.088,0.129
1767447615213,19.67,53.38,15707.25,0.34,0.0,0.43,0.09,0.131
1767447616232,21.26,53.43,15707.25,0.34,0.0,0.445,0.092,0.134
1767447617235,21.06,53.43,15707.25,0.34,0.0,0.445,0.093,0.137
1767447618249,20.51,53.65,15707.25,0.34,0.0,0.461,0.095,0.139
1767447619267,21.58,53.45,15707.25,0.34,0.0,0.461,0.097,0.142
1767447620272,21.97,53.91,15707.25,0.34,0.0,0.477,0.099,0.145
1767447621287,20.62,53.49,15707.25,0.34,0.0,0.477,0.1,0.147
1767447622302,20.27,53.49,15707.25,0.34,0.0,0.492,0.103,0.15
1767447623306,20.32,53.52,15707.25,0.34,0.0,0.492,0.105,0.152
1767447624320,21.71,53.45,15707.25,0.34,0.0,0.508,0.107,0.155
1767447625332,16.24,53.6,15707.25,0.34,0.0,0.508,0.116,0.166
1767447626340,14.17,53.61,15707.25,0.34,0.0,0.523,0.124,0.178
1767447627353,9.54,53.62,15707.25,0.34,0.0,0.531,0.129,0.185
1767447628361,31.65,53.77,15707.25,0.34,0.0,0.531,0.137,0.198
1767447629369,35.44,53.83,15707.25,0.34,0.0,0.562,0.152,0.217
1767447630384,27.42,53.56,15707.25,0.34,0.0,0.586,0.157,0.225
1767447631395,19.5,53.61,15707.25,0.34,0.0,0.586,0.159,0.228
1767447632414,21.1,53.59,15707.25,0.34,0.0,0.602,0.161,0.231
1767447633428,21.17,53.6,15707.25,0.34,0.0,0.602,0.163,0.233
1767447634434,19.46,53.55,15707.25,0.34,0.0,0.617,0.164,0.236
1767447635453,19.36,53.59,15707.25,0.34,0.0,0.617,0.166,0.238
1767447636455,21.38,53.77,15707.25,0.34,0.0,0.633,0.168,0.241
1767447637469,19.95,53.61,15707.25,0.34,0.0,0.633,0.169,0.244
1767447638479,21.29,53.6,15707.25,0.34,0.0,0.648,0.171,0.247
1767447639490,20.0,53.61,15707.25,0.34,0.0,0.648,0.173,0.249
1767447640502,20.53,53.58,15707.25,0.34,0.0,0.664,0.174,0.252
