collected_at_iso,block_number,block_timestamp,block_time_s,tx_count,gas_used,gas_limit,gas_used_pct,size_bytes,extra_data_bytes,avg_gas_per_tx
2026-04-27T06:56:22.229875+00:00,124,1777272981,,0,0,16234336,0.0,838,0,0.0
2026-04-27T06:56:23.237119+00:00,125,1777272983,2,0,0,16234336,0.0,838,0,0.0
2026-04-27T06:56:26.262787+00:00,126,1777272985,2,35,15450578,16234336,95.172,6757,0,441445.09
2026-04-27T06:56:28.275342+00:00,127,1777272987,2,45,14214025,16234336,87.555,8704,0,315867.22
2026-04-27T06:56:29.299653+00:00,128,1777272989,2,37,3340452,16234336,20.576,7433,0,90282.49
2026-04-27T06:56:31.322085+00:00,129,1777272991,2,41,3803364,16234336,23.428,8108,0,92764.98
2026-04-27T06:56:33.331626+00:00,130,1777272993,2,26,2784756,16234336,17.153,5317,0,107106.0
2026-04-27T06:56:35.340246+00:00,131,1777272995,2,4,462912,16234336,2.851,1520,0,115728.0
2026-04-27T06:56:37.347902+00:00,132,1777272997,2,0,0,16234336,0.0,839,0,0.0
2026-04-27T06:56:39.355457+00:00,133,1777272999,2,0,0,16234336,0.0,839,0,0.0
2026-04-27T06:56:41.363214+00:00,134,1777273001,2,0,0,16234336,0.0,839,0,0.0
2026-04-27T06:56:43.371416+00:00,135,1777273003,2,0,0,16234336,0.0,839,0,0.0
2026-04-27T06:56:46.395221+00:00,136,1777273005,2,34,15334850,16234336,94.459,6590,0,451025.0
2026-04-27T06:56:47.404750+00:00,137,1777273007,2,42,14381502,16234336,88.587,8134,0,342416.71
2026-04-27T06:56:49.419447+00:00,138,1777273009,2,29,2593944,16234336,15.978,6017,0,89446.34
2026-04-27T06:56:51.436270+00:00,139,1777273011,2,46,4023300,16234336,24.783,9082,0,87463.04
2026-04-27T06:56:53.448914+00:00,140,1777273013,2,34,3665760,16234336,22.58,6686,0,107816.47
2026-04-27T06:56:55.457971+00:00,141,1777273015,2,6,694368,16234336,4.277,1858,0,115728.0
