collected_at_iso,block_number,block_timestamp,block_time_s,tx_count,gas_used,gas_limit,gas_used_pct,size_bytes,extra_data_bytes,avg_gas_per_tx
2026-04-25T08:58:57.290598+00:00,262,1777107537,,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:00.315088+00:00,263,1777107539,2,34,15334850,16234336,94.459,6591,0,451025.0
2026-04-25T08:59:02.329422+00:00,264,1777107541,2,45,14594190,16234336,89.897,8690,0,324315.33
2026-04-25T08:59:03.346606+00:00,265,1777107543,2,34,3082896,16234336,18.99,6894,0,90673.41
2026-04-25T08:59:05.367559+00:00,266,1777107545,2,40,3687636,16234336,22.715,7940,0,92190.9
2026-04-25T08:59:07.380716+00:00,267,1777107547,2,30,3068328,16234336,18.9,6059,0,102277.6
2026-04-25T08:59:09.391405+00:00,268,1777107549,2,9,1041552,16234336,6.416,2366,0,115728.0
2026-04-25T08:59:11.399665+00:00,269,1777107551,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:13.407063+00:00,270,1777107553,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:15.415928+00:00,271,1777107555,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:17.422920+00:00,272,1777107557,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:19.432650+00:00,273,1777107559,2,18,8118450,16234336,50.008,3887,0,451025.0
2026-04-25T08:59:22.448621+00:00,274,1777107561,2,47,15496228,16234336,95.453,9028,0,329706.98
2026-04-25T08:59:23.464333+00:00,275,1777107563,2,44,9113686,16234336,56.138,8521,0,207129.23
2026-04-25T08:59:25.475365+00:00,276,1777107565,2,34,3082908,16234336,18.99,6895,0,90673.76
2026-04-25T08:59:27.485917+00:00,277,1777107567,2,34,3262260,16234336,20.095,6831,0,95948.82
2026-04-25T08:59:29.494720+00:00,278,1777107569,2,14,1620192,16234336,9.98,3211,0,115728.0
2026-04-25T08:59:31.502518+00:00,279,1777107571,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:33.510072+00:00,280,1777107573,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:35.518650+00:00,281,1777107575,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:37.527145+00:00,282,1777107577,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:39.537778+00:00,283,1777107579,2,0,0,16234336,0.0,840,0,0.0
2026-04-25T08:59:41.566173+00:00,284,1777107581,2,34,15334850,16234336,94.459,6591,0,451025.0
2026-04-25T08:59:43.586850+00:00,285,1777107583,2,42,14001373,16234336,86.245,8150,0,333366.02
2026-04-25T08:59:45.597426+00:00,286,1777107585,2,30,2709684,16234336,16.691,6187,0,90322.8
2026-04-25T08:59:47.607306+00:00,287,1777107587,2,35,3153816,16234336,19.427,7079,0,90109.03
2026-04-25T08:59:49.616449+00:00,288,1777107589,2,33,3236160,16234336,19.934,6629,0,98065.45
