trial,t0_iso,t1_iso,latency_s,detected,ssp_ms,n_robots,target,robot,contract,verifier,verifier_addr,tx_path
1,2026-06-17T11:50:10.526Z,2026-06-17T11:50:18.076Z,7.549,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
2,2026-06-17T11:50:36.551Z,2026-06-17T11:50:44.031Z,7.480,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
3,2026-06-17T11:51:02.514Z,2026-06-17T11:51:10.200Z,7.685,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
4,2026-06-17T11:51:28.651Z,2026-06-17T11:51:36.151Z,7.499,1,2000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
5,2026-06-17T11:51:54.558Z,2026-06-17T11:52:02.075Z,7.517,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
6,2026-06-17T11:52:20.485Z,2026-06-17T11:52:28.178Z,7.693,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
7,2026-06-17T11:52:46.548Z,2026-06-17T11:52:54.078Z,7.530,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
8,2026-06-17T11:53:12.440Z,2026-06-17T11:53:20.199Z,7.758,1,2000,4,state_publisher,robot1,rr,robot4,0xDCE8a9E9AA18b63433DdbEEA5f05EC59266cD27b,3tx-peer
9,2026-06-17T11:53:38.672Z,2026-06-17T11:53:46.143Z,7.471,1,2000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
10,2026-06-17T11:54:04.623Z,2026-06-17T11:54:12.069Z,7.446,1,2000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
11,2026-06-17T11:54:30.483Z,2026-06-17T11:54:38.048Z,7.565,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
12,2026-06-17T11:54:58.572Z,2026-06-17T11:55:06.045Z,7.472,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
13,2026-06-17T11:55:24.400Z,2026-06-17T11:55:32.160Z,7.760,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
14,2026-06-17T11:55:52.617Z,2026-06-17T11:56:00.075Z,7.458,1,2000,4,state_publisher,robot1,rr,robot4,0xDCE8a9E9AA18b63433DdbEEA5f05EC59266cD27b,3tx-peer
15,2026-06-17T11:56:18.491Z,2026-06-17T11:56:26.191Z,7.699,1,2000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
16,2026-06-17T11:56:44.632Z,2026-06-17T11:56:52.120Z,7.488,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
17,2026-06-17T11:57:10.567Z,2026-06-17T11:57:18.114Z,7.546,1,2000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
18,2026-06-17T11:57:36.515Z,2026-06-17T11:57:44.190Z,7.674,1,2000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
19,2026-06-17T11:58:02.627Z,2026-06-17T11:58:10.127Z,7.499,1,2000,4,state_publisher,robot1,rr,robot4,0xDCE8a9E9AA18b63433DdbEEA5f05EC59266cD27b,3tx-peer
20,2026-06-17T11:58:28.540Z,2026-06-17T11:58:36.215Z,7.674,1,2000,4,state_publisher,robot1,rr,robot4,0xDCE8a9E9AA18b63433DdbEEA5f05EC59266cD27b,3tx-peer
