trial,t0_iso,t1_iso,latency_s,detected,ssp_ms,n_robots,target,robot,contract,verifier,verifier_addr,tx_path
1,2026-06-17T13:09:21.541Z,2026-06-17T13:09:47.132Z,25.590,1,20000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
2,2026-06-17T13:10:19.496Z,2026-06-17T13:10:45.085Z,25.588,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
3,2026-06-17T13:11:17.569Z,2026-06-17T13:11:43.056Z,25.486,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
4,2026-06-17T13:12:15.515Z,2026-06-17T13:12:41.213Z,25.698,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
5,2026-06-17T13:13:13.627Z,2026-06-17T13:13:39.176Z,25.548,1,20000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
6,2026-06-17T13:14:11.640Z,2026-06-17T13:14:37.122Z,25.481,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
7,2026-06-17T13:15:09.452Z,2026-06-17T13:15:35.202Z,25.749,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
8,2026-06-17T13:16:07.713Z,2026-06-17T13:16:33.185Z,25.472,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
9,2026-06-17T13:17:05.654Z,2026-06-17T13:17:31.176Z,25.521,1,20000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
10,2026-06-17T13:18:03.553Z,2026-06-17T13:18:29.026Z,25.472,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
11,2026-06-17T13:19:01.451Z,2026-06-17T13:19:27.156Z,25.705,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
12,2026-06-17T13:19:59.596Z,2026-06-17T13:20:25.040Z,25.444,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
13,2026-06-17T13:20:57.410Z,2026-06-17T13:21:23.171Z,25.761,1,20000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
14,2026-06-17T13:21:55.551Z,2026-06-17T13:22:21.078Z,25.526,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
15,2026-06-17T13:22:53.522Z,2026-06-17T13:23:19.212Z,25.690,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
16,2026-06-17T13:23:51.595Z,2026-06-17T13:24:17.111Z,25.515,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
17,2026-06-17T13:24:49.528Z,2026-06-17T13:25:15.034Z,25.505,1,20000,4,state_publisher,robot1,rr,robot2,0x7b2A775383F0F3beEBC8ceE063e20Df3E296487E,3tx-peer
18,2026-06-17T13:25:47.492Z,2026-06-17T13:26:13.194Z,25.701,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
19,2026-06-17T13:26:45.557Z,2026-06-17T13:27:11.115Z,25.557,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
20,2026-06-17T13:27:43.524Z,2026-06-17T13:28:09.055Z,25.531,1,20000,4,state_publisher,robot1,rr,robot3,0xd58dF39bC1EA89717DfB2C68Fe80423DC953b55E,3tx-peer
