t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T08:50:49Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T08:50:50Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T08:50:50Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T08:50:51Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T08:50:51Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T08:50:52Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T08:50:52Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T08:50:53Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T08:50:53Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T08:50:54Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T08:50:54Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T08:50:55Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T08:50:55Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T08:50:56Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T08:50:56Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T08:50:57Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T08:50:57Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T08:50:58Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T08:50:58Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T08:50:59Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T08:50:59Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T08:51:00Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T08:51:00Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T08:51:01Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T08:51:01Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T08:51:02Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T08:51:02Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T08:51:03Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T08:51:03Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T08:51:04Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T08:51:04Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T08:51:05Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T08:51:05Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T08:51:06Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T08:51:06Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T08:51:07Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T08:51:07Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T08:51:08Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T08:51:08Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T08:51:09Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T08:51:09Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T08:51:10Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T08:51:10Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T08:51:11Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T08:51:11Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T08:51:12Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T08:51:12Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T08:51:13Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T08:51:13Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T08:51:14Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T08:51:14Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T08:51:15Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T08:51:15Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T08:51:16Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T08:51:16Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T08:51:17Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T08:51:17Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T08:51:18Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T08:51:18Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T08:51:19Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T08:51:19Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T08:51:20Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T08:51:20Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T08:51:21Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T08:51:21Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T08:51:22Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T08:51:22Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T08:51:23Z,12.50,4,32,1,1,1,1,4,
34.00,2026-06-19T08:51:23Z,18.75,6,32,2,1,1,2,4,
34.50,2026-06-19T08:51:24Z,18.75,6,32,2,1,1,2,4,
35.00,2026-06-19T08:51:24Z,18.75,6,32,2,1,1,2,4,
35.50,2026-06-19T08:51:25Z,18.75,6,32,2,1,1,2,4,
36.00,2026-06-19T08:51:25Z,25.00,8,32,2,2,2,2,4,
36.50,2026-06-19T08:51:26Z,25.00,8,32,2,2,2,2,4,
37.00,2026-06-19T08:51:26Z,25.00,8,32,2,2,2,2,4,
37.50,2026-06-19T08:51:27Z,25.00,8,32,2,2,2,2,4,
38.00,2026-06-19T08:51:27Z,25.00,8,32,2,2,2,2,4,
38.50,2026-06-19T08:51:28Z,25.00,8,32,2,2,2,2,4,
39.00,2026-06-19T08:51:28Z,25.00,8,32,2,2,2,2,4,
39.50,2026-06-19T08:51:29Z,25.00,8,32,2,2,2,2,4,
40.00,2026-06-19T08:51:29Z,25.00,8,32,2,2,2,2,4,
40.50,2026-06-19T08:51:30Z,25.00,8,32,2,2,2,2,4,
41.00,2026-06-19T08:51:30Z,25.00,8,32,2,2,2,2,4,
41.50,2026-06-19T08:51:31Z,25.00,8,32,2,2,2,2,4,
42.00,2026-06-19T08:51:31Z,25.00,8,32,2,2,2,2,4,
42.50,2026-06-19T08:51:32Z,25.00,8,32,2,2,2,2,4,
43.00,2026-06-19T08:51:32Z,25.00,8,32,2,2,2,2,4,
43.50,2026-06-19T08:51:33Z,25.00,8,32,2,2,2,2,4,
44.00,2026-06-19T08:51:33Z,25.00,8,32,2,2,2,2,4,
44.50,2026-06-19T08:51:34Z,25.00,8,32,2,2,2,2,4,
45.00,2026-06-19T08:51:34Z,25.00,8,32,2,2,2,2,4,
45.50,2026-06-19T08:51:35Z,25.00,8,32,2,2,2,2,4,
46.00,2026-06-19T08:51:35Z,25.00,8,32,2,2,2,2,4,
46.50,2026-06-19T08:51:36Z,25.00,8,32,2,2,2,2,4,
47.00,2026-06-19T08:51:36Z,25.00,8,32,2,2,2,2,4,
47.50,2026-06-19T08:51:37Z,25.00,8,32,2,2,2,2,4,
48.00,2026-06-19T08:51:37Z,25.00,8,32,2,2,2,2,4,
48.50,2026-06-19T08:51:38Z,25.00,8,32,2,2,2,2,4,
49.00,2026-06-19T08:51:38Z,25.00,8,32,2,2,2,2,4,
49.50,2026-06-19T08:51:39Z,25.00,8,32,2,2,2,2,4,
50.00,2026-06-19T08:51:39Z,25.00,8,32,2,2,2,2,4,
50.50,2026-06-19T08:51:40Z,25.00,8,32,2,2,2,2,4,
51.00,2026-06-19T08:51:40Z,31.25,10,32,3,2,2,3,4,
51.50,2026-06-19T08:51:41Z,31.25,10,32,3,2,2,3,4,
52.00,2026-06-19T08:51:41Z,31.25,10,32,3,2,2,3,4,
52.50,2026-06-19T08:51:42Z,31.25,10,32,3,2,2,3,4,
53.00,2026-06-19T08:51:42Z,37.50,12,32,3,3,3,3,4,
53.50,2026-06-19T08:51:43Z,37.50,12,32,3,3,3,3,4,
54.00,2026-06-19T08:51:43Z,37.50,12,32,3,3,3,3,4,
54.50,2026-06-19T08:51:44Z,37.50,12,32,3,3,3,3,4,
55.00,2026-06-19T08:51:44Z,37.50,12,32,3,3,3,3,4,
55.50,2026-06-19T08:51:45Z,37.50,12,32,3,3,3,3,4,
56.00,2026-06-19T08:51:45Z,37.50,12,32,3,3,3,3,4,
56.50,2026-06-19T08:51:46Z,37.50,12,32,3,3,3,3,4,
57.00,2026-06-19T08:51:46Z,37.50,12,32,3,3,3,3,4,
57.50,2026-06-19T08:51:47Z,37.50,12,32,3,3,3,3,4,
58.00,2026-06-19T08:51:47Z,37.50,12,32,3,3,3,3,4,
58.50,2026-06-19T08:51:48Z,37.50,12,32,3,3,3,3,4,
59.00,2026-06-19T08:51:48Z,37.50,12,32,3,3,3,3,4,
59.50,2026-06-19T08:51:49Z,37.50,12,32,3,3,3,3,4,
60.00,2026-06-19T08:51:49Z,37.50,12,32,3,3,3,3,4,
60.50,2026-06-19T08:51:50Z,37.50,12,32,3,3,3,3,4,
61.00,2026-06-19T08:51:50Z,37.50,12,32,3,3,3,3,4,
61.50,2026-06-19T08:51:51Z,37.50,12,32,3,3,3,3,4,
62.00,2026-06-19T08:51:51Z,37.50,12,32,3,3,3,3,4,
62.50,2026-06-19T08:51:52Z,37.50,12,32,3,3,3,3,4,
63.00,2026-06-19T08:51:52Z,37.50,12,32,3,3,3,3,4,
63.50,2026-06-19T08:51:53Z,37.50,12,32,3,3,3,3,4,
64.00,2026-06-19T08:51:53Z,37.50,12,32,3,3,3,3,4,
64.50,2026-06-19T08:51:54Z,37.50,12,32,3,3,3,3,4,
65.00,2026-06-19T08:51:54Z,37.50,12,32,3,3,3,3,4,
65.50,2026-06-19T08:51:55Z,37.50,12,32,3,3,3,3,4,
66.00,2026-06-19T08:51:55Z,37.50,12,32,3,3,3,3,4,
66.50,2026-06-19T08:51:56Z,37.50,12,32,3,3,3,3,4,
67.00,2026-06-19T08:51:56Z,37.50,12,32,3,3,3,3,4,
67.50,2026-06-19T08:51:57Z,37.50,12,32,3,3,3,3,4,
68.00,2026-06-19T08:51:57Z,37.50,12,32,3,3,3,3,4,
68.50,2026-06-19T08:51:58Z,43.75,14,32,4,3,3,4,4,
69.00,2026-06-19T08:51:58Z,43.75,14,32,4,3,3,4,4,
69.50,2026-06-19T08:51:59Z,43.75,14,32,4,3,3,4,4,
70.00,2026-06-19T08:51:59Z,43.75,14,32,4,3,3,4,4,
70.50,2026-06-19T08:52:00Z,50.00,16,32,4,4,4,4,4,
71.00,2026-06-19T08:52:00Z,50.00,16,32,4,4,4,4,4,
71.50,2026-06-19T08:52:01Z,50.00,16,32,4,4,4,4,4,
72.00,2026-06-19T08:52:01Z,50.00,16,32,4,4,4,4,4,
72.50,2026-06-19T08:52:02Z,50.00,16,32,4,4,4,4,4,
73.00,2026-06-19T08:52:02Z,50.00,16,32,4,4,4,4,4,
73.50,2026-06-19T08:52:03Z,50.00,16,32,4,4,4,4,4,
74.00,2026-06-19T08:52:03Z,50.00,16,32,4,4,4,4,4,
74.50,2026-06-19T08:52:04Z,50.00,16,32,4,4,4,4,4,
75.00,2026-06-19T08:52:04Z,50.00,16,32,4,4,4,4,4,
75.50,2026-06-19T08:52:05Z,50.00,16,32,4,4,4,4,4,
76.00,2026-06-19T08:52:05Z,50.00,16,32,4,4,4,4,4,
76.50,2026-06-19T08:52:06Z,50.00,16,32,4,4,4,4,4,
77.00,2026-06-19T08:52:06Z,50.00,16,32,4,4,4,4,4,
77.50,2026-06-19T08:52:07Z,50.00,16,32,4,4,4,4,4,
78.00,2026-06-19T08:52:07Z,50.00,16,32,4,4,4,4,4,
78.50,2026-06-19T08:52:08Z,50.00,16,32,4,4,4,4,4,
79.00,2026-06-19T08:52:08Z,50.00,16,32,4,4,4,4,4,
79.50,2026-06-19T08:52:09Z,50.00,16,32,4,4,4,4,4,
80.00,2026-06-19T08:52:09Z,50.00,16,32,4,4,4,4,4,
80.50,2026-06-19T08:52:10Z,50.00,16,32,4,4,4,4,4,
81.00,2026-06-19T08:52:10Z,50.00,16,32,4,4,4,4,4,
81.50,2026-06-19T08:52:11Z,50.00,16,32,4,4,4,4,4,
82.00,2026-06-19T08:52:11Z,50.00,16,32,4,4,4,4,4,
82.50,2026-06-19T08:52:12Z,50.00,16,32,4,4,4,4,4,
83.00,2026-06-19T08:52:12Z,50.00,16,32,4,4,4,4,4,
83.50,2026-06-19T08:52:13Z,50.00,16,32,4,4,4,4,4,
84.00,2026-06-19T08:52:13Z,50.00,16,32,4,4,4,4,4,
84.50,2026-06-19T08:52:14Z,50.00,16,32,4,4,4,4,4,
85.00,2026-06-19T08:52:14Z,50.00,16,32,4,4,4,4,4,
85.50,2026-06-19T08:52:15Z,56.25,18,32,5,4,4,5,4,
86.00,2026-06-19T08:52:15Z,56.25,18,32,5,4,4,5,4,
86.50,2026-06-19T08:52:16Z,56.25,18,32,5,4,4,5,4,
87.00,2026-06-19T08:52:16Z,56.25,18,32,5,4,4,5,4,
87.50,2026-06-19T08:52:17Z,62.50,20,32,5,5,5,5,4,
88.00,2026-06-19T08:52:17Z,62.50,20,32,5,5,5,5,4,
88.50,2026-06-19T08:52:18Z,62.50,20,32,5,5,5,5,4,
89.00,2026-06-19T08:52:18Z,62.50,20,32,5,5,5,5,4,
89.50,2026-06-19T08:52:19Z,62.50,20,32,5,5,5,5,4,
90.00,2026-06-19T08:52:19Z,62.50,20,32,5,5,5,5,4,
90.50,2026-06-19T08:52:20Z,62.50,20,32,5,5,5,5,4,
91.00,2026-06-19T08:52:20Z,62.50,20,32,5,5,5,5,4,
91.50,2026-06-19T08:52:21Z,62.50,20,32,5,5,5,5,4,
92.00,2026-06-19T08:52:21Z,62.50,20,32,5,5,5,5,4,
92.50,2026-06-19T08:52:22Z,62.50,20,32,5,5,5,5,4,
93.00,2026-06-19T08:52:22Z,62.50,20,32,5,5,5,5,4,
