t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T19:59:05Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T19:59:06Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T19:59:06Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T19:59:07Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T19:59:07Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T19:59:08Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T19:59:08Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T19:59:09Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T19:59:09Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T19:59:10Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T19:59:10Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T19:59:11Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T19:59:11Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T19:59:12Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T19:59:12Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T19:59:13Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T19:59:13Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T19:59:14Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T19:59:14Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T19:59:15Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T19:59:15Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T19:59:16Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T19:59:16Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T19:59:17Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T19:59:17Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T19:59:18Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T19:59:18Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T19:59:19Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T19:59:19Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T19:59:20Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T19:59:20Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T19:59:21Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T19:59:21Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T19:59:22Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T19:59:22Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T19:59:23Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T19:59:23Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T19:59:24Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T19:59:24Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T19:59:25Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T19:59:25Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T19:59:26Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T19:59:26Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T19:59:27Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T19:59:27Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T19:59:28Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T19:59:28Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T19:59:29Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T19:59:29Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T19:59:30Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T19:59:30Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T19:59:31Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T19:59:31Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T19:59:32Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T19:59:32Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T19:59:33Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T19:59:33Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T19:59:34Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T19:59:34Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T19:59:35Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T19:59:35Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T19:59:36Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T19:59:36Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T19:59:37Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T19:59:37Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T19:59:38Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T19:59:38Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T19:59:39Z,12.50,4,32,1,1,1,1,4,
34.00,2026-06-19T19:59:39Z,18.75,6,32,2,1,1,2,4,
34.50,2026-06-19T19:59:40Z,18.75,6,32,2,1,1,2,4,
35.00,2026-06-19T19:59:40Z,18.75,6,32,2,1,1,2,4,
35.50,2026-06-19T19:59:41Z,18.75,6,32,2,1,1,2,4,
36.00,2026-06-19T19:59:41Z,25.00,8,32,2,2,2,2,4,
36.50,2026-06-19T19:59:42Z,25.00,8,32,2,2,2,2,4,
37.00,2026-06-19T19:59:42Z,25.00,8,32,2,2,2,2,4,
37.50,2026-06-19T19:59:43Z,25.00,8,32,2,2,2,2,4,
38.00,2026-06-19T19:59:43Z,25.00,8,32,2,2,2,2,4,
38.50,2026-06-19T19:59:44Z,25.00,8,32,2,2,2,2,4,
39.00,2026-06-19T19:59:44Z,25.00,8,32,2,2,2,2,4,
39.50,2026-06-19T19:59:45Z,25.00,8,32,2,2,2,2,4,
40.00,2026-06-19T19:59:45Z,25.00,8,32,2,2,2,2,4,
40.50,2026-06-19T19:59:46Z,25.00,8,32,2,2,2,2,4,
41.00,2026-06-19T19:59:46Z,25.00,8,32,2,2,2,2,4,
41.50,2026-06-19T19:59:47Z,25.00,8,32,2,2,2,2,4,
