t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T23:00:46Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T23:00:47Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T23:00:47Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T23:00:48Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T23:00:48Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T23:00:49Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T23:00:49Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T23:00:50Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T23:00:50Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T23:00:51Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T23:00:51Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T23:00:52Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T23:00:52Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T23:00:53Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T23:00:53Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T23:00:54Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T23:00:54Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T23:00:55Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T23:00:55Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T23:00:56Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T23:00:56Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T23:00:57Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T23:00:57Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T23:00:58Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T23:00:58Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T23:00:59Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T23:00:59Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T23:01:00Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T23:01:00Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T23:01:01Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T23:01:01Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T23:01:02Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T23:01:02Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T23:01:03Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T23:01:03Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T23:01:04Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T23:01:04Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T23:01:05Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T23:01:05Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T23:01:06Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T23:01:06Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T23:01:07Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T23:01:07Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T23:01:08Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T23:01:08Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T23:01:09Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T23:01:09Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T23:01:10Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T23:01:10Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T23:01:11Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T23:01:11Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T23:01:12Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T23:01:12Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T23:01:13Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T23:01:13Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T23:01:14Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T23:01:14Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T23:01:15Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T23:01:15Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T23:01:16Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T23:01:16Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T23:01:17Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T23:01:17Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T23:01:18Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T23:01:18Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T23:01:19Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T23:01:19Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T23:01:20Z,12.50,4,32,1,1,1,1,4,
