t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T11:01:10Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T11:01:11Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T11:01:11Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T11:01:12Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T11:01:12Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T11:01:13Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T11:01:13Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T11:01:14Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T11:01:14Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T11:01:15Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T11:01:15Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T11:01:16Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T11:01:16Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T11:01:17Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T11:01:17Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T11:01:18Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T11:01:18Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T11:01:19Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T11:01:19Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T11:01:20Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T11:01:20Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T11:01:21Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T11:01:21Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T11:01:22Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T11:01:22Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T11:01:23Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T11:01:23Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T11:01:24Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T11:01:24Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T11:01:25Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T11:01:25Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T11:01:26Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T11:01:26Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T11:01:27Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T11:01:27Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T11:01:28Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T11:01:28Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T11:01:29Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T11:01:29Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T11:01:30Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T11:01:30Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T11:01:31Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T11:01:31Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T11:01:32Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T11:01:32Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T11:01:33Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T11:01:33Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T11:01:34Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T11:01:34Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T11:01:35Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T11:01:35Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T11:01:36Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T11:01:36Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T11:01:37Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T11:01:37Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T11:01:38Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T11:01:38Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T11:01:39Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T11:01:39Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T11:01:40Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T11:01:40Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T11:01:41Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T11:01:41Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T11:01:42Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T11:01:42Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T11:01:43Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T11:01:43Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T11:01:44Z,12.50,4,32,1,1,1,1,4,
34.00,2026-06-19T11:01:44Z,18.75,6,32,2,1,1,2,4,
34.50,2026-06-19T11:01:45Z,18.75,6,32,2,1,1,2,4,
35.00,2026-06-19T11:01:45Z,18.75,6,32,2,1,1,2,4,
35.50,2026-06-19T11:01:46Z,18.75,6,32,2,1,1,2,4,
36.00,2026-06-19T11:01:46Z,25.00,8,32,2,2,2,2,4,
36.50,2026-06-19T11:01:47Z,25.00,8,32,2,2,2,2,4,
37.00,2026-06-19T11:01:47Z,25.00,8,32,2,2,2,2,4,
37.50,2026-06-19T11:01:48Z,25.00,8,32,2,2,2,2,4,
38.00,2026-06-19T11:01:48Z,25.00,8,32,2,2,2,2,4,
38.50,2026-06-19T11:01:49Z,25.00,8,32,2,2,2,2,4,
39.00,2026-06-19T11:01:49Z,25.00,8,32,2,2,2,2,4,
39.50,2026-06-19T11:01:50Z,25.00,8,32,2,2,2,2,4,
40.00,2026-06-19T11:01:50Z,25.00,8,32,2,2,2,2,4,
40.50,2026-06-19T11:01:51Z,25.00,8,32,2,2,2,2,4,
41.00,2026-06-19T11:01:51Z,25.00,8,32,2,2,2,2,4,
41.50,2026-06-19T11:01:52Z,25.00,8,32,2,2,2,2,4,
42.00,2026-06-19T11:01:52Z,25.00,8,32,2,2,2,2,4,
42.50,2026-06-19T11:01:53Z,25.00,8,32,2,2,2,2,4,
43.00,2026-06-19T11:01:53Z,25.00,8,32,2,2,2,2,4,
43.50,2026-06-19T11:01:54Z,25.00,8,32,2,2,2,2,4,
44.00,2026-06-19T11:01:54Z,25.00,8,32,2,2,2,2,4,
44.50,2026-06-19T11:01:55Z,25.00,8,32,2,2,2,2,4,
45.00,2026-06-19T11:01:55Z,25.00,8,32,2,2,2,2,4,
45.50,2026-06-19T11:01:56Z,25.00,8,32,2,2,2,2,4,
46.00,2026-06-19T11:01:56Z,25.00,8,32,2,2,2,2,4,
46.50,2026-06-19T11:01:57Z,25.00,8,32,2,2,2,2,4,
47.00,2026-06-19T11:01:57Z,25.00,8,32,2,2,2,2,4,
47.50,2026-06-19T11:01:58Z,25.00,8,32,2,2,2,2,4,
48.00,2026-06-19T11:01:58Z,25.00,8,32,2,2,2,2,4,
48.50,2026-06-19T11:01:59Z,25.00,8,32,2,2,2,2,4,
49.00,2026-06-19T11:01:59Z,25.00,8,32,2,2,2,2,4,
49.50,2026-06-19T11:02:00Z,25.00,8,32,2,2,2,2,4,
50.00,2026-06-19T11:02:00Z,25.00,8,32,2,2,2,2,4,
50.50,2026-06-19T11:02:01Z,25.00,8,32,2,2,2,2,4,
51.00,2026-06-19T11:02:01Z,31.25,10,32,3,2,2,3,4,
51.50,2026-06-19T11:02:02Z,31.25,10,32,3,2,2,3,4,
52.00,2026-06-19T11:02:02Z,31.25,10,32,3,2,2,3,4,
52.50,2026-06-19T11:02:03Z,31.25,10,32,3,2,2,3,4,
53.00,2026-06-19T11:02:03Z,37.50,12,32,3,3,3,3,4,
53.50,2026-06-19T11:02:04Z,37.50,12,32,3,3,3,3,4,
54.00,2026-06-19T11:02:04Z,37.50,12,32,3,3,3,3,4,
54.50,2026-06-19T11:02:05Z,37.50,12,32,3,3,3,3,4,
55.00,2026-06-19T11:02:05Z,37.50,12,32,3,3,3,3,4,
55.50,2026-06-19T11:02:06Z,37.50,12,32,3,3,3,3,4,
56.00,2026-06-19T11:02:06Z,37.50,12,32,3,3,3,3,4,
56.50,2026-06-19T11:02:07Z,37.50,12,32,3,3,3,3,4,
57.00,2026-06-19T11:02:07Z,37.50,12,32,3,3,3,3,4,
57.50,2026-06-19T11:02:08Z,37.50,12,32,3,3,3,3,4,
58.00,2026-06-19T11:02:08Z,37.50,12,32,3,3,3,3,4,
58.50,2026-06-19T11:02:09Z,37.50,12,32,3,3,3,3,4,
59.00,2026-06-19T11:02:09Z,37.50,12,32,3,3,3,3,4,
59.50,2026-06-19T11:02:10Z,37.50,12,32,3,3,3,3,4,
60.00,2026-06-19T11:02:10Z,37.50,12,32,3,3,3,3,4,
60.50,2026-06-19T11:02:11Z,37.50,12,32,3,3,3,3,4,
