t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T09:10:27Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T09:10:28Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T09:10:28Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T09:10:29Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T09:10:29Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T09:10:30Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T09:10:30Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T09:10:31Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T09:10:31Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T09:10:32Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T09:10:32Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T09:10:33Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T09:10:33Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T09:10:34Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T09:10:34Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T09:10:35Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T09:10:35Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T09:10:36Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T09:10:36Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T09:10:37Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T09:10:37Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T09:10:38Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T09:10:38Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T09:10:39Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T09:10:39Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T09:10:40Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T09:10:40Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T09:10:41Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T09:10:41Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T09:10:42Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T09:10:42Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T09:10:43Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T09:10:43Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T09:10:44Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T09:10:44Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T09:10:45Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T09:10:45Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T09:10:46Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T09:10:46Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T09:10:47Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T09:10:47Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T09:10:48Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T09:10:48Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T09:10:49Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T09:10:49Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T09:10:50Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T09:10:50Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T09:10:51Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T09:10:51Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T09:10:52Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T09:10:52Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T09:10:53Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T09:10:53Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T09:10:54Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T09:10:54Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T09:10:55Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T09:10:55Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T09:10:56Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T09:10:56Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T09:10:57Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T09:10:57Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T09:10:58Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T09:10:58Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T09:10:59Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T09:10:59Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T09:11:00Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T09:11:00Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T09:11:01Z,12.50,4,32,1,1,1,1,4,
34.00,2026-06-19T09:11:01Z,18.75,6,32,2,1,1,2,4,
34.50,2026-06-19T09:11:02Z,18.75,6,32,2,1,1,2,4,
35.00,2026-06-19T09:11:02Z,18.75,6,32,2,1,1,2,4,
35.50,2026-06-19T09:11:03Z,18.75,6,32,2,1,1,2,4,
36.00,2026-06-19T09:11:03Z,25.00,8,32,2,2,2,2,4,
36.50,2026-06-19T09:11:04Z,25.00,8,32,2,2,2,2,4,
37.00,2026-06-19T09:11:04Z,25.00,8,32,2,2,2,2,4,
37.50,2026-06-19T09:11:05Z,25.00,8,32,2,2,2,2,4,
38.00,2026-06-19T09:11:05Z,25.00,8,32,2,2,2,2,4,
38.50,2026-06-19T09:11:06Z,25.00,8,32,2,2,2,2,4,
39.00,2026-06-19T09:11:06Z,25.00,8,32,2,2,2,2,4,
39.50,2026-06-19T09:11:07Z,25.00,8,32,2,2,2,2,4,
40.00,2026-06-19T09:11:07Z,25.00,8,32,2,2,2,2,4,
40.50,2026-06-19T09:11:08Z,25.00,8,32,2,2,2,2,4,
41.00,2026-06-19T09:11:08Z,25.00,8,32,2,2,2,2,4,
41.50,2026-06-19T09:11:09Z,25.00,8,32,2,2,2,2,4,
42.00,2026-06-19T09:11:09Z,25.00,8,32,2,2,2,2,4,
42.50,2026-06-19T09:11:10Z,25.00,8,32,2,2,2,2,4,
43.00,2026-06-19T09:11:10Z,25.00,8,32,2,2,2,2,4,
43.50,2026-06-19T09:11:11Z,25.00,8,32,2,2,2,2,4,
44.00,2026-06-19T09:11:11Z,25.00,8,32,2,2,2,2,4,
44.50,2026-06-19T09:11:12Z,25.00,8,32,2,2,2,2,4,
45.00,2026-06-19T09:11:12Z,25.00,8,32,2,2,2,2,4,
45.50,2026-06-19T09:11:13Z,25.00,8,32,2,2,2,2,4,
46.00,2026-06-19T09:11:13Z,25.00,8,32,2,2,2,2,4,
46.50,2026-06-19T09:11:14Z,25.00,8,32,2,2,2,2,4,
47.00,2026-06-19T09:11:14Z,25.00,8,32,2,2,2,2,4,
47.50,2026-06-19T09:11:15Z,25.00,8,32,2,2,2,2,4,
48.00,2026-06-19T09:11:15Z,25.00,8,32,2,2,2,2,4,
48.50,2026-06-19T09:11:16Z,25.00,8,32,2,2,2,2,4,
49.00,2026-06-19T09:11:16Z,25.00,8,32,2,2,2,2,4,
49.50,2026-06-19T09:11:17Z,25.00,8,32,2,2,2,2,4,
50.00,2026-06-19T09:11:17Z,25.00,8,32,2,2,2,2,4,
50.50,2026-06-19T09:11:18Z,25.00,8,32,2,2,2,2,4,
