t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T09:15:21Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T09:15:22Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T09:15:22Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T09:15:23Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T09:15:23Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T09:15:24Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T09:15:24Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T09:15:25Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T09:15:25Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T09:15:26Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T09:15:26Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T09:15:27Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T09:15:27Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T09:15:28Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T09:15:28Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T09:15:29Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T09:15:29Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T09:15:30Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T09:15:30Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T09:15:31Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T09:15:31Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T09:15:32Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T09:15:32Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T09:15:33Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T09:15:33Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T09:15:34Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T09:15:34Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T09:15:35Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T09:15:35Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T09:15:36Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T09:15:36Z,0.00,0,32,0,0,0,0,4,
15.50,2026-06-19T09:15:37Z,0.00,0,32,0,0,0,0,4,
16.00,2026-06-19T09:15:37Z,0.00,0,32,0,0,0,0,4,
16.50,2026-06-19T09:15:38Z,6.25,2,32,1,0,0,1,4,
17.00,2026-06-19T09:15:38Z,6.25,2,32,1,0,0,1,4,
17.50,2026-06-19T09:15:39Z,6.25,2,32,1,0,0,1,4,
18.00,2026-06-19T09:15:39Z,6.25,2,32,1,0,0,1,4,
18.50,2026-06-19T09:15:40Z,12.50,4,32,1,1,1,1,4,
19.00,2026-06-19T09:15:40Z,12.50,4,32,1,1,1,1,4,
19.50,2026-06-19T09:15:41Z,12.50,4,32,1,1,1,1,4,
20.00,2026-06-19T09:15:41Z,12.50,4,32,1,1,1,1,4,
20.50,2026-06-19T09:15:42Z,12.50,4,32,1,1,1,1,4,
21.00,2026-06-19T09:15:42Z,12.50,4,32,1,1,1,1,4,
21.50,2026-06-19T09:15:43Z,12.50,4,32,1,1,1,1,4,
22.00,2026-06-19T09:15:43Z,12.50,4,32,1,1,1,1,4,
22.50,2026-06-19T09:15:44Z,12.50,4,32,1,1,1,1,4,
23.00,2026-06-19T09:15:44Z,12.50,4,32,1,1,1,1,4,
23.50,2026-06-19T09:15:45Z,12.50,4,32,1,1,1,1,4,
24.00,2026-06-19T09:15:45Z,12.50,4,32,1,1,1,1,4,
24.50,2026-06-19T09:15:46Z,12.50,4,32,1,1,1,1,4,
25.00,2026-06-19T09:15:46Z,12.50,4,32,1,1,1,1,4,
25.50,2026-06-19T09:15:47Z,12.50,4,32,1,1,1,1,4,
26.00,2026-06-19T09:15:47Z,12.50,4,32,1,1,1,1,4,
26.50,2026-06-19T09:15:48Z,12.50,4,32,1,1,1,1,4,
27.00,2026-06-19T09:15:48Z,12.50,4,32,1,1,1,1,4,
27.50,2026-06-19T09:15:49Z,12.50,4,32,1,1,1,1,4,
28.00,2026-06-19T09:15:49Z,12.50,4,32,1,1,1,1,4,
28.50,2026-06-19T09:15:50Z,12.50,4,32,1,1,1,1,4,
29.00,2026-06-19T09:15:50Z,12.50,4,32,1,1,1,1,4,
29.50,2026-06-19T09:15:51Z,12.50,4,32,1,1,1,1,4,
30.00,2026-06-19T09:15:51Z,12.50,4,32,1,1,1,1,4,
30.50,2026-06-19T09:15:52Z,12.50,4,32,1,1,1,1,4,
31.00,2026-06-19T09:15:52Z,12.50,4,32,1,1,1,1,4,
31.50,2026-06-19T09:15:53Z,12.50,4,32,1,1,1,1,4,
32.00,2026-06-19T09:15:53Z,12.50,4,32,1,1,1,1,4,
32.50,2026-06-19T09:15:54Z,12.50,4,32,1,1,1,1,4,
33.00,2026-06-19T09:15:54Z,12.50,4,32,1,1,1,1,4,
33.50,2026-06-19T09:15:55Z,12.50,4,32,1,1,1,1,4,
34.00,2026-06-19T09:15:55Z,18.75,6,32,2,1,1,2,4,
34.50,2026-06-19T09:15:56Z,18.75,6,32,2,1,1,2,4,
35.00,2026-06-19T09:15:56Z,18.75,6,32,2,1,1,2,4,
35.50,2026-06-19T09:15:57Z,18.75,6,32,2,1,1,2,4,
36.00,2026-06-19T09:15:57Z,25.00,8,32,2,2,2,2,4,
36.50,2026-06-19T09:15:58Z,25.00,8,32,2,2,2,2,4,
37.00,2026-06-19T09:15:58Z,25.00,8,32,2,2,2,2,4,
37.50,2026-06-19T09:15:59Z,25.00,8,32,2,2,2,2,4,
38.00,2026-06-19T09:15:59Z,25.00,8,32,2,2,2,2,4,
38.50,2026-06-19T09:16:00Z,25.00,8,32,2,2,2,2,4,
39.00,2026-06-19T09:16:00Z,25.00,8,32,2,2,2,2,4,
39.50,2026-06-19T09:16:01Z,25.00,8,32,2,2,2,2,4,
40.00,2026-06-19T09:16:01Z,25.00,8,32,2,2,2,2,4,
40.50,2026-06-19T09:16:02Z,25.00,8,32,2,2,2,2,4,
41.00,2026-06-19T09:16:02Z,25.00,8,32,2,2,2,2,4,
41.50,2026-06-19T09:16:03Z,25.00,8,32,2,2,2,2,4,
42.00,2026-06-19T09:16:03Z,25.00,8,32,2,2,2,2,4,
42.50,2026-06-19T09:16:04Z,25.00,8,32,2,2,2,2,4,
43.00,2026-06-19T09:16:04Z,25.00,8,32,2,2,2,2,4,
43.50,2026-06-19T09:16:05Z,25.00,8,32,2,2,2,2,4,
44.00,2026-06-19T09:16:05Z,25.00,8,32,2,2,2,2,4,
44.50,2026-06-19T09:16:06Z,25.00,8,32,2,2,2,2,4,
45.00,2026-06-19T09:16:06Z,25.00,8,32,2,2,2,2,4,
45.50,2026-06-19T09:16:07Z,25.00,8,32,2,2,2,2,4,
46.00,2026-06-19T09:16:07Z,25.00,8,32,2,2,2,2,4,
46.50,2026-06-19T09:16:08Z,25.00,8,32,2,2,2,2,4,
47.00,2026-06-19T09:16:08Z,25.00,8,32,2,2,2,2,4,
47.50,2026-06-19T09:16:09Z,25.00,8,32,2,2,2,2,4,
48.00,2026-06-19T09:16:09Z,25.00,8,32,2,2,2,2,4,
48.50,2026-06-19T09:16:10Z,25.00,8,32,2,2,2,2,4,
49.00,2026-06-19T09:16:10Z,25.00,8,32,2,2,2,2,4,
49.50,2026-06-19T09:16:11Z,25.00,8,32,2,2,2,2,4,
50.00,2026-06-19T09:16:11Z,25.00,8,32,2,2,2,2,4,
50.50,2026-06-19T09:16:12Z,25.00,8,32,2,2,2,2,4,
51.00,2026-06-19T09:16:12Z,31.25,10,32,3,2,2,3,4,
51.50,2026-06-19T09:16:13Z,31.25,10,32,3,2,2,3,4,
52.00,2026-06-19T09:16:13Z,31.25,10,32,3,2,2,3,4,
52.50,2026-06-19T09:16:14Z,31.25,10,32,3,2,2,3,4,
53.00,2026-06-19T09:16:14Z,37.50,12,32,3,3,3,3,4,
53.50,2026-06-19T09:16:15Z,37.50,12,32,3,3,3,3,4,
54.00,2026-06-19T09:16:15Z,37.50,12,32,3,3,3,3,4,
54.50,2026-06-19T09:16:16Z,37.50,12,32,3,3,3,3,4,
55.00,2026-06-19T09:16:16Z,37.50,12,32,3,3,3,3,4,
55.50,2026-06-19T09:16:17Z,37.50,12,32,3,3,3,3,4,
56.00,2026-06-19T09:16:17Z,37.50,12,32,3,3,3,3,4,
56.50,2026-06-19T09:16:18Z,37.50,12,32,3,3,3,3,4,
