t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0004,0.0000,0.0025,-0.0000,0.0000,0.0025,2.0028,-1.9974,-1.9982,2.0030,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0009,0.0001,0.0144,-0.0000,0.0000,0.0143,2.0150,-1.9855,-1.9875,2.0154,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0012,0.0002,0.0348,-0.0000,0.0000,0.0348,2.0357,-1.9649,-1.9676,2.0361,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0013,0.0003,0.0568,-0.0000,0.0000,0.0568,2.0578,-1.9429,-1.9456,2.0581,1.9996,1.9996,-1.9997,-1.9996
0.50,0.0017,0.0005,0.0788,-0.0000,0.0000,0.0787,2.0797,-1.9209,-1.9237,2.0800,1.9989,1.9990,-1.9991,-1.9989
0.60,0.0024,0.0007,0.1007,-0.0000,0.0000,0.1007,2.1017,-1.8990,-1.9018,2.1019,1.9979,1.9982,-1.9983,-1.9979
0.70,0.0033,0.0010,0.1227,-0.0000,0.0000,0.1227,2.1237,-1.8770,-1.8798,2.1239,1.9968,1.9973,-1.9974,-1.9968
0.80,0.0043,0.0013,0.1447,-0.0000,0.0000,0.1447,2.1457,-1.8549,-1.8578,2.1459,1.9957,1.9962,-1.9964,-1.9957
0.90,0.0053,0.0018,0.1667,-0.0000,0.0000,0.1666,2.1676,-1.8330,-1.8358,2.1679,1.9945,1.9952,-1.9954,-1.9945
1.00,0.0064,0.0024,0.1886,-0.0001,0.0001,0.1885,2.1895,-1.8111,-1.8139,2.1898,1.9933,1.9942,-1.9944,-1.9933
1.10,0.0074,0.0031,0.2105,-0.0001,0.0001,0.2104,2.2114,-1.7892,-1.7920,2.2117,1.9922,1.9932,-1.9935,-1.9922
1.20,0.0083,0.0039,0.2323,-0.0001,0.0001,0.2323,2.2333,-1.7673,-1.7701,2.2336,1.9912,1.9923,-1.9926,-1.9912
1.30,0.0092,0.0047,0.2543,-0.0001,0.0001,0.2542,2.2552,-1.7454,-1.7482,2.2555,1.9902,1.9915,-1.9918,-1.9903
1.40,0.0100,0.0057,0.2763,-0.0001,0.0001,0.2762,2.2772,-1.7234,-1.7262,2.2775,1.9894,1.9907,-1.9910,-1.9894
1.50,0.0107,0.0067,0.2983,-0.0001,0.0001,0.2982,2.2992,-1.7014,-1.7042,2.2995,1.9886,1.9900,-1.9904,-1.9887
1.60,0.0113,0.0078,0.3203,-0.0001,0.0001,0.3202,2.3212,-1.6795,-1.6822,2.3215,1.9879,1.9895,-1.9898,-1.9880
1.70,0.0118,0.0090,0.3423,-0.0001,0.0001,0.3422,2.3432,-1.6574,-1.6601,2.3436,1.9874,1.9890,-1.9893,-1.9875
1.80,0.0123,0.0102,0.3643,-0.0001,0.0001,0.3642,2.3651,-1.6355,-1.6382,2.3655,1.9869,1.9885,-1.9889,-1.9870
1.90,0.0126,0.0114,0.3863,-0.0001,0.0001,0.3863,2.3872,-1.6134,-1.6161,2.3876,1.9865,1.9882,-1.9885,-1.9866
2.00,0.0129,0.0127,0.4083,-0.0001,0.0001,0.4082,2.4091,-1.5914,-1.5941,2.4096,1.9862,1.9879,-1.9882,-1.9863
2.10,0.0132,0.0140,0.4304,-0.0001,0.0001,0.4303,2.4312,-1.5693,-1.5720,2.4317,1.9859,1.9877,-1.9879,-1.9860
2.20,0.0134,0.0154,0.4524,-0.0001,0.0001,0.4523,2.4532,-1.5473,-1.5500,2.4537,1.9857,1.9875,-1.9877,-1.9858
2.30,0.0135,0.0167,0.4744,-0.0001,0.0001,0.4744,2.4752,-1.5253,-1.5280,2.4757,1.9855,1.9873,-1.9876,-1.9857
2.40,0.0137,0.0181,0.4964,-0.0001,0.0001,0.4963,2.4972,-1.5033,-1.5060,2.4977,1.9854,1.9872,-1.9875,-1.9856
2.50,0.0137,0.0194,0.5184,-0.0001,0.0001,0.5183,2.5192,-1.4814,-1.4840,2.5197,1.9853,1.9872,-1.9874,-1.9855
2.60,0.0138,0.0208,0.5404,-0.0001,0.0001,0.5403,2.5412,-1.4594,-1.4620,2.5417,1.9853,1.9871,-1.9873,-1.9854
2.70,0.0138,0.0222,0.5623,-0.0001,0.0001,0.5623,2.5632,-1.4374,-1.4401,2.5636,1.9852,1.9871,-1.9873,-1.9854
2.80,0.0139,0.0236,0.5843,-0.0001,0.0001,0.5843,2.5852,-1.4154,-1.4181,2.5856,1.9852,1.9870,-1.9873,-1.9854
2.90,0.0139,0.0250,0.6064,-0.0001,0.0001,0.6063,2.6072,-1.3934,-1.3960,2.6076,1.9852,1.9870,-1.9873,-1.9854
3.00,0.0139,0.0263,0.6284,-0.0001,0.0001,0.6283,2.6292,-1.3714,-1.3740,2.6297,1.9852,1.9870,-1.9873,-1.9854
3.10,0.0138,0.0277,0.6503,-0.0001,0.0001,0.6503,2.6512,-1.3494,-1.3520,2.6517,1.9852,1.9870,-1.9873,-1.9854
3.20,0.0138,0.0291,0.6722,-0.0001,0.0001,0.6722,2.6730,-1.3275,-1.3301,2.6735,1.9852,1.9871,-1.9873,-1.9854
3.30,0.0138,0.0305,0.6942,-0.0001,0.0001,0.6942,2.6951,-1.3055,-1.3082,2.6955,1.9852,1.9871,-1.9873,-1.9854
3.40,0.0138,0.0319,0.7161,-0.0001,0.0001,0.7160,2.7169,-1.2836,-1.2863,2.7174,1.9853,1.9871,-1.9873,-1.9855
3.50,0.0138,0.0333,0.7381,-0.0001,0.0001,0.7380,2.7389,-1.2617,-1.2643,2.7393,1.9853,1.9871,-1.9873,-1.9855
3.60,0.0138,0.0346,0.7600,-0.0001,0.0001,0.7600,2.7609,-1.2397,-1.2423,2.7613,1.9853,1.9871,-1.9873,-1.9855
3.70,0.0138,0.0360,0.7821,-0.0001,0.0001,0.7820,2.7829,-1.2177,-1.2203,2.7834,1.9853,1.9871,-1.9873,-1.9855
3.80,0.0137,0.0374,0.8040,-0.0001,0.0001,0.8040,2.8049,-1.1957,-1.1984,2.8053,1.9853,1.9872,-1.9874,-1.9855
3.90,0.0137,0.0388,0.8261,-0.0001,0.0001,0.8260,2.8269,-1.1737,-1.1763,2.8274,1.9853,1.9872,-1.9874,-1.9855
4.00,0.0137,0.0401,0.8480,-0.0001,0.0001,0.8480,2.8489,-1.1517,-1.1544,2.8494,1.9853,1.9872,-1.9874,-1.9855
4.10,0.0137,0.0415,0.8700,-0.0001,0.0001,0.8700,2.8709,-1.1297,-1.1323,2.8713,1.9853,1.9872,-1.9874,-1.9856
4.20,0.0137,0.0429,0.8921,-0.0001,0.0001,0.8920,2.8929,-1.1077,-1.1103,2.8934,1.9853,1.9872,-1.9874,-1.9856
4.30,0.0137,0.0442,0.9141,-0.0001,0.0001,0.9140,2.9149,-1.0857,-1.0883,2.9153,1.9853,1.9872,-1.9874,-1.9856
4.40,0.0137,0.0456,0.9360,-0.0001,0.0001,0.9360,2.9369,-1.0637,-1.0664,2.9373,1.9853,1.9872,-1.9874,-1.9856
4.50,0.0137,0.0470,0.9580,-0.0001,0.0001,0.9580,2.9589,-1.0417,-1.0444,2.9593,1.9853,1.9872,-1.9874,-1.9856
4.60,0.0137,0.0484,0.9800,-0.0001,0.0001,0.9800,2.9809,-1.0197,-1.0224,2.9813,1.9853,1.9872,-1.9874,-1.9855
4.70,0.0137,0.0497,1.0020,-0.0001,0.0001,1.0020,3.0029,-0.9977,-1.0004,3.0033,1.9853,1.9872,-1.9874,-1.9855
4.80,0.0137,0.0511,1.0240,-0.0001,0.0001,1.0239,3.0248,-0.9757,-0.9784,3.0253,1.9853,1.9872,-1.9874,-1.9855
4.90,0.0137,0.0525,1.0460,-0.0001,0.0001,1.0460,3.0469,-0.9537,-0.9564,3.0473,1.9853,1.9872,-1.9874,-1.9855
5.00,0.0137,0.0538,1.0680,-0.0001,0.0001,1.0679,3.0688,-0.9317,-0.9344,3.0693,1.9853,1.9872,-1.9874,-1.9855
5.10,0.0137,0.0552,1.0900,-0.0001,0.0001,1.0899,3.0908,-0.9097,-0.9124,3.0913,1.9853,1.9872,-1.9874,-1.9855
5.20,0.0138,0.0566,1.1118,-0.0001,0.0001,1.1117,3.1127,-0.8879,-0.8906,3.1131,1.9853,1.9871,-1.9874,-1.9855
5.30,0.0138,0.0580,1.1338,-0.0001,0.0001,1.1338,3.1347,-0.8659,-0.8686,3.1351,1.9853,1.9871,-1.9873,-1.9855
5.40,0.0138,0.0593,1.1558,-0.0001,0.0001,1.1558,3.1567,-0.8439,-0.8466,3.1571,1.9853,1.9871,-1.9873,-1.9855
5.50,0.0138,0.0607,1.1778,-0.0001,0.0001,1.1778,3.1787,-0.8219,-0.8246,3.1791,1.9852,1.9871,-1.9873,-1.9855
5.60,0.0138,0.0621,1.1999,-0.0001,0.0001,1.1998,3.2007,-0.7999,-0.8025,3.2012,1.9852,1.9871,-1.9873,-1.9854
5.70,0.0138,0.0635,1.2219,-0.0001,0.0001,1.2218,3.2227,-0.7779,-0.7806,3.2232,1.9852,1.9871,-1.9873,-1.9854
5.80,0.0138,0.0649,1.2438,-0.0001,0.0001,1.2438,3.2446,-0.7559,-0.7586,3.2451,1.9852,1.9871,-1.9873,-1.9854
5.90,0.0138,0.0663,1.2658,-0.0001,0.0001,1.2658,3.2666,-0.7339,-0.7366,3.2671,1.9852,1.9871,-1.9873,-1.9854
6.00,0.0138,0.0676,1.2878,-0.0001,0.0001,1.2878,3.2887,-0.7119,-0.7145,3.2891,1.9852,1.9871,-1.9873,-1.9854
6.10,0.0139,0.0690,1.3098,-0.0001,0.0001,1.3098,3.3107,-0.6899,-0.6925,3.3111,1.9852,1.9871,-1.9873,-1.9854
6.20,0.0139,0.0704,1.3318,-0.0001,0.0001,1.3318,3.3327,-0.6679,-0.6705,3.3331,1.9852,1.9870,-1.9873,-1.9854
