t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0014,-0.0000,0.0000,0.0013,2.0017,-1.9988,-1.9987,2.0014,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0117,-0.0000,0.0000,0.0116,2.0123,-1.9889,-1.9886,2.0118,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0005,0.0001,0.0312,-0.0000,0.0000,0.0312,2.0321,-1.9694,-1.9690,2.0314,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0006,0.0001,0.0531,-0.0000,0.0000,0.0530,2.0539,-1.9476,-1.9472,2.0532,1.9997,1.9997,-1.9997,-1.9997
0.50,0.0011,0.0002,0.0751,-0.0000,0.0000,0.0750,2.0760,-1.9255,-1.9252,2.0752,1.9990,1.9992,-1.9992,-1.9990
0.60,0.0018,0.0004,0.0970,-0.0000,0.0000,0.0970,2.0979,-1.9035,-1.9033,2.0971,1.9981,1.9984,-1.9984,-1.9981
0.70,0.0028,0.0006,0.1190,-0.0000,0.0000,0.1190,2.1199,-1.8815,-1.8813,2.1191,1.9970,1.9975,-1.9975,-1.9971
0.80,0.0039,0.0009,0.1409,-0.0000,0.0000,0.1409,2.1418,-1.8596,-1.8594,2.1409,1.9958,1.9964,-1.9965,-1.9959
0.90,0.0049,0.0014,0.1628,-0.0001,0.0001,0.1628,2.1637,-1.8377,-1.8375,2.1628,1.9946,1.9954,-1.9955,-1.9948
1.00,0.0060,0.0019,0.1849,-0.0001,0.0001,0.1849,2.1858,-1.8157,-1.8154,2.1849,1.9935,1.9944,-1.9945,-1.9936
1.10,0.0071,0.0026,0.2069,-0.0001,0.0001,0.2069,2.2078,-1.7936,-1.7934,2.2070,1.9923,1.9934,-1.9935,-1.9925
1.20,0.0081,0.0033,0.2290,-0.0001,0.0001,0.2289,2.2298,-1.7716,-1.7713,2.2290,1.9913,1.9925,-1.9926,-1.9915
1.30,0.0090,0.0042,0.2509,-0.0001,0.0001,0.2509,2.2518,-1.7496,-1.7493,2.2510,1.9903,1.9917,-1.9917,-1.9905
1.40,0.0098,0.0051,0.2729,-0.0001,0.0001,0.2728,2.2737,-1.7277,-1.7274,2.2729,1.9895,1.9909,-1.9910,-1.9897
1.50,0.0105,0.0061,0.2950,-0.0001,0.0001,0.2949,2.2958,-1.7056,-1.7053,2.2950,1.9887,1.9902,-1.9903,-1.9889
1.60,0.0111,0.0072,0.3169,-0.0001,0.0001,0.3168,2.3177,-1.6837,-1.6834,2.3170,1.9880,1.9896,-1.9897,-1.9882
1.70,0.0117,0.0083,0.3389,-0.0001,0.0001,0.3389,2.3397,-1.6617,-1.6614,2.3390,1.9875,1.9891,-1.9892,-1.9876
1.80,0.0121,0.0095,0.3609,-0.0001,0.0001,0.3608,2.3617,-1.6398,-1.6394,2.3610,1.9870,1.9887,-1.9888,-1.9871
1.90,0.0125,0.0108,0.3829,-0.0001,0.0001,0.3829,2.3837,-1.6177,-1.6174,2.3830,1.9866,1.9883,-1.9884,-1.9867
2.00,0.0128,0.0120,0.4049,-0.0001,0.0001,0.4049,2.4057,-1.5958,-1.5954,2.4050,1.9862,1.9880,-1.9881,-1.9864
2.10,0.0131,0.0133,0.4268,-0.0001,0.0001,0.4267,2.4276,-1.5739,-1.5735,2.4269,1.9860,1.9877,-1.9879,-1.9861
2.20,0.0133,0.0146,0.4487,-0.0001,0.0001,0.4486,2.4495,-1.5520,-1.5516,2.4488,1.9857,1.9875,-1.9877,-1.9859
2.30,0.0135,0.0160,0.4708,-0.0001,0.0001,0.4708,2.4716,-1.5298,-1.5294,2.4709,1.9856,1.9874,-1.9875,-1.9857
2.40,0.0136,0.0173,0.4928,-0.0001,0.0001,0.4928,2.4936,-1.5078,-1.5074,2.4929,1.9854,1.9873,-1.9874,-1.9856
2.50,0.0137,0.0187,0.5149,-0.0001,0.0001,0.5148,2.5156,-1.4858,-1.4853,2.5150,1.9854,1.9872,-1.9873,-1.9855
2.60,0.0137,0.0201,0.5368,-0.0001,0.0001,0.5368,2.5376,-1.4638,-1.4634,2.5369,1.9853,1.9871,-1.9873,-1.9854
2.70,0.0138,0.0214,0.5589,-0.0001,0.0001,0.5588,2.5596,-1.4418,-1.4414,2.5590,1.9853,1.9871,-1.9872,-1.9854
2.80,0.0138,0.0228,0.5808,-0.0001,0.0001,0.5808,2.5816,-1.4198,-1.4194,2.5809,1.9852,1.9871,-1.9872,-1.9854
2.90,0.0138,0.0242,0.6028,-0.0001,0.0001,0.6028,2.6036,-1.3978,-1.3974,2.6030,1.9852,1.9871,-1.9872,-1.9854
3.00,0.0138,0.0256,0.6248,-0.0001,0.0001,0.6248,2.6256,-1.3758,-1.3754,2.6250,1.9852,1.9871,-1.9872,-1.9854
3.10,0.0138,0.0270,0.6468,-0.0001,0.0001,0.6468,2.6476,-1.3538,-1.3534,2.6470,1.9852,1.9871,-1.9872,-1.9854
3.20,0.0138,0.0283,0.6688,-0.0001,0.0001,0.6688,2.6696,-1.3318,-1.3314,2.6690,1.9852,1.9871,-1.9872,-1.9854
3.30,0.0138,0.0297,0.6908,-0.0001,0.0001,0.6908,2.6916,-1.3098,-1.3094,2.6910,1.9853,1.9871,-1.9872,-1.9854
3.40,0.0137,0.0311,0.7129,-0.0001,0.0001,0.7128,2.7136,-1.2878,-1.2874,2.7130,1.9853,1.9871,-1.9873,-1.9854
3.50,0.0137,0.0325,0.7348,-0.0001,0.0001,0.7348,2.7356,-1.2659,-1.2654,2.7350,1.9853,1.9871,-1.9873,-1.9854
3.60,0.0137,0.0338,0.7568,-0.0001,0.0001,0.7568,2.7576,-1.2439,-1.2434,2.7570,1.9853,1.9872,-1.9873,-1.9855
3.70,0.0137,0.0352,0.7788,-0.0001,0.0001,0.7788,2.7796,-1.2219,-1.2214,2.7789,1.9853,1.9872,-1.9873,-1.9855
3.80,0.0137,0.0366,0.8008,-0.0001,0.0001,0.8008,2.8016,-1.1999,-1.1994,2.8009,1.9853,1.9872,-1.9873,-1.9855
3.90,0.0137,0.0379,0.8228,-0.0001,0.0001,0.8228,2.8236,-1.1778,-1.1774,2.8229,1.9854,1.9872,-1.9873,-1.9855
4.00,0.0137,0.0393,0.8448,-0.0001,0.0001,0.8448,2.8456,-1.1558,-1.1554,2.8449,1.9854,1.9872,-1.9873,-1.9855
4.10,0.0136,0.0407,0.8668,-0.0001,0.0001,0.8668,2.8676,-1.1339,-1.1334,2.8669,1.9854,1.9872,-1.9874,-1.9855
4.20,0.0136,0.0420,0.8888,-0.0001,0.0001,0.8888,2.8896,-1.1119,-1.1114,2.8889,1.9854,1.9872,-1.9874,-1.9855
4.30,0.0136,0.0434,0.9108,-0.0001,0.0001,0.9107,2.9116,-1.0899,-1.0894,2.9109,1.9854,1.9872,-1.9874,-1.9855
4.40,0.0136,0.0448,0.9327,-0.0001,0.0001,0.9326,2.9335,-1.0680,-1.0675,2.9328,1.9854,1.9872,-1.9874,-1.9855
4.50,0.0136,0.0461,0.9547,-0.0001,0.0001,0.9547,2.9555,-1.0459,-1.0455,2.9549,1.9854,1.9872,-1.9874,-1.9855
4.60,0.0136,0.0475,0.9768,-0.0001,0.0001,0.9767,2.9775,-1.0239,-1.0235,2.9769,1.9854,1.9872,-1.9874,-1.9855
4.70,0.0136,0.0488,0.9987,-0.0001,0.0001,0.9986,2.9995,-1.0020,-1.0016,2.9988,1.9854,1.9872,-1.9874,-1.9855
4.80,0.0137,0.0502,1.0207,-0.0001,0.0001,1.0206,3.0215,-0.9800,-0.9795,3.0208,1.9854,1.9872,-1.9874,-1.9855
4.90,0.0137,0.0516,1.0426,-0.0001,0.0001,1.0426,3.0434,-0.9581,-0.9576,3.0427,1.9853,1.9872,-1.9873,-1.9855
5.00,0.0137,0.0529,1.0646,-0.0001,0.0001,1.0645,3.0654,-0.9361,-0.9356,3.0647,1.9853,1.9872,-1.9873,-1.9855
5.10,0.0137,0.0543,1.0866,-0.0001,0.0001,1.0866,3.0874,-0.9140,-0.9136,3.0868,1.9853,1.9872,-1.9873,-1.9855
5.20,0.0137,0.0557,1.1087,-0.0001,0.0001,1.1086,3.1095,-0.8920,-0.8915,3.1088,1.9853,1.9872,-1.9873,-1.9855
5.30,0.0137,0.0571,1.1307,-0.0001,0.0001,1.1307,3.1315,-0.8700,-0.8695,3.1308,1.9853,1.9872,-1.9873,-1.9855
5.40,0.0137,0.0584,1.1527,-0.0001,0.0001,1.1526,3.1534,-0.8480,-0.8476,3.1528,1.9853,1.9872,-1.9873,-1.9854
5.50,0.0137,0.0598,1.1747,-0.0001,0.0001,1.1746,3.1755,-0.8260,-0.8256,3.1748,1.9853,1.9872,-1.9873,-1.9854
5.60,0.0137,0.0612,1.1967,-0.0001,0.0001,1.1966,3.1975,-0.8040,-0.8036,3.1968,1.9853,1.9871,-1.9873,-1.9854
5.70,0.0137,0.0625,1.2186,-0.0001,0.0001,1.2186,3.2194,-0.7821,-0.7816,3.2187,1.9853,1.9871,-1.9873,-1.9854
5.80,0.0138,0.0639,1.2407,-0.0001,0.0001,1.2406,3.2414,-0.7600,-0.7596,3.2408,1.9852,1.9871,-1.9873,-1.9854
5.90,0.0138,0.0653,1.2626,-0.0001,0.0001,1.2626,3.2634,-0.7380,-0.7376,3.2628,1.9852,1.9871,-1.9873,-1.9854
6.00,0.0138,0.0667,1.2846,-0.0001,0.0001,1.2846,3.2854,-0.7161,-0.7156,3.2847,1.9852,1.9871,-1.9872,-1.9854
6.10,0.0138,0.0680,1.3066,-0.0001,0.0001,1.3066,3.3074,-0.6940,-0.6936,3.3068,1.9852,1.9871,-1.9872,-1.9854
6.20,0.0138,0.0694,1.3286,-0.0001,0.0001,1.3286,3.3294,-0.6720,-0.6716,3.3288,1.9852,1.9871,-1.9872,-1.9853
6.30,0.0138,0.0708,1.3506,-0.0001,0.0001,1.3506,3.3514,-0.6500,-0.6496,3.3508,1.9852,1.9871,-1.9872,-1.9853
6.40,0.0138,0.0722,1.3726,-0.0001,0.0001,1.3725,3.3734,-0.6281,-0.6276,3.3727,1.9852,1.9871,-1.9872,-1.9853
6.50,0.0138,0.0736,1.3946,-0.0001,0.0001,1.3946,3.3954,-0.6061,-0.6056,3.3947,1.9852,1.9871,-1.9872,-1.9853
6.60,0.0138,0.0750,1.4166,-0.0001,0.0001,1.4165,3.4173,-0.5841,-0.5837,3.4167,1.9851,1.9870,-1.9872,-1.9853
6.70,0.0139,0.0763,1.4384,-0.0001,0.0001,1.4384,3.4392,-0.5623,-0.5618,3.4385,1.9851,1.9870,-1.9872,-1.9853
6.80,0.0139,0.0777,1.4604,-0.0001,0.0001,1.4604,3.4612,-0.5403,-0.5398,3.4605,1.9851,1.9870,-1.9872,-1.9853
6.90,0.0139,0.0791,1.4824,-0.0001,0.0001,1.4823,3.4832,-0.5183,-0.5179,3.4825,1.9851,1.9870,-1.9872,-1.9853
7.00,0.0139,0.0805,1.5044,-0.0001,0.0001,1.5044,3.5052,-0.4963,-0.4958,3.5045,1.9851,1.9870,-1.9872,-1.9852
7.10,0.0139,0.0819,1.5264,-0.0001,0.0001,1.5264,3.5272,-0.4743,-0.4738,3.5265,1.9851,1.9870,-1.9871,-1.9852
7.20,0.0139,0.0833,1.5484,-0.0001,0.0001,1.5484,3.5492,-0.4523,-0.4518,3.5486,1.9851,1.9870,-1.9871,-1.9852
7.30,0.0139,0.0847,1.5704,-0.0001,0.0001,1.5704,3.5712,-0.4303,-0.4298,3.5705,1.9851,1.9870,-1.9871,-1.9852
7.40,0.0139,0.0861,1.5924,-0.0001,0.0001,1.5923,3.5932,-0.4083,-0.4079,3.5925,1.9850,1.9870,-1.9871,-1.9852
7.50,0.0139,0.0875,1.6144,-0.0001,0.0001,1.6143,3.6151,-0.3863,-0.3859,3.6145,1.9850,1.9870,-1.9871,-1.9852
7.60,0.0140,0.0889,1.6362,-0.0001,0.0001,1.6361,3.6370,-0.3645,-0.3641,3.6363,1.9850,1.9870,-1.9871,-1.9852
7.70,0.0140,0.0902,1.6582,-0.0001,0.0001,1.6581,3.6590,-0.3425,-0.3421,3.6583,1.9850,1.9869,-1.9871,-1.9852
7.80,0.0140,0.0916,1.6802,-0.0001,0.0001,1.6801,3.6810,-0.3205,-0.3200,3.6803,1.9850,1.9869,-1.9871,-1.9851
7.90,0.0140,0.0930,1.7022,-0.0001,0.0001,1.7021,3.7030,-0.2985,-0.2980,3.7023,1.9850,1.9869,-1.9871,-1.9851
8.00,0.0140,0.0944,1.7242,-0.0001,0.0001,1.7241,3.7250,-0.2765,-0.2761,3.7243,1.9850,1.9869,-1.9871,-1.9851
8.10,0.0140,0.0958,1.7462,-0.0001,0.0001,1.7462,3.7470,-0.2545,-0.2540,3.7463,1.9850,1.9869,-1.9871,-1.9851
8.20,0.0140,0.0972,1.7682,-0.0001,0.0001,1.7682,3.7690,-0.2325,-0.2320,3.7683,1.9849,1.9869,-1.9870,-1.9851
8.30,0.0140,0.0986,1.7902,-0.0001,0.0001,1.7901,3.7910,-0.2105,-0.2101,3.7903,1.9849,1.9869,-1.9870,-1.9851
8.40,0.0140,0.1000,1.8121,-0.0001,0.0001,1.8121,3.8129,-0.1885,-0.1881,3.8123,1.9849,1.9869,-1.9870,-1.9851
8.50,0.0140,0.1015,1.8341,-0.0001,0.0001,1.8341,3.8349,-0.1665,-0.1661,3.8343,1.9849,1.9869,-1.9870,-1.9851
8.60,0.0141,0.1029,1.8562,-0.0001,0.0001,1.8561,3.8570,-0.1445,-0.1441,3.8563,1.9849,1.9869,-1.9870,-1.9850
8.70,0.0141,0.1043,1.8782,-0.0001,0.0001,1.8781,3.8790,-0.1225,-0.1221,3.8783,1.9849,1.9868,-1.9870,-1.9850
8.80,0.0141,0.1057,1.9002,-0.0001,0.0001,1.9002,3.9010,-0.1005,-0.1000,3.9003,1.9849,1.9868,-1.9870,-1.9850
8.90,0.0141,0.1071,1.9222,-0.0001,0.0001,1.9221,3.9230,-0.0785,-0.0781,3.9223,1.9849,1.9868,-1.9870,-1.9850
9.00,0.0141,0.1085,1.9442,-0.0001,0.0001,1.9441,3.9450,-0.0565,-0.0561,3.9443,1.9848,1.9868,-1.9870,-1.9850
9.10,0.0141,0.1099,1.9661,-0.0001,0.0001,1.9661,3.9669,-0.0345,-0.0341,3.9663,1.9848,1.9868,-1.9870,-1.9850
9.20,0.0141,0.1113,1.9881,-0.0001,0.0001,1.9881,3.9889,-0.0125,-0.0121,3.9883,1.9848,1.9868,-1.9869,-1.9850
9.30,0.0141,0.1127,2.0101,-0.0001,0.0001,2.0101,4.0109,0.0094,0.0099,4.0103,1.9848,1.9868,-1.9869,-1.9850
9.40,0.0141,0.1141,2.0321,-0.0001,0.0001,2.0321,4.0329,0.0314,0.0319,4.0322,1.9848,1.9868,-1.9869,-1.9849
9.50,0.0142,0.1156,2.0541,-0.0001,0.0001,2.0541,4.0549,0.0534,0.0539,4.0543,1.9848,1.9868,-1.9869,-1.9849
9.60,0.0142,0.1170,2.0760,-0.0001,0.0001,2.0759,4.0768,0.0753,0.0758,4.0761,1.9848,1.9868,-1.9869,-1.9849
9.70,0.0142,0.1184,2.0980,-0.0001,0.0001,2.0979,4.0987,0.0973,0.0977,4.0981,1.9848,1.9868,-1.9869,-1.9849
9.80,0.0142,0.1198,2.1200,-0.0001,0.0001,2.1199,4.1208,0.1193,0.1197,4.1201,1.9847,1.9867,-1.9869,-1.9849
9.90,0.0142,0.1212,2.1420,-0.0001,0.0001,2.1419,4.1428,0.1413,0.1417,4.1421,1.9847,1.9867,-1.9869,-1.9849
10.00,0.0142,0.1226,2.1640,-0.0001,0.0001,2.1639,4.1648,0.1633,0.1637,4.1641,1.9847,1.9867,-1.9869,-1.9849
