t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-2.0000,2.0000,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0001,0.0000,0.0014,-0.0000,0.0000,0.0013,2.0014,-1.9987,-1.9984,2.0012,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0113,-0.0000,0.0000,0.0113,2.0115,-1.9890,-1.9880,2.0109,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0006,0.0001,0.0307,-0.0000,0.0000,0.0306,2.0309,-1.9698,-1.9684,2.0300,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0006,0.0001,0.0526,-0.0000,0.0000,0.0526,2.0529,-1.9478,-1.9465,2.0520,1.9997,1.9997,-1.9997,-1.9997
0.50,0.0011,0.0002,0.0746,-0.0000,0.0000,0.0746,2.0749,-1.9258,-1.9245,2.0739,1.9990,1.9992,-1.9991,-1.9991
0.60,0.0018,0.0004,0.0966,-0.0000,0.0000,0.0966,2.0969,-1.9038,-1.9025,2.0959,1.9981,1.9984,-1.9983,-1.9983
0.70,0.0027,0.0006,0.1186,0.0000,0.0000,0.1185,2.1189,-1.8818,-1.8806,2.1179,1.9972,1.9976,-1.9974,-1.9973
0.80,0.0036,0.0009,0.1405,0.0000,0.0000,0.1405,2.1408,-1.8599,-1.8586,2.1398,1.9962,1.9968,-1.9965,-1.9963
0.90,0.0044,0.0013,0.1622,0.0000,0.0000,0.1622,2.1625,-1.8382,-1.8369,2.1615,1.9953,1.9960,-1.9957,-1.9955
1.00,0.0051,0.0018,0.1841,0.0001,0.0001,0.1841,2.1844,-1.8163,-1.8150,2.1834,1.9946,1.9954,-1.9951,-1.9947
1.10,0.0056,0.0023,0.2061,0.0001,0.0001,0.2061,2.2063,-1.7943,-1.7929,2.2055,1.9941,1.9949,-1.9946,-1.9942
1.20,0.0059,0.0029,0.2281,0.0001,0.0001,0.2281,2.2283,-1.7723,-1.7710,2.2275,1.9938,1.9946,-1.9944,-1.9938
1.30,0.0060,0.0035,0.2501,0.0001,0.0001,0.2501,2.2503,-1.7503,-1.7490,2.2495,1.9937,1.9945,-1.9943,-1.9936
1.40,0.0060,0.0041,0.2722,0.0001,0.0001,0.2721,2.2723,-1.7283,-1.7269,2.2716,1.9937,1.9945,-1.9944,-1.9936
1.50,0.0058,0.0047,0.2941,0.0001,0.0001,0.2941,2.2943,-1.7063,-1.7050,2.2935,1.9939,1.9947,-1.9945,-1.9938
1.60,0.0055,0.0052,0.3162,0.0001,0.0001,0.3161,2.3163,-1.6843,-1.6829,2.3155,1.9942,1.9949,-1.9948,-1.9940
1.70,0.0052,0.0058,0.3382,0.0001,0.0001,0.3381,2.3383,-1.6623,-1.6609,2.3375,1.9945,1.9952,-1.9951,-1.9943
1.80,0.0049,0.0063,0.3602,0.0001,0.0001,0.3601,2.3604,-1.6402,-1.6389,2.3595,1.9949,1.9955,-1.9954,-1.9947
1.90,0.0047,0.0068,0.3821,0.0001,0.0001,0.3821,2.3823,-1.6183,-1.6169,2.3815,1.9952,1.9958,-1.9957,-1.9950
2.00,0.0044,0.0072,0.4042,0.0001,0.0001,0.4041,2.4044,-1.5962,-1.5949,2.4035,1.9954,1.9960,-1.9959,-1.9952
2.10,0.0042,0.0076,0.4261,0.0001,0.0001,0.4261,2.4264,-1.5743,-1.5729,2.4254,1.9956,1.9962,-1.9961,-1.9954
2.20,0.0041,0.0081,0.4481,0.0001,0.0001,0.4481,2.4484,-1.5523,-1.5510,2.4475,1.9958,1.9963,-1.9962,-1.9956
2.30,0.0041,0.0085,0.4702,0.0001,0.0001,0.4702,2.4704,-1.5302,-1.5289,2.4695,1.9958,1.9963,-1.9962,-1.9956
2.40,0.0041,0.0089,0.4921,0.0001,0.0001,0.4921,2.4924,-1.5083,-1.5070,2.4915,1.9958,1.9963,-1.9962,-1.9956
2.50,0.0041,0.0093,0.5142,0.0001,0.0001,0.5141,2.5144,-1.4862,-1.4849,2.5135,1.9957,1.9963,-1.9961,-1.9956
2.60,0.0042,0.0097,0.5362,0.0001,0.0001,0.5361,2.5364,-1.4643,-1.4630,2.5355,1.9957,1.9962,-1.9961,-1.9955
2.70,0.0043,0.0101,0.5581,0.0001,0.0001,0.5581,2.5583,-1.4423,-1.4410,2.5575,1.9955,1.9961,-1.9959,-1.9954
2.80,0.0044,0.0106,0.5801,0.0001,0.0001,0.5801,2.5803,-1.4203,-1.4190,2.5795,1.9954,1.9960,-1.9958,-1.9953
2.90,0.0045,0.0110,0.6021,0.0001,0.0001,0.6020,2.6023,-1.3983,-1.3970,2.6014,1.9953,1.9959,-1.9957,-1.9952
