t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0007,0.0000,0.0015,-0.0000,0.0000,0.0014,2.0023,-1.9992,-1.9991,2.0020,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0020,0.0002,0.0116,-0.0000,0.0000,0.0115,2.0139,-1.9906,-1.9903,2.0133,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0030,0.0004,0.0309,-0.0000,0.0000,0.0308,2.0342,-1.9724,-1.9719,2.0335,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0030,0.0007,0.0528,-0.0000,0.0000,0.0528,2.0562,-1.9504,-1.9500,2.0554,1.9996,1.9998,-1.9998,-1.9996
0.50,0.0031,0.0010,0.0748,-0.0000,0.0000,0.0748,2.0782,-1.9283,-1.9280,2.0774,1.9989,1.9993,-1.9993,-1.9989
0.60,0.0035,0.0014,0.0968,-0.0000,0.0000,0.0968,2.1002,-1.9063,-1.9060,2.0994,1.9980,1.9985,-1.9985,-1.9980
0.70,0.0041,0.0017,0.1188,-0.0000,0.0000,0.1187,2.1222,-1.8844,-1.8841,2.1213,1.9969,1.9976,-1.9976,-1.9969
0.80,0.0049,0.0022,0.1407,-0.0000,0.0000,0.1407,2.1441,-1.8624,-1.8621,2.1433,1.9957,1.9966,-1.9966,-1.9957
0.90,0.0058,0.0027,0.1627,-0.0000,0.0000,0.1626,2.1661,-1.8404,-1.8401,2.1652,1.9945,1.9956,-1.9956,-1.9945
1.00,0.0067,0.0033,0.1845,-0.0000,0.0000,0.1845,2.1879,-1.8186,-1.8183,2.1870,1.9933,1.9946,-1.9946,-1.9934
1.10,0.0077,0.0041,0.2066,-0.0000,0.0000,0.2065,2.2100,-1.7965,-1.7962,2.2091,1.9922,1.9936,-1.9936,-1.9922
1.20,0.0086,0.0049,0.2287,-0.0000,0.0000,0.2286,2.2321,-1.7744,-1.7741,2.2313,1.9911,1.9927,-1.9927,-1.9912
1.30,0.0095,0.0058,0.2507,-0.0000,0.0000,0.2506,2.2541,-1.7524,-1.7521,2.2533,1.9902,1.9919,-1.9919,-1.9902
1.40,0.0102,0.0068,0.2727,-0.0000,0.0000,0.2726,2.2761,-1.7305,-1.7302,2.2753,1.9893,1.9911,-1.9911,-1.9894
1.50,0.0109,0.0078,0.2947,-0.0000,0.0000,0.2946,2.2981,-1.7085,-1.7082,2.2973,1.9886,1.9904,-1.9904,-1.9886
1.60,0.0115,0.0090,0.3167,-0.0000,0.0000,0.3166,2.3201,-1.6865,-1.6862,2.3193,1.9879,1.9898,-1.9898,-1.9879
1.70,0.0121,0.0101,0.3387,-0.0000,0.0000,0.3386,2.3420,-1.6645,-1.6642,2.3413,1.9873,1.9893,-1.9893,-1.9874
1.80,0.0125,0.0114,0.3606,-0.0000,0.0000,0.3605,2.3639,-1.6426,-1.6423,2.3632,1.9869,1.9888,-1.9889,-1.9869
1.90,0.0129,0.0126,0.3825,-0.0000,0.0000,0.3825,2.3859,-1.6207,-1.6203,2.3851,1.9865,1.9885,-1.9885,-1.9865
2.00,0.0132,0.0139,0.4043,-0.0000,0.0000,0.4042,2.4076,-1.5989,-1.5985,2.4069,1.9862,1.9882,-1.9882,-1.9862
2.10,0.0134,0.0153,0.4264,-0.0000,0.0000,0.4264,2.4298,-1.5767,-1.5763,2.4290,1.9859,1.9879,-1.9879,-1.9859
2.20,0.0136,0.0166,0.4484,-0.0000,0.0000,0.4484,2.4518,-1.5548,-1.5543,2.4511,1.9857,1.9877,-1.9877,-1.9857
2.30,0.0138,0.0180,0.4705,-0.0000,0.0000,0.4704,2.4738,-1.5327,-1.5323,2.4731,1.9855,1.9875,-1.9875,-1.9856
2.40,0.0139,0.0194,0.4925,-0.0000,0.0000,0.4925,2.4958,-1.5106,-1.5102,2.4952,1.9854,1.9874,-1.9874,-1.9855
2.50,0.0140,0.0208,0.5146,-0.0000,0.0000,0.5145,2.5179,-1.4886,-1.4882,2.5172,1.9854,1.9873,-1.9873,-1.9854
2.60,0.0140,0.0222,0.5366,-0.0000,0.0000,0.5365,2.5399,-1.4666,-1.4662,2.5392,1.9853,1.9872,-1.9873,-1.9853
2.70,0.0141,0.0236,0.5586,-0.0000,0.0000,0.5585,2.5619,-1.4446,-1.4442,2.5612,1.9853,1.9872,-1.9872,-1.9853
2.80,0.0141,0.0250,0.5806,-0.0000,0.0000,0.5805,2.5839,-1.4226,-1.4222,2.5832,1.9853,1.9872,-1.9872,-1.9853
2.90,0.0141,0.0264,0.6026,-0.0000,0.0000,0.6025,2.6059,-1.4006,-1.4002,2.6053,1.9853,1.9872,-1.9872,-1.9853
3.00,0.0141,0.0278,0.6246,-0.0000,0.0000,0.6245,2.6279,-1.3786,-1.3782,2.6273,1.9853,1.9871,-1.9872,-1.9853
3.10,0.0141,0.0292,0.6466,-0.0000,0.0000,0.6465,2.6499,-1.3566,-1.3562,2.6493,1.9853,1.9871,-1.9872,-1.9853
3.20,0.0141,0.0306,0.6685,-0.0000,0.0000,0.6685,2.6719,-1.3347,-1.3342,2.6712,1.9853,1.9872,-1.9872,-1.9853
3.30,0.0141,0.0320,0.6905,-0.0000,0.0000,0.6905,2.6938,-1.3127,-1.3122,2.6932,1.9853,1.9872,-1.9872,-1.9853
3.40,0.0140,0.0334,0.7124,-0.0000,0.0000,0.7124,2.7158,-1.2908,-1.2903,2.7151,1.9853,1.9872,-1.9872,-1.9854
3.50,0.0140,0.0348,0.7344,-0.0000,0.0000,0.7343,2.7377,-1.2688,-1.2684,2.7370,1.9854,1.9872,-1.9872,-1.9854
3.60,0.0140,0.0362,0.7564,-0.0000,0.0000,0.7563,2.7597,-1.2468,-1.2464,2.7590,1.9854,1.9872,-1.9872,-1.9854
3.70,0.0140,0.0376,0.7784,-0.0000,0.0000,0.7783,2.7817,-1.2248,-1.2244,2.7810,1.9854,1.9872,-1.9873,-1.9854
3.80,0.0140,0.0390,0.8004,-0.0000,0.0000,0.8003,2.8037,-1.2028,-1.2024,2.8030,1.9854,1.9872,-1.9873,-1.9854
3.90,0.0140,0.0404,0.8224,-0.0000,0.0000,0.8223,2.8257,-1.1808,-1.1804,2.8250,1.9854,1.9872,-1.9873,-1.9854
4.00,0.0140,0.0418,0.8443,-0.0000,0.0000,0.8443,2.8476,-1.1589,-1.1585,2.8470,1.9854,1.9873,-1.9873,-1.9855
4.10,0.0140,0.0432,0.8662,-0.0000,0.0000,0.8662,2.8695,-1.1370,-1.1366,2.8689,1.9854,1.9873,-1.9873,-1.9855
