t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-2.0000,2.0000,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0001,0.0000,0.0013,-0.0000,0.0000,0.0012,2.0014,-1.9985,-1.9989,2.0012,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0111,-0.0000,0.0000,0.0111,2.0113,-1.9882,-1.9895,2.0109,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0007,0.0001,0.0304,-0.0000,0.0000,0.0303,2.0307,-1.9686,-1.9706,2.0300,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0008,0.0002,0.0522,-0.0000,0.0000,0.0522,2.0526,-1.9467,-1.9488,2.0518,1.9997,1.9997,-1.9998,-1.9997
0.50,0.0012,0.0003,0.0742,-0.0000,0.0000,0.0742,2.0746,-1.9247,-1.9268,2.0738,1.9991,1.9992,-1.9992,-1.9991
0.60,0.0019,0.0004,0.0962,-0.0000,0.0000,0.0961,2.0966,-1.9028,-1.9048,2.0958,1.9982,1.9984,-1.9984,-1.9982
0.70,0.0028,0.0006,0.1182,-0.0000,0.0000,0.1181,2.1186,-1.8807,-1.8828,2.1177,1.9971,1.9974,-1.9975,-1.9971
0.80,0.0039,0.0010,0.1401,-0.0000,0.0000,0.1401,2.1405,-1.8588,-1.8609,2.1397,1.9959,1.9964,-1.9965,-1.9960
0.90,0.0050,0.0014,0.1621,-0.0000,0.0000,0.1621,2.1625,-1.8368,-1.8389,2.1617,1.9948,1.9954,-1.9955,-1.9948
1.00,0.0060,0.0020,0.1841,-0.0000,0.0000,0.1840,2.1844,-1.8148,-1.8169,2.1836,1.9936,1.9944,-1.9945,-1.9936
1.10,0.0071,0.0026,0.2062,-0.0000,0.0000,0.2062,2.2066,-1.7927,-1.7948,2.2058,1.9925,1.9934,-1.9935,-1.9925
1.20,0.0081,0.0034,0.2282,-0.0000,0.0000,0.2282,2.2286,-1.7707,-1.7728,2.2278,1.9914,1.9925,-1.9926,-1.9915
1.30,0.0090,0.0042,0.2503,-0.0001,0.0001,0.2502,2.2506,-1.7487,-1.7508,2.2498,1.9904,1.9916,-1.9917,-1.9905
1.40,0.0098,0.0052,0.2722,-0.0001,0.0001,0.2721,2.2725,-1.7267,-1.7288,2.2718,1.9896,1.9908,-1.9910,-1.9897
1.50,0.0105,0.0062,0.2942,-0.0001,0.0001,0.2942,2.2945,-1.7047,-1.7068,2.2938,1.9888,1.9901,-1.9903,-1.9889
1.60,0.0111,0.0073,0.3162,-0.0001,0.0001,0.3161,2.3165,-1.6827,-1.6848,2.3158,1.9881,1.9895,-1.9898,-1.9882
1.70,0.0117,0.0084,0.3382,-0.0001,0.0001,0.3382,2.3386,-1.6607,-1.6628,2.3378,1.9875,1.9890,-1.9893,-1.9877
1.80,0.0121,0.0096,0.3602,-0.0001,0.0001,0.3601,2.3605,-1.6388,-1.6408,2.3598,1.9870,1.9886,-1.9888,-1.9872
1.90,0.0125,0.0108,0.3821,-0.0001,0.0001,0.3821,2.3825,-1.6168,-1.6188,2.3817,1.9866,1.9882,-1.9885,-1.9868
2.00,0.0128,0.0121,0.4038,-0.0001,0.0001,0.4037,2.4041,-1.5952,-1.5972,2.4033,1.9862,1.9879,-1.9882,-1.9864
2.10,0.0131,0.0134,0.4260,-0.0001,0.0001,0.4260,2.4264,-1.5729,-1.5749,2.4256,1.9860,1.9877,-1.9879,-1.9861
2.20,0.0133,0.0147,0.4481,-0.0001,0.0001,0.4481,2.4484,-1.5509,-1.5528,2.4477,1.9857,1.9875,-1.9877,-1.9859
2.30,0.0135,0.0160,0.4701,-0.0001,0.0001,0.4701,2.4704,-1.5289,-1.5308,2.4697,1.9856,1.9873,-1.9876,-1.9858
2.40,0.0136,0.0174,0.4921,-0.0001,0.0001,0.4921,2.4924,-1.5069,-1.5088,2.4918,1.9854,1.9872,-1.9875,-1.9856
2.50,0.0137,0.0188,0.5140,-0.0001,0.0001,0.5140,2.5143,-1.4849,-1.4869,2.5137,1.9853,1.9872,-1.9874,-1.9855
2.60,0.0137,0.0201,0.5361,-0.0001,0.0001,0.5360,2.5363,-1.4629,-1.4649,2.5357,1.9853,1.9871,-1.9873,-1.9855
2.70,0.0138,0.0215,0.5580,-0.0001,0.0001,0.5580,2.5583,-1.4409,-1.4429,2.5577,1.9852,1.9871,-1.9873,-1.9854
2.80,0.0138,0.0229,0.5800,-0.0001,0.0001,0.5800,2.5803,-1.4189,-1.4209,2.5797,1.9852,1.9870,-1.9873,-1.9854
2.90,0.0138,0.0243,0.6021,-0.0001,0.0001,0.6020,2.6024,-1.3969,-1.3989,2.6017,1.9852,1.9870,-1.9872,-1.9854
3.00,0.0138,0.0256,0.6241,-0.0001,0.0001,0.6241,2.6244,-1.3749,-1.3768,2.6238,1.9852,1.9870,-1.9872,-1.9854
3.10,0.0138,0.0270,0.6461,-0.0001,0.0001,0.6460,2.6464,-1.3529,-1.3548,2.6457,1.9852,1.9870,-1.9872,-1.9854
3.20,0.0138,0.0284,0.6681,-0.0001,0.0001,0.6680,2.6684,-1.3309,-1.3329,2.6677,1.9852,1.9871,-1.9873,-1.9854
3.30,0.0138,0.0298,0.6900,-0.0001,0.0001,0.6900,2.6903,-1.3090,-1.3109,2.6897,1.9852,1.9871,-1.9873,-1.9854
3.40,0.0137,0.0312,0.7120,-0.0001,0.0001,0.7120,2.7123,-1.2869,-1.2889,2.7117,1.9853,1.9871,-1.9873,-1.9855
3.50,0.0137,0.0325,0.7340,-0.0001,0.0001,0.7339,2.7343,-1.2650,-1.2670,2.7336,1.9853,1.9871,-1.9873,-1.9855
