t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0015,-0.0000,0.0000,0.0014,2.0014,-1.9989,-1.9983,2.0016,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0005,0.0000,0.0118,-0.0000,0.0000,0.0118,2.0116,-1.9889,-1.9875,2.0122,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0006,0.0001,0.0315,0.0000,0.0000,0.0315,2.0312,-1.9694,-1.9676,2.0319,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0007,0.0002,0.0532,0.0000,0.0000,0.0532,2.0530,-1.9477,-1.9459,2.0536,1.9997,1.9997,-1.9997,-1.9997
0.50,0.0011,0.0003,0.0754,0.0000,0.0000,0.0753,2.0751,-1.9256,-1.9238,2.0757,1.9990,1.9992,-1.9991,-1.9990
0.60,0.0019,0.0004,0.0972,0.0000,0.0000,0.0971,2.0970,-1.9037,-1.9020,2.0975,1.9981,1.9984,-1.9983,-1.9981
0.70,0.0028,0.0006,0.1192,0.0000,0.0000,0.1192,2.1190,-1.8816,-1.8799,2.1195,1.9971,1.9975,-1.9974,-1.9970
0.80,0.0039,0.0010,0.1413,0.0000,0.0000,0.1412,2.1410,-1.8596,-1.8579,2.1415,1.9959,1.9965,-1.9964,-1.9959
0.90,0.0050,0.0014,0.1631,0.0000,0.0000,0.1630,2.1628,-1.8377,-1.8361,2.1634,1.9947,1.9954,-1.9954,-1.9947
1.00,0.0061,0.0020,0.1851,0.0000,0.0000,0.1851,2.1848,-1.8157,-1.8141,2.1854,1.9936,1.9944,-1.9943,-1.9936
1.10,0.0071,0.0026,0.2071,0.0000,0.0000,0.2070,2.2068,-1.7937,-1.7921,2.2073,1.9925,1.9935,-1.9934,-1.9924
1.20,0.0081,0.0034,0.2291,0.0001,0.0001,0.2290,2.2288,-1.7718,-1.7701,2.2294,1.9914,1.9926,-1.9924,-1.9914
1.30,0.0090,0.0042,0.2511,0.0001,0.0001,0.2510,2.2508,-1.7497,-1.7481,2.2513,1.9905,1.9918,-1.9916,-1.9904
1.40,0.0098,0.0052,0.2731,0.0001,0.0001,0.2731,2.2728,-1.7277,-1.7261,2.2734,1.9896,1.9910,-1.9908,-1.9895
1.50,0.0105,0.0062,0.2952,0.0001,0.0001,0.2951,2.2949,-1.7056,-1.7040,2.2954,1.9889,1.9903,-1.9901,-1.9888
1.60,0.0111,0.0073,0.3172,0.0001,0.0001,0.3171,2.3169,-1.6837,-1.6820,2.3175,1.9882,1.9898,-1.9895,-1.9881
1.70,0.0117,0.0084,0.3392,0.0001,0.0001,0.3391,2.3389,-1.6617,-1.6600,2.3395,1.9876,1.9892,-1.9890,-1.9875
1.80,0.0121,0.0096,0.3612,0.0001,0.0001,0.3612,2.3609,-1.6397,-1.6380,2.3615,1.9871,1.9888,-1.9886,-1.9870
1.90,0.0125,0.0108,0.3832,0.0001,0.0001,0.3831,2.3829,-1.6177,-1.6160,2.3835,1.9867,1.9884,-1.9882,-1.9866
2.00,0.0128,0.0121,0.4050,0.0001,0.0001,0.4050,2.4048,-1.5959,-1.5941,2.4054,1.9864,1.9881,-1.9879,-1.9862
2.10,0.0131,0.0134,0.4271,0.0001,0.0001,0.4271,2.4268,-1.5738,-1.5720,2.4275,1.9861,1.9879,-1.9877,-1.9860
2.20,0.0133,0.0147,0.4492,0.0001,0.0001,0.4491,2.4489,-1.5518,-1.5500,2.4495,1.9859,1.9877,-1.9875,-1.9857
2.30,0.0135,0.0161,0.4711,0.0001,0.0001,0.4711,2.4709,-1.5298,-1.5280,2.4715,1.9857,1.9876,-1.9874,-1.9856
2.40,0.0136,0.0174,0.4930,0.0001,0.0001,0.4930,2.4927,-1.5079,-1.5061,2.4933,1.9856,1.9874,-1.9872,-1.9854
2.50,0.0137,0.0188,0.5150,0.0001,0.0001,0.5149,2.5146,-1.4859,-1.4841,2.5153,1.9855,1.9874,-1.9872,-1.9854
2.60,0.0137,0.0201,0.5370,0.0001,0.0001,0.5369,2.5366,-1.4639,-1.4621,2.5373,1.9855,1.9873,-1.9871,-1.9853
2.70,0.0138,0.0215,0.5590,0.0001,0.0001,0.5589,2.5586,-1.4419,-1.4402,2.5593,1.9854,1.9873,-1.9871,-1.9852
2.80,0.0138,0.0229,0.5808,0.0001,0.0001,0.5807,2.5804,-1.4201,-1.4183,2.5811,1.9854,1.9872,-1.9871,-1.9852
2.90,0.0138,0.0243,0.6028,0.0001,0.0001,0.6027,2.6025,-1.3981,-1.3963,2.6031,1.9854,1.9872,-1.9870,-1.9852
3.00,0.0138,0.0257,0.6248,0.0001,0.0001,0.6248,2.6245,-1.3761,-1.3743,2.6252,1.9854,1.9872,-1.9870,-1.9852
3.10,0.0138,0.0270,0.6468,0.0001,0.0001,0.6467,2.6464,-1.3541,-1.3523,2.6472,1.9854,1.9872,-1.9871,-1.9852
3.20,0.0138,0.0284,0.6688,0.0001,0.0001,0.6688,2.6685,-1.3321,-1.3303,2.6692,1.9854,1.9873,-1.9871,-1.9852
3.30,0.0138,0.0298,0.6908,0.0001,0.0001,0.6908,2.6905,-1.3101,-1.3083,2.6912,1.9854,1.9873,-1.9871,-1.9852
3.40,0.0137,0.0312,0.7130,0.0001,0.0001,0.7129,2.7126,-1.2880,-1.2862,2.7133,1.9854,1.9873,-1.9871,-1.9853
3.50,0.0137,0.0325,0.7350,0.0001,0.0001,0.7349,2.7347,-1.2659,-1.2641,2.7354,1.9855,1.9873,-1.9871,-1.9853
3.60,0.0137,0.0339,0.7569,0.0001,0.0001,0.7568,2.7566,-1.2440,-1.2423,2.7572,1.9855,1.9873,-1.9871,-1.9853
3.70,0.0137,0.0353,0.7790,0.0001,0.0001,0.7789,2.7787,-1.2219,-1.2202,2.7793,1.9855,1.9873,-1.9872,-1.9853
