t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0011,-0.0000,0.0000,0.0010,2.0006,-1.9987,-1.9989,2.0013,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0009,0.0001,0.0104,-0.0000,0.0000,0.0104,2.0087,-1.9887,-1.9893,2.0110,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0013,0.0002,0.0292,0.0000,0.0000,0.0292,2.0266,-1.9693,-1.9704,2.0300,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0014,0.0003,0.0512,0.0000,0.0000,0.0511,2.0485,-1.9473,-1.9485,2.0520,1.9998,1.9997,-1.9997,-1.9997
0.50,0.0016,0.0005,0.0732,0.0000,0.0000,0.0731,2.0705,-1.9253,-1.9265,2.0739,1.9992,1.9992,-1.9992,-1.9991
0.60,0.0022,0.0007,0.0951,0.0000,0.0000,0.0951,2.0925,-1.9033,-1.9046,2.0958,1.9983,1.9984,-1.9984,-1.9982
0.70,0.0031,0.0009,0.1171,0.0000,0.0000,0.1171,2.1145,-1.8813,-1.8826,2.1178,1.9973,1.9974,-1.9975,-1.9971
0.80,0.0040,0.0013,0.1391,0.0000,0.0000,0.1390,2.1365,-1.8594,-1.8606,2.1398,1.9962,1.9964,-1.9965,-1.9960
0.90,0.0051,0.0017,0.1610,0.0001,0.0001,0.1610,2.1584,-1.8374,-1.8386,2.1617,1.9951,1.9954,-1.9954,-1.9948
1.00,0.0061,0.0023,0.1830,0.0001,0.0001,0.1829,2.1804,-1.8154,-1.8166,2.1837,1.9939,1.9944,-1.9944,-1.9937
1.10,0.0071,0.0029,0.2050,0.0001,0.0001,0.2049,2.2023,-1.7935,-1.7947,2.2057,1.9929,1.9934,-1.9934,-1.9926
1.20,0.0081,0.0037,0.2270,0.0001,0.0001,0.2269,2.2243,-1.7715,-1.7727,2.2277,1.9918,1.9925,-1.9925,-1.9915
1.30,0.0090,0.0046,0.2489,0.0001,0.0001,0.2489,2.2463,-1.7496,-1.7507,2.2497,1.9908,1.9916,-1.9917,-1.9905
1.40,0.0098,0.0055,0.2710,0.0001,0.0001,0.2709,2.2683,-1.7275,-1.7286,2.2717,1.9900,1.9909,-1.9909,-1.9897
1.50,0.0105,0.0065,0.2929,0.0001,0.0001,0.2929,2.2903,-1.7055,-1.7066,2.2937,1.9892,1.9902,-1.9902,-1.9889
1.60,0.0111,0.0076,0.3148,0.0001,0.0001,0.3147,2.3121,-1.6837,-1.6848,2.3155,1.9885,1.9896,-1.9897,-1.9882
1.70,0.0117,0.0087,0.3368,0.0001,0.0001,0.3368,2.3342,-1.6617,-1.6627,2.3376,1.9879,1.9891,-1.9891,-1.9876
1.80,0.0122,0.0099,0.3589,0.0001,0.0001,0.3588,2.3562,-1.6396,-1.6407,2.3597,1.9873,1.9887,-1.9887,-1.9871
1.90,0.0125,0.0112,0.3806,0.0001,0.0001,0.3805,2.3779,-1.6178,-1.6190,2.3814,1.9869,1.9883,-1.9883,-1.9867
2.00,0.0129,0.0124,0.4026,0.0001,0.0001,0.4026,2.3999,-1.5958,-1.5970,2.4034,1.9865,1.9880,-1.9880,-1.9863
2.10,0.0131,0.0137,0.4246,0.0001,0.0001,0.4246,2.4220,-1.5738,-1.5750,2.4254,1.9862,1.9878,-1.9878,-1.9860
2.20,0.0134,0.0151,0.4467,0.0001,0.0001,0.4466,2.4440,-1.5518,-1.5529,2.4475,1.9860,1.9876,-1.9876,-1.9858
2.30,0.0135,0.0164,0.4688,0.0001,0.0001,0.4687,2.4661,-1.5297,-1.5308,2.4696,1.9858,1.9875,-1.9874,-1.9856
2.40,0.0136,0.0178,0.4908,0.0001,0.0001,0.4907,2.4881,-1.5077,-1.5088,2.4916,1.9857,1.9874,-1.9873,-1.9855
2.50,0.0137,0.0191,0.5127,0.0001,0.0001,0.5127,2.5101,-1.4857,-1.4869,2.5135,1.9855,1.9873,-1.9872,-1.9854
2.60,0.0138,0.0205,0.5347,0.0001,0.0001,0.5347,2.5320,-1.4637,-1.4648,2.5355,1.9855,1.9872,-1.9872,-1.9853
2.70,0.0138,0.0219,0.5567,0.0001,0.0001,0.5567,2.5540,-1.4418,-1.4428,2.5575,1.9854,1.9872,-1.9871,-1.9853
2.80,0.0139,0.0233,0.5787,0.0001,0.0001,0.5787,2.5760,-1.4198,-1.4208,2.5795,1.9854,1.9872,-1.9871,-1.9852
2.90,0.0139,0.0247,0.6007,0.0001,0.0001,0.6006,2.5980,-1.3978,-1.3988,2.6015,1.9854,1.9872,-1.9871,-1.9852
3.00,0.0139,0.0260,0.6227,0.0001,0.0001,0.6227,2.6200,-1.3758,-1.3768,2.6235,1.9854,1.9872,-1.9871,-1.9852
3.10,0.0139,0.0274,0.6447,0.0001,0.0001,0.6447,2.6420,-1.3538,-1.3548,2.6455,1.9854,1.9872,-1.9871,-1.9852
