t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,2.0000,-1.9999,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0001,0.0000,0.0009,-0.0000,0.0000,0.0008,2.0010,-1.9992,-1.9991,2.0007,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0099,-0.0000,0.0000,0.0098,2.0105,-1.9903,-1.9899,2.0093,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0007,0.0001,0.0286,-0.0000,0.0000,0.0286,2.0296,-1.9717,-1.9710,2.0276,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0007,0.0002,0.0505,-0.0000,0.0000,0.0505,2.0515,-1.9498,-1.9491,2.0495,1.9997,1.9998,-1.9998,-1.9998
0.50,0.0011,0.0002,0.0724,-0.0000,0.0000,0.0724,2.0735,-1.9278,-1.9273,2.0713,1.9991,1.9992,-1.9992,-1.9992
0.60,0.0018,0.0004,0.0943,-0.0000,0.0000,0.0942,2.0953,-1.9060,-1.9054,2.0931,1.9982,1.9985,-1.9985,-1.9983
0.70,0.0027,0.0006,0.1162,-0.0000,0.0000,0.1162,2.1173,-1.8841,-1.8835,2.1151,1.9972,1.9976,-1.9976,-1.9973
0.80,0.0038,0.0009,0.1382,-0.0000,0.0000,0.1382,2.1393,-1.8621,-1.8615,2.1370,1.9960,1.9966,-1.9966,-1.9961
0.90,0.0048,0.0014,0.1600,-0.0000,0.0000,0.1600,2.1611,-1.8402,-1.8397,2.1589,1.9948,1.9956,-1.9955,-1.9950
1.00,0.0059,0.0019,0.1822,-0.0000,0.0000,0.1821,2.1833,-1.8181,-1.8175,2.1810,1.9937,1.9945,-1.9945,-1.9938
1.10,0.0070,0.0026,0.2043,-0.0000,0.0000,0.2042,2.2054,-1.7960,-1.7954,2.2031,1.9925,1.9935,-1.9935,-1.9927
1.20,0.0080,0.0033,0.2263,-0.0000,0.0000,0.2263,2.2274,-1.7739,-1.7734,2.2251,1.9915,1.9926,-1.9926,-1.9916
1.30,0.0089,0.0041,0.2483,-0.0000,0.0000,0.2482,2.2494,-1.7520,-1.7514,2.2471,1.9905,1.9918,-1.9917,-1.9906
