t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0000,-1.9999,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0005,0.0000,0.0009,-0.0000,0.0000,0.0008,2.0018,-1.9995,-1.9994,2.0006,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0015,0.0001,0.0094,-0.0000,0.0000,0.0093,2.0125,-1.9920,-1.9916,2.0088,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0024,0.0003,0.0275,-0.0000,0.0000,0.0275,2.0322,-1.9747,-1.9741,2.0266,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0024,0.0006,0.0494,-0.0000,0.0000,0.0493,2.0542,-1.9529,-1.9523,2.0484,1.9997,1.9998,-1.9998,-1.9998
0.50,0.0026,0.0008,0.0714,-0.0000,0.0000,0.0713,2.0762,-1.9308,-1.9303,2.0704,1.9990,1.9993,-1.9993,-1.9992
0.60,0.0030,0.0011,0.0932,-0.0001,0.0001,0.0932,2.0981,-1.9090,-1.9085,2.0922,1.9981,1.9986,-1.9986,-1.9984
0.70,0.0037,0.0014,0.1151,-0.0001,0.0001,0.1151,2.1200,-1.8870,-1.8866,2.1142,1.9970,1.9977,-1.9977,-1.9973
0.80,0.0045,0.0018,0.1371,-0.0001,0.0001,0.1370,2.1420,-1.8651,-1.8647,2.1361,1.9958,1.9967,-1.9967,-1.9962
0.90,0.0055,0.0023,0.1590,-0.0001,0.0001,0.1589,2.1639,-1.8432,-1.8427,2.1580,1.9946,1.9957,-1.9957,-1.9951
1.00,0.0065,0.0029,0.1811,-0.0001,0.0001,0.1811,2.1860,-1.8210,-1.8206,2.1801,1.9934,1.9947,-1.9947,-1.9939
1.10,0.0074,0.0036,0.2031,-0.0002,0.0002,0.2031,2.2080,-1.7991,-1.7986,2.2021,1.9922,1.9937,-1.9937,-1.9928
1.20,0.0084,0.0044,0.2250,-0.0002,0.0002,0.2250,2.2299,-1.7771,-1.7767,2.2241,1.9911,1.9927,-1.9928,-1.9918
1.30,0.0092,0.0053,0.2470,-0.0002,0.0002,0.2470,2.2519,-1.7552,-1.7547,2.2460,1.9902,1.9919,-1.9920,-1.9908
1.40,0.0100,0.0063,0.2691,-0.0002,0.0002,0.2690,2.2739,-1.7331,-1.7326,2.2681,1.9893,1.9911,-1.9912,-1.9899
1.50,0.0107,0.0073,0.2911,-0.0002,0.0002,0.2910,2.2959,-1.7111,-1.7106,2.2901,1.9885,1.9904,-1.9905,-1.9892
1.60,0.0114,0.0084,0.3131,-0.0002,0.0002,0.3131,2.3179,-1.6891,-1.6885,2.3121,1.9878,1.9897,-1.9899,-1.9885
1.70,0.0119,0.0096,0.3351,-0.0002,0.0002,0.3351,2.3399,-1.6670,-1.6665,2.3341,1.9872,1.9892,-1.9894,-1.9879
1.80,0.0123,0.0108,0.3571,-0.0002,0.0002,0.3571,2.3619,-1.6451,-1.6445,2.3561,1.9867,1.9887,-1.9890,-1.9874
1.90,0.0127,0.0120,0.3791,-0.0002,0.0002,0.3791,2.3839,-1.6230,-1.6224,2.3781,1.9863,1.9883,-1.9886,-1.9870
2.00,0.0131,0.0133,0.4011,-0.0002,0.0002,0.4011,2.4059,-1.6010,-1.6004,2.4001,1.9860,1.9880,-1.9883,-1.9866
2.10,0.0133,0.0146,0.4230,-0.0002,0.0002,0.4230,2.4277,-1.5792,-1.5785,2.4220,1.9857,1.9877,-1.9880,-1.9863
2.20,0.0135,0.0160,0.4450,-0.0002,0.0002,0.4450,2.4498,-1.5572,-1.5565,2.4441,1.9855,1.9875,-1.9878,-1.9861
2.30,0.0137,0.0173,0.4671,-0.0002,0.0002,0.4670,2.4718,-1.5352,-1.5345,2.4661,1.9853,1.9873,-1.9877,-1.9859
2.40,0.0138,0.0187,0.4890,-0.0002,0.0002,0.4890,2.4938,-1.5132,-1.5126,2.4881,1.9852,1.9872,-1.9876,-1.9858
2.50,0.0139,0.0201,0.5109,-0.0002,0.0002,0.5109,2.5157,-1.4913,-1.4906,2.5100,1.9851,1.9871,-1.9875,-1.9857
2.60,0.0140,0.0215,0.5329,-0.0002,0.0002,0.5328,2.5377,-1.4694,-1.4687,2.5319,1.9851,1.9870,-1.9874,-1.9856
2.70,0.0140,0.0229,0.5549,-0.0002,0.0002,0.5548,2.5596,-1.4474,-1.4467,2.5539,1.9850,1.9870,-1.9874,-1.9856
2.80,0.0140,0.0243,0.5767,-0.0002,0.0002,0.5767,2.5815,-1.4255,-1.4249,2.5758,1.9850,1.9870,-1.9874,-1.9855
2.90,0.0141,0.0257,0.5987,-0.0002,0.0002,0.5987,2.6035,-1.4035,-1.4028,2.5978,1.9850,1.9869,-1.9874,-1.9855
3.00,0.0140,0.0271,0.6207,-0.0002,0.0002,0.6207,2.6255,-1.3815,-1.3808,2.6198,1.9850,1.9869,-1.9874,-1.9855
3.10,0.0140,0.0285,0.6427,-0.0002,0.0002,0.6427,2.6475,-1.3595,-1.3588,2.6418,1.9851,1.9869,-1.9874,-1.9855
3.20,0.0140,0.0299,0.6648,-0.0002,0.0002,0.6647,2.6695,-1.3374,-1.3368,2.6638,1.9851,1.9869,-1.9874,-1.9856
3.30,0.0140,0.0313,0.6867,-0.0002,0.0002,0.6867,2.6915,-1.3154,-1.3148,2.6858,1.9851,1.9869,-1.9874,-1.9856
3.40,0.0140,0.0327,0.7087,-0.0002,0.0002,0.7087,2.7134,-1.2935,-1.2928,2.7077,1.9851,1.9870,-1.9874,-1.9856
3.50,0.0140,0.0341,0.7307,-0.0002,0.0002,0.7307,2.7355,-1.2715,-1.2708,2.7298,1.9851,1.9870,-1.9874,-1.9856
3.60,0.0140,0.0355,0.7528,-0.0002,0.0002,0.7527,2.7575,-1.2495,-1.2487,2.7518,1.9852,1.9870,-1.9875,-1.9856
3.70,0.0139,0.0369,0.7748,-0.0002,0.0002,0.7747,2.7795,-1.2275,-1.2268,2.7738,1.9852,1.9870,-1.9875,-1.9856
3.80,0.0139,0.0383,0.7967,-0.0002,0.0002,0.7967,2.8015,-1.2055,-1.2048,2.7958,1.9852,1.9870,-1.9875,-1.9857
3.90,0.0139,0.0397,0.8187,-0.0002,0.0002,0.8186,2.8234,-1.1835,-1.1829,2.8178,1.9852,1.9870,-1.9875,-1.9857
4.00,0.0139,0.0411,0.8407,-0.0002,0.0002,0.8407,2.8455,-1.1615,-1.1609,2.8398,1.9852,1.9870,-1.9875,-1.9857
4.10,0.0139,0.0425,0.8627,-0.0002,0.0002,0.8626,2.8675,-1.1395,-1.1389,2.8618,1.9852,1.9870,-1.9875,-1.9857
4.20,0.0139,0.0439,0.8846,-0.0002,0.0002,0.8846,2.8894,-1.1176,-1.1169,2.8837,1.9852,1.9870,-1.9875,-1.9857
4.30,0.0139,0.0453,0.9067,-0.0002,0.0002,0.9066,2.9114,-1.0955,-1.0949,2.9057,1.9852,1.9870,-1.9875,-1.9857
4.40,0.0139,0.0466,0.9286,-0.0002,0.0002,0.9285,2.9333,-1.0736,-1.0730,2.9276,1.9852,1.9871,-1.9875,-1.9857
4.50,0.0139,0.0480,0.9506,-0.0002,0.0002,0.9505,2.9553,-1.0517,-1.0510,2.9496,1.9852,1.9871,-1.9875,-1.9857
