t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0008,0.0000,0.0026,-0.0000,0.0000,0.0025,2.0028,-1.9981,-1.9961,2.0017,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0019,0.0002,0.0143,-0.0000,0.0000,0.0143,2.0151,-1.9874,-1.9825,2.0122,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0025,0.0004,0.0346,0.0000,0.0000,0.0346,2.0358,-1.9676,-1.9614,2.0318,2.0000,2.0000,-1.9999,-2.0000
0.40,0.0026,0.0007,0.0566,0.0000,0.0000,0.0565,2.0578,-1.9456,-1.9395,2.0537,1.9996,1.9997,-1.9996,-1.9997
0.50,0.0028,0.0009,0.0785,0.0000,0.0000,0.0784,2.0797,-1.9237,-1.9176,2.0755,1.9988,1.9991,-1.9989,-1.9990
0.60,0.0033,0.0012,0.1003,0.0000,0.0000,0.1002,2.1015,-1.9018,-1.8958,2.0973,1.9979,1.9983,-1.9980,-1.9981
0.70,0.0040,0.0016,0.1224,0.0000,0.0000,0.1224,2.1237,-1.8797,-1.8737,2.1195,1.9968,1.9974,-1.9970,-1.9971
0.80,0.0049,0.0020,0.1444,0.0000,0.0000,0.1444,2.1457,-1.8577,-1.8517,2.1414,1.9956,1.9964,-1.9960,-1.9959
0.90,0.0058,0.0026,0.1664,0.0000,0.0000,0.1663,2.1676,-1.8357,-1.8297,2.1634,1.9944,1.9953,-1.9949,-1.9948
1.00,0.0068,0.0032,0.1883,0.0000,0.0000,0.1882,2.1895,-1.8138,-1.8078,2.1853,1.9932,1.9943,-1.9939,-1.9936
1.10,0.0078,0.0039,0.2102,0.0000,0.0000,0.2101,2.2114,-1.7920,-1.7859,2.2072,1.9921,1.9934,-1.9929,-1.9925
1.20,0.0087,0.0047,0.2322,0.0000,0.0000,0.2321,2.2334,-1.7700,-1.7639,2.2292,1.9911,1.9925,-1.9920,-1.9915
1.30,0.0095,0.0057,0.2541,0.0000,0.0000,0.2540,2.2553,-1.7480,-1.7420,2.2511,1.9902,1.9917,-1.9912,-1.9905
1.40,0.0103,0.0066,0.2761,0.0000,0.0000,0.2761,2.2773,-1.7260,-1.7199,2.2732,1.9893,1.9909,-1.9905,-1.9897
1.50,0.0109,0.0077,0.2981,0.0000,0.0000,0.2980,2.2992,-1.7040,-1.6980,2.2952,1.9886,1.9903,-1.9899,-1.9889
1.60,0.0115,0.0088,0.3201,0.0000,0.0000,0.3201,2.3212,-1.6820,-1.6760,2.3172,1.9880,1.9897,-1.9893,-1.9882
1.70,0.0120,0.0100,0.3421,0.0000,0.0000,0.3421,2.3432,-1.6600,-1.6540,2.3392,1.9874,1.9892,-1.9888,-1.9876
1.80,0.0125,0.0112,0.3641,0.0000,0.0000,0.3640,2.3652,-1.6380,-1.6320,2.3612,1.9870,1.9888,-1.9884,-1.9871
1.90,0.0129,0.0125,0.3861,0.0000,0.0000,0.3860,2.3872,-1.6160,-1.6100,2.3832,1.9866,1.9884,-1.9881,-1.9867
2.00,0.0132,0.0138,0.4080,0.0000,0.0000,0.4080,2.4091,-1.5941,-1.5880,2.4051,1.9862,1.9881,-1.9878,-1.9864
2.10,0.0134,0.0151,0.4300,0.0000,0.0000,0.4300,2.4311,-1.5721,-1.5660,2.4271,1.9860,1.9879,-1.9876,-1.9861
2.20,0.0136,0.0165,0.4519,0.0000,0.0000,0.4518,2.4530,-1.5503,-1.5441,2.4490,1.9858,1.9877,-1.9874,-1.9859
2.30,0.0137,0.0178,0.4739,0.0000,0.0000,0.4738,2.4750,-1.5283,-1.5221,2.4710,1.9856,1.9875,-1.9873,-1.9857
2.40,0.0139,0.0192,0.4959,0.0000,0.0000,0.4958,2.4970,-1.5063,-1.5001,2.4930,1.9855,1.9874,-1.9872,-1.9855
2.50,0.0139,0.0206,0.5179,0.0000,0.0000,0.5179,2.5190,-1.4843,-1.4781,2.5150,1.9854,1.9873,-1.9872,-1.9854
2.60,0.0140,0.0220,0.5401,0.0000,0.0000,0.5400,2.5412,-1.4621,-1.4559,2.5372,1.9854,1.9873,-1.9871,-1.9854
2.70,0.0140,0.0234,0.5619,0.0000,0.0000,0.5619,2.5630,-1.4403,-1.4341,2.5590,1.9853,1.9872,-1.9871,-1.9853
2.80,0.0141,0.0248,0.5839,0.0000,0.0000,0.5838,2.5850,-1.4183,-1.4121,2.5810,1.9853,1.9872,-1.9871,-1.9853
2.90,0.0141,0.0262,0.6060,0.0000,0.0000,0.6060,2.6071,-1.3961,-1.3900,2.6032,1.9853,1.9872,-1.9871,-1.9853
3.00,0.0141,0.0276,0.6281,0.0000,0.0000,0.6280,2.6292,-1.3741,-1.3679,2.6252,1.9853,1.9872,-1.9871,-1.9853
3.10,0.0140,0.0290,0.6501,0.0000,0.0000,0.6500,2.6512,-1.3520,-1.3459,2.6472,1.9853,1.9872,-1.9871,-1.9853
3.20,0.0140,0.0304,0.6721,0.0000,0.0000,0.6721,2.6732,-1.3300,-1.3239,2.6692,1.9854,1.9872,-1.9871,-1.9853
3.30,0.0140,0.0318,0.6941,0.0000,0.0000,0.6940,2.6951,-1.3081,-1.3019,2.6912,1.9854,1.9872,-1.9871,-1.9853
3.40,0.0140,0.0332,0.7159,0.0000,0.0000,0.7159,2.7170,-1.2863,-1.2801,2.7130,1.9854,1.9872,-1.9872,-1.9853
3.50,0.0140,0.0346,0.7380,0.0000,0.0000,0.7379,2.7390,-1.2642,-1.2580,2.7351,1.9854,1.9872,-1.9872,-1.9853
3.60,0.0140,0.0360,0.7599,0.0000,0.0000,0.7599,2.7610,-1.2423,-1.2361,2.7570,1.9854,1.9873,-1.9872,-1.9854
3.70,0.0140,0.0374,0.7820,0.0000,0.0000,0.7819,2.7831,-1.2202,-1.2140,2.7791,1.9854,1.9873,-1.9872,-1.9854
3.80,0.0139,0.0388,0.8040,0.0000,0.0000,0.8039,2.8051,-1.1982,-1.1920,2.8011,1.9855,1.9873,-1.9872,-1.9854
3.90,0.0139,0.0402,0.8260,0.0000,0.0000,0.8260,2.8271,-1.1761,-1.1700,2.8231,1.9855,1.9873,-1.9872,-1.9854
4.00,0.0139,0.0416,0.8479,0.0000,0.0000,0.8478,2.8490,-1.1543,-1.1481,2.8450,1.9855,1.9873,-1.9872,-1.9854
