t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-1.9999,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0001,0.0000,0.0015,-0.0000,0.0000,0.0014,2.0013,-1.9986,-1.9984,2.0015,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0117,-0.0000,0.0000,0.0117,2.0111,-1.9885,-1.9877,2.0119,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0007,0.0001,0.0313,0.0000,0.0000,0.0313,2.0303,-1.9690,-1.9677,2.0317,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0007,0.0002,0.0533,0.0000,0.0000,0.0532,2.0523,-1.9470,-1.9457,2.0536,1.9997,1.9997,-1.9997,-1.9997
0.50,0.0011,0.0002,0.0753,0.0000,0.0000,0.0752,2.0743,-1.9250,-1.9238,2.0756,1.9991,1.9992,-1.9991,-1.9990
0.60,0.0019,0.0004,0.0973,0.0000,0.0000,0.0972,2.0963,-1.9030,-1.9018,2.0975,1.9982,1.9984,-1.9983,-1.9981
0.70,0.0028,0.0006,0.1192,0.0000,0.0000,0.1192,2.1183,-1.8811,-1.8798,2.1195,1.9971,1.9975,-1.9974,-1.9971
0.80,0.0039,0.0010,0.1411,0.0000,0.0000,0.1410,2.1402,-1.8592,-1.8580,2.1413,1.9960,1.9965,-1.9964,-1.9959
0.90,0.0050,0.0014,0.1632,0.0000,0.0000,0.1631,2.1622,-1.8371,-1.8359,2.1634,1.9948,1.9955,-1.9953,-1.9947
1.00,0.0061,0.0020,0.1852,0.0001,0.0001,0.1852,2.1843,-1.8151,-1.8138,2.1855,1.9936,1.9945,-1.9943,-1.9935
1.10,0.0071,0.0026,0.2071,0.0001,0.0001,0.2071,2.2062,-1.7931,-1.7919,2.2074,1.9925,1.9935,-1.9933,-1.9924
1.20,0.0081,0.0034,0.2292,0.0001,0.0001,0.2291,2.2282,-1.7711,-1.7699,2.2294,1.9915,1.9926,-1.9924,-1.9914
1.30,0.0090,0.0042,0.2512,0.0001,0.0001,0.2511,2.2503,-1.7491,-1.7479,2.2514,1.9906,1.9918,-1.9915,-1.9904
1.40,0.0098,0.0052,0.2731,0.0001,0.0001,0.2731,2.2722,-1.7272,-1.7259,2.2734,1.9897,1.9910,-1.9908,-1.9895
1.50,0.0105,0.0062,0.2952,0.0001,0.0001,0.2951,2.2942,-1.7051,-1.7039,2.2954,1.9890,1.9903,-1.9901,-1.9887
1.60,0.0111,0.0073,0.3172,0.0001,0.0001,0.3171,2.3162,-1.6831,-1.6819,2.3174,1.9883,1.9897,-1.9895,-1.9881
1.70,0.0117,0.0084,0.3392,0.0001,0.0001,0.3391,2.3382,-1.6611,-1.6599,2.3394,1.9877,1.9892,-1.9890,-1.9875
1.80,0.0121,0.0096,0.3611,0.0001,0.0001,0.3611,2.3602,-1.6391,-1.6379,2.3614,1.9872,1.9888,-1.9885,-1.9870
1.90,0.0125,0.0108,0.3831,0.0001,0.0001,0.3831,2.3821,-1.6171,-1.6159,2.3834,1.9868,1.9884,-1.9882,-1.9866
2.00,0.0128,0.0121,0.4049,0.0001,0.0001,0.4049,2.4039,-1.5953,-1.5941,2.4052,1.9865,1.9881,-1.9879,-1.9862
2.10,0.0131,0.0134,0.4269,0.0001,0.0001,0.4269,2.4259,-1.5734,-1.5721,2.4272,1.9862,1.9879,-1.9876,-1.9859
2.20,0.0133,0.0147,0.4489,0.0001,0.0001,0.4488,2.4479,-1.5514,-1.5501,2.4492,1.9860,1.9877,-1.9875,-1.9857
2.30,0.0135,0.0160,0.4708,0.0001,0.0001,0.4708,2.4698,-1.5295,-1.5281,2.4711,1.9858,1.9876,-1.9873,-1.9856
2.40,0.0136,0.0174,0.4929,0.0001,0.0001,0.4928,2.4919,-1.5074,-1.5061,2.4932,1.9857,1.9874,-1.9872,-1.9854
2.50,0.0137,0.0188,0.5148,0.0001,0.0001,0.5148,2.5138,-1.4855,-1.4841,2.5151,1.9856,1.9874,-1.9871,-1.9853
2.60,0.0137,0.0201,0.5368,0.0001,0.0001,0.5368,2.5358,-1.4635,-1.4622,2.5371,1.9855,1.9873,-1.9871,-1.9853
2.70,0.0138,0.0215,0.5589,0.0001,0.0001,0.5588,2.5579,-1.4415,-1.4401,2.5592,1.9855,1.9873,-1.9870,-1.9852
2.80,0.0138,0.0229,0.5808,0.0001,0.0001,0.5808,2.5798,-1.4195,-1.4181,2.5811,1.9854,1.9873,-1.9870,-1.9852
2.90,0.0138,0.0243,0.6029,0.0001,0.0001,0.6028,2.6019,-1.3975,-1.3961,2.6032,1.9854,1.9873,-1.9870,-1.9852
3.00,0.0138,0.0256,0.6248,0.0001,0.0001,0.6248,2.6238,-1.3755,-1.3742,2.6251,1.9854,1.9873,-1.9870,-1.9852
3.10,0.0138,0.0270,0.6468,0.0001,0.0001,0.6468,2.6458,-1.3535,-1.3521,2.6471,1.9854,1.9873,-1.9870,-1.9852
