robot,topic,ros_stamp_ns,wall_stamp_ns
robot1,/robot1/scan,105100000000,1780061805209752983
robot1,/robot1/scan,105125000000,1780061805234410816
robot1,/robot1/scan,105150000000,1780061805259042602
robot1,/robot1/scan,105175000000,1780061805283989942
robot1,/robot1/scan,105200000000,1780061805308970082
robot1,/robot1/scan,105225000000,1780061805334063349
robot1,/robot1/scan,105250000000,1780061805359089317
robot1,/robot1/scan,105275000000,1780061805384100473
robot1,/robot1/scan,105300000000,1780061805409048450
robot1,/robot1/scan,105325000000,1780061805434724876
robot1,/robot1/scan,105350000000,1780061805459456850
robot1,/robot1/scan,105375000000,1780061805484595722
robot1,/robot1/scan,105400000000,1780061805508959498
robot1,/robot1/scan,105425000000,1780061805534094849
robot1,/robot1/scan,105450000000,1780061805558986887
robot1,/robot1/scan,105475000000,1780061805584027745
robot1,/robot1/scan,105500000000,1780061805609027201
robot1,/robot1/scan,105525000000,1780061805634866456
robot1,/robot1/scan,105550000000,1780061805659046571
robot1,/robot1/scan,105575000000,1780061805684067530
robot1,/robot1/scan,105600000000,1780061805708849044
robot1,/robot1/scan,105625000000,1780061805733939656
robot1,/robot1/scan,105649000000,1780061805758768659
robot1,/robot1/scan,105675000000,1780061805784143488
robot1,/robot1/scan,105700000000,1780061805809134335
robot1,/robot1/scan,105725000000,1780061805834748070
robot1,/robot1/scan,105750000000,1780061805859742462
robot1,/robot1/scan,105775000000,1780061805884372352
robot1,/robot1/scan,105800000000,1780061805909148692
robot1,/robot1/scan,105825000000,1780061805934025205
robot1,/robot1/scan,105850000000,1780061805958986118
robot1,/robot1/scan,105875000000,1780061805983999676
robot1,/robot1/scan,105900000000,1780061806009034464
robot1,/robot1/scan,105925000000,1780061806034036033
robot1,/robot1/scan,105950000000,1780061806059927867
robot1,/robot1/scan,105975000000,1780061806084191651
robot1,/robot1/scan,106000000000,1780061806108978492
robot1,/robot1/scan,106025000000,1780061806134019145
robot1,/robot1/scan,106050000000,1780061806158924577
robot1,/robot1/scan,106075000000,1780061806184114991
robot1,/robot1/scan,106100000000,1780061806209010284
robot1,/robot1/scan,106125000000,1780061806233958012
robot1,/robot1/scan,106150000000,1780061806259702924
robot1,/robot1/scan,106175000000,1780061806284445702
robot1,/robot1/scan,106200000000,1780061806309427503
robot1,/robot1/scan,106225000000,1780061806334302305
robot1,/robot1/scan,106250000000,1780061806359280018
robot1,/robot1/scan,106275000000,1780061806384311441
robot1,/robot1/scan,106300000000,1780061806408998557
robot1,/robot1/scan,106325000000,1780061806434142069
robot1,/robot1/scan,106350000000,1780061806459250515
robot1,/robot1/scan,106375000000,1780061806484110893
robot1,/robot1/scan,106400000000,1780061806509484426
robot1,/robot1/scan,106424000000,1780061806534121463
robot1,/robot1/scan,106450000000,1780061806559186301
robot1,/robot1/scan,106475000000,1780061806584092955
robot1,/robot1/scan,106500000000,1780061806608999186
