robot,topic,ros_stamp_ns,wall_stamp_ns
robot1,/robot1/scan,916197000000,1780061169408126704
robot1,/robot1/scan,916222000000,1780061169432737965
robot1,/robot1/scan,916246000000,1780061169457457783
robot1,/robot1/scan,916271000000,1780061169482968454
robot1,/robot1/scan,916296000000,1780061169507600292
robot1,/robot1/scan,916321000000,1780061169532950205
robot1,/robot1/scan,916347000000,1780061169558847710
robot1,/robot1/scan,916371000000,1780061169582785086
robot1,/robot1/scan,916397000000,1780061169609697085
robot1,/robot1/scan,916423000000,1780061169635330071
robot1,/robot1/scan,916448000000,1780061169660331636
robot1,/robot1/scan,916474000000,1780061169685400636
robot1,/robot1/scan,916498000000,1780061169710321570
robot1,/robot1/scan,916523000000,1780061169735262770
robot1,/robot1/scan,916548000000,1780061169760089628
robot1,/robot1/scan,916573000000,1780061169785233843
robot1,/robot1/scan,916598000000,1780061169810262299
robot1,/robot1/scan,916623000000,1780061169835283418
robot1,/robot1/scan,916648000000,1780061169860257184
robot1,/robot1/scan,916672000000,1780061169884048476
robot1,/robot1/scan,916698000000,1780061169910362843
robot1,/robot1/scan,916723000000,1780061169935454208
robot1,/robot1/scan,916748000000,1780061169960173992
robot1,/robot1/scan,916772000000,1780061169984144800
robot1,/robot1/scan,916798000000,1780061170010621904
robot1,/robot1/scan,916822000000,1780061170034602241
robot1,/robot1/scan,916847000000,1780061170059890363
robot1,/robot1/scan,916872000000,1780061170084551647
robot1,/robot1/scan,916897000000,1780061170108775756
robot1,/robot1/scan,916922000000,1780061170133781419
robot1,/robot1/scan,916947000000,1780061170158501963
robot1,/robot1/scan,916972000000,1780061170183259005
robot1,/robot1/scan,916997000000,1780061170208749478
robot1,/robot1/scan,917022000000,1780061170233631498
robot1,/robot1/scan,917047000000,1780061170258638691
robot1,/robot1/scan,917073000000,1780061170284580397
robot1,/robot1/scan,917097000000,1780061170308469745
robot1,/robot1/scan,917122000000,1780061170333362105
robot1,/robot1/scan,917148000000,1780061170359566475
robot1,/robot1/scan,917172000000,1780061170383332451
robot1,/robot1/scan,917197000000,1780061170408465887
robot1,/robot1/scan,917223000000,1780061170434923964
robot1,/robot1/scan,917248000000,1780061170460159253
robot1,/robot1/scan,917272000000,1780061170483674147
robot1,/robot1/scan,917297000000,1780061170508541174
robot1,/robot1/scan,917322000000,1780061170533370376
robot1,/robot1/scan,917347000000,1780061170558534835
robot1,/robot1/scan,917373000000,1780061170584892103
robot1,/robot1/scan,917397000000,1780061170608596347
robot1,/robot1/scan,917422000000,1780061170633819251
robot1,/robot1/scan,917447000000,1780061170658856979
robot1,/robot1/scan,917472000000,1780061170683106467
robot1,/robot1/scan,917497000000,1780061170708019187
robot1,/robot1/scan,917522000000,1780061170733113557
