collected_at_iso,block_number,block_timestamp,block_time_s,tx_count,gas_used,gas_limit,gas_used_pct,size_bytes,extra_data_bytes,avg_gas_per_tx
2026-04-25T20:27:52.988402+00:00,229,1777148872,,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:27:54.999223+00:00,230,1777148874,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:27:57.010118+00:00,231,1777148876,2,32,9332032,16234336,57.483,6251,0,291626.0
2026-04-25T20:27:59.021938+00:00,232,1777148878,2,24,1701480,16234336,10.481,5284,0,70895.0
2026-04-25T20:28:01.031140+00:00,233,1777148880,2,32,3344628,16234336,20.602,6379,0,104519.62
2026-04-25T20:28:03.038929+00:00,234,1777148882,2,8,925824,16234336,5.703,2196,0,115728.0
2026-04-25T20:28:04.044181+00:00,235,1777148884,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:06.051741+00:00,236,1777148886,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:08.059960+00:00,237,1777148888,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:10.068421+00:00,238,1777148890,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:12.075885+00:00,239,1777148892,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:14.083578+00:00,240,1777148894,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:17.096176+00:00,241,1777148896,2,32,9332032,16234336,57.483,6252,0,291626.0
2026-04-25T20:28:18.104985+00:00,242,1777148898,2,21,1488792,16234336,9.171,4729,0,70894.86
2026-04-25T20:28:21.118147+00:00,243,1777148900,2,32,3210132,16234336,19.774,6428,0,100316.62
2026-04-25T20:28:22.123207+00:00,244,1777148902,2,11,1273008,16234336,7.841,2703,0,115728.0
2026-04-25T20:28:24.130841+00:00,245,1777148904,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:26.139140+00:00,246,1777148906,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:28.147415+00:00,247,1777148908,2,0,0,16234336,0.0,839,0,0.0
2026-04-25T20:28:30.155725+00:00,248,1777148910,2,0,0,16234336,0.0,839,0,0.0
