participant,run,role,metric,duration_s
Robot1,4,verifier,total_lifecycle,0.011680784
Robot1,4,verifier,total_lifecycle,0.017418721
Robot1,4,verifier,total_lifecycle,0.01193928
Robot1,5,prover,e2e_blockchain,2.836151571
Robot1,5,prover,e2e_blockchain,5.243717026000001
Robot1,5,prover,e2e_blockchain,5.630287786
Robot1,5,prover,e2e_blockchain,4.050981389
Robot1,5,prover,e2e_blockchain,4.460139205000001
Robot1,5,prover,e2e_blockchain,4.8537101
Robot1,5,prover,e2e_blockchain,5.261445542000001
Robot1,5,prover,e2e_blockchain,5.651369157
Robot1,5,prover,evidence_call,0.006489846
Robot1,5,prover,evidence_call,0.010850142
Robot1,5,prover,evidence_call,0.009389741
Robot1,5,prover,evidence_call,0.005715184
Robot1,5,prover,evidence_call,0.007552059
Robot1,5,prover,evidence_call,0.00743339
Robot1,5,prover,evidence_call,0.006540796000000001
Robot1,5,prover,evidence_call,0.006064184
Robot1,5,prover,total_lifecycle,2.911143643
Robot1,5,prover,total_lifecycle,5.315110361
Robot1,5,prover,total_lifecycle,5.740571902
Robot1,5,prover,total_lifecycle,4.13530074
Robot1,5,prover,total_lifecycle,4.565776865
Robot1,5,prover,total_lifecycle,4.949295191
Robot1,5,prover,total_lifecycle,5.349945335
Robot1,5,prover,total_lifecycle,5.754270501
Robot1,5,verifier,reaction_time,0.002931437
Robot1,5,verifier,reaction_time,0.003347623
Robot1,5,verifier,reaction_time,0.0029611670000000002
Robot1,5,verifier,reaction_time,0.0024581750000000004
Robot1,5,verifier,reaction_time,0.004089906
Robot1,5,verifier,reaction_time,0.007917044
Robot1,5,verifier,signatures_fetch,0.002062932
Robot1,5,verifier,signatures_fetch,0.007019803999999999
Robot1,5,verifier,signatures_fetch,0.001393608
Robot1,5,verifier,signatures_fetch,0.001863368
Robot1,5,verifier,signatures_fetch,0.0015821099999999999
Robot1,5,verifier,signatures_fetch,0.001739291
Robot1,5,verifier,verify_compute,6.74e-07
Robot1,5,verifier,verify_compute,7.079999999999999e-07
Robot1,5,verifier,verify_compute,5.079999999999999e-07
Robot1,5,verifier,verify_compute,1.053e-06
Robot1,5,verifier,verify_compute,7.36e-07
Robot1,5,verifier,verify_compute,4.5399999999999996e-07
Robot1,5,verifier,result_call,0.011644013
Robot1,5,verifier,result_call,0.00933515
Robot1,5,verifier,result_call,0.011806321
Robot1,5,verifier,result_call,0.008000789
Robot1,5,verifier,result_call,0.008295089
Robot1,5,verifier,result_call,0.005808327
Robot1,5,verifier,total_lifecycle,0.013869567999999999
Robot1,5,verifier,total_lifecycle,0.016427587
Robot1,5,verifier,total_lifecycle,0.013310452
Robot1,5,verifier,total_lifecycle,0.010047565000000001
Robot1,5,verifier,total_lifecycle,0.010008478999999999
Robot1,5,verifier,total_lifecycle,0.007588389
Robot1,6,prover,e2e_blockchain,2.860658301
Robot1,6,prover,e2e_blockchain,5.2556820779999995
Robot1,6,prover,e2e_blockchain,5.645698023
Robot1,6,prover,e2e_blockchain,6.023502721
Robot1,6,prover,e2e_blockchain,4.445639849999999
Robot1,6,prover,e2e_blockchain,4.835665226
Robot1,6,prover,e2e_blockchain,5.210301685
Robot1,6,prover,e2e_blockchain,5.649932118
Robot1,6,prover,evidence_call,0.006664293
Robot1,6,prover,evidence_call,0.010033874000000002
Robot1,6,prover,evidence_call,0.008764853000000001
Robot1,6,prover,evidence_call,0.007163236999999999
Robot1,6,prover,evidence_call,0.061581043
Robot1,6,prover,evidence_call,0.008647897
Robot1,6,prover,evidence_call,0.0072897280000000005
Robot1,6,prover,evidence_call,0.007241054
Robot1,6,prover,total_lifecycle,2.91707645
Robot1,6,prover,total_lifecycle,5.3459003119999995
Robot1,6,prover,total_lifecycle,5.756828295
Robot1,6,prover,total_lifecycle,6.127709160999999
Robot1,6,prover,total_lifecycle,4.561663204
Robot1,6,prover,total_lifecycle,4.927044594
Robot1,6,prover,total_lifecycle,5.318325806
Robot1,6,prover,total_lifecycle,5.724192477
Robot1,6,verifier,reaction_time,0.007458592
Robot1,6,verifier,reaction_time,0.003087501
Robot1,6,verifier,reaction_time,0.003839936
Robot1,6,verifier,reaction_time,0.008503898
Robot1,6,verifier,reaction_time,0.016394157
Robot1,6,verifier,reaction_time,0.004283735
Robot1,6,verifier,reaction_time,0.009792519000000001
Robot1,6,verifier,reaction_time,0.009134709000000001
Robot1,6,verifier,signatures_fetch,0.0031849219999999998
Robot1,6,verifier,signatures_fetch,0.001661602
Robot1,6,verifier,signatures_fetch,0.00181602
Robot1,6,verifier,signatures_fetch,0.003220176
Robot1,6,verifier,signatures_fetch,0.005450678
Robot1,6,verifier,signatures_fetch,0.0016214880000000001
Robot1,6,verifier,signatures_fetch,0.002718322
Robot1,6,verifier,signatures_fetch,0.0049380069999999995
Robot1,6,verifier,verify_compute,5.96e-07
Robot1,6,verifier,verify_compute,5.15e-07
Robot1,6,verifier,verify_compute,5.490000000000001e-07
Robot1,6,verifier,verify_compute,1.376e-06
Robot1,6,verifier,verify_compute,5.51e-07
Robot1,6,verifier,verify_compute,7.34e-07
Robot1,6,verifier,verify_compute,6.65e-07
Robot1,6,verifier,verify_compute,4.86e-07
Robot1,6,verifier,result_call,0.006767003
Robot1,6,verifier,result_call,0.008167851
Robot1,6,verifier,result_call,0.011237044
Robot1,6,verifier,result_call,0.009554687
Robot1,6,verifier,result_call,0.015329159
Robot1,6,verifier,result_call,0.009501069
Robot1,6,verifier,result_call,0.009867267
Robot1,6,verifier,result_call,0.009056053
Robot1,6,verifier,total_lifecycle,0.010035188
Robot1,6,verifier,total_lifecycle,0.009952055
Robot1,6,verifier,total_lifecycle,0.013218473
Robot1,6,verifier,total_lifecycle,0.012857334
Robot1,6,verifier,total_lifecycle,0.020843644999999997
Robot1,6,verifier,total_lifecycle,0.011227758
Robot1,6,verifier,total_lifecycle,0.012675907
Robot1,6,verifier,total_lifecycle,0.014127691000000001
Robot2,1,prover,e2e_blockchain,4.111434514
Robot2,1,prover,e2e_blockchain,4.4621439
Robot2,1,prover,e2e_blockchain,4.8717324369999995
Robot2,1,prover,e2e_blockchain,5.258068815
Robot2,1,prover,e2e_blockchain,5.687395543
Robot2,1,prover,e2e_blockchain,5.968237224
Robot2,1,prover,e2e_blockchain,4.373104005999999
Robot2,1,prover,e2e_blockchain,4.671338598999999
Robot2,1,prover,evidence_call,0.028304865
Robot2,1,prover,evidence_call,0.019874447
Robot2,1,prover,evidence_call,0.010079873
Robot2,1,prover,evidence_call,0.027642437000000002
Robot2,1,prover,evidence_call,0.022968719
Robot2,1,prover,evidence_call,0.00995795
Robot2,1,prover,evidence_call,0.016692799999999997
Robot2,1,prover,evidence_call,0.011123581
Robot2,1,prover,total_lifecycle,4.243009462
Robot2,1,prover,total_lifecycle,4.5841451189999995
Robot2,1,prover,total_lifecycle,4.964952447
Robot2,1,prover,total_lifecycle,5.360324707
Robot2,1,prover,total_lifecycle,5.785069858
Robot2,1,prover,total_lifecycle,6.151963692000001
Robot2,1,prover,total_lifecycle,4.486551223999999
Robot2,1,prover,total_lifecycle,4.865385121
Robot2,1,verifier,reaction_time,0.012470471
Robot2,1,verifier,reaction_time,0.0036043349999999997
Robot2,1,verifier,reaction_time,0.004961795000000001
Robot2,1,verifier,reaction_time,0.007895436
Robot2,1,verifier,reaction_time,0.004728191
Robot2,1,verifier,reaction_time,0.0028876170000000003
Robot2,1,verifier,reaction_time,0.003434537
Robot2,1,verifier,reaction_time,0.005849057
Robot2,1,verifier,reaction_time,0.002979384
Robot2,1,verifier,signatures_fetch,0.003217812
Robot2,1,verifier,signatures_fetch,0.00170316
Robot2,1,verifier,signatures_fetch,0.002453359
Robot2,1,verifier,signatures_fetch,0.002612354
Robot2,1,verifier,signatures_fetch,0.002293448
Robot2,1,verifier,signatures_fetch,0.001349942
Robot2,1,verifier,signatures_fetch,0.002342026
Robot2,1,verifier,signatures_fetch,0.002619863
Robot2,1,verifier,signatures_fetch,0.00153375
Robot2,1,verifier,verify_compute,5.19e-07
Robot2,1,verifier,verify_compute,7.31e-07
Robot2,1,verifier,verify_compute,9.940000000000001e-07
Robot2,1,verifier,verify_compute,7.83e-07
Robot2,1,verifier,verify_compute,6.459999999999999e-07
Robot2,1,verifier,verify_compute,6.4e-07
Robot2,1,verifier,verify_compute,5.15e-07
Robot2,1,verifier,verify_compute,6.629999999999999e-07
Robot2,1,verifier,verify_compute,9.340000000000001e-07
Robot2,1,verifier,result_call,0.012246809
Robot2,1,verifier,result_call,0.008041049
Robot2,1,verifier,result_call,0.009566421
Robot2,1,verifier,result_call,0.011785281
Robot2,1,verifier,result_call,0.010978707999999998
Robot2,1,verifier,result_call,0.011179397
Robot2,1,verifier,result_call,0.011634275000000001
Robot2,1,verifier,result_call,0.009912998
Robot2,1,verifier,result_call,0.009659276999999999
Robot2,1,verifier,total_lifecycle,0.015580019
Robot2,1,verifier,total_lifecycle,0.009848252
Robot2,1,verifier,total_lifecycle,0.012087897
Robot2,1,verifier,total_lifecycle,0.01447017
Robot2,1,verifier,total_lifecycle,0.013392542
Robot2,1,verifier,total_lifecycle,0.012612192
Robot2,1,verifier,total_lifecycle,0.014062883
Robot2,1,verifier,total_lifecycle,0.012594879
Robot2,1,verifier,total_lifecycle,0.011366135999999999
Robot2,2,prover,e2e_blockchain,2.873953644
Robot2,2,prover,e2e_blockchain,5.230062415
Robot2,2,prover,e2e_blockchain,5.636159988
Robot2,2,prover,e2e_blockchain,6.054021532
Robot2,2,prover,e2e_blockchain,4.449631419999999
Robot2,2,prover,e2e_blockchain,4.870859062
Robot2,2,prover,e2e_blockchain,5.250291891
Robot2,2,prover,e2e_blockchain,5.647693952
Robot2,2,prover,evidence_call,0.010885718
Robot2,2,prover,evidence_call,0.010175696
Robot2,2,prover,evidence_call,0.008339849
Robot2,2,prover,evidence_call,0.012871842
Robot2,2,prover,evidence_call,0.008725735
Robot2,2,prover,evidence_call,0.013646661
Robot2,2,prover,evidence_call,0.01017989
Robot2,2,prover,evidence_call,0.012953856
Robot2,2,prover,total_lifecycle,2.974688364
Robot2,2,prover,total_lifecycle,5.356715111000001
Robot2,2,prover,total_lifecycle,5.734984454
Robot2,2,prover,total_lifecycle,6.134823717000001
Robot2,2,prover,total_lifecycle,4.578044742
Robot2,2,prover,total_lifecycle,4.948285789
Robot2,2,prover,total_lifecycle,5.343861476
Robot2,2,prover,total_lifecycle,5.759529179
Robot2,2,verifier,reaction_time,0.003604918
Robot2,2,verifier,reaction_time,0.014325735
Robot2,2,verifier,reaction_time,0.003158824
Robot2,2,verifier,reaction_time,0.002388273
Robot2,2,verifier,reaction_time,0.004113985
Robot2,2,verifier,signatures_fetch,0.002153963
Robot2,2,verifier,signatures_fetch,0.001955118
Robot2,2,verifier,signatures_fetch,0.002097158
Robot2,2,verifier,signatures_fetch,0.001946293
Robot2,2,verifier,signatures_fetch,0.0022132049999999998
Robot2,2,verifier,verify_compute,6.02e-07
Robot2,2,verifier,verify_compute,1.0480000000000002e-06
Robot2,2,verifier,verify_compute,5.09e-07
Robot2,2,verifier,verify_compute,5.87e-07
Robot2,2,verifier,verify_compute,7.51e-07
Robot2,2,verifier,result_call,0.009605569
Robot2,2,verifier,result_call,0.009634546
Robot2,2,verifier,result_call,0.009052167000000002
Robot2,2,verifier,result_call,0.011077897
Robot2,2,verifier,result_call,0.019361822
Robot2,2,verifier,total_lifecycle,0.011922012000000001
Robot2,2,verifier,total_lifecycle,0.011750258000000001
Robot2,2,verifier,total_lifecycle,0.011296324
Robot2,2,verifier,total_lifecycle,0.013078692999999999
Robot2,2,verifier,total_lifecycle,0.021701675
Robot2,3,prover,e2e_blockchain,2.825530209
Robot2,3,prover,e2e_blockchain,5.241841139
Robot2,3,prover,e2e_blockchain,5.649194963
Robot2,3,prover,e2e_blockchain,6.023513679
Robot2,3,prover,e2e_blockchain,4.4565572929999995
Robot2,3,prover,e2e_blockchain,4.84673231
Robot2,3,prover,e2e_blockchain,5.237490842000001
Robot2,3,prover,e2e_blockchain,5.657648602999999
Robot2,3,prover,evidence_call,0.01278044
Robot2,3,prover,evidence_call,0.0072275790000000005
Robot2,3,prover,evidence_call,0.007612300000000001
Robot2,3,prover,evidence_call,0.013501752
Robot2,3,prover,evidence_call,0.012104687999999999
Robot2,3,prover,evidence_call,0.009460278
Robot2,3,prover,evidence_call,0.0066800110000000005
Robot2,3,prover,evidence_call,0.008754397
Robot2,3,prover,total_lifecycle,2.882320918
Robot2,3,prover,total_lifecycle,5.326101598999999
Robot2,3,prover,total_lifecycle,5.746817764
Robot2,3,prover,total_lifecycle,6.139171862
Robot2,3,prover,total_lifecycle,4.538552631
Robot2,3,prover,total_lifecycle,4.95485446
Robot2,3,prover,total_lifecycle,5.351575976
Robot2,3,prover,total_lifecycle,5.728026729
Robot2,3,verifier,reaction_time,0.002287021
Robot2,3,verifier,reaction_time,0.013095924
Robot2,3,verifier,reaction_time,0.005091093
Robot2,3,verifier,reaction_time,0.0036231429999999997
Robot2,3,verifier,reaction_time,0.005395804
Robot2,3,verifier,reaction_time,0.0031238869999999997
Robot2,3,verifier,reaction_time,0.003837755
Robot2,3,verifier,reaction_time,0.015443284
Robot2,3,verifier,reaction_time,0.0027283050000000003
Robot2,3,verifier,signatures_fetch,0.003165883
Robot2,3,verifier,signatures_fetch,0.002373816
Robot2,3,verifier,signatures_fetch,0.003008116
Robot2,3,verifier,signatures_fetch,0.002107928
Robot2,3,verifier,signatures_fetch,0.002105627
Robot2,3,verifier,signatures_fetch,0.001265129
Robot2,3,verifier,signatures_fetch,0.002158851
Robot2,3,verifier,signatures_fetch,0.003017482
Robot2,3,verifier,signatures_fetch,0.001496888
Robot2,3,verifier,verify_compute,9.23e-07
Robot2,3,verifier,verify_compute,1.5380000000000001e-06
Robot2,3,verifier,verify_compute,8.54e-07
Robot2,3,verifier,verify_compute,8.2e-07
Robot2,3,verifier,verify_compute,4.03e-07
Robot2,3,verifier,verify_compute,6.59e-07
Robot2,3,verifier,verify_compute,4.84e-07
Robot2,3,verifier,verify_compute,4.95e-07
Robot2,3,verifier,verify_compute,6.56e-07
Robot2,3,verifier,result_call,0.010277006
Robot2,3,verifier,result_call,0.015414569
Robot2,3,verifier,result_call,0.011208896
Robot2,3,verifier,result_call,0.008487330999999999
Robot2,3,verifier,result_call,0.008881865
Robot2,3,verifier,result_call,0.015041766000000002
Robot2,3,verifier,result_call,0.015187975
Robot2,3,verifier,result_call,0.00640223
Robot2,3,verifier,result_call,0.009566808
Robot2,3,verifier,total_lifecycle,0.01353853
Robot2,3,verifier,total_lifecycle,0.017920582
Robot2,3,verifier,total_lifecycle,0.014395682
Robot2,3,verifier,total_lifecycle,0.010705592
Robot2,3,verifier,total_lifecycle,0.011051639
Robot2,3,verifier,total_lifecycle,0.016454911
Robot2,3,verifier,total_lifecycle,0.017425265
Robot2,3,verifier,total_lifecycle,0.009472587000000001
Robot2,3,verifier,total_lifecycle,0.011126491
Robot2,4,prover,e2e_blockchain,2.750631256
Robot2,4,prover,e2e_blockchain,5.137037615000001
Robot2,4,prover,e2e_blockchain,5.530953472
Robot2,4,prover,e2e_blockchain,5.950577583
Robot2,4,prover,e2e_blockchain,4.350874095
Robot2,4,prover,e2e_blockchain,4.656689075999999
Robot2,4,prover,e2e_blockchain,5.057337169
Robot2,4,prover,e2e_blockchain,5.438488145
Robot2,4,prover,evidence_call,0.010513327999999999
Robot2,4,prover,evidence_call,0.009386465
Robot2,4,prover,evidence_call,0.008139058999999999
Robot2,4,prover,evidence_call,0.0081327
Robot2,4,prover,evidence_call,0.01161684
Robot2,4,prover,evidence_call,0.008874302
Robot2,4,prover,evidence_call,0.008940308
Robot2,4,prover,evidence_call,0.015948644
Robot2,4,prover,total_lifecycle,2.869835417
Robot2,4,prover,total_lifecycle,5.239180427
Robot2,4,prover,total_lifecycle,5.638508055
Robot2,4,prover,total_lifecycle,6.016199467000001
Robot2,4,prover,total_lifecycle,4.460575005
