participant,role,step,duration_s,run,attestation_id
Robot4,Verifier,verification_logic,0.0,1,attestation7677071401571
Robot4,Verifier,verification_logic,0.0,1,attestation7677071402514
Robot4,Verifier,verification_logic,0.0,1,attestation7677071587000
Robot4,Verifier,verification_logic,0.0,1,attestation7677071775522
Robot4,Verifier,verification_logic,0.0,1,attestation7677071957767
Robot4,Verifier,verification_logic,0.0,1,attestation7677071961900
Robot4,Verifier,verification_logic,0.0,1,attestation7677072142175
Robot4,Verifier,verification_logic,0.0,1,attestation7677072334467
Robot4,Verifier,verification_logic,0.0,1,attestation7677072516615
Robot4,Verifier,verification_logic,0.0,1,attestation7677072529352
Robot4,Verifier,verification_logic,0.0,1,attestation7677072712761
Robot4,Verifier,verification_logic,0.0,2,attestation7677073594344
Robot4,Verifier,verification_logic,0.0,2,attestation7677073787832
Robot4,Verifier,verification_logic,0.0,2,attestation7677074154435
Robot4,Verifier,verification_logic,0.0,2,attestation7677074154573
Robot4,Verifier,verification_logic,0.0,2,attestation7677074513490
Robot4,Verifier,verification_logic,0.0,2,attestation7677074701393
Robot4,Verifier,verification_logic,0.0,2,attestation7677074701729
Robot4,Verifier,verification_logic,0.0,2,attestation7677074899598
Robot4,Verifier,verification_logic,0.0,3,attestation7677075791470
Robot4,Verifier,verification_logic,0.0,3,attestation7677075798273
Robot4,Verifier,verification_logic,0.0,3,attestation7677075988661
Robot4,Verifier,verification_logic,0.0,3,attestation7677076162506
Robot4,Verifier,verification_logic,0.0,3,attestation7677076351912
Robot4,Verifier,verification_logic,0.0,3,attestation7677076356690
Robot4,Verifier,verification_logic,0.0,3,attestation7677076535447
Robot4,Verifier,verification_logic,0.0,3,attestation7677076914404
Robot4,Verifier,verification_logic,0.0,4,attestation7677078009521
Robot4,Verifier,verification_logic,0.0,4,attestation7677077995216
Robot4,Verifier,verification_logic,0.0,4,attestation7677078188843
Robot4,Verifier,verification_logic,0.0,4,attestation7677078559858
Robot4,Verifier,verification_logic,0.0,4,attestation7677078739863
Robot4,Verifier,verification_logic,0.0,4,attestation7677078924879
Robot4,Verifier,verification_logic,0.0,4,attestation7677079119450
Robot4,Verifier,verification_logic,0.0,4,attestation7677079102554
Robot4,Verifier,verification_logic,0.0,4,attestation7677079289192
Robot4,Verifier,verification_logic,0.0,5,attestation7677080199292
Robot4,Verifier,verification_logic,0.0,5,attestation7677080373717
Robot4,Verifier,verification_logic,0.0,5,attestation7677080749190
Robot4,Verifier,verification_logic,0.0,5,attestation7677080735929
Robot4,Verifier,verification_logic,0.0,5,attestation7677080922825
Robot4,Verifier,verification_logic,0.0,5,attestation7677081119465
Robot4,Verifier,verification_logic,0.0,5,attestation7677081295393
Robot4,Verifier,verification_logic,0.0,5,attestation7677081297833
Robot4,Verifier,verification_logic,0.0,5,attestation7677081488161
SECaaS,Oracle,blockchain_read,0.025,1,attestation7677071219955
SECaaS,Oracle,blockchain_read,0.017,1,attestation7677071228408
SECaaS,Oracle,blockchain_read,0.021,1,attestation7677071214149
SECaaS,Oracle,blockchain_read,0.015,1,attestation7677071213929
SECaaS,Oracle,blockchain_read,0.034,1,attestation7677071401571
SECaaS,Oracle,blockchain_read,0.022,1,attestation7677071402410
SECaaS,Oracle,blockchain_read,0.016,1,attestation7677071407600
SECaaS,Oracle,blockchain_read,0.024,1,attestation7677071402514
SECaaS,Oracle,blockchain_read,0.032,1,attestation7677071594304
SECaaS,Oracle,blockchain_read,0.014,1,attestation7677071599265
SECaaS,Oracle,blockchain_read,0.017,1,attestation7677071587000
SECaaS,Oracle,blockchain_read,0.091,1,attestation7677071584790
SECaaS,Oracle,blockchain_read,0.034,1,attestation7677071772501
SECaaS,Oracle,blockchain_read,0.016,1,attestation7677071775522
SECaaS,Oracle,blockchain_read,0.022,1,attestation7677071775234
SECaaS,Oracle,blockchain_read,0.016,1,attestation7677071777684
SECaaS,Oracle,blockchain_read,0.026000000000000002,1,attestation7677071957767
SECaaS,Oracle,blockchain_read,0.02,1,attestation7677071964038
SECaaS,Oracle,blockchain_read,0.018000000000000002,1,attestation7677071963156
SECaaS,Oracle,blockchain_read,0.017,1,attestation7677071961900
SECaaS,Oracle,blockchain_read,0.027,1,attestation7677072152721
SECaaS,Oracle,blockchain_read,0.014,1,attestation7677072149380
SECaaS,Oracle,blockchain_read,0.015,1,attestation7677072142175
SECaaS,Oracle,blockchain_read,0.012,1,attestation7677072146823
SECaaS,Oracle,blockchain_read,0.037,1,attestation7677072331667
SECaaS,Oracle,blockchain_read,0.013000000000000001,1,attestation7677072334467
SECaaS,Oracle,blockchain_read,0.02,1,attestation7677072331713
SECaaS,Oracle,blockchain_read,0.014,1,attestation7677072325693
SECaaS,Oracle,blockchain_read,0.023,1,attestation7677072516615
SECaaS,Oracle,blockchain_read,0.012,1,attestation7677072512869
SECaaS,Oracle,blockchain_read,0.024,1,attestation7677072524486
SECaaS,Oracle,blockchain_read,0.012,1,attestation7677072529352
SECaaS,Oracle,blockchain_read,0.013000000000000001,1,attestation7677072698555
SECaaS,Oracle,blockchain_read,0.019,1,attestation7677072712025
SECaaS,Oracle,blockchain_read,0.014,1,attestation7677072712761
SECaaS,Oracle,blockchain_read,0.023,1,attestation7677072707418
SECaaS,Oracle,blockchain_read,0.029,2,attestation7677073415687
SECaaS,Oracle,blockchain_read,0.018000000000000002,2,attestation7677073414777
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677073411293
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677073412905
SECaaS,Oracle,blockchain_read,0.026000000000000002,2,attestation7677073594344
SECaaS,Oracle,blockchain_read,0.023,2,attestation7677073592522
SECaaS,Oracle,blockchain_read,0.022,2,attestation7677073593742
SECaaS,Oracle,blockchain_read,0.015,2,attestation7677073602893
SECaaS,Oracle,blockchain_read,0.016,2,attestation7677073773780
SECaaS,Oracle,blockchain_read,0.019,2,attestation7677073786042
SECaaS,Oracle,blockchain_read,0.013000000000000001,2,attestation7677073787832
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677073789846
SECaaS,Oracle,blockchain_read,0.02,2,attestation7677073965953
SECaaS,Oracle,blockchain_read,0.012,2,attestation7677073964652
SECaaS,Oracle,blockchain_read,0.015,2,attestation7677073964344
SECaaS,Oracle,blockchain_read,0.013000000000000001,2,attestation7677073966362
SECaaS,Oracle,blockchain_read,0.027,2,attestation7677074154435
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677074144119
SECaaS,Oracle,blockchain_read,0.012,2,attestation7677074144072
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677074154573
SECaaS,Oracle,blockchain_read,0.022,2,attestation7677074339768
SECaaS,Oracle,blockchain_read,0.012,2,attestation7677074337188
SECaaS,Oracle,blockchain_read,0.017,2,attestation7677074332609
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677074337728
SECaaS,Oracle,blockchain_read,0.026000000000000002,2,attestation7677074523471
SECaaS,Oracle,blockchain_read,0.013000000000000001,2,attestation7677074513490
SECaaS,Oracle,blockchain_read,0.012,2,attestation7677074517802
SECaaS,Oracle,blockchain_read,0.013000000000000001,2,attestation7677074519156
SECaaS,Oracle,blockchain_read,0.048,2,attestation7677074701393
SECaaS,Oracle,blockchain_read,0.014,2,attestation7677074704933
SECaaS,Oracle,blockchain_read,0.021,2,attestation7677074705097
SECaaS,Oracle,blockchain_read,0.016,2,attestation7677074701729
SECaaS,Oracle,blockchain_read,0.022,2,attestation7677074893984
SECaaS,Oracle,blockchain_read,0.02,2,attestation7677074897986
SECaaS,Oracle,blockchain_read,0.015,2,attestation7677074899598
SECaaS,Oracle,blockchain_read,0.013000000000000001,2,attestation7677074888216
SECaaS,Oracle,blockchain_read,0.019,3,attestation7677075614544
SECaaS,Oracle,blockchain_read,0.011,3,attestation7677075614714
SECaaS,Oracle,blockchain_read,0.016,3,attestation7677075611234
SECaaS,Oracle,blockchain_read,0.011,3,attestation7677075613403
SECaaS,Oracle,blockchain_read,0.022,3,attestation7677075791470
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677075796836
SECaaS,Oracle,blockchain_read,0.018000000000000002,3,attestation7677075796653
SECaaS,Oracle,blockchain_read,0.01,3,attestation7677075798273
SECaaS,Oracle,blockchain_read,0.013000000000000001,3,attestation7677075981319
SECaaS,Oracle,blockchain_read,0.013000000000000001,3,attestation7677075984541
SECaaS,Oracle,blockchain_read,0.013000000000000001,3,attestation7677075988661
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677075985723
SECaaS,Oracle,blockchain_read,0.017,3,attestation7677076164967
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677076162506
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677076163821
SECaaS,Oracle,blockchain_read,0.017,3,attestation7677076165257
SECaaS,Oracle,blockchain_read,0.023,3,attestation7677076351912
SECaaS,Oracle,blockchain_read,0.01,3,attestation7677076354836
SECaaS,Oracle,blockchain_read,0.016,3,attestation7677076352633
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677076356690
SECaaS,Oracle,blockchain_read,0.011,3,attestation7677076533846
SECaaS,Oracle,blockchain_read,0.034,3,attestation7677076534676
SECaaS,Oracle,blockchain_read,0.011,3,attestation7677076535447
SECaaS,Oracle,blockchain_read,0.015,3,attestation7677076536090
SECaaS,Oracle,blockchain_read,0.028,3,attestation7677076723726
SECaaS,Oracle,blockchain_read,0.011,3,attestation7677076721297
SECaaS,Oracle,blockchain_read,0.014,3,attestation7677076723217
SECaaS,Oracle,blockchain_read,0.013000000000000001,3,attestation7677076721468
SECaaS,Oracle,blockchain_read,0.023,3,attestation7677076914404
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677076904222
SECaaS,Oracle,blockchain_read,0.012,3,attestation7677076901847
SECaaS,Oracle,blockchain_read,0.014,3,attestation7677076907297
SECaaS,Oracle,blockchain_read,0.027,3,attestation7677077093591
SECaaS,Oracle,blockchain_read,0.024,3,attestation7677077099780
SECaaS,Oracle,blockchain_read,0.014,3,attestation7677077096758
SECaaS,Oracle,blockchain_read,0.014,3,attestation7677077096491
SECaaS,Oracle,blockchain_read,0.03,4,attestation7677077813088
SECaaS,Oracle,blockchain_read,0.019,4,attestation7677077813067
SECaaS,Oracle,blockchain_read,0.013000000000000001,4,attestation7677077815295
SECaaS,Oracle,blockchain_read,0.013000000000000001,4,attestation7677077817925
SECaaS,Oracle,blockchain_read,0.039,4,attestation7677078009521
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078001357
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078004608
SECaaS,Oracle,blockchain_read,0.015,4,attestation7677077995216
SECaaS,Oracle,blockchain_read,0.022,4,attestation7677078188656
SECaaS,Oracle,blockchain_read,0.014,4,attestation7677078189538
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078188843
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677078189276
SECaaS,Oracle,blockchain_read,0.029,4,attestation7677078375224
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078367544
SECaaS,Oracle,blockchain_read,0.01,4,attestation7677078366827
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677078364108
SECaaS,Oracle,blockchain_read,0.027,4,attestation7677078553046
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078551687
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078558771
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677078559858
SECaaS,Oracle,blockchain_read,0.029,4,attestation7677078734006
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677078737629
SECaaS,Oracle,blockchain_read,0.014,4,attestation7677078739863
SECaaS,Oracle,blockchain_read,0.018000000000000002,4,attestation7677078739095
SECaaS,Oracle,blockchain_read,0.025,4,attestation7677078922382
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677078924879
SECaaS,Oracle,blockchain_read,0.014,4,attestation7677078929753
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677078922016
SECaaS,Oracle,blockchain_read,0.027,4,attestation7677079119450
SECaaS,Oracle,blockchain_read,0.017,4,attestation7677079108211
SECaaS,Oracle,blockchain_read,0.012,4,attestation7677079109460
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677079102554
SECaaS,Oracle,blockchain_read,0.027,4,attestation7677079299206
SECaaS,Oracle,blockchain_read,0.013000000000000001,4,attestation7677079299907
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677079289192
SECaaS,Oracle,blockchain_read,0.011,4,attestation7677079285859
SECaaS,Oracle,blockchain_read,0.038,5,attestation7677080019493
SECaaS,Oracle,blockchain_read,0.014,5,attestation7677080014906
SECaaS,Oracle,blockchain_read,0.011,5,attestation7677080017078
SECaaS,Oracle,blockchain_read,0.019,5,attestation7677080018334
SECaaS,Oracle,blockchain_read,0.027,5,attestation7677080199292
SECaaS,Oracle,blockchain_read,0.013000000000000001,5,attestation7677080193151
SECaaS,Oracle,blockchain_read,0.013000000000000001,5,attestation7677080198371
SECaaS,Oracle,blockchain_read,0.02,5,attestation7677080194691
SECaaS,Oracle,blockchain_read,0.014,5,attestation7677080376198
SECaaS,Oracle,blockchain_read,0.02,5,attestation7677080388621
SECaaS,Oracle,blockchain_read,0.02,5,attestation7677080373717
SECaaS,Oracle,blockchain_read,0.02,5,attestation7677080371950
SECaaS,Oracle,blockchain_read,0.01,5,attestation7677080559891
SECaaS,Oracle,blockchain_read,0.025,5,attestation7677080566544
SECaaS,Oracle,blockchain_read,0.011,5,attestation7677080562555
SECaaS,Oracle,blockchain_read,0.014,5,attestation7677080568222
SECaaS,Oracle,blockchain_read,0.03,5,attestation7677080749190
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677080754288
SECaaS,Oracle,blockchain_read,0.01,5,attestation7677080747223
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677080735929
SECaaS,Oracle,blockchain_read,0.02,5,attestation7677080938466
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677080932420
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677080922825
SECaaS,Oracle,blockchain_read,0.013000000000000001,5,attestation7677080921470
SECaaS,Oracle,blockchain_read,0.035,5,attestation7677081111168
SECaaS,Oracle,blockchain_read,0.011,5,attestation7677081119465
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677081118201
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677081115994
SECaaS,Oracle,blockchain_read,0.016,5,attestation7677081295393
SECaaS,Oracle,blockchain_read,0.028,5,attestation7677081306360
SECaaS,Oracle,blockchain_read,0.014,5,attestation7677081308100
SECaaS,Oracle,blockchain_read,0.012,5,attestation7677081297833
SECaaS,Oracle,blockchain_read,0.013000000000000001,5,attestation7677081476765
SECaaS,Oracle,blockchain_read,0.026000000000000002,5,attestation7677081491390
SECaaS,Oracle,blockchain_read,0.013000000000000001,5,attestation7677081488161
SECaaS,Oracle,blockchain_read,0.016,5,attestation7677081483091
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071219955
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071228408
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071214149
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071213929
SECaaS,Oracle,db_lookup,0.006,1,attestation7677071401571
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071402410
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071407600
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071402514
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071594304
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071599265
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071587000
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071584790
SECaaS,Oracle,db_lookup,0.003,1,attestation7677071772501
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071775522
SECaaS,Oracle,db_lookup,0.002,1,attestation7677071775234
SECaaS,Oracle,db_lookup,0.0,1,attestation7677071777684
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071957767
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071964038
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071963156
SECaaS,Oracle,db_lookup,0.001,1,attestation7677071961900
SECaaS,Oracle,db_lookup,0.002,1,attestation7677072152721
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072149380
SECaaS,Oracle,db_lookup,0.0,1,attestation7677072142175
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072146823
SECaaS,Oracle,db_lookup,0.018000000000000002,1,attestation7677072331667
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072334467
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072331713
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072325693
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072516615
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072512869
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072524486
SECaaS,Oracle,db_lookup,0.0,1,attestation7677072529352
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072698555
SECaaS,Oracle,db_lookup,0.002,1,attestation7677072712025
SECaaS,Oracle,db_lookup,0.002,1,attestation7677072712761
SECaaS,Oracle,db_lookup,0.001,1,attestation7677072707418
SECaaS,Oracle,db_lookup,0.007,2,attestation7677073415687
SECaaS,Oracle,db_lookup,0.0,2,attestation7677073414777
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073411293
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073412905
SECaaS,Oracle,db_lookup,0.002,2,attestation7677073594344
SECaaS,Oracle,db_lookup,0.0,2,attestation7677073592522
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073593742
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073602893
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073773780
SECaaS,Oracle,db_lookup,0.004,2,attestation7677073786042
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073787832
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073789846
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073965953
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073964652
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073964344
SECaaS,Oracle,db_lookup,0.001,2,attestation7677073966362
SECaaS,Oracle,db_lookup,0.0,2,attestation7677074154435
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074144119
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074144072
SECaaS,Oracle,db_lookup,0.0,2,attestation7677074154573
SECaaS,Oracle,db_lookup,0.003,2,attestation7677074339768
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074337188
SECaaS,Oracle,db_lookup,0.002,2,attestation7677074332609
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074337728
SECaaS,Oracle,db_lookup,0.01,2,attestation7677074523471
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074513490
SECaaS,Oracle,db_lookup,0.002,2,attestation7677074517802
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074519156
SECaaS,Oracle,db_lookup,0.008,2,attestation7677074701393
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074704933
SECaaS,Oracle,db_lookup,0.003,2,attestation7677074705097
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074701729
SECaaS,Oracle,db_lookup,0.004,2,attestation7677074893984
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074897986
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074899598
SECaaS,Oracle,db_lookup,0.001,2,attestation7677074888216
SECaaS,Oracle,db_lookup,0.01,3,attestation7677075614544
SECaaS,Oracle,db_lookup,0.0,3,attestation7677075614714
SECaaS,Oracle,db_lookup,0.001,3,attestation7677075611234
SECaaS,Oracle,db_lookup,0.0,3,attestation7677075613403
SECaaS,Oracle,db_lookup,0.001,3,attestation7677075791470
SECaaS,Oracle,db_lookup,0.002,3,attestation7677075796836
SECaaS,Oracle,db_lookup,0.0,3,attestation7677075796653
SECaaS,Oracle,db_lookup,0.001,3,attestation7677075798273
SECaaS,Oracle,db_lookup,0.0,3,attestation7677075981319
SECaaS,Oracle,db_lookup,0.001,3,attestation7677075984541
SECaaS,Oracle,db_lookup,0.001,3,attestation7677075988661
SECaaS,Oracle,db_lookup,0.0,3,attestation7677075985723
SECaaS,Oracle,db_lookup,0.01,3,attestation7677076164967
SECaaS,Oracle,db_lookup,0.002,3,attestation7677076162506
SECaaS,Oracle,db_lookup,0.0,3,attestation7677076163821
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076165257
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076351912
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076354836
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076352633
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076356690
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076533846
SECaaS,Oracle,db_lookup,0.002,3,attestation7677076534676
SECaaS,Oracle,db_lookup,0.002,3,attestation7677076535447
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076536090
SECaaS,Oracle,db_lookup,0.008,3,attestation7677076723726
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076721297
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076723217
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076721468
SECaaS,Oracle,db_lookup,0.003,3,attestation7677076914404
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076904222
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076901847
SECaaS,Oracle,db_lookup,0.001,3,attestation7677076907297
SECaaS,Oracle,db_lookup,0.008,3,attestation7677077093591
SECaaS,Oracle,db_lookup,0.001,3,attestation7677077099780
SECaaS,Oracle,db_lookup,0.001,3,attestation7677077096758
SECaaS,Oracle,db_lookup,0.001,3,attestation7677077096491
SECaaS,Oracle,db_lookup,0.008,4,attestation7677077813088
SECaaS,Oracle,db_lookup,0.0,4,attestation7677077813067
SECaaS,Oracle,db_lookup,0.001,4,attestation7677077815295
SECaaS,Oracle,db_lookup,0.001,4,attestation7677077817925
SECaaS,Oracle,db_lookup,0.0,4,attestation7677078009521
SECaaS,Oracle,db_lookup,0.0,4,attestation7677078001357
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078004608
SECaaS,Oracle,db_lookup,0.002,4,attestation7677077995216
SECaaS,Oracle,db_lookup,0.006,4,attestation7677078188656
SECaaS,Oracle,db_lookup,0.002,4,attestation7677078189538
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078188843
SECaaS,Oracle,db_lookup,0.0,4,attestation7677078189276
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078375224
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078367544
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078366827
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078364108
SECaaS,Oracle,db_lookup,0.016,4,attestation7677078553046
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078551687
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078558771
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078559858
SECaaS,Oracle,db_lookup,0.005,4,attestation7677078734006
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078737629
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078739863
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078739095
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078922382
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078924879
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078929753
SECaaS,Oracle,db_lookup,0.001,4,attestation7677078922016
SECaaS,Oracle,db_lookup,0.004,4,attestation7677079119450
SECaaS,Oracle,db_lookup,0.002,4,attestation7677079108211
SECaaS,Oracle,db_lookup,0.001,4,attestation7677079109460
SECaaS,Oracle,db_lookup,0.0,4,attestation7677079102554
SECaaS,Oracle,db_lookup,0.002,4,attestation7677079299206
SECaaS,Oracle,db_lookup,0.001,4,attestation7677079299907
SECaaS,Oracle,db_lookup,0.0,4,attestation7677079289192
SECaaS,Oracle,db_lookup,0.0,4,attestation7677079285859
SECaaS,Oracle,db_lookup,0.005,5,attestation7677080019493
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080014906
SECaaS,Oracle,db_lookup,0.0,5,attestation7677080017078
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080018334
SECaaS,Oracle,db_lookup,0.004,5,attestation7677080199292
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080193151
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080198371
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080194691
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080376198
SECaaS,Oracle,db_lookup,0.006,5,attestation7677080388621
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080373717
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080371950
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080559891
SECaaS,Oracle,db_lookup,0.003,5,attestation7677080566544
SECaaS,Oracle,db_lookup,0.0,5,attestation7677080562555
SECaaS,Oracle,db_lookup,0.0,5,attestation7677080568222
SECaaS,Oracle,db_lookup,0.003,5,attestation7677080749190
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080754288
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080747223
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080735929
SECaaS,Oracle,db_lookup,0.006,5,attestation7677080938466
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080932420
SECaaS,Oracle,db_lookup,0.0,5,attestation7677080922825
SECaaS,Oracle,db_lookup,0.001,5,attestation7677080921470
SECaaS,Oracle,db_lookup,0.008,5,attestation7677081111168
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081119465
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081118201
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081115994
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081295393
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081306360
SECaaS,Oracle,db_lookup,0.0,5,attestation7677081308100
SECaaS,Oracle,db_lookup,0.0,5,attestation7677081297833
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081476765
SECaaS,Oracle,db_lookup,0.002,5,attestation7677081491390
SECaaS,Oracle,db_lookup,0.001,5,attestation7677081488161
SECaaS,Oracle,db_lookup,0.0,5,attestation7677081483091
SECaaS,Oracle,total_oracle,0.093,1,attestation7677071219955
SECaaS,Oracle,total_oracle,0.242,1,attestation7677071228408
SECaaS,Oracle,total_oracle,2.114,1,attestation7677071214149
SECaaS,Oracle,total_oracle,3.981,1,attestation7677071213929
SECaaS,Oracle,total_oracle,0.124,1,attestation7677071401571
SECaaS,Oracle,total_oracle,0.259,1,attestation7677071402410
SECaaS,Oracle,total_oracle,0.389,1,attestation7677071407600
SECaaS,Oracle,total_oracle,0.502,1,attestation7677071402514
SECaaS,Oracle,total_oracle,0.128,1,attestation7677071594304
SECaaS,Oracle,total_oracle,0.245,1,attestation7677071599265
SECaaS,Oracle,total_oracle,0.342,1,attestation7677071587000
SECaaS,Oracle,total_oracle,0.501,1,attestation7677071584790
SECaaS,Oracle,total_oracle,0.113,1,attestation7677071772501
SECaaS,Oracle,total_oracle,0.231,1,attestation7677071775522
SECaaS,Oracle,total_oracle,0.34700000000000003,1,attestation7677071775234
SECaaS,Oracle,total_oracle,0.436,1,attestation7677071777684
SECaaS,Oracle,total_oracle,0.07200000000000001,1,attestation7677071957767
SECaaS,Oracle,total_oracle,0.076,1,attestation7677071964038
SECaaS,Oracle,total_oracle,0.184,1,attestation7677071963156
SECaaS,Oracle,total_oracle,0.291,1,attestation7677071961900
SECaaS,Oracle,total_oracle,0.099,1,attestation7677072152721
SECaaS,Oracle,total_oracle,0.196,1,attestation7677072149380
