n_robots,ssp_ms,iterq,cpu_limit,participant,run,role,metric,run_median_s,run_mean_s,participant_group
16,20000.0,1.0,,Robot4,5,verifier,result_call,0.007485884999999999,0.0087430232,Robot
16,20000.0,1.0,,Robot4,5,verifier,signatures_fetch,0.001685987,0.0017689685333333335,Robot
16,20000.0,1.0,,Robot4,5,verifier,total_lifecycle,0.009001619,0.010538164,Robot
16,20000.0,1.0,,Robot4,5,verifier,verify_compute,1.718e-06,1.7902666666666666e-06,Robot
16,20000.0,1.0,,Robot5,1,prover,e2e_blockchain,4.788748447,4.791086318833333,Robot
16,20000.0,1.0,,Robot5,1,prover,evidence_call,0.019266707,0.018455972833333334,Robot
16,20000.0,1.0,,Robot5,1,prover,total_lifecycle,4.804112577,4.807887763833333,Robot
16,20000.0,1.0,,Robot5,1,verifier,reaction_time,0.101546382,0.07950402478571429,Robot
16,20000.0,1.0,,Robot5,1,verifier,result_call,0.009668069,0.011128396285714286,Robot
16,20000.0,1.0,,Robot5,1,verifier,signatures_fetch,0.0028279445,0.0036248075,Robot
16,20000.0,1.0,,Robot5,1,verifier,total_lifecycle,0.012392552,0.01477760892857143,Robot
16,20000.0,1.0,,Robot5,1,verifier,verify_compute,1.7405e-06,2.1105e-06,Robot
16,20000.0,1.0,,Robot5,2,prover,e2e_blockchain,4.848245957,4.851147896666666,Robot
16,20000.0,1.0,,Robot5,2,prover,evidence_call,0.014649417500000001,0.0157676735,Robot
16,20000.0,1.0,,Robot5,2,prover,total_lifecycle,4.867671699,4.867548577166667,Robot
16,20000.0,1.0,,Robot5,3,prover,e2e_blockchain,4.931920737,4.599141031,Robot
16,20000.0,1.0,,Robot5,3,prover,evidence_call,0.010000925,0.011311756333333334,Robot
16,20000.0,1.0,,Robot5,3,prover,total_lifecycle,4.944144841,4.615368274166666,Robot
16,20000.0,1.0,,Robot5,3,verifier,reaction_time,0.055401891999999994,0.051813532466666666,Robot
16,20000.0,1.0,,Robot5,3,verifier,result_call,0.006889921,0.007481970000000001,Robot
16,20000.0,1.0,,Robot5,3,verifier,signatures_fetch,0.0016371789999999999,0.0019519602666666666,Robot
16,20000.0,1.0,,Robot5,3,verifier,total_lifecycle,0.009038837,0.009455893066666667,Robot
16,20000.0,1.0,,Robot5,3,verifier,verify_compute,1.757e-06,2.049e-06,Robot
16,20000.0,1.0,,Robot5,4,prover,e2e_blockchain,5.0197343935,5.008210439666667,Robot
16,20000.0,1.0,,Robot5,4,prover,evidence_call,0.0137269305,0.014384253166666666,Robot
16,20000.0,1.0,,Robot5,4,prover,total_lifecycle,5.037787335499999,5.025200450333333,Robot
16,20000.0,1.0,,Robot5,5,prover,e2e_blockchain,5.046853575,4.747921452166667,Robot
16,20000.0,1.0,,Robot5,5,prover,evidence_call,0.0184193235,0.018317650166666668,Robot
16,20000.0,1.0,,Robot5,5,prover,total_lifecycle,5.0686427925,4.766581901333333,Robot
16,20000.0,1.0,,Robot5,5,verifier,reaction_time,0.052751802,0.050213283733333336,Robot
16,20000.0,1.0,,Robot5,5,verifier,result_call,0.007074307,0.007290133333333334,Robot
16,20000.0,1.0,,Robot5,5,verifier,signatures_fetch,0.001706689,0.0017975870666666666,Robot
16,20000.0,1.0,,Robot5,5,verifier,total_lifecycle,0.008965319,0.009106476066666667,Robot
16,20000.0,1.0,,Robot5,5,verifier,verify_compute,1.414e-06,1.6226e-06,Robot
16,20000.0,1.0,,Robot6,1,prover,e2e_blockchain,5.0553812715,5.1214100815,Robot
16,20000.0,1.0,,Robot6,1,prover,evidence_call,0.0102448745,0.013150135666666667,Robot
16,20000.0,1.0,,Robot6,1,prover,total_lifecycle,5.073601225000001,5.139030533333333,Robot
16,20000.0,1.0,,Robot6,2,prover,e2e_blockchain,4.860261531000001,4.853284449166667,Robot
16,20000.0,1.0,,Robot6,2,prover,evidence_call,0.015033664999999998,0.016214392166666664,Robot
16,20000.0,1.0,,Robot6,2,prover,total_lifecycle,4.8783241325,4.8703813015,Robot
16,20000.0,1.0,,Robot6,3,prover,e2e_blockchain,4.932911332,4.930105642833333,Robot
16,20000.0,1.0,,Robot6,3,prover,evidence_call,0.0104479585,0.011766263166666666,Robot
16,20000.0,1.0,,Robot6,3,prover,total_lifecycle,4.9465257175,4.9448830615,Robot
16,20000.0,1.0,,Robot6,4,prover,e2e_blockchain,5.008381998,5.004267581666666,Robot
16,20000.0,1.0,,Robot6,4,prover,evidence_call,0.009072031500000001,0.011137790166666668,Robot
16,20000.0,1.0,,Robot6,4,prover,total_lifecycle,5.023912431,5.020206389666667,Robot
16,20000.0,1.0,,Robot6,5,prover,e2e_blockchain,5.076562397,5.075885751666667,Robot
16,20000.0,1.0,,Robot6,5,prover,evidence_call,0.016745317,0.0186834585,Robot
16,20000.0,1.0,,Robot6,5,prover,total_lifecycle,5.0945341835,5.095021639166666,Robot
16,20000.0,1.0,,Robot7,1,prover,e2e_blockchain,4.7842047615,4.789460805,Robot
16,20000.0,1.0,,Robot7,1,prover,evidence_call,0.013932097000000001,0.01762258933333333,Robot
16,20000.0,1.0,,Robot7,1,prover,total_lifecycle,4.800674127500001,4.807034070499999,Robot
16,20000.0,1.0,,Robot7,1,verifier,reaction_time,0.09643810600000001,0.097354267,Robot
16,20000.0,1.0,,Robot7,1,verifier,result_call,0.017608639,0.0166441502,Robot
16,20000.0,1.0,,Robot7,1,verifier,signatures_fetch,0.004448202,0.0050119366,Robot
16,20000.0,1.0,,Robot7,1,verifier,total_lifecycle,0.021187984,0.021684385266666665,Robot
16,20000.0,1.0,,Robot7,1,verifier,verify_compute,1.911e-06,2.0064666666666668e-06,Robot
16,20000.0,1.0,,Robot7,2,prover,e2e_blockchain,4.854830701999999,4.850302878666667,Robot
16,20000.0,1.0,,Robot7,2,prover,evidence_call,0.014961539,0.01625620833333333,Robot
16,20000.0,1.0,,Robot7,2,prover,total_lifecycle,4.873597091000001,4.8669720598333335,Robot
16,20000.0,1.0,,Robot7,3,prover,e2e_blockchain,4.9146973890000005,4.9197391858333335,Robot
16,20000.0,1.0,,Robot7,3,prover,evidence_call,0.010172392999999998,0.011441683999999999,Robot
16,20000.0,1.0,,Robot7,3,prover,total_lifecycle,4.926597832000001,4.933603582,Robot
16,20000.0,1.0,,Robot7,3,verifier,reaction_time,0.066077344,0.061408094866666665,Robot
16,20000.0,1.0,,Robot7,3,verifier,result_call,0.008209493,0.0093254294,Robot
16,20000.0,1.0,,Robot7,3,verifier,signatures_fetch,0.001651788,0.001954309,Robot
16,20000.0,1.0,,Robot7,3,verifier,total_lifecycle,0.010133339,0.011304898466666666,Robot
16,20000.0,1.0,,Robot7,3,verifier,verify_compute,2.1489999999999997e-06,2.0958666666666667e-06,Robot
16,20000.0,1.0,,Robot7,4,prover,e2e_blockchain,4.261630521,4.334585784666667,Robot
16,20000.0,1.0,,Robot7,4,prover,evidence_call,0.009656137499999998,0.010133396,Robot
16,20000.0,1.0,,Robot7,4,prover,total_lifecycle,4.278917748,4.3508990455,Robot
16,20000.0,1.0,,Robot7,4,verifier,reaction_time,0.055708588,0.054210390366666666,Robot
16,20000.0,1.0,,Robot7,4,verifier,result_call,0.007874651,0.007971354466666667,Robot
16,20000.0,1.0,,Robot7,4,verifier,signatures_fetch,0.0018187680000000001,0.0021628195666666666,Robot
16,20000.0,1.0,,Robot7,4,verifier,total_lifecycle,0.009731034,0.010150494166666666,Robot
16,20000.0,1.0,,Robot7,4,verifier,verify_compute,1.1740000000000001e-06,1.3373666666666665e-06,Robot
16,20000.0,1.0,,Robot7,5,prover,e2e_blockchain,4.813012597,4.741182479833333,Robot
16,20000.0,1.0,,Robot7,5,prover,evidence_call,0.008846302,0.008777696833333333,Robot
16,20000.0,1.0,,Robot7,5,prover,total_lifecycle,4.831434704,4.7575165075,Robot
16,20000.0,1.0,,Robot7,5,verifier,reaction_time,0.052788149,0.0463280192,Robot
16,20000.0,1.0,,Robot7,5,verifier,result_call,0.006931661,0.0074029624,Robot
16,20000.0,1.0,,Robot7,5,verifier,signatures_fetch,0.001756725,0.0018533292,Robot
16,20000.0,1.0,,Robot7,5,verifier,total_lifecycle,0.008698637,0.009276763333333334,Robot
16,20000.0,1.0,,Robot7,5,verifier,verify_compute,1.575e-06,1.4660666666666666e-06,Robot
16,20000.0,1.0,,Robot8,1,prover,e2e_blockchain,4.567401164,4.5391634254,Robot
16,20000.0,1.0,,Robot8,1,prover,evidence_call,0.010552362000000001,0.017129942000000002,Robot
16,20000.0,1.0,,Robot8,1,prover,total_lifecycle,4.583151705000001,4.556771701000001,Robot
16,20000.0,1.0,,Robot8,1,verifier,reaction_time,0.076667709,0.0674319416,Robot
16,20000.0,1.0,,Robot8,1,verifier,result_call,0.008112371,0.008385281599999999,Robot
16,20000.0,1.0,,Robot8,1,verifier,signatures_fetch,0.001895044,0.003323502466666667,Robot
16,20000.0,1.0,,Robot8,1,verifier,total_lifecycle,0.010690225999999999,0.011730103466666668,Robot
16,20000.0,1.0,,Robot8,1,verifier,verify_compute,1.694e-06,1.5477999999999998e-06,Robot
16,20000.0,1.0,,Robot8,2,prover,e2e_blockchain,4.863021311500001,4.853926273666667,Robot
16,20000.0,1.0,,Robot8,2,prover,evidence_call,0.012515203499999999,0.013739448500000001,Robot
16,20000.0,1.0,,Robot8,2,prover,total_lifecycle,4.8816104775,4.8693802075,Robot
16,20000.0,1.0,,Robot8,3,prover,e2e_blockchain,4.910940828,4.910756059833333,Robot
16,20000.0,1.0,,Robot8,3,prover,evidence_call,0.0080834785,0.009396265,Robot
16,20000.0,1.0,,Robot8,3,prover,total_lifecycle,4.923307381000001,4.923393426166666,Robot
16,20000.0,1.0,,Robot8,4,prover,e2e_blockchain,5.0102967099999995,5.005085404333333,Robot
16,20000.0,1.0,,Robot8,4,prover,evidence_call,0.012029255499999999,0.011828041333333332,Robot
16,20000.0,1.0,,Robot8,4,prover,total_lifecycle,5.0260824425,5.021190268333334,Robot
16,20000.0,1.0,,Robot8,5,prover,e2e_blockchain,5.0774737299999995,4.743176949166666,Robot
16,20000.0,1.0,,Robot8,5,prover,evidence_call,0.018635426,0.019526711000000002,Robot
16,20000.0,1.0,,Robot8,5,prover,total_lifecycle,5.094670775499999,4.761686016833333,Robot
16,20000.0,1.0,,Robot8,5,verifier,reaction_time,0.09624717699999999,0.08391475553333333,Robot
16,20000.0,1.0,,Robot8,5,verifier,result_call,0.007064659,0.010315211466666667,Robot
16,20000.0,1.0,,Robot8,5,verifier,signatures_fetch,0.0016440920000000002,0.0026144106666666665,Robot
16,20000.0,1.0,,Robot8,5,verifier,total_lifecycle,0.008521779,0.012953872933333332,Robot
16,20000.0,1.0,,Robot8,5,verifier,verify_compute,1.672e-06,1.5675333333333334e-06,Robot
16,20000.0,1.0,,Robot9,1,prover,e2e_blockchain,5.0485724085,5.115265954,Robot
16,20000.0,1.0,,Robot9,1,prover,evidence_call,0.0153304795,0.015387978666666668,Robot
16,20000.0,1.0,,Robot9,1,prover,total_lifecycle,5.0602548735,5.129236448,Robot
16,20000.0,1.0,,Robot9,2,prover,e2e_blockchain,4.8427470454999995,4.843963564666667,Robot
16,20000.0,1.0,,Robot9,2,prover,evidence_call,0.015899606,0.016973962,Robot
16,20000.0,1.0,,Robot9,2,prover,total_lifecycle,4.862605647500001,4.8615575595000005,Robot
16,20000.0,1.0,,Robot9,2,verifier,reaction_time,0.067916095,0.0660586318,Robot
16,20000.0,1.0,,Robot9,2,verifier,result_call,0.009335787,0.011640436533333333,Robot
16,20000.0,1.0,,Robot9,2,verifier,signatures_fetch,0.0023081350000000002,0.002794622866666667,Robot
16,20000.0,1.0,,Robot9,2,verifier,total_lifecycle,0.011187004,0.0144560142,Robot
16,20000.0,1.0,,Robot9,2,verifier,verify_compute,1.4779999999999999e-06,1.5624e-06,Robot
16,20000.0,1.0,,Robot9,3,prover,e2e_blockchain,4.910783842500001,4.917239720333334,Robot
16,20000.0,1.0,,Robot9,3,prover,evidence_call,0.009175324,0.008767983833333333,Robot
16,20000.0,1.0,,Robot9,3,prover,total_lifecycle,4.9200932445,4.929136520666667,Robot
16,20000.0,1.0,,Robot9,4,prover,e2e_blockchain,5.0134681705,5.0001628023333335,Robot
16,20000.0,1.0,,Robot9,4,prover,evidence_call,0.010515519000000001,0.0134853225,Robot
16,20000.0,1.0,,Robot9,4,prover,total_lifecycle,5.026482887,5.014827190666667,Robot
16,20000.0,1.0,,Robot9,5,prover,e2e_blockchain,5.073932993,5.0792013405,Robot
16,20000.0,1.0,,Robot9,5,prover,evidence_call,0.0147874785,0.01665039533333333,Robot
16,20000.0,1.0,,Robot9,5,prover,total_lifecycle,5.0903555715,5.096867349166667,Robot
16,20000.0,1.0,,SECaaS,1,oracle,db_lookup,0.00086234,0.000940910852631579,SECaaS
16,20000.0,1.0,,SECaaS,1,oracle,prover_addr_fetch,0.010592331,0.012288341557894737,SECaaS
16,20000.0,1.0,,SECaaS,1,oracle,reaction_time,0.6031472800000001,0.6281231407578948,SECaaS
16,20000.0,1.0,,SECaaS,1,oracle,ref_signature_call,0.035013037,0.03920517651685393,SECaaS
16,20000.0,1.0,,SECaaS,1,oracle,total_lifecycle,0.06558971599999999,0.07402586998876404,SECaaS
16,20000.0,1.0,,SECaaS,1,verifier,reaction_time,0.7697097075,0.6791891433333332,SECaaS
16,20000.0,1.0,,SECaaS,1,verifier,result_call,0.041791862,0.04612222433333333,SECaaS
16,20000.0,1.0,,SECaaS,1,verifier,signatures_fetch,0.0091444105,0.0097548165,SECaaS
16,20000.0,1.0,,SECaaS,1,verifier,total_lifecycle,0.07979037250000001,0.08775312533333333,SECaaS
16,20000.0,1.0,,SECaaS,1,verifier,verify_compute,7.9315e-06,7.9e-06,SECaaS
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008969905,0.0009354944375,SECaaS
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.0095895785,0.010296263604166666,SECaaS
16,20000.0,1.0,,SECaaS,2,oracle,reaction_time,0.4480321155,0.47317886696875,SECaaS
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.0312686655,0.03184502017777778,SECaaS
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059229614,0.060761180355555555,SECaaS
16,20000.0,1.0,,SECaaS,2,verifier,reaction_time,0.6590167229999999,0.5992586636666667,SECaaS
16,20000.0,1.0,,SECaaS,2,verifier,result_call,0.036598262500000006,0.03822576566666667,SECaaS
16,20000.0,1.0,,SECaaS,2,verifier,signatures_fetch,0.00849759,0.0090285645,SECaaS
16,20000.0,1.0,,SECaaS,2,verifier,total_lifecycle,0.0741545815,0.07536741716666666,SECaaS
16,20000.0,1.0,,SECaaS,2,verifier,verify_compute,7.9285e-06,1.1022166666666666e-05,SECaaS
16,20000.0,1.0,,SECaaS,3,oracle,db_lookup,0.0009226205,0.0009635856770833333,SECaaS
16,20000.0,1.0,,SECaaS,3,oracle,prover_addr_fetch,0.0093471065,0.009842595208333334,SECaaS
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.484489543,0.49108059515625,SECaaS
16,20000.0,1.0,,SECaaS,3,oracle,ref_signature_call,0.030678208,0.031410270955555555,SECaaS
16,20000.0,1.0,,SECaaS,3,oracle,total_lifecycle,0.0583908295,0.059685797255555555,SECaaS
16,20000.0,1.0,,SECaaS,3,verifier,reaction_time,0.8141776224999999,0.790907795,SECaaS
16,20000.0,1.0,,SECaaS,3,verifier,result_call,0.037145909500000004,0.038181791666666666,SECaaS
16,20000.0,1.0,,SECaaS,3,verifier,signatures_fetch,0.0086517855,0.008677533333333333,SECaaS
16,20000.0,1.0,,SECaaS,3,verifier,total_lifecycle,0.07495132,0.07513000816666666,SECaaS
16,20000.0,1.0,,SECaaS,3,verifier,verify_compute,7.562e-06,7.5444999999999995e-06,SECaaS
16,20000.0,1.0,,SECaaS,4,oracle,db_lookup,0.0009073295000000001,0.0009358239166666666,SECaaS
16,20000.0,1.0,,SECaaS,4,oracle,prover_addr_fetch,0.0093649715,0.00986444396875,SECaaS
16,20000.0,1.0,,SECaaS,4,oracle,reaction_time,0.5066990075,0.5038162367083333,SECaaS
16,20000.0,1.0,,SECaaS,4,oracle,ref_signature_call,0.030107099,0.030648113211111112,SECaaS
16,20000.0,1.0,,SECaaS,4,oracle,total_lifecycle,0.0581029725,0.05913430167777778,SECaaS
16,20000.0,1.0,,SECaaS,4,verifier,reaction_time,0.7122329535,0.606122885,SECaaS
16,20000.0,1.0,,SECaaS,4,verifier,result_call,0.037986078000000006,0.03710269866666666,SECaaS
16,20000.0,1.0,,SECaaS,4,verifier,signatures_fetch,0.0088646665,0.008980112,SECaaS
16,20000.0,1.0,,SECaaS,4,verifier,total_lifecycle,0.074419176,0.07355060933333334,SECaaS
16,20000.0,1.0,,SECaaS,4,verifier,verify_compute,7.658999999999999e-06,7.6160000000000004e-06,SECaaS
16,20000.0,1.0,,SECaaS,5,oracle,db_lookup,0.0008738195,0.0009087427187500001,SECaaS
16,20000.0,1.0,,SECaaS,5,oracle,prover_addr_fetch,0.009400812000000001,0.009713022583333333,SECaaS
16,20000.0,1.0,,SECaaS,5,oracle,reaction_time,0.511111968,0.5120351667291666,SECaaS
16,20000.0,1.0,,SECaaS,5,oracle,ref_signature_call,0.030756347500000003,0.03157376105555556,SECaaS
16,20000.0,1.0,,SECaaS,5,oracle,total_lifecycle,0.058730765000000004,0.059801589611111115,SECaaS
16,20000.0,1.0,,SECaaS,5,verifier,reaction_time,0.304273294,0.31855883116666667,SECaaS
16,20000.0,1.0,,SECaaS,5,verifier,result_call,0.034047309,0.03415922133333333,SECaaS
16,20000.0,1.0,,SECaaS,5,verifier,signatures_fetch,0.009528650999999999,0.009681430833333332,SECaaS
16,20000.0,1.0,,SECaaS,5,verifier,total_lifecycle,0.0696810955,0.07088936616666666,SECaaS
16,20000.0,1.0,,SECaaS,5,verifier,verify_compute,7.1865e-06,7.4355e-06,SECaaS
32,20000.0,1.0,,Robot1,1,prover,e2e_blockchain,6.290313093,5.7992780863333335,Robot
32,20000.0,1.0,,Robot1,1,prover,evidence_call,0.0136193155,0.014216457,Robot
32,20000.0,1.0,,Robot1,1,prover,total_lifecycle,6.3071280075,5.816248425166667,Robot
32,20000.0,1.0,,Robot1,1,verifier,reaction_time,0.158763735,0.11368993403225806,Robot
32,20000.0,1.0,,Robot1,1,verifier,result_call,0.007849227,0.011883844903225806,Robot
32,20000.0,1.0,,Robot1,1,verifier,signatures_fetch,0.003012452,0.0038951899677419355,Robot
32,20000.0,1.0,,Robot1,1,verifier,total_lifecycle,0.010675492,0.01579789693548387,Robot
32,20000.0,1.0,,Robot1,1,verifier,verify_compute,1.328e-06,1.3811612903225806e-06,Robot
32,20000.0,1.0,,Robot1,2,prover,e2e_blockchain,6.2047067075,5.658549326833334,Robot
32,20000.0,1.0,,Robot1,2,prover,evidence_call,0.0102365385,0.009810153333333333,Robot
32,20000.0,1.0,,Robot1,2,prover,total_lifecycle,6.218911119,5.672773668666667,Robot
32,20000.0,1.0,,Robot1,2,verifier,reaction_time,0.185436883,0.18110638070967744,Robot
32,20000.0,1.0,,Robot1,2,verifier,result_call,0.009786742999999999,0.012498364741935485,Robot
32,20000.0,1.0,,Robot1,2,verifier,signatures_fetch,0.002100365,0.003471527870967742,Robot
32,20000.0,1.0,,Robot1,2,verifier,total_lifecycle,0.012295168,0.01599134006451613,Robot
32,20000.0,1.0,,Robot1,2,verifier,verify_compute,1.6609999999999999e-06,1.491290322580645e-06,Robot
32,20000.0,1.0,,Robot1,3,prover,e2e_blockchain,6.00371169,6.180941856333334,Robot
32,20000.0,1.0,,Robot1,3,prover,evidence_call,0.016261903,0.016739115833333332,Robot
32,20000.0,1.0,,Robot1,3,prover,total_lifecycle,6.022768422,6.197755628166667,Robot
32,20000.0,1.0,,Robot1,3,verifier,reaction_time,0.140161606,0.1163908804516129,Robot
32,20000.0,1.0,,Robot1,3,verifier,result_call,0.010192859,0.013402630935483871,Robot
32,20000.0,1.0,,Robot1,3,verifier,signatures_fetch,0.002159316,0.0031768855161290323,Robot
32,20000.0,1.0,,Robot1,3,verifier,total_lifecycle,0.012477947,0.016603089967741937,Robot
32,20000.0,1.0,,Robot1,3,verifier,verify_compute,2.014e-06,1.799516129032258e-06,Robot
32,20000.0,1.0,,Robot1,4,prover,e2e_blockchain,5.2915047065,5.698435957333333,Robot
32,20000.0,1.0,,Robot1,4,prover,evidence_call,0.017863095,0.016844595333333334,Robot
32,20000.0,1.0,,Robot1,4,prover,total_lifecycle,5.3115968165,5.716214413166667,Robot
32,20000.0,1.0,,Robot1,5,prover,e2e_blockchain,6.427753322999999,6.1097687495,Robot
32,20000.0,1.0,,Robot1,5,prover,evidence_call,0.01519071,0.016232669166666668,Robot
32,20000.0,1.0,,Robot1,5,prover,total_lifecycle,6.4457213385,6.126810393833334,Robot
32,20000.0,1.0,,Robot10,1,prover,e2e_blockchain,5.3923855695,5.750629872499999,Robot
32,20000.0,1.0,,Robot10,1,prover,evidence_call,0.0118438495,0.011517623666666666,Robot
32,20000.0,1.0,,Robot10,1,prover,total_lifecycle,5.407180950500001,5.764496011000001,Robot
32,20000.0,1.0,,Robot10,2,prover,e2e_blockchain,5.0005068965,4.988443968833333,Robot
32,20000.0,1.0,,Robot10,2,prover,evidence_call,0.0153866585,0.0168601595,Robot
32,20000.0,1.0,,Robot10,2,prover,total_lifecycle,5.011289863,5.000861129333333,Robot
32,20000.0,1.0,,Robot10,3,prover,e2e_blockchain,5.504651816,5.498455287333333,Robot
32,20000.0,1.0,,Robot10,3,prover,evidence_call,0.0163872855,0.01810387466666667,Robot
32,20000.0,1.0,,Robot10,3,prover,total_lifecycle,5.518493347,5.511089054,Robot
32,20000.0,1.0,,Robot10,4,prover,e2e_blockchain,4.985581484000001,4.986285250333334,Robot
32,20000.0,1.0,,Robot10,4,prover,evidence_call,0.015098832,0.015616699833333332,Robot
32,20000.0,1.0,,Robot10,4,prover,total_lifecycle,4.997384552000001,4.997767932166667,Robot
32,20000.0,1.0,,Robot10,5,prover,e2e_blockchain,4.699105865,4.8217068203333335,Robot
32,20000.0,1.0,,Robot10,5,prover,evidence_call,0.0210304275,0.020641370000000003,Robot
32,20000.0,1.0,,Robot10,5,prover,total_lifecycle,4.713545828000001,4.835967168166667,Robot
32,20000.0,1.0,,Robot11,1,prover,e2e_blockchain,5.8998640095,5.719643330499999,Robot
32,20000.0,1.0,,Robot11,1,prover,evidence_call,0.010965503000000001,0.010809067666666667,Robot
32,20000.0,1.0,,Robot11,1,prover,total_lifecycle,5.911080077,5.732116349666666,Robot
32,20000.0,1.0,,Robot11,2,prover,e2e_blockchain,4.991086868,4.994874736833333,Robot
32,20000.0,1.0,,Robot11,2,prover,evidence_call,0.0138127405,0.01421121,Robot
32,20000.0,1.0,,Robot11,2,prover,total_lifecycle,5.008566865000001,5.0086137025,Robot
32,20000.0,1.0,,Robot11,3,prover,e2e_blockchain,6.9152836220000005,6.482817789833334,Robot
32,20000.0,1.0,,Robot11,3,prover,evidence_call,0.017950180500000003,0.018977830666666667,Robot
32,20000.0,1.0,,Robot11,3,prover,total_lifecycle,6.9298942055,6.496259110166666,Robot
32,20000.0,1.0,,Robot11,4,prover,e2e_blockchain,5.9976089725,6.000255207666666,Robot
32,20000.0,1.0,,Robot11,4,prover,evidence_call,0.0153245345,0.015029469833333335,Robot
32,20000.0,1.0,,Robot11,4,prover,total_lifecycle,6.011608313,6.015169122333333,Robot
32,20000.0,1.0,,Robot11,5,prover,e2e_blockchain,4.476845398,4.481501013166667,Robot
32,20000.0,1.0,,Robot11,5,prover,evidence_call,0.012319944999999999,0.014996307666666667,Robot
32,20000.0,1.0,,Robot11,5,prover,total_lifecycle,4.4925124125,4.496134555833334,Robot
32,20000.0,1.0,,Robot11,5,verifier,reaction_time,0.189914893,0.1524282960967742,Robot
32,20000.0,1.0,,Robot11,5,verifier,result_call,0.009071770000000002,0.01259605441935484,Robot
32,20000.0,1.0,,Robot11,5,verifier,signatures_fetch,0.002005751,0.0024536875806451613,Robot
32,20000.0,1.0,,Robot11,5,verifier,total_lifecycle,0.011055808,0.015068223225806452,Robot
32,20000.0,1.0,,Robot11,5,verifier,verify_compute,1.474e-06,1.5215806451612905e-06,Robot
32,20000.0,1.0,,Robot12,1,prover,e2e_blockchain,6.3546918665,6.064107383,Robot
32,20000.0,1.0,,Robot12,1,prover,evidence_call,0.010572686,0.010128804833333333,Robot
32,20000.0,1.0,,Robot12,1,prover,total_lifecycle,6.369497857500001,6.076145241333333,Robot
32,20000.0,1.0,,Robot12,2,prover,e2e_blockchain,4.988059351,5.320569635,Robot
32,20000.0,1.0,,Robot12,2,prover,evidence_call,0.0096408765,0.0100482405,Robot
32,20000.0,1.0,,Robot12,2,prover,total_lifecycle,4.999213274000001,5.331759096833333,Robot
32,20000.0,1.0,,Robot12,3,prover,e2e_blockchain,5.790424720500001,5.894288738833333,Robot
32,20000.0,1.0,,Robot12,3,prover,evidence_call,0.0111375965,0.011815752499999999,Robot
32,20000.0,1.0,,Robot12,3,prover,total_lifecycle,5.8019614724999995,5.905190734666665,Robot
32,20000.0,1.0,,Robot12,4,prover,e2e_blockchain,4.903928863500001,4.956940183666666,Robot
32,20000.0,1.0,,Robot12,4,prover,evidence_call,0.015553971,0.015984273166666667,Robot
32,20000.0,1.0,,Robot12,4,prover,total_lifecycle,4.9192969005,4.971268008,Robot
32,20000.0,1.0,,Robot12,5,prover,e2e_blockchain,4.88072928,5.082275835666667,Robot
32,20000.0,1.0,,Robot12,5,prover,evidence_call,0.010396876999999999,0.010577922166666668,Robot
32,20000.0,1.0,,Robot12,5,prover,total_lifecycle,4.892001612,5.093342738333334,Robot
32,20000.0,1.0,,Robot13,1,prover,e2e_blockchain,5.5981529835,5.7224633555,Robot
32,20000.0,1.0,,Robot13,1,prover,evidence_call,0.0119119415,0.012062159333333334,Robot
32,20000.0,1.0,,Robot13,1,prover,total_lifecycle,5.609911948000001,5.739002805000001,Robot
32,20000.0,1.0,,Robot13,1,verifier,reaction_time,0.11510184200000001,0.10432772683870968,Robot
32,20000.0,1.0,,Robot13,1,verifier,result_call,0.009622838,0.01183245377419355,Robot
32,20000.0,1.0,,Robot13,1,verifier,signatures_fetch,0.002687138,0.00363035835483871,Robot
32,20000.0,1.0,,Robot13,1,verifier,total_lifecycle,0.012433329,0.015484839387096775,Robot
32,20000.0,1.0,,Robot13,1,verifier,verify_compute,1.77e-06,1.6604193548387097e-06,Robot
32,20000.0,1.0,,Robot13,2,prover,e2e_blockchain,4.987094098,4.986752010666667,Robot
32,20000.0,1.0,,Robot13,2,prover,evidence_call,0.014700736499999999,0.013434748166666668,Robot
32,20000.0,1.0,,Robot13,2,prover,total_lifecycle,5.0019598755,4.999667631833334,Robot
32,20000.0,1.0,,Robot13,3,prover,e2e_blockchain,5.49807941,5.496236467666667,Robot
32,20000.0,1.0,,Robot13,3,prover,evidence_call,0.0149240575,0.015264637000000003,Robot
32,20000.0,1.0,,Robot13,3,prover,total_lifecycle,5.509768854,5.5083754545,Robot
32,20000.0,1.0,,Robot13,4,prover,e2e_blockchain,4.982198064,4.984010836666667,Robot
32,20000.0,1.0,,Robot13,4,prover,evidence_call,0.014385897500000001,0.0152235665,Robot
32,20000.0,1.0,,Robot13,4,prover,total_lifecycle,4.994518836999999,4.995544480166667,Robot
32,20000.0,1.0,,Robot13,5,prover,e2e_blockchain,4.6900094585000005,4.822668716833333,Robot
32,20000.0,1.0,,Robot13,5,prover,evidence_call,0.0142406865,0.0168041555,Robot
32,20000.0,1.0,,Robot13,5,prover,total_lifecycle,4.7016103985,4.835358897833333,Robot
32,20000.0,1.0,,Robot14,1,prover,e2e_blockchain,5.8545371455,5.708181129333333,Robot
