n_robots,mode,participant,run,role,metric,run_mean_s,participant_group
10,continuous,Robot5,1,prover,total_lifecycle,5.3278580764,Robot
10,continuous,Robot5,1,verifier,reaction_time,0.0069527239999999995,Robot
10,continuous,Robot5,1,verifier,result_call,0.018056047272727273,Robot
10,continuous,Robot5,1,verifier,signatures_fetch,0.003733204,Robot
10,continuous,Robot5,1,verifier,total_lifecycle,0.021896218,Robot
10,continuous,Robot5,1,verifier,verify_compute,6.863636363636365e-07,Robot
10,continuous,Robot5,2,prover,e2e_blockchain,5.089437383363637,Robot
10,continuous,Robot5,2,prover,evidence_call,0.016127961090909092,Robot
10,continuous,Robot5,2,prover,total_lifecycle,5.311681047727273,Robot
10,continuous,Robot5,2,verifier,reaction_time,0.006229532142857143,Robot
10,continuous,Robot5,2,verifier,result_call,0.014244429500000001,Robot
10,continuous,Robot5,2,verifier,signatures_fetch,0.0027718030714285716,Robot
10,continuous,Robot5,2,verifier,total_lifecycle,0.017093841285714288,Robot
10,continuous,Robot5,2,verifier,verify_compute,6.965714285714286e-07,Robot
