n_robots,participant,run,role,metric,run_median_s,run_mean_s,participant_group
4,Robot3,8,prover,evidence_call,0.013098004,0.013098004,Robot
4,Robot3,8,prover,total_lifecycle,2.577953222,2.577953222,Robot
4,Robot3,9,prover,e2e_blockchain,2.433561261,2.433561261,Robot
4,Robot3,9,prover,evidence_call,0.012083151,0.012083151,Robot
4,Robot3,9,prover,total_lifecycle,2.4442420499999997,2.4442420499999997,Robot
4,Robot3,10,prover,e2e_blockchain,2.289537989,2.289537989,Robot
4,Robot3,10,prover,evidence_call,0.011193412,0.011193412,Robot
4,Robot3,10,prover,total_lifecycle,2.301495946,2.301495946,Robot
4,Robot4,1,prover,e2e_blockchain,3.578343864,3.578343864,Robot
4,Robot4,1,prover,evidence_call,0.03374836,0.03374836,Robot
4,Robot4,1,prover,total_lifecycle,3.592584137,3.592584137,Robot
4,Robot4,2,prover,e2e_blockchain,2.4218004879999997,2.4218004879999997,Robot
4,Robot4,2,prover,evidence_call,0.013411595,0.013411595,Robot
4,Robot4,2,prover,total_lifecycle,2.4451241759999998,2.4451241759999998,Robot
4,Robot4,3,prover,e2e_blockchain,2.265228254,2.265228254,Robot
4,Robot4,3,prover,evidence_call,0.020748369,0.020748369,Robot
4,Robot4,3,prover,total_lifecycle,2.276540666,2.276540666,Robot
4,Robot4,4,prover,e2e_blockchain,2.12785114,2.12785114,Robot
4,Robot4,4,prover,evidence_call,0.028336648,0.028336648,Robot
4,Robot4,4,prover,total_lifecycle,2.146155762,2.146155762,Robot
4,Robot4,5,prover,e2e_blockchain,3.97850563,3.97850563,Robot
4,Robot4,5,prover,evidence_call,0.014532999999999999,0.014532999999999999,Robot
4,Robot4,5,prover,total_lifecycle,3.9916324,3.9916324,Robot
4,Robot4,6,prover,e2e_blockchain,2.848606965,2.848606965,Robot
4,Robot4,6,prover,evidence_call,0.013866874,0.013866874,Robot
4,Robot4,6,prover,total_lifecycle,2.876758415,2.876758415,Robot
4,Robot4,7,prover,e2e_blockchain,2.7073198929999998,2.7073198929999998,Robot
4,Robot4,7,prover,evidence_call,0.018223124,0.018223124,Robot
4,Robot4,7,prover,total_lifecycle,2.7193245740000003,2.7193245740000003,Robot
4,Robot4,8,prover,e2e_blockchain,2.56004592,2.56004592,Robot
4,Robot4,8,prover,evidence_call,0.017486784000000002,0.017486784000000002,Robot
4,Robot4,8,prover,total_lifecycle,2.576495289,2.576495289,Robot
4,Robot4,9,prover,e2e_blockchain,2.431273423,2.431273423,Robot
4,Robot4,9,prover,evidence_call,0.016199902000000002,0.016199902000000002,Robot
4,Robot4,9,prover,total_lifecycle,2.447211299,2.447211299,Robot
4,Robot4,10,prover,e2e_blockchain,2.28637968,2.28637968,Robot
4,Robot4,10,prover,evidence_call,0.009904254999999999,0.009904254999999999,Robot
4,Robot4,10,prover,total_lifecycle,2.3008239990000003,2.3008239990000003,Robot
4,SECaaS,1,oracle,db_lookup,0.0010086675000000002,0.001777446,SECaaS
4,SECaaS,1,oracle,prover_addr_fetch,0.020150629000000003,0.024116675,SECaaS
4,SECaaS,1,oracle,reaction_time,0.24239024599999998,0.23672357875,SECaaS
4,SECaaS,1,verifier,reaction_time,0.24239024599999998,0.23672357875,SECaaS
4,SECaaS,1,verifier,result_call,0.060225646,0.0596376585,SECaaS
4,SECaaS,1,verifier,signatures_fetch,0.0164898135,0.018852920250000002,SECaaS
4,SECaaS,1,verifier,total_lifecycle,0.1364181495,0.13965592799999998,SECaaS
4,SECaaS,1,verifier,verify_compute,1.5394999999999997e-05,1.7890249999999997e-05,SECaaS
4,SECaaS,2,oracle,db_lookup,0.0009157004999999999,0.00091839225,SECaaS
4,SECaaS,2,oracle,prover_addr_fetch,0.0131127285,0.0146052765,SECaaS
4,SECaaS,2,oracle,reaction_time,0.1593069905,0.15499993075000001,SECaaS
4,SECaaS,2,verifier,reaction_time,0.1593069905,0.15499993075000001,SECaaS
4,SECaaS,2,verifier,result_call,0.042640616500000006,0.04532826925,SECaaS
4,SECaaS,2,verifier,signatures_fetch,0.01232167,0.01286872475,SECaaS
4,SECaaS,2,verifier,total_lifecycle,0.09604365,0.0972038915,SECaaS
4,SECaaS,2,verifier,verify_compute,1.1524e-05,1.1472e-05,SECaaS
4,SECaaS,3,oracle,db_lookup,0.0008987285000000001,0.0009110262500000001,SECaaS
4,SECaaS,3,oracle,prover_addr_fetch,0.012194748,0.01230137425,SECaaS
4,SECaaS,3,oracle,reaction_time,0.1330485055,0.13194628275,SECaaS
4,SECaaS,3,verifier,reaction_time,0.1330485055,0.13194628275,SECaaS
4,SECaaS,3,verifier,result_call,0.038964043500000003,0.0389352495,SECaaS
4,SECaaS,3,verifier,signatures_fetch,0.010224108999999999,0.010314596249999999,SECaaS
4,SECaaS,3,verifier,total_lifecycle,0.083819094,0.08236676725,SECaaS
4,SECaaS,3,verifier,verify_compute,7.4615e-06,7.81675e-06,SECaaS
4,SECaaS,4,oracle,db_lookup,0.0009147535,0.00090623675,SECaaS
4,SECaaS,4,oracle,prover_addr_fetch,0.011975675500000001,0.0119736675,SECaaS
4,SECaaS,4,oracle,reaction_time,0.130503308,0.130746469,SECaaS
4,SECaaS,4,verifier,reaction_time,0.130503308,0.130746469,SECaaS
4,SECaaS,4,verifier,result_call,0.0359216975,0.03602038425,SECaaS
4,SECaaS,4,verifier,signatures_fetch,0.009882173499999999,0.0099344555,SECaaS
4,SECaaS,4,verifier,total_lifecycle,0.07894938,0.07921294125,SECaaS
4,SECaaS,4,verifier,verify_compute,7.348e-06,7.5139999999999995e-06,SECaaS
4,SECaaS,5,oracle,db_lookup,0.0009102954999999999,0.0009038927499999999,SECaaS
4,SECaaS,5,oracle,prover_addr_fetch,0.0110154485,0.0108680205,SECaaS
4,SECaaS,5,oracle,reaction_time,0.12849182050000002,0.14269164,SECaaS
4,SECaaS,5,verifier,reaction_time,0.12849182050000002,0.14269164,SECaaS
4,SECaaS,5,verifier,result_call,0.034298988,0.036548908,SECaaS
4,SECaaS,5,verifier,signatures_fetch,0.0092810665,0.009289684,SECaaS
4,SECaaS,5,verifier,total_lifecycle,0.083067835,0.091649315,SECaaS
4,SECaaS,5,verifier,verify_compute,7.2095e-06,7.4430000000000006e-06,SECaaS
4,SECaaS,6,oracle,db_lookup,0.000932614,0.0009502925,SECaaS
4,SECaaS,6,oracle,prover_addr_fetch,0.0131699545,0.013360977,SECaaS
4,SECaaS,6,oracle,reaction_time,0.1360557325,0.13503873649999998,SECaaS
4,SECaaS,6,verifier,reaction_time,0.1360557325,0.13503873649999998,SECaaS
4,SECaaS,6,verifier,result_call,0.0336139015,0.035411343250000005,SECaaS
4,SECaaS,6,verifier,signatures_fetch,0.009767523,0.010590892499999999,SECaaS
4,SECaaS,6,verifier,total_lifecycle,0.080682197,0.0845171355,SECaaS
4,SECaaS,6,verifier,verify_compute,7.3340000000000004e-06,7.96075e-06,SECaaS
4,SECaaS,7,oracle,db_lookup,0.0009816935,0.001047376,SECaaS
4,SECaaS,7,oracle,prover_addr_fetch,0.0099217625,0.009839469,SECaaS
4,SECaaS,7,oracle,reaction_time,0.11335694599999999,0.11670224925,SECaaS
4,SECaaS,7,verifier,reaction_time,0.11335694599999999,0.11670224925,SECaaS
4,SECaaS,7,verifier,result_call,0.0311040915,0.0322000335,SECaaS
4,SECaaS,7,verifier,signatures_fetch,0.009194533000000001,0.009934159500000001,SECaaS
4,SECaaS,7,verifier,total_lifecycle,0.0684569525,0.07189920075,SECaaS
4,SECaaS,7,verifier,verify_compute,6.7140000000000004e-06,7.0435e-06,SECaaS
4,SECaaS,8,oracle,db_lookup,0.001030894,0.001066251,SECaaS
4,SECaaS,8,oracle,prover_addr_fetch,0.010459899,0.010643086,SECaaS
4,SECaaS,8,oracle,reaction_time,0.127105631,0.12643432925,SECaaS
4,SECaaS,8,verifier,reaction_time,0.127105631,0.12643432925,SECaaS
4,SECaaS,8,verifier,result_call,0.033902009999999996,0.033551649,SECaaS
4,SECaaS,8,verifier,signatures_fetch,0.009620603500000002,0.009616754000000002,SECaaS
4,SECaaS,8,verifier,total_lifecycle,0.07495550200000001,0.07389742425000001,SECaaS
4,SECaaS,8,verifier,verify_compute,7.476000000000001e-06,7.6295e-06,SECaaS
4,SECaaS,9,oracle,db_lookup,0.0009475305,0.000927648,SECaaS
4,SECaaS,9,oracle,prover_addr_fetch,0.009361396000000001,0.00948787075,SECaaS
4,SECaaS,9,oracle,reaction_time,0.11217535249999999,0.11220192774999999,SECaaS
4,SECaaS,9,verifier,reaction_time,0.11217535249999999,0.11220192774999999,SECaaS
4,SECaaS,9,verifier,result_call,0.030693307000000003,0.03080817625,SECaaS
4,SECaaS,9,verifier,signatures_fetch,0.008473896,0.008398268,SECaaS
4,SECaaS,9,verifier,total_lifecycle,0.066987663,0.066465355,SECaaS
4,SECaaS,9,verifier,verify_compute,6.592e-06,6.9475e-06,SECaaS
4,SECaaS,10,oracle,db_lookup,0.0008189620000000001,0.0008204855000000001,SECaaS
4,SECaaS,10,oracle,prover_addr_fetch,0.0095590485,0.00965853975,SECaaS
4,SECaaS,10,oracle,reaction_time,0.11265660300000001,0.11246142375000001,SECaaS
4,SECaaS,10,verifier,reaction_time,0.11265660300000001,0.11246142375000001,SECaaS
4,SECaaS,10,verifier,result_call,0.030591674,0.0309651095,SECaaS
4,SECaaS,10,verifier,signatures_fetch,0.008792386999999999,0.00897623775,SECaaS
4,SECaaS,10,verifier,total_lifecycle,0.067216482,0.06723003175,SECaaS
4,SECaaS,10,verifier,verify_compute,7.618e-06,7.76175e-06,SECaaS
8,Robot1,1,prover,e2e_blockchain,3.504692219,3.504692219,Robot
8,Robot1,1,prover,evidence_call,0.028861954999999998,0.028861954999999998,Robot
8,Robot1,1,prover,total_lifecycle,3.527714508,3.527714508,Robot
8,Robot1,2,prover,e2e_blockchain,3.23856103,3.23856103,Robot
8,Robot1,2,prover,evidence_call,0.01867725,0.01867725,Robot
8,Robot1,2,prover,total_lifecycle,3.2558263849999998,3.2558263849999998,Robot
8,Robot1,3,prover,e2e_blockchain,3.0154752410000003,3.0154752410000003,Robot
8,Robot1,3,prover,evidence_call,0.021935879,0.021935879,Robot
8,Robot1,3,prover,total_lifecycle,3.033148774,3.033148774,Robot
8,Robot1,4,prover,e2e_blockchain,2.775386469,2.775386469,Robot
8,Robot1,4,prover,evidence_call,0.010569257,0.010569257,Robot
8,Robot1,4,prover,total_lifecycle,2.796660021,2.796660021,Robot
8,Robot1,5,prover,e2e_blockchain,3.527364177,3.527364177,Robot
8,Robot1,5,prover,evidence_call,0.033155972,0.033155972,Robot
8,Robot1,5,prover,total_lifecycle,3.545719212,3.545719212,Robot
8,Robot1,6,prover,e2e_blockchain,3.2987032039999997,3.2987032039999997,Robot
8,Robot1,6,prover,evidence_call,0.011574522,0.011574522,Robot
8,Robot1,6,prover,total_lifecycle,3.318427431,3.318427431,Robot
8,Robot1,7,prover,e2e_blockchain,3.045446742,3.045446742,Robot
8,Robot1,7,prover,evidence_call,0.01075779,0.01075779,Robot
8,Robot1,7,prover,total_lifecycle,3.059969879,3.059969879,Robot
8,Robot1,8,prover,e2e_blockchain,2.790867402,2.790867402,Robot
8,Robot1,8,prover,evidence_call,0.012085022,0.012085022,Robot
8,Robot1,8,prover,total_lifecycle,2.808653666,2.808653666,Robot
8,Robot1,9,prover,e2e_blockchain,3.592424787,3.592424787,Robot
8,Robot1,9,prover,evidence_call,0.012231078,0.012231078,Robot
8,Robot1,9,prover,total_lifecycle,3.609371259,3.609371259,Robot
8,Robot1,10,prover,e2e_blockchain,3.341343382,3.341343382,Robot
8,Robot1,10,prover,evidence_call,0.015484731,0.015484731,Robot
8,Robot1,10,prover,total_lifecycle,3.356567771,3.356567771,Robot
8,Robot2,1,prover,e2e_blockchain,3.493169894,3.493169894,Robot
8,Robot2,1,prover,evidence_call,0.040111418,0.040111418,Robot
8,Robot2,1,prover,total_lifecycle,3.509361703,3.509361703,Robot
8,Robot2,2,prover,e2e_blockchain,3.241116377,3.241116377,Robot
8,Robot2,2,prover,evidence_call,0.016913503,0.016913503,Robot
8,Robot2,2,prover,total_lifecycle,3.2604059820000004,3.2604059820000004,Robot
8,Robot2,3,prover,e2e_blockchain,2.999593709,2.999593709,Robot
8,Robot2,3,prover,evidence_call,0.012567223,0.012567223,Robot
8,Robot2,3,prover,total_lifecycle,3.022281673,3.022281673,Robot
8,Robot2,4,prover,e2e_blockchain,2.759990611,2.759990611,Robot
8,Robot2,4,prover,evidence_call,0.019263878999999998,0.019263878999999998,Robot
8,Robot2,4,prover,total_lifecycle,2.777134693,2.777134693,Robot
8,Robot2,5,prover,e2e_blockchain,3.51134392,3.51134392,Robot
8,Robot2,5,prover,evidence_call,0.020048429,0.020048429,Robot
8,Robot2,5,prover,total_lifecycle,3.529042884,3.529042884,Robot
8,Robot2,6,prover,e2e_blockchain,3.283907514,3.283907514,Robot
8,Robot2,6,prover,evidence_call,0.013528949,0.013528949,Robot
8,Robot2,6,prover,total_lifecycle,3.2986058939999996,3.2986058939999996,Robot
8,Robot2,7,prover,e2e_blockchain,3.0363566989999997,3.0363566989999997,Robot
8,Robot2,7,prover,evidence_call,0.01471697,0.01471697,Robot
8,Robot2,7,prover,total_lifecycle,3.049237057,3.049237057,Robot
8,Robot2,8,prover,e2e_blockchain,2.791870786,2.791870786,Robot
8,Robot2,8,prover,evidence_call,0.008826065,0.008826065,Robot
8,Robot2,8,prover,total_lifecycle,2.8107283720000003,2.8107283720000003,Robot
8,Robot2,9,prover,e2e_blockchain,3.590358919,3.590358919,Robot
8,Robot2,9,prover,evidence_call,0.011309606,0.011309606,Robot
8,Robot2,9,prover,total_lifecycle,3.606393953,3.606393953,Robot
8,Robot2,10,prover,e2e_blockchain,3.356798561,3.356798561,Robot
8,Robot2,10,prover,evidence_call,0.012776711000000001,0.012776711000000001,Robot
8,Robot2,10,prover,total_lifecycle,3.37020445,3.37020445,Robot
8,Robot3,1,prover,e2e_blockchain,3.5168050920000002,3.5168050920000002,Robot
8,Robot3,1,prover,evidence_call,0.038544731,0.038544731,Robot
8,Robot3,1,prover,total_lifecycle,3.532850998,3.532850998,Robot
8,Robot3,2,prover,e2e_blockchain,3.2534234609999997,3.2534234609999997,Robot
8,Robot3,2,prover,evidence_call,0.022949131,0.022949131,Robot
8,Robot3,2,prover,total_lifecycle,3.274067468,3.274067468,Robot
8,Robot3,3,prover,e2e_blockchain,2.9856922370000003,2.9856922370000003,Robot
8,Robot3,3,prover,evidence_call,0.028922048,0.028922048,Robot
8,Robot3,3,prover,total_lifecycle,3.000136764,3.000136764,Robot
8,Robot3,4,prover,e2e_blockchain,2.7567312090000002,2.7567312090000002,Robot
8,Robot3,4,prover,evidence_call,0.021617401999999997,0.021617401999999997,Robot
8,Robot3,4,prover,total_lifecycle,2.777721829,2.777721829,Robot
8,Robot3,5,prover,e2e_blockchain,3.510640253,3.510640253,Robot
8,Robot3,5,prover,evidence_call,0.019216732,0.019216732,Robot
8,Robot3,5,prover,total_lifecycle,3.5306290760000003,3.5306290760000003,Robot
8,Robot3,6,prover,e2e_blockchain,3.28994615,3.28994615,Robot
8,Robot3,6,prover,evidence_call,0.01670855,0.01670855,Robot
8,Robot3,6,prover,total_lifecycle,3.3113172719999997,3.3113172719999997,Robot
8,Robot3,7,prover,e2e_blockchain,3.047308877,3.047308877,Robot
8,Robot3,7,prover,evidence_call,0.018850401000000003,0.018850401000000003,Robot
8,Robot3,7,prover,total_lifecycle,3.0602126050000003,3.0602126050000003,Robot
8,Robot3,8,prover,e2e_blockchain,2.79661067,2.79661067,Robot
8,Robot3,8,prover,evidence_call,0.015432537999999999,0.015432537999999999,Robot
8,Robot3,8,prover,total_lifecycle,2.812971353,2.812971353,Robot
8,Robot3,9,prover,e2e_blockchain,3.587205113,3.587205113,Robot
8,Robot3,9,prover,evidence_call,0.011374501,0.011374501,Robot
8,Robot3,9,prover,total_lifecycle,3.6024499700000003,3.6024499700000003,Robot
8,Robot3,10,prover,e2e_blockchain,3.346711503,3.346711503,Robot
8,Robot3,10,prover,evidence_call,0.015188021000000001,0.015188021000000001,Robot
8,Robot3,10,prover,total_lifecycle,3.360562065,3.360562065,Robot
8,Robot4,1,prover,e2e_blockchain,3.500726929,3.500726929,Robot
8,Robot4,1,prover,evidence_call,0.034542152,0.034542152,Robot
8,Robot4,1,prover,total_lifecycle,3.51312445,3.51312445,Robot
8,Robot4,2,prover,e2e_blockchain,3.241675112,3.241675112,Robot
8,Robot4,2,prover,evidence_call,0.016452756000000002,0.016452756000000002,Robot
8,Robot4,2,prover,total_lifecycle,3.2617541350000003,3.2617541350000003,Robot
8,Robot4,3,prover,e2e_blockchain,2.9971505339999998,2.9971505339999998,Robot
8,Robot4,3,prover,evidence_call,0.015209208,0.015209208,Robot
8,Robot4,3,prover,total_lifecycle,3.0145930130000003,3.0145930130000003,Robot
8,Robot4,4,prover,e2e_blockchain,2.7560665479999997,2.7560665479999997,Robot
8,Robot4,4,prover,evidence_call,0.017992415999999997,0.017992415999999997,Robot
8,Robot4,4,prover,total_lifecycle,2.772853372,2.772853372,Robot
8,Robot4,5,prover,e2e_blockchain,3.49617191,3.49617191,Robot
8,Robot4,5,prover,evidence_call,0.018563378,0.018563378,Robot
8,Robot4,5,prover,total_lifecycle,3.515231135,3.515231135,Robot
8,Robot4,6,prover,e2e_blockchain,3.2899093010000002,3.2899093010000002,Robot
8,Robot4,6,prover,evidence_call,0.012486749,0.012486749,Robot
8,Robot4,6,prover,total_lifecycle,3.310102997,3.310102997,Robot
8,Robot4,7,prover,e2e_blockchain,3.02708804,3.02708804,Robot
8,Robot4,7,prover,evidence_call,0.01550903,0.01550903,Robot
8,Robot4,7,prover,total_lifecycle,3.039136871,3.039136871,Robot
8,Robot4,8,prover,e2e_blockchain,2.789623051,2.789623051,Robot
8,Robot4,8,prover,evidence_call,0.010245075,0.010245075,Robot
8,Robot4,8,prover,total_lifecycle,2.806475152,2.806475152,Robot
8,Robot4,9,prover,e2e_blockchain,3.569428495,3.569428495,Robot
8,Robot4,9,prover,evidence_call,0.015536092999999999,0.015536092999999999,Robot
8,Robot4,9,prover,total_lifecycle,3.581876255,3.581876255,Robot
8,Robot4,10,prover,e2e_blockchain,3.3578891410000002,3.3578891410000002,Robot
8,Robot4,10,prover,evidence_call,0.01416065,0.01416065,Robot
8,Robot4,10,prover,total_lifecycle,3.369808866,3.369808866,Robot
8,Robot5,1,prover,e2e_blockchain,3.480591982,3.480591982,Robot
8,Robot5,1,prover,evidence_call,0.035201815000000004,0.035201815000000004,Robot
8,Robot5,1,prover,total_lifecycle,3.4970272749999998,3.4970272749999998,Robot
8,Robot5,2,prover,e2e_blockchain,3.2460802990000004,3.2460802990000004,Robot
8,Robot5,2,prover,evidence_call,0.015532933,0.015532933,Robot
8,Robot5,2,prover,total_lifecycle,3.2669773650000002,3.2669773650000002,Robot
8,Robot5,3,prover,e2e_blockchain,2.9718769120000004,2.9718769120000004,Robot
8,Robot5,3,prover,evidence_call,0.016645691,0.016645691,Robot
8,Robot5,3,prover,total_lifecycle,2.9837088749999996,2.9837088749999996,Robot
8,Robot5,4,prover,e2e_blockchain,2.7379869749999997,2.7379869749999997,Robot
8,Robot5,4,prover,evidence_call,0.017752514,0.017752514,Robot
8,Robot5,4,prover,total_lifecycle,2.779429079,2.779429079,Robot
8,Robot5,5,prover,e2e_blockchain,3.513014932,3.513014932,Robot
8,Robot5,5,prover,evidence_call,0.034682493,0.034682493,Robot
8,Robot5,5,prover,total_lifecycle,3.5254028400000004,3.5254028400000004,Robot
8,Robot5,6,prover,e2e_blockchain,3.314433716,3.314433716,Robot
8,Robot5,6,prover,evidence_call,0.024862258,0.024862258,Robot
8,Robot5,6,prover,total_lifecycle,3.3302300209999998,3.3302300209999998,Robot
8,Robot5,7,prover,e2e_blockchain,3.026871627,3.026871627,Robot
8,Robot5,7,prover,evidence_call,0.008171227999999999,0.008171227999999999,Robot
8,Robot5,7,prover,total_lifecycle,3.0411150950000003,3.0411150950000003,Robot
8,Robot5,8,prover,e2e_blockchain,2.801927705,2.801927705,Robot
8,Robot5,8,prover,evidence_call,0.023184584,0.023184584,Robot
8,Robot5,8,prover,total_lifecycle,2.817247156,2.817247156,Robot
8,Robot5,9,prover,e2e_blockchain,3.551964003,3.551964003,Robot
8,Robot5,9,prover,evidence_call,0.009614107,0.009614107,Robot
8,Robot5,9,prover,total_lifecycle,3.5655458039999997,3.5655458039999997,Robot
8,Robot5,10,prover,e2e_blockchain,3.359129539,3.359129539,Robot
8,Robot5,10,prover,evidence_call,0.015574028,0.015574028,Robot
8,Robot5,10,prover,total_lifecycle,3.3775601190000004,3.3775601190000004,Robot
8,Robot6,1,prover,e2e_blockchain,3.4952451449999997,3.4952451449999997,Robot
8,Robot6,1,prover,evidence_call,0.075367878,0.075367878,Robot
8,Robot6,1,prover,total_lifecycle,3.508567665,3.508567665,Robot
8,Robot6,2,prover,e2e_blockchain,3.2414582650000003,3.2414582650000003,Robot
8,Robot6,2,prover,evidence_call,0.016610451999999998,0.016610451999999998,Robot
8,Robot6,2,prover,total_lifecycle,3.2595842819999996,3.2595842819999996,Robot
8,Robot6,3,prover,e2e_blockchain,2.9968063959999998,2.9968063959999998,Robot
8,Robot6,3,prover,evidence_call,0.013412844,0.013412844,Robot
8,Robot6,3,prover,total_lifecycle,3.013449211,3.013449211,Robot
8,Robot6,4,prover,e2e_blockchain,2.756401108,2.756401108,Robot
8,Robot6,4,prover,evidence_call,0.018446215,0.018446215,Robot
