n_robots,participant,run,role,metric,duration_s
32,Robot31,8,prover,total_lifecycle,2.773557043
32,Robot31,9,prover,e2e_blockchain,3.126506148
32,Robot31,9,prover,evidence_call,0.016056772
32,Robot31,9,prover,total_lifecycle,3.1417374249999996
32,Robot32,1,prover,e2e_blockchain,7.034089281
32,Robot32,1,prover,evidence_call,0.131100455
32,Robot32,1,prover,total_lifecycle,7.051589641
32,Robot32,10,prover,e2e_blockchain,2.498193799
32,Robot32,10,prover,evidence_call,0.011123613000000001
32,Robot32,10,prover,total_lifecycle,2.5084202770000004
32,Robot32,2,prover,e2e_blockchain,6.235037727
32,Robot32,2,prover,evidence_call,0.016894558
32,Robot32,2,prover,total_lifecycle,6.252400746
32,Robot32,3,prover,e2e_blockchain,2.715797728
32,Robot32,3,prover,evidence_call,0.011281427
32,Robot32,3,prover,total_lifecycle,2.7284944110000002
32,Robot32,4,prover,e2e_blockchain,3.08052747
32,Robot32,4,prover,evidence_call,0.017864775000000003
32,Robot32,4,prover,total_lifecycle,3.094385219
32,Robot32,5,prover,e2e_blockchain,2.449986031
32,Robot32,5,prover,evidence_call,0.054278847
32,Robot32,5,prover,total_lifecycle,2.460265292
32,Robot32,6,prover,e2e_blockchain,2.9214552950000003
32,Robot32,6,prover,evidence_call,0.014799795
32,Robot32,6,prover,total_lifecycle,2.9327543940000003
32,Robot32,7,prover,e2e_blockchain,2.267111071
32,Robot32,7,prover,evidence_call,0.019761769999999998
32,Robot32,7,prover,total_lifecycle,2.278737156
32,Robot32,8,prover,e2e_blockchain,4.755630765
32,Robot32,8,prover,evidence_call,0.020872613
32,Robot32,8,prover,total_lifecycle,4.767314951
32,Robot32,9,prover,e2e_blockchain,3.1418878340000003
32,Robot32,9,prover,evidence_call,0.020670838
32,Robot32,9,prover,total_lifecycle,3.15185288
32,Robot4,1,prover,e2e_blockchain,9.131950722
32,Robot4,1,prover,evidence_call,0.035780313
32,Robot4,1,prover,total_lifecycle,9.144113351
32,Robot4,10,prover,e2e_blockchain,4.61515769
32,Robot4,10,prover,evidence_call,0.011589022
32,Robot4,10,prover,total_lifecycle,4.6311262
32,Robot4,2,prover,e2e_blockchain,6.356826646
32,Robot4,2,prover,evidence_call,0.027381337999999998
32,Robot4,2,prover,total_lifecycle,6.374308473
32,Robot4,3,prover,e2e_blockchain,4.875067498
32,Robot4,3,prover,evidence_call,0.009440994999999999
32,Robot4,3,prover,total_lifecycle,4.8922826420000005
32,Robot4,4,prover,e2e_blockchain,3.232185599
32,Robot4,4,prover,evidence_call,0.009594647
32,Robot4,4,prover,total_lifecycle,3.2487007709999998
32,Robot4,5,prover,e2e_blockchain,4.562441102
32,Robot4,5,prover,evidence_call,0.029249842999999998
32,Robot4,5,prover,total_lifecycle,4.578265909
32,Robot4,6,prover,e2e_blockchain,4.992506104
32,Robot4,6,prover,evidence_call,0.013172594999999999
32,Robot4,6,prover,total_lifecycle,5.003373701
32,Robot4,7,prover,e2e_blockchain,4.406248936
32,Robot4,7,prover,evidence_call,0.023998351
32,Robot4,7,prover,total_lifecycle,4.4166103020000005
32,Robot4,8,prover,e2e_blockchain,4.8736562569999995
32,Robot4,8,prover,evidence_call,0.014512604
32,Robot4,8,prover,total_lifecycle,4.894007675
32,Robot4,9,prover,e2e_blockchain,3.2760528800000004
32,Robot4,9,prover,evidence_call,0.010515352
32,Robot4,9,prover,total_lifecycle,3.28533241
32,Robot5,1,prover,e2e_blockchain,9.132457333
32,Robot5,1,prover,evidence_call,0.07464586799999999
32,Robot5,1,prover,total_lifecycle,9.142747362
32,Robot5,10,prover,e2e_blockchain,4.608783525
32,Robot5,10,prover,evidence_call,0.012785297999999999
32,Robot5,10,prover,total_lifecycle,4.619755541000001
32,Robot5,2,prover,e2e_blockchain,6.355820603
32,Robot5,2,prover,evidence_call,0.027773093
32,Robot5,2,prover,total_lifecycle,6.3722330739999995
32,Robot5,3,prover,e2e_blockchain,4.838808274
32,Robot5,3,prover,evidence_call,0.032001838
32,Robot5,3,prover,total_lifecycle,4.8538388679999995
32,Robot5,4,prover,e2e_blockchain,3.23896079
32,Robot5,4,prover,evidence_call,0.010227147
32,Robot5,4,prover,total_lifecycle,3.250276635
32,Robot5,5,prover,e2e_blockchain,4.56609267
32,Robot5,5,prover,evidence_call,0.027302989
32,Robot5,5,prover,total_lifecycle,4.5783446869999995
32,Robot5,6,prover,e2e_blockchain,4.9878253290000005
32,Robot5,6,prover,evidence_call,0.016338826
32,Robot5,6,prover,total_lifecycle,5.003558314
32,Robot5,7,prover,e2e_blockchain,4.3946569989999995
32,Robot5,7,prover,evidence_call,0.019361786
32,Robot5,7,prover,total_lifecycle,4.4080470400000005
32,Robot5,8,prover,e2e_blockchain,4.8683390289999995
32,Robot5,8,prover,evidence_call,0.011659725999999999
32,Robot5,8,prover,total_lifecycle,4.892472971
32,Robot5,9,prover,e2e_blockchain,3.289140716
32,Robot5,9,prover,evidence_call,0.011053023
32,Robot5,9,prover,total_lifecycle,3.2985109710000002
32,Robot6,1,prover,e2e_blockchain,5.192782864
32,Robot6,1,prover,evidence_call,0.042707711
32,Robot6,1,prover,total_lifecycle,5.214598468999999
32,Robot6,10,prover,e2e_blockchain,4.604386014
32,Robot6,10,prover,evidence_call,0.009192878
32,Robot6,10,prover,total_lifecycle,4.615570212
32,Robot6,2,prover,e2e_blockchain,6.369464372
32,Robot6,2,prover,evidence_call,0.011953003
32,Robot6,2,prover,total_lifecycle,6.385138876
32,Robot6,3,prover,e2e_blockchain,2.772757121
32,Robot6,3,prover,evidence_call,0.018588199
32,Robot6,3,prover,total_lifecycle,2.78746412
32,Robot6,4,prover,e2e_blockchain,5.224505884999999
32,Robot6,4,prover,evidence_call,0.011591997
32,Robot6,4,prover,total_lifecycle,5.23935354
32,Robot6,5,prover,e2e_blockchain,4.566873870999999
32,Robot6,5,prover,evidence_call,0.008690471
32,Robot6,5,prover,total_lifecycle,4.579790594
32,Robot6,6,prover,e2e_blockchain,4.993710016
32,Robot6,6,prover,evidence_call,0.009237882000000001
32,Robot6,6,prover,total_lifecycle,5.007303659
32,Robot6,7,prover,e2e_blockchain,2.398355718
32,Robot6,7,prover,evidence_call,0.009026659000000001
32,Robot6,7,prover,total_lifecycle,2.415255173
32,Robot6,8,prover,e2e_blockchain,2.776933385
32,Robot6,8,prover,evidence_call,0.023410208999999998
32,Robot6,8,prover,total_lifecycle,2.793090432
32,Robot6,9,prover,e2e_blockchain,5.227403572
32,Robot6,9,prover,evidence_call,0.022963951000000003
32,Robot6,9,prover,total_lifecycle,5.2376975439999995
32,Robot7,1,prover,e2e_blockchain,9.118733317
32,Robot7,1,prover,evidence_call,0.062884328
32,Robot7,1,prover,total_lifecycle,9.136125187
32,Robot7,10,prover,e2e_blockchain,4.576810198
32,Robot7,10,prover,evidence_call,0.01352369
32,Robot7,10,prover,total_lifecycle,4.588313448
32,Robot7,2,prover,e2e_blockchain,2.421921094
32,Robot7,2,prover,evidence_call,0.023743188
32,Robot7,2,prover,total_lifecycle,2.4384122120000002
32,Robot7,3,prover,e2e_blockchain,4.834686617
32,Robot7,3,prover,evidence_call,0.023382543
32,Robot7,3,prover,total_lifecycle,4.847301531
32,Robot7,4,prover,e2e_blockchain,5.225758644
32,Robot7,4,prover,evidence_call,0.014507893
32,Robot7,4,prover,total_lifecycle,5.236534746
32,Robot7,5,prover,e2e_blockchain,4.566212133
32,Robot7,5,prover,evidence_call,0.010068489
32,Robot7,5,prover,total_lifecycle,4.577763315
32,Robot7,6,prover,e2e_blockchain,3.030873694
32,Robot7,6,prover,evidence_call,0.030751049
32,Robot7,6,prover,total_lifecycle,3.043285074
32,Robot7,7,prover,e2e_blockchain,4.371411262
32,Robot7,7,prover,evidence_call,0.060109648999999994
32,Robot7,7,prover,total_lifecycle,4.3828107659999995
32,Robot7,8,prover,e2e_blockchain,4.895667747
32,Robot7,8,prover,evidence_call,0.012718614000000001
32,Robot7,8,prover,total_lifecycle,4.908842032
32,Robot7,9,prover,e2e_blockchain,3.231859094
32,Robot7,9,prover,evidence_call,0.010422954
32,Robot7,9,prover,total_lifecycle,3.243437308
32,Robot8,1,prover,e2e_blockchain,9.136314092000001
32,Robot8,1,prover,evidence_call,0.037986926
32,Robot8,1,prover,total_lifecycle,9.148040663
32,Robot8,10,prover,e2e_blockchain,4.587126248
32,Robot8,10,prover,evidence_call,0.023102855999999998
32,Robot8,10,prover,total_lifecycle,4.597474301999999
32,Robot8,2,prover,e2e_blockchain,4.4304047419999995
32,Robot8,2,prover,evidence_call,0.029593638
32,Robot8,2,prover,total_lifecycle,4.444589325
32,Robot8,3,prover,e2e_blockchain,2.761349563
32,Robot8,3,prover,evidence_call,0.009412524
32,Robot8,3,prover,total_lifecycle,2.7733333360000003
32,Robot8,4,prover,e2e_blockchain,3.242787786
32,Robot8,4,prover,evidence_call,0.008215562999999999
32,Robot8,4,prover,total_lifecycle,3.2546143109999996
32,Robot8,5,prover,e2e_blockchain,4.568333539
32,Robot8,5,prover,evidence_call,0.025617052
32,Robot8,5,prover,total_lifecycle,4.579041416
32,Robot8,6,prover,e2e_blockchain,4.98465607
32,Robot8,6,prover,evidence_call,0.010907673000000001
32,Robot8,6,prover,total_lifecycle,4.99625809
32,Robot8,7,prover,e2e_blockchain,4.363712673
32,Robot8,7,prover,evidence_call,0.014128655
32,Robot8,7,prover,total_lifecycle,4.377594244
32,Robot8,8,prover,e2e_blockchain,4.828569619
32,Robot8,8,prover,evidence_call,0.014280103
32,Robot8,8,prover,total_lifecycle,4.8478802839999995
32,Robot8,9,prover,e2e_blockchain,3.239181459
32,Robot8,9,prover,evidence_call,0.026714748
32,Robot8,9,prover,total_lifecycle,3.2514745659999997
32,Robot9,1,prover,e2e_blockchain,9.143300493
32,Robot9,1,prover,evidence_call,0.059246972999999994
32,Robot9,1,prover,total_lifecycle,9.154966079
32,Robot9,10,prover,e2e_blockchain,2.5733127810000003
32,Robot9,10,prover,evidence_call,0.008854017
32,Robot9,10,prover,total_lifecycle,2.5838246629999997
32,Robot9,2,prover,e2e_blockchain,6.360601973
32,Robot9,2,prover,evidence_call,0.009768869000000001
32,Robot9,2,prover,total_lifecycle,6.371402291000001
32,Robot9,3,prover,e2e_blockchain,4.792725466
32,Robot9,3,prover,evidence_call,0.012926752
32,Robot9,3,prover,total_lifecycle,4.813073650000001
32,Robot9,4,prover,e2e_blockchain,5.1834701569999995
32,Robot9,4,prover,evidence_call,0.00847307
32,Robot9,4,prover,total_lifecycle,5.195591666
32,Robot9,5,prover,e2e_blockchain,2.5673133200000002
32,Robot9,5,prover,evidence_call,0.018609364
32,Robot9,5,prover,total_lifecycle,2.576583942
32,Robot9,6,prover,e2e_blockchain,4.979196223
32,Robot9,6,prover,evidence_call,0.011794358000000001
32,Robot9,6,prover,total_lifecycle,4.989018034
32,Robot9,7,prover,e2e_blockchain,4.3801030579999995
32,Robot9,7,prover,evidence_call,0.015006405
32,Robot9,7,prover,total_lifecycle,4.396048199
32,Robot9,8,prover,e2e_blockchain,4.846809908999999
32,Robot9,8,prover,evidence_call,0.012843092
32,Robot9,8,prover,total_lifecycle,4.856580276
32,Robot9,9,prover,e2e_blockchain,5.21123023
32,Robot9,9,prover,evidence_call,0.010131463
32,Robot9,9,prover,total_lifecycle,5.227219707000001
32,SECaaS,1,verifier,reaction_time,0.00170522
32,SECaaS,1,verifier,reaction_time,0.51708193
32,SECaaS,1,verifier,reaction_time,0.7975085080000001
32,SECaaS,1,verifier,reaction_time,1.102493739
32,SECaaS,1,verifier,reaction_time,1.382238456
32,SECaaS,1,verifier,reaction_time,1.5978944449999999
32,SECaaS,1,verifier,reaction_time,1.836473031
32,SECaaS,1,verifier,reaction_time,2.122815643
32,SECaaS,1,verifier,reaction_time,2.335664253
32,SECaaS,1,verifier,reaction_time,2.567140813
32,SECaaS,1,verifier,reaction_time,2.7739439200000002
32,SECaaS,1,verifier,reaction_time,2.9605828379999997
32,SECaaS,1,verifier,reaction_time,3.139315281
32,SECaaS,1,verifier,reaction_time,3.324570924
32,SECaaS,1,verifier,reaction_time,3.487550924
32,SECaaS,1,verifier,reaction_time,3.6149830560000002
32,SECaaS,1,verifier,reaction_time,3.730622805
32,SECaaS,1,verifier,reaction_time,3.873382415
32,SECaaS,1,verifier,reaction_time,3.9980417750000004
32,SECaaS,1,verifier,reaction_time,4.163939322999999
32,SECaaS,1,verifier,reaction_time,4.28605548
32,SECaaS,1,verifier,reaction_time,4.3994403769999995
32,SECaaS,1,verifier,reaction_time,4.5345055400000005
32,SECaaS,1,verifier,reaction_time,4.658981573
32,SECaaS,1,verifier,reaction_time,4.790507872
32,SECaaS,1,verifier,reaction_time,4.954647904000001
32,SECaaS,1,verifier,reaction_time,5.131833781999999
32,SECaaS,1,verifier,reaction_time,5.312793535
32,SECaaS,1,verifier,reaction_time,5.506567901
32,SECaaS,1,verifier,reaction_time,5.6462183349999995
32,SECaaS,1,verifier,reaction_time,5.769184043
32,SECaaS,1,verifier,reaction_time,5.8871276230000005
32,SECaaS,1,verifier,signatures_fetch,0.064174177
32,SECaaS,1,verifier,signatures_fetch,0.055115248
32,SECaaS,1,verifier,signatures_fetch,0.027093575999999998
32,SECaaS,1,verifier,signatures_fetch,0.046441105
32,SECaaS,1,verifier,signatures_fetch,0.027204924
32,SECaaS,1,verifier,signatures_fetch,0.03489197
32,SECaaS,1,verifier,signatures_fetch,0.03698391
32,SECaaS,1,verifier,signatures_fetch,0.030248960000000002
32,SECaaS,1,verifier,signatures_fetch,0.025980187999999998
32,SECaaS,1,verifier,signatures_fetch,0.041955019999999996
32,SECaaS,1,verifier,signatures_fetch,0.024571652
32,SECaaS,1,verifier,signatures_fetch,0.018595656999999998
32,SECaaS,1,verifier,signatures_fetch,0.033645905999999996
32,SECaaS,1,verifier,signatures_fetch,0.020284486999999997
32,SECaaS,1,verifier,signatures_fetch,0.014553724
32,SECaaS,1,verifier,signatures_fetch,0.014838025
32,SECaaS,1,verifier,signatures_fetch,0.016113890999999998
32,SECaaS,1,verifier,signatures_fetch,0.01394057
32,SECaaS,1,verifier,signatures_fetch,0.016473484
32,SECaaS,1,verifier,signatures_fetch,0.011584339
32,SECaaS,1,verifier,signatures_fetch,0.010215027
32,SECaaS,1,verifier,signatures_fetch,0.016317907000000003
32,SECaaS,1,verifier,signatures_fetch,0.011464822
32,SECaaS,1,verifier,signatures_fetch,0.012221237999999999
32,SECaaS,1,verifier,signatures_fetch,0.019485235
32,SECaaS,1,verifier,signatures_fetch,0.021523194
32,SECaaS,1,verifier,signatures_fetch,0.024492802
32,SECaaS,1,verifier,signatures_fetch,0.013602639
32,SECaaS,1,verifier,signatures_fetch,0.014109835000000001
32,SECaaS,1,verifier,signatures_fetch,0.011490465
32,SECaaS,1,verifier,signatures_fetch,0.01053595
32,SECaaS,1,verifier,signatures_fetch,0.010954929
32,SECaaS,1,verifier,verify_compute,1.1804e-05
32,SECaaS,1,verifier,verify_compute,1.6233999999999997e-05
32,SECaaS,1,verifier,verify_compute,1.3124e-05
32,SECaaS,1,verifier,verify_compute,2.2728000000000003e-05
32,SECaaS,1,verifier,verify_compute,1.3435000000000001e-05
32,SECaaS,1,verifier,verify_compute,1.8196e-05
32,SECaaS,1,verifier,verify_compute,1.4224000000000001e-05
32,SECaaS,1,verifier,verify_compute,1.33e-05
32,SECaaS,1,verifier,verify_compute,1.5197e-05
32,SECaaS,1,verifier,verify_compute,1.3239000000000001e-05
32,SECaaS,1,verifier,verify_compute,8.106e-06
32,SECaaS,1,verifier,verify_compute,8.097e-06
32,SECaaS,1,verifier,verify_compute,1.2903e-05
32,SECaaS,1,verifier,verify_compute,1.1924000000000001e-05
32,SECaaS,1,verifier,verify_compute,7.15e-06
32,SECaaS,1,verifier,verify_compute,8.17e-06
32,SECaaS,1,verifier,verify_compute,8.269e-06
32,SECaaS,1,verifier,verify_compute,8.347e-06
32,SECaaS,1,verifier,verify_compute,8.259e-06
32,SECaaS,1,verifier,verify_compute,9.552e-06
32,SECaaS,1,verifier,verify_compute,7.081e-06
32,SECaaS,1,verifier,verify_compute,7.265e-06
32,SECaaS,1,verifier,verify_compute,6.978e-06
32,SECaaS,1,verifier,verify_compute,7.991e-06
32,SECaaS,1,verifier,verify_compute,7.849e-06
32,SECaaS,1,verifier,verify_compute,1.1575e-05
32,SECaaS,1,verifier,verify_compute,8.035999999999999e-06
32,SECaaS,1,verifier,verify_compute,8.605e-06
32,SECaaS,1,verifier,verify_compute,7.579e-06
32,SECaaS,1,verifier,verify_compute,7.251e-06
32,SECaaS,1,verifier,verify_compute,7.049e-06
32,SECaaS,1,verifier,verify_compute,7.938000000000001e-06
32,SECaaS,1,verifier,result_call,0.13779335599999998
32,SECaaS,1,verifier,result_call,0.12912320600000002
32,SECaaS,1,verifier,result_call,0.11824567
32,SECaaS,1,verifier,result_call,0.1311167
32,SECaaS,1,verifier,result_call,0.084629345
32,SECaaS,1,verifier,result_call,0.104837105
32,SECaaS,1,verifier,result_call,0.130160584
32,SECaaS,1,verifier,result_call,0.099048839
32,SECaaS,1,verifier,result_call,0.08692466
32,SECaaS,1,verifier,result_call,0.06632792000000001
32,SECaaS,1,verifier,result_call,0.077829842
32,SECaaS,1,verifier,result_call,0.077394473
32,SECaaS,1,verifier,result_call,0.07382727
32,SECaaS,1,verifier,result_call,0.056171191
32,SECaaS,1,verifier,result_call,0.057567456
32,SECaaS,1,verifier,result_call,0.046088993
32,SECaaS,1,verifier,result_call,0.061876625
32,SECaaS,1,verifier,result_call,0.047948521
32,SECaaS,1,verifier,result_call,0.084609084
32,SECaaS,1,verifier,result_call,0.045856981
32,SECaaS,1,verifier,result_call,0.045605023
32,SECaaS,1,verifier,result_call,0.058330122000000005
32,SECaaS,1,verifier,result_call,0.051597775
32,SECaaS,1,verifier,result_call,0.058516752
32,SECaaS,1,verifier,result_call,0.057071252
32,SECaaS,1,verifier,result_call,0.057575639000000005
32,SECaaS,1,verifier,result_call,0.080322664
32,SECaaS,1,verifier,result_call,0.061207493999999994
32,SECaaS,1,verifier,result_call,0.045823175
32,SECaaS,1,verifier,result_call,0.049954526
32,SECaaS,1,verifier,result_call,0.049058827
32,SECaaS,1,verifier,result_call,0.050113596999999996
32,SECaaS,1,verifier,total_lifecycle,0.507368641
32,SECaaS,1,verifier,total_lifecycle,0.27211168500000005
32,SECaaS,1,verifier,total_lifecycle,0.287979629
32,SECaaS,1,verifier,total_lifecycle,0.268692347
32,SECaaS,1,verifier,total_lifecycle,0.197456997
32,SECaaS,1,verifier,total_lifecycle,0.220544007
32,SECaaS,1,verifier,total_lifecycle,0.27438918
32,SECaaS,1,verifier,total_lifecycle,0.20039969
32,SECaaS,1,verifier,total_lifecycle,0.211071025
32,SECaaS,1,verifier,total_lifecycle,0.195001142
32,SECaaS,1,verifier,total_lifecycle,0.16482085000000002
32,SECaaS,1,verifier,total_lifecycle,0.16358045000000002
32,SECaaS,1,verifier,total_lifecycle,0.168477035
32,SECaaS,1,verifier,total_lifecycle,0.150350738
32,SECaaS,1,verifier,total_lifecycle,0.115725286
32,SECaaS,1,verifier,total_lifecycle,0.10234367600000001
32,SECaaS,1,verifier,total_lifecycle,0.13254738900000002
32,SECaaS,1,verifier,total_lifecycle,0.107413439
32,SECaaS,1,verifier,total_lifecycle,0.15286754
32,SECaaS,1,verifier,total_lifecycle,0.109321521
32,SECaaS,1,verifier,total_lifecycle,0.09534029
32,SECaaS,1,verifier,total_lifecycle,0.12186934599999999
32,SECaaS,1,verifier,total_lifecycle,0.111239022
32,SECaaS,1,verifier,total_lifecycle,0.11439424
32,SECaaS,1,verifier,total_lifecycle,0.150574825
32,SECaaS,1,verifier,total_lifecycle,0.163796107
32,SECaaS,1,verifier,total_lifecycle,0.161231117
32,SECaaS,1,verifier,total_lifecycle,0.177674094
32,SECaaS,1,verifier,total_lifecycle,0.12415566800000001
32,SECaaS,1,verifier,total_lifecycle,0.1054571
32,SECaaS,1,verifier,total_lifecycle,0.100253757
32,SECaaS,1,verifier,total_lifecycle,0.097867275
32,SECaaS,1,oracle,reaction_time,0.00170522
32,SECaaS,1,oracle,reaction_time,0.51708193
32,SECaaS,1,oracle,reaction_time,0.7975085080000001
32,SECaaS,1,oracle,reaction_time,1.102493739
32,SECaaS,1,oracle,reaction_time,1.382238456
32,SECaaS,1,oracle,reaction_time,1.5978944449999999
32,SECaaS,1,oracle,reaction_time,1.836473031
32,SECaaS,1,oracle,reaction_time,2.122815643
32,SECaaS,1,oracle,reaction_time,2.335664253
32,SECaaS,1,oracle,reaction_time,2.567140813
32,SECaaS,1,oracle,reaction_time,2.7739439200000002
32,SECaaS,1,oracle,reaction_time,2.9605828379999997
32,SECaaS,1,oracle,reaction_time,3.139315281
32,SECaaS,1,oracle,reaction_time,3.324570924
32,SECaaS,1,oracle,reaction_time,3.487550924
32,SECaaS,1,oracle,reaction_time,3.6149830560000002
32,SECaaS,1,oracle,reaction_time,3.730622805
32,SECaaS,1,oracle,reaction_time,3.873382415
32,SECaaS,1,oracle,reaction_time,3.9980417750000004
32,SECaaS,1,oracle,reaction_time,4.163939322999999
32,SECaaS,1,oracle,reaction_time,4.28605548
32,SECaaS,1,oracle,reaction_time,4.3994403769999995
32,SECaaS,1,oracle,reaction_time,4.5345055400000005
32,SECaaS,1,oracle,reaction_time,4.658981573
32,SECaaS,1,oracle,reaction_time,4.790507872
32,SECaaS,1,oracle,reaction_time,4.954647904000001
32,SECaaS,1,oracle,reaction_time,5.131833781999999
32,SECaaS,1,oracle,reaction_time,5.312793535
32,SECaaS,1,oracle,reaction_time,5.506567901
32,SECaaS,1,oracle,reaction_time,5.6462183349999995
32,SECaaS,1,oracle,reaction_time,5.769184043
32,SECaaS,1,oracle,reaction_time,5.8871276230000005
32,SECaaS,1,oracle,prover_addr_fetch,0.139263593
32,SECaaS,1,oracle,prover_addr_fetch,0.032084931
32,SECaaS,1,oracle,prover_addr_fetch,0.064867664
32,SECaaS,1,oracle,prover_addr_fetch,0.030213280999999998
32,SECaaS,1,oracle,prover_addr_fetch,0.030150178
32,SECaaS,1,oracle,prover_addr_fetch,0.030962202
32,SECaaS,1,oracle,prover_addr_fetch,0.042522179
32,SECaaS,1,oracle,prover_addr_fetch,0.020543189000000003
32,SECaaS,1,oracle,prover_addr_fetch,0.048621344999999996
32,SECaaS,1,oracle,prover_addr_fetch,0.026567272
32,SECaaS,1,oracle,prover_addr_fetch,0.023126836
32,SECaaS,1,oracle,prover_addr_fetch,0.017634752
32,SECaaS,1,oracle,prover_addr_fetch,0.019030216
32,SECaaS,1,oracle,prover_addr_fetch,0.023936910000000002
32,SECaaS,1,oracle,prover_addr_fetch,0.013465923
32,SECaaS,1,oracle,prover_addr_fetch,0.016389301
32,SECaaS,1,oracle,prover_addr_fetch,0.014387695
32,SECaaS,1,oracle,prover_addr_fetch,0.014564268
32,SECaaS,1,oracle,prover_addr_fetch,0.015315975999999999
32,SECaaS,1,oracle,prover_addr_fetch,0.019109229
32,SECaaS,1,oracle,prover_addr_fetch,0.011706424
32,SECaaS,1,oracle,prover_addr_fetch,0.019491111
32,SECaaS,1,oracle,prover_addr_fetch,0.013615931
32,SECaaS,1,oracle,prover_addr_fetch,0.014475635
32,SECaaS,1,oracle,prover_addr_fetch,0.022330279
32,SECaaS,1,oracle,prover_addr_fetch,0.031814088000000004
32,SECaaS,1,oracle,prover_addr_fetch,0.015051331
32,SECaaS,1,oracle,prover_addr_fetch,0.072584937
32,SECaaS,1,oracle,prover_addr_fetch,0.021150649
32,SECaaS,1,oracle,prover_addr_fetch,0.020120111000000003
32,SECaaS,1,oracle,prover_addr_fetch,0.012915355
32,SECaaS,1,oracle,prover_addr_fetch,0.012157315
32,SECaaS,1,oracle,db_lookup,0.002832935
32,SECaaS,1,oracle,db_lookup,0.001038506
32,SECaaS,1,oracle,db_lookup,0.001407204
32,SECaaS,1,oracle,db_lookup,0.0019144779999999998
32,SECaaS,1,oracle,db_lookup,0.002628663
32,SECaaS,1,oracle,db_lookup,0.0016093589999999999
32,SECaaS,1,oracle,db_lookup,0.002498812
32,SECaaS,1,oracle,db_lookup,0.0025078550000000002
32,SECaaS,1,oracle,db_lookup,0.0026475789999999997
32,SECaaS,1,oracle,db_lookup,0.000986327
32,SECaaS,1,oracle,db_lookup,0.001267839
32,SECaaS,1,oracle,db_lookup,0.0031138349999999997
32,SECaaS,1,oracle,db_lookup,0.0009979519999999999
32,SECaaS,1,oracle,db_lookup,0.001001313
32,SECaaS,1,oracle,db_lookup,0.000957357
32,SECaaS,1,oracle,db_lookup,0.0009076549999999999
32,SECaaS,1,oracle,db_lookup,0.00101963
32,SECaaS,1,oracle,db_lookup,0.001296878
32,SECaaS,1,oracle,db_lookup,0.002712463
32,SECaaS,1,oracle,db_lookup,0.0009444280000000001
32,SECaaS,1,oracle,db_lookup,0.002816729
32,SECaaS,1,oracle,db_lookup,0.0009321
32,SECaaS,1,oracle,db_lookup,0.000995117
32,SECaaS,1,oracle,db_lookup,0.00080245
32,SECaaS,1,oracle,db_lookup,0.0011634409999999999
32,SECaaS,1,oracle,db_lookup,0.00209025
32,SECaaS,1,oracle,db_lookup,0.000815284
32,SECaaS,1,oracle,db_lookup,0.0007675269999999999
32,SECaaS,1,oracle,db_lookup,0.001136382
32,SECaaS,1,oracle,db_lookup,0.0009608100000000001
32,SECaaS,1,oracle,db_lookup,0.000935432
32,SECaaS,1,oracle,db_lookup,0.001136227
32,SECaaS,10,verifier,reaction_time,0.0050563890000000005
32,SECaaS,10,verifier,reaction_time,0.106537826
32,SECaaS,10,verifier,reaction_time,0.189957293
32,SECaaS,10,verifier,reaction_time,0.285998752
32,SECaaS,10,verifier,reaction_time,0.377481727
32,SECaaS,10,verifier,reaction_time,0.482733489
32,SECaaS,10,verifier,reaction_time,0.575667221
32,SECaaS,10,verifier,reaction_time,0.663375583
32,SECaaS,10,verifier,reaction_time,0.74842215
32,SECaaS,10,verifier,reaction_time,0.854914394
32,SECaaS,10,verifier,reaction_time,0.9429780419999999
32,SECaaS,10,verifier,reaction_time,1.049258959
32,SECaaS,10,verifier,reaction_time,1.1416694379999999
32,SECaaS,10,verifier,reaction_time,1.241302659
32,SECaaS,10,verifier,reaction_time,1.333766507
32,SECaaS,10,verifier,reaction_time,1.431220557
32,SECaaS,10,verifier,reaction_time,1.545439595
32,SECaaS,10,verifier,reaction_time,1.650566454
32,SECaaS,10,verifier,reaction_time,1.7414227100000002
32,SECaaS,10,verifier,reaction_time,1.8405199589999999
32,SECaaS,10,verifier,reaction_time,1.931825364
32,SECaaS,10,verifier,reaction_time,2.0116759689999997
32,SECaaS,10,verifier,reaction_time,2.098794441
32,SECaaS,10,verifier,reaction_time,2.181856711
32,SECaaS,10,verifier,reaction_time,2.2630543419999998
32,SECaaS,10,verifier,reaction_time,2.343733076
32,SECaaS,10,verifier,reaction_time,2.4261154879999998
32,SECaaS,10,verifier,reaction_time,2.5249132100000002
32,SECaaS,10,verifier,reaction_time,2.607095818
32,SECaaS,10,verifier,reaction_time,2.692418205
32,SECaaS,10,verifier,reaction_time,2.783320859
32,SECaaS,10,verifier,reaction_time,2.863713366
32,SECaaS,10,verifier,signatures_fetch,0.012110389
32,SECaaS,10,verifier,signatures_fetch,0.009448549
32,SECaaS,10,verifier,signatures_fetch,0.012561524000000001
32,SECaaS,10,verifier,signatures_fetch,0.010390718
32,SECaaS,10,verifier,signatures_fetch,0.021897934
32,SECaaS,10,verifier,signatures_fetch,0.011438564
32,SECaaS,10,verifier,signatures_fetch,0.008808152
32,SECaaS,10,verifier,signatures_fetch,0.009869583000000001
32,SECaaS,10,verifier,signatures_fetch,0.010917814
32,SECaaS,10,verifier,signatures_fetch,0.009441211
