n_robots,ssp_ms,iterq,cpu_limit,participant,run,role,metric,duration_s
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010795472
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010801111
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011947263
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010551625
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010947533
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010923684
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009643062
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010968125
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.012062697999999998
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.013379424999999999
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011531158
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011204726000000002
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010759305
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009108336
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.008995659
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.013406965
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.008630977
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009616767
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010397054000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.008547629000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010619054000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009163492
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009339876
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.008192276
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009398702
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.015126325
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.015314764
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009046957000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009208209
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011438214
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010210430000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010747285
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011166029
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011905865
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.012025787
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010670153000000002
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.012090019
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011698334
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009806349
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010178195000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010151991
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.018491768
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.016800475999999998
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.01056234
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010879975
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.008825245
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.018081464000000002
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010565039
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011083132
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009566591000000001
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009586744
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011245448
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009416546999999999
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.011360393
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.010737641999999999
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.012872017
16,20000.0,1.0,,SECaaS,2,oracle,prover_addr_fetch,0.009953396
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008709470000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000865171
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0011151420000000002
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000945929
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009721109999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000945038
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000890593
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008343129999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000933504
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008421910000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000947307
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000961414
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008819749999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000848446
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000850478
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000966483
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.00093331
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.002141124
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000848568
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000848006
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001050157
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000961446
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000848496
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008710430000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001689076
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009667219999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001606906
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000851442
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000938429
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008953870000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009096180000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001089491
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000919715
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0007324920000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0007763640000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001038103
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000874501
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000881047
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000951299
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000913635
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009056779999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000868104
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000844724
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009003759999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008702419999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000968916
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000935782
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000908635
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000965179
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0007199029999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000731458
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.002083845
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008492809999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0010301610000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001642622
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000991033
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0010311410000000002
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001642023
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000883816
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000917045
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000907862
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001042557
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009895779999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000875045
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001056103
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0009199119999999999
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0010028600000000002
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0011463749999999998
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000989111
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000943919
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000664234
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008055870000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000840691
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000700117
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001360174
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000700994
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001023251
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0011653500000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000974159
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001378636
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0012233650000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000773827
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.0008281990000000001
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000907416
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001199724
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000944874
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001426707
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001052614
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000914091
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000897787
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000987758
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000965036
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.00087385
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.000843475
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001079523
16,20000.0,1.0,,SECaaS,2,oracle,db_lookup,0.001247381
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030445177
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031889403999999996
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030160171
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033290520000000004
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03803763
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031373537
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.02827594
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.028347591000000002
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029505897
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.037970582999999995
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029065439000000002
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03071146
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.038245981
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03859767
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.049574694
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034943405
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.036882770999999995
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.042010612
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.036705174
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03517970300000001
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030664451
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033819906000000004
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034508803
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031303447
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033709531
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.044358752
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031507358
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033015697000000004
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031390366
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.040800420000000004
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034543191
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034837497999999995
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033009275000000005
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030994726
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029479215
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034701325
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.028611279
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029969269
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030926513
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030699515
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.028859978
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031599832
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029519528
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031354417
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033415951
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031462241
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031094527
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.032694772999999996
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030699537
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030639227
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033545263
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030182755
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03136714
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029531258
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029444169
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029039039
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029090188000000003
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029870523
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.02969569
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.029145295
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.027475543999999998
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030225006000000002
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03024198
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030091434
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034832731000000006
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031342204
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033504215999999996
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034373123
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03714665
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.032001726
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031286782
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033223238
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033641245
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.035353948
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034979928
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.040021709
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.035500388
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034613488
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03566957
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.035447977
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03187723
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.040337667
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.032434199999999996
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.034966081
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.030661344
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.036312080999999996
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031913384
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033888165
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.041167422
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033744745
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031785555
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031059014000000003
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.03533058
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.031954009
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.033427464000000004
16,20000.0,1.0,,SECaaS,2,oracle,ref_signature_call,0.032627736
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.07017334800000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059052011
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.057214899
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063782358
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.083284369
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059316916
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062739008
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.054889144
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.054102817000000004
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.067720243
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056413923
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.058697148
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.068286397
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.067759631
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.078827783
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059812089
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.072535337
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.07466999199999999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063621566
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.061201655
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.057533763
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06237378
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063248783
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059438198
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06580325299999999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.073800554
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062297837
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06286591899999999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.061096609999999996
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.07025775000000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.068791849
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.066486268
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.07042256100000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.05955833
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056817214
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.070858453
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.055352909
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056757694
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.071252077
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059428776999999995
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.057896977
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063577809
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.05891689
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06005077
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063793309
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.060318799
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.058908385
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.065097456
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062700665
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.058624865
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.067878167
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059392999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.057656052
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056638776
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.067119502
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.065389533
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056432935999999996
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.057927637
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.055183934999999996
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.056477105
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.054966999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.059820701
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.054967211
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.058777262000000004
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.068319407
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.083977085
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.060088093999999995
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062787149
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.0707834
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06317782799999999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062060493
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062969298
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.065826347
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.068153986
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06785028900000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.071986827
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.069269537
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.065202393
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063935091
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06503611100000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.073088212
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.082429619
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.065007591
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.066517566
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063227135
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.07636447099999999
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063319913
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.063038679
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06978274500000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.062292896
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.064942284
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06088752
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.066391149
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.06447314400000001
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.066454125
16,20000.0,1.0,,SECaaS,2,oracle,total_lifecycle,0.064333447
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.00029309800000000005
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.07198826200000001
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.13549268
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.196333404
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.262561572
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.323101699
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.386558151
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.453725873
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.5156692500000001
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.5806610409999999
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.6489920570000001
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.7143231409999999
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.785637449
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.85325162
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.920206312
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.990753564
16,20000.0,1.0,,SECaaS,3,oracle,reaction_time,0.000275251
