n_robots,participant,run,role,metric,run_median_s,run_mean_s,participant_group
4,Robot1,1,prover,e2e_blockchain,4.052188416,4.052188416,Robot
4,Robot1,1,prover,evidence_call,0.044020072,0.044020072,Robot
4,Robot1,1,prover,total_lifecycle,4.069692564,4.069692564,Robot
4,Robot1,2,prover,e2e_blockchain,2.936553203,2.936553203,Robot
4,Robot1,2,prover,evidence_call,0.022969126,0.022969126,Robot
4,Robot1,2,prover,total_lifecycle,2.956820409,2.956820409,Robot
4,Robot1,3,prover,e2e_blockchain,2.709505045,2.709505045,Robot
4,Robot1,3,prover,evidence_call,0.018615590999999997,0.018615590999999997,Robot
4,Robot1,3,prover,total_lifecycle,2.729116742,2.729116742,Robot
4,Robot1,4,prover,e2e_blockchain,3.534096831,3.534096831,Robot
4,Robot1,4,prover,evidence_call,0.013369845,0.013369845,Robot
4,Robot1,4,prover,total_lifecycle,3.5463878060000003,3.5463878060000003,Robot
4,Robot1,5,prover,e2e_blockchain,2.313278591,2.313278591,Robot
4,Robot1,5,prover,evidence_call,0.027994457,0.027994457,Robot
4,Robot1,5,prover,total_lifecycle,2.3250282390000003,2.3250282390000003,Robot
4,Robot1,6,prover,e2e_blockchain,2.278671039,2.278671039,Robot
4,Robot1,6,prover,evidence_call,0.023870832,0.023870832,Robot
4,Robot1,6,prover,total_lifecycle,2.291990946,2.291990946,Robot
4,Robot1,7,prover,e2e_blockchain,4.142804139,4.142804139,Robot
4,Robot1,7,prover,evidence_call,0.022412827,0.022412827,Robot
4,Robot1,7,prover,total_lifecycle,4.152406780000001,4.152406780000001,Robot
4,Robot1,8,prover,e2e_blockchain,2.904378948,2.904378948,Robot
4,Robot1,8,prover,evidence_call,0.021988028,0.021988028,Robot
4,Robot1,8,prover,total_lifecycle,2.915560423,2.915560423,Robot
4,Robot1,9,prover,e2e_blockchain,2.688389775,2.688389775,Robot
4,Robot1,9,prover,evidence_call,0.0230077,0.0230077,Robot
4,Robot1,9,prover,total_lifecycle,2.698184836,2.698184836,Robot
4,Robot1,10,prover,e2e_blockchain,2.6801556879999997,2.6801556879999997,Robot
4,Robot1,10,prover,evidence_call,0.016951087,0.016951087,Robot
4,Robot1,10,prover,total_lifecycle,2.6916531260000003,2.6916531260000003,Robot
4,Robot1,11,prover,e2e_blockchain,2.492240287,2.492240287,Robot
4,Robot1,11,prover,evidence_call,0.033043991,0.033043991,Robot
4,Robot1,11,prover,total_lifecycle,2.503171108,2.503171108,Robot
4,Robot1,12,prover,e2e_blockchain,2.273722239,2.273722239,Robot
4,Robot1,12,prover,evidence_call,0.022602587,0.022602587,Robot
4,Robot1,12,prover,total_lifecycle,2.2846417110000004,2.2846417110000004,Robot
4,Robot1,13,prover,e2e_blockchain,4.116381688000001,4.116381688000001,Robot
4,Robot1,13,prover,evidence_call,0.020609062,0.020609062,Robot
4,Robot1,13,prover,total_lifecycle,4.129222213,4.129222213,Robot
4,Robot1,14,prover,e2e_blockchain,2.890667429,2.890667429,Robot
4,Robot1,14,prover,evidence_call,0.017106358,0.017106358,Robot
4,Robot1,14,prover,total_lifecycle,2.906387257,2.906387257,Robot
4,Robot1,15,prover,e2e_blockchain,2.703136357,2.703136357,Robot
4,Robot1,15,prover,evidence_call,0.026939908,0.026939908,Robot
4,Robot1,15,prover,total_lifecycle,2.718474618,2.718474618,Robot
4,Robot1,16,prover,e2e_blockchain,3.697866231,3.697866231,Robot
4,Robot1,16,prover,evidence_call,0.013149202,0.013149202,Robot
4,Robot1,16,prover,total_lifecycle,3.7099250219999997,3.7099250219999997,Robot
4,Robot1,17,prover,e2e_blockchain,2.470315158,2.470315158,Robot
4,Robot1,17,prover,evidence_call,0.018554966,0.018554966,Robot
4,Robot1,17,prover,total_lifecycle,2.48200035,2.48200035,Robot
4,Robot1,18,prover,e2e_blockchain,3.286954394,3.286954394,Robot
4,Robot1,18,prover,evidence_call,0.014768733,0.014768733,Robot
4,Robot1,18,prover,total_lifecycle,3.30350187,3.30350187,Robot
4,Robot1,19,prover,e2e_blockchain,3.2935959130000003,3.2935959130000003,Robot
4,Robot1,19,prover,evidence_call,0.013272721000000001,0.013272721000000001,Robot
4,Robot1,19,prover,total_lifecycle,3.304378934,3.304378934,Robot
4,Robot1,20,prover,e2e_blockchain,4.106349837,4.106349837,Robot
4,Robot1,20,prover,evidence_call,0.010957751,0.010957751,Robot
4,Robot1,20,prover,total_lifecycle,4.118523081999999,4.118523081999999,Robot
4,Robot2,1,prover,e2e_blockchain,4.032334103,4.032334103,Robot
4,Robot2,1,prover,evidence_call,0.033675129,0.033675129,Robot
4,Robot2,1,prover,total_lifecycle,4.0583643910000005,4.0583643910000005,Robot
4,Robot2,2,prover,e2e_blockchain,2.944381989,2.944381989,Robot
4,Robot2,2,prover,evidence_call,0.049484271999999996,0.049484271999999996,Robot
4,Robot2,2,prover,total_lifecycle,2.956804671,2.956804671,Robot
4,Robot2,3,prover,e2e_blockchain,2.7056507929999998,2.7056507929999998,Robot
4,Robot2,3,prover,evidence_call,0.02678098,0.02678098,Robot
4,Robot2,3,prover,total_lifecycle,2.725057207,2.725057207,Robot
4,Robot2,4,prover,e2e_blockchain,3.515753933,3.515753933,Robot
4,Robot2,4,prover,evidence_call,0.016950959,0.016950959,Robot
4,Robot2,4,prover,total_lifecycle,3.537039032,3.537039032,Robot
4,Robot2,5,prover,e2e_blockchain,2.27842326,2.27842326,Robot
4,Robot2,5,prover,evidence_call,0.016055385999999998,0.016055385999999998,Robot
4,Robot2,5,prover,total_lifecycle,2.29263377,2.29263377,Robot
4,Robot2,6,prover,e2e_blockchain,2.2663300599999996,2.2663300599999996,Robot
4,Robot2,6,prover,evidence_call,0.019660045,0.019660045,Robot
4,Robot2,6,prover,total_lifecycle,2.27698794,2.27698794,Robot
4,Robot2,7,prover,e2e_blockchain,4.110482535,4.110482535,Robot
4,Robot2,7,prover,evidence_call,0.015081453,0.015081453,Robot
4,Robot2,7,prover,total_lifecycle,4.124573054000001,4.124573054000001,Robot
4,Robot2,8,prover,e2e_blockchain,2.87962285,2.87962285,Robot
4,Robot2,8,prover,evidence_call,0.018896634,0.018896634,Robot
4,Robot2,8,prover,total_lifecycle,2.890510969,2.890510969,Robot
4,Robot2,9,prover,e2e_blockchain,2.680194945,2.680194945,Robot
4,Robot2,9,prover,evidence_call,0.01415804,0.01415804,Robot
4,Robot2,9,prover,total_lifecycle,2.690467925,2.690467925,Robot
4,Robot2,10,prover,e2e_blockchain,2.669792976,2.669792976,Robot
4,Robot2,10,prover,evidence_call,0.014676781,0.014676781,Robot
4,Robot2,10,prover,total_lifecycle,2.684204309,2.684204309,Robot
4,Robot2,11,prover,e2e_blockchain,2.4660073590000002,2.4660073590000002,Robot
4,Robot2,11,prover,evidence_call,0.019084676000000002,0.019084676000000002,Robot
4,Robot2,11,prover,total_lifecycle,2.482659069,2.482659069,Robot
4,Robot2,12,prover,e2e_blockchain,2.254773917,2.254773917,Robot
4,Robot2,12,prover,evidence_call,0.013147845,0.013147845,Robot
4,Robot2,12,prover,total_lifecycle,2.267665292,2.267665292,Robot
4,Robot2,13,prover,e2e_blockchain,4.098063603,4.098063603,Robot
4,Robot2,13,prover,evidence_call,0.013576267,0.013576267,Robot
4,Robot2,13,prover,total_lifecycle,4.109706129999999,4.109706129999999,Robot
4,Robot2,14,prover,e2e_blockchain,2.8672611029999997,2.8672611029999997,Robot
4,Robot2,14,prover,evidence_call,0.011789814,0.011789814,Robot
4,Robot2,14,prover,total_lifecycle,2.878625633,2.878625633,Robot
4,Robot2,15,prover,e2e_blockchain,2.873657521,2.873657521,Robot
4,Robot2,15,prover,evidence_call,0.023029572,0.023029572,Robot
4,Robot2,15,prover,total_lifecycle,2.883494851,2.883494851,Robot
