n_robots,mode,variant,ssp_s,iterqu,cpu_limit,participant,participant_group,role,metric,run_count,mean_s,std_s,min_s,max_s,median_s,p25_s,p75_s
4,startup,,,,,SECaaS,SECaaS,oracle,prover_addr_fetch,5,0.02023090785,0.006637366630652433,0.014908071750000002,0.029026021,0.01657910975,0.014973697250000001,0.0256676395
4,startup,,,,,SECaaS,SECaaS,oracle,reaction_time,5,0.2105798768,0.0683598582775411,0.1527407085,0.31835263725,0.1813409675,0.16374353125000002,0.2367215395
4,startup,,,,,SECaaS,SECaaS,verifier,reaction_time,5,0.2105798768,0.0683598582775411,0.1527407085,0.31835263725,0.1813409675,0.16374353125000002,0.2367215395
4,startup,,,,,SECaaS,SECaaS,verifier,result_call,5,0.05541408515,0.01621001685840721,0.043281564499999994,0.082980565,0.0472868825,0.0467008675,0.05682054625
4,startup,,,,,SECaaS,SECaaS,verifier,signatures_fetch,5,0.0161624195,0.003936150225556525,0.01160609625,0.02109762175,0.01546059075,0.0134680145,0.01917977425
4,startup,,,,,SECaaS,SECaaS,verifier,total_lifecycle,5,0.12201036345,0.03241930996413923,0.09441700975,0.17261610700000002,0.10737367974999999,0.1000404485,0.13560457225
4,startup,,,,,SECaaS,SECaaS,verifier,verify_compute,5,1.4095e-06,4.0005976116075465e-07,9.857499999999998e-07,1.8772500000000001e-06,1.3175e-06,1.0927499999999998e-06,1.77425e-06
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,prover,e2e_blockchain,5,5.011317716366667,0.22470018166508815,4.720993221833333,5.200288175333333,5.136449552333334,4.817739697333334,5.1811179350000005
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,prover,evidence_call,5,0.008735470433333333,0.001071491099569282,0.007566118,0.009898201,0.008845612666666667,0.007720498,0.0096469225
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,prover,total_lifecycle,5,5.047129255766667,0.2171800858702105,4.7705151985,5.228803048666666,5.169264616166667,4.854840322666667,5.212223092833334
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,verifier,reaction_time,5,0.0038667691952380956,0.001363822242878444,0.0025303065,0.006163551000000001,0.0035309491428571426,0.003366197333333333,0.003742842
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,verifier,result_call,5,0.009000150364285715,0.0012959471829296107,0.007605019571428571,0.010898928333333334,0.008671633166666666,0.008190467,0.00963470375
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,verifier,signatures_fetch,5,0.002251520783333333,0.0004223921149398502,0.0017778709999999999,0.0028542314999999998,0.0020733880000000002,0.0020602781666666666,0.00249183525
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,verifier,total_lifecycle,5,0.011298893823809523,0.0016922294952507542,0.009730370285714286,0.013809810333333334,0.0107743055,0.01001130675,0.01216867625
8,continuous,standard,20.0,1.0,0.4,Robot1,Robot,verifier,verify_compute,5,4.0017857142857144e-07,4.93934510861924e-08,3.2575e-07,4.635e-07,4.055e-07,3.94e-07,4.121428571428571e-07
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,prover,e2e_blockchain,5,5.0279815542333335,0.17052130579750205,4.818367486833334,5.178708419833334,5.110311569333334,4.8703142611666665,5.1622060339999996
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,prover,evidence_call,5,0.009894085,0.003257840110260872,0.007112948,0.014520648833333335,0.007953353333333333,0.007757327666666667,0.012126147166666665
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,prover,total_lifecycle,5,5.0615688669,0.17208504226526522,4.852291402666666,5.208964259666667,5.151537763,4.898458773000001,5.196592136166667
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,verifier,reaction_time,5,0.0050340296738095236,0.0014692937640886547,0.0028703862857142855,0.006542498833333334,0.004892169625,0.0046137951249999995,0.0062512984999999995
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,verifier,result_call,5,0.011088859096428571,0.0010118203441362693,0.009804745857142857,0.012441922666666667,0.010871373375,0.01063536625,0.011690887333333332
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,verifier,signatures_fetch,5,0.0026849080023809524,0.0006982298055764556,0.0022155408749999998,0.0038968695000000005,0.0024158763333333336,0.0022526344285714287,0.002643618875
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,verifier,total_lifecycle,5,0.0138191702,0.0016251581770315052,0.012105122,0.016385771,0.013556568375,0.012893253125,0.014155136499999998
8,continuous,standard,20.0,1.0,0.4,Robot2,Robot,verifier,verify_compute,5,3.9855714285714287e-07,2.391205846062322e-08,3.64375e-07,4.2566666666666665e-07,4.08125e-07,3.852857142857143e-07,4.093333333333333e-07
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,prover,e2e_blockchain,5,5.0297737153333335,0.16921755174755337,4.8286388955,5.1890744553333334,5.113568029333334,4.865957048166667,5.151630148333333
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,prover,evidence_call,5,0.012922206866666666,0.005045783737184119,0.008069133833333334,0.018830860166666668,0.010402980333333332,0.0094138885,0.0178941715
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,prover,total_lifecycle,5,5.061695735033334,0.17114535748748003,4.858801591,5.216968896333333,5.154235137666666,4.893780738,5.184692312166667
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,verifier,reaction_time,5,0.0036878681533333334,0.0012261972455872888,0.002763988,0.0057534578,0.0031096815999999998,0.0029583651999999998,0.0038538481666666666
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,verifier,result_call,5,0.009807342413333333,0.001693443462718731,0.008017982,0.0122049064,0.009208915833333333,0.00876257,0.010842337833333333
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,verifier,signatures_fetch,5,0.0024227796533333335,0.0009658259497575528,0.0017561744,0.0041276868000000005,0.0020485724000000004,0.0019915703333333334,0.002189894333333333
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,verifier,total_lifecycle,5,0.012275019299999999,0.0025774068800432817,0.009812562799999999,0.016375531,0.011248952833333334,0.0108612932,0.013076756666666666
8,continuous,standard,20.0,1.0,0.4,Robot3,Robot,verifier,verify_compute,5,3.8420666666666665e-07,4.7124801207950896e-08,3.508e-07,4.6080000000000005e-07,3.558333333333333e-07,3.546e-07,3.9899999999999996e-07
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,prover,e2e_blockchain,5,5.020835315899999,0.18773752248089698,4.8142125474999995,5.183598858500001,5.129965036000001,4.818263086833333,5.158137050666666
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,prover,evidence_call,5,0.01604442873333333,0.004496683024778808,0.010237197833333333,0.019847917666666666,0.018503784333333332,0.012173961333333332,0.0194592825
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,prover,total_lifecycle,5,5.055233430866666,0.1861500131567728,4.851090836666667,5.2158383598333335,5.1639362381666665,4.853536077166667,5.1917656425
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,verifier,reaction_time,5,0.007969111891666667,0.0025605522138281486,0.005990271666666666,0.012458429,0.007109509125,0.0069788655000000005,0.007308484166666667
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,verifier,result_call,5,0.011926411211666666,0.0013442217809846756,0.010219133125,0.013864018666666667,0.011901287333333335,0.011305676333333334,0.0123419406
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,verifier,signatures_fetch,5,0.002996223098333333,0.0005971628936631797,0.002408494125,0.0039992581999999995,0.002807990833333333,0.0027999315,0.002965440833333333
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,verifier,total_lifecycle,5,0.014976270818333332,0.0016583665098268367,0.012673267125,0.016719836499999998,0.014922361666666667,0.014172569000000001,0.0163933198
8,continuous,standard,20.0,1.0,0.4,Robot4,Robot,verifier,verify_compute,5,4.343016666666666e-07,4.291132830876038e-08,4.128e-07,5.11e-07,4.15875e-07,4.1433333333333335e-07,4.175e-07
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,prover,e2e_blockchain,5,5.017752187966667,0.18839676086734589,4.810086924666667,5.1753292195,5.113974566166667,4.816226366333333,5.173143863166667
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,prover,evidence_call,5,0.011766337333333331,0.003387306399292092,0.008390705666666666,0.01602855,0.010473337499999999,0.009269584166666666,0.014669509333333332
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,prover,total_lifecycle,5,5.051805699733333,0.18632363043451458,4.848859139333333,5.208870593833334,5.1495256805,4.8496530416666666,5.202120043333333
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,verifier,reaction_time,5,0.006743857836666667,0.001884167062008273,0.004610254833333333,0.00909675575,0.0065230694,0.005319262,0.0081699472
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,verifier,result_call,5,0.010210467191666666,0.0007026021497267981,0.009324830333333332,0.0111086536,0.010075622400000001,0.009848621625,0.010694608
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,verifier,signatures_fetch,5,0.002644485366666667,0.0003104012734094271,0.0022194375,0.0030192718333333333,0.0025593536,0.0025575014,0.0028668625
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,verifier,total_lifecycle,5,0.012907687746666669,0.00048723112600668883,0.012405977833333333,0.013704733,0.012761216,0.012710682400000001,0.0129558295
8,continuous,standard,20.0,1.0,0.4,Robot5,Robot,verifier,verify_compute,5,4.018716666666667e-07,4.182698308375694e-08,3.326e-07,4.405e-07,4.10625e-07,3.9883333333333335e-07,4.2680000000000004e-07
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,prover,e2e_blockchain,5,5.015543481066667,0.1827617506218633,4.808095433166667,5.1771713329999995,5.1072488855,4.826789888833333,5.158411864833334
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,prover,evidence_call,5,0.012593527433333335,0.0014661854435225154,0.010455608333333333,0.014392143166666668,0.012965667833333333,0.012005245833333332,0.013148972
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,prover,total_lifecycle,5,5.049666812866667,0.180743953718777,4.8468473245,5.206590809333334,5.1440423310000005,4.859850945833333,5.191002653666667
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,verifier,reaction_time,5,0.007913186158333333,0.0021348282317188816,0.005485824166666667,0.00987508575,0.008873912666666666,0.005736410333333334,0.009594697875
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,verifier,result_call,5,0.013853894916666668,0.0009028208920590279,0.012803954833333334,0.014810352875,0.014038199666666668,0.013032254375,0.014584712833333333
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,verifier,signatures_fetch,5,0.004280054633333334,0.0006785625567710437,0.003406963375,0.004956416333333334,0.004212375,0.003872584125,0.004951934333333334
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,verifier,total_lifecycle,5,0.018185655175,0.0010585804662468228,0.016489091,0.0190437825,0.018725002875,0.017819431,0.0188509685
8,continuous,standard,20.0,1.0,0.4,Robot6,Robot,verifier,verify_compute,5,3.993166666666667e-07,2.7988241578682057e-08,3.7216666666666666e-07,4.4266666666666666e-07,3.87e-07,3.8400000000000005e-07,4.1075000000000005e-07
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,prover,e2e_blockchain,5,5.016118928033333,0.18398390256832262,4.813290640166667,5.180708129,5.108464415166666,4.819980030833333,5.158151425
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,prover,evidence_call,5,0.009509680066666668,0.0025257337564334827,0.007448682666666667,0.0137432835,0.008426095166666666,0.00807661,0.009853729
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,prover,total_lifecycle,5,5.0486323836333336,0.18249621298056354,4.848520733166667,5.208509767,5.144121955166667,4.852230936,5.189778526833333
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,verifier,reaction_time,5,0.005588294189285714,0.002451395267085265,0.002800794,0.00836185557142857,0.006420746875,0.0032365395,0.007121535
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,verifier,result_call,5,0.009009944899206349,0.002103757323433159,0.007257199666666666,0.012437342857142857,0.008914555888888889,0.007318129333333333,0.00912249675
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,verifier,signatures_fetch,5,0.002477844392063492,0.0004532234368707723,0.0019693036666666667,0.003170501571428571,0.0025218348333333335,0.002197497888888889,0.002530084
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,verifier,total_lifecycle,5,0.011529543120238095,0.002495216220374121,0.009269326333333333,0.015642805142857142,0.011155110000000001,0.009883715,0.011696759125
8,continuous,standard,20.0,1.0,0.4,Robot7,Robot,verifier,verify_compute,5,3.8385793650793646e-07,2.9965236430001166e-08,3.5733333333333336e-07,4.331111111111111e-07,3.7642857142857145e-07,3.641666666666667e-07,3.8825e-07
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,prover,e2e_blockchain,5,5.0214176791,0.17572907040153582,4.822745615166666,5.178420466166666,5.117292186,4.838203988166667,5.15042614
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,prover,evidence_call,5,0.014337813300000002,0.004520637904751332,0.008103910333333334,0.02069122666666667,0.014917639833333335,0.013004141333333332,0.014972148333333333
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,prover,total_lifecycle,5,5.053244755066666,0.1757439700034954,4.855812455666666,5.207208545166666,5.1507009466666664,4.8682883135,5.184213514333334
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,verifier,reaction_time,5,0.0080939206,0.0021059511403994195,0.006106887,0.011520377833333333,0.00781753525,0.006706643666666667,0.008318159249999998
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,verifier,result_call,5,0.014542195542857142,0.0036549315311095237,0.0111181415,0.019771565,0.0136270445,0.011534892714285714,0.016659334
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,verifier,signatures_fetch,5,0.003769187042857143,0.0009247875108480418,0.002912452,0.004875731666666667,0.003202946,0.0031885528333333336,0.004666252714285714
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,verifier,total_lifecycle,5,0.01835448192142857,0.0041102611770798495,0.01406247375,0.024695341666666665,0.016876041,0.016252592857142856,0.019885960333333334
8,continuous,standard,20.0,1.0,0.4,Robot8,Robot,verifier,verify_compute,5,3.765380952380952e-07,3.8965890077979214e-08,3.148571428571429e-07,4.1099999999999996e-07,3.808333333333334e-07,3.68e-07,4.0799999999999995e-07
8,continuous,standard,20.0,1.0,0.4,SECaaS,SECaaS,oracle,db_lookup,5,0.0009290235208333335,5.979607787885074e-05,0.0008291598958333333,0.0009859597291666667,0.0009396055208333332,0.0009301510208333334,0.0009602414375
8,continuous,standard,20.0,1.0,0.4,SECaaS,SECaaS,oracle,prover_addr_fetch,5,0.0096303592125,0.0013733801414557625,0.008574576333333334,0.012032291354166667,0.009218694250000001,0.008997832374999999,0.00932840175
8,continuous,standard,20.0,1.0,0.4,SECaaS,SECaaS,oracle,reaction_time,5,0.2229586565875,0.028102854003315893,0.20104407845833336,0.27087123845833333,0.2124434901875,0.20647682814583335,0.2239576476875
8,continuous,standard,20.0,1.0,0.4,SECaaS,SECaaS,oracle,ref_signature_call,5,0.030543246720833334,0.004568155567814875,0.027430205395833334,0.03852435864583333,0.02837528791666667,0.028261080291666667,0.030125301354166665
8,continuous,standard,20.0,1.0,0.4,SECaaS,SECaaS,oracle,total_lifecycle,5,0.05804066552083333,0.008170474902075545,0.052353950145833335,0.07234149279166667,0.055035905375,0.053590807125,0.05688117216666667
8,startup,,,,,Robot1,Robot,prover,e2e_blockchain,5,3.3136392872,0.38036313821129125,2.781040525,3.787423026,3.428128734,3.118598097,3.453006054
8,startup,,,,,Robot1,Robot,prover,evidence_call,5,0.0206088332,0.006630058647227767,0.013564864999999999,0.028766438999999998,0.020965708,0.014467186,0.025279968
8,startup,,,,,Robot1,Robot,prover,total_lifecycle,5,3.3456634834,0.3851360468575084,2.8069829530000003,3.8250408929999997,3.460168396,3.146737327,3.489387848
8,startup,,,,,Robot2,Robot,prover,e2e_blockchain,5,3.3105796126,0.37710728709665875,2.775533289,3.77904216,3.4270708169999997,3.13023555,3.441016247
8,startup,,,,,Robot2,Robot,prover,evidence_call,5,0.028043837999999998,0.027923475795471078,0.008719327,0.076483562,0.016866553,0.011550843,0.026598905
8,startup,,,,,Robot2,Robot,prover,total_lifecycle,5,3.3440302292,0.38312380252985423,2.802012232,3.82316278,3.455148593,3.161368219,3.478459322
8,startup,,,,,Robot3,Robot,prover,e2e_blockchain,5,3.3095473912,0.39019082053221754,2.7565784250000003,3.786092981,3.4427014920000003,3.112679912,3.449684146
8,startup,,,,,Robot3,Robot,prover,evidence_call,5,0.0278172078,0.017012801605076563,0.014124602,0.054582352,0.022218093,0.014216289,0.033944703
8,startup,,,,,Robot3,Robot,prover,total_lifecycle,5,3.3452560607999997,0.38869561046676654,2.786675239,3.815960225,3.4733207950000002,3.1615251549999996,3.48879889
8,startup,,,,,Robot4,Robot,prover,e2e_blockchain,5,3.3154639676000004,0.3950130990754435,2.7554129630000004,3.806376824,3.4291699650000003,3.126496761,3.4598633249999997
8,startup,,,,,Robot4,Robot,prover,evidence_call,5,0.0201003906,0.014964723456852598,0.010884551,0.046654618,0.014786994,0.012478437,0.015697353
8,startup,,,,,Robot4,Robot,prover,total_lifecycle,5,3.3485734985999995,0.39914217969991306,2.7841725790000003,3.846208235,3.459783559,3.15647825,3.49622487
8,startup,,,,,Robot5,Robot,prover,e2e_blockchain,5,3.308163781,0.38561289466355486,2.763949378,3.797436448,3.421214168,3.129504206,3.428714705
8,startup,,,,,Robot5,Robot,prover,evidence_call,5,0.0418229722,0.03142529119769064,0.012646969000000001,0.09501419400000001,0.036688996,0.026679628,0.038085074
8,startup,,,,,Robot5,Robot,prover,total_lifecycle,5,3.3387235552,0.385323692612486,2.794174646,3.823878659,3.451276223,3.1573743469999997,3.466913901
