timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1767610979980,3.68,50.09,15707.25,0.32,0.0,0.188,0.006,0.006
1767610980997,5.41,50.1,15707.25,0.32,0.0,0.188,0.007,0.008
1767610982005,9.06,50.11,15707.25,0.32,0.0,0.188,0.009,0.012
1767610983021,6.16,50.11,15707.25,0.32,0.0,0.188,0.011,0.014
1767610984035,5.87,50.11,15707.25,0.32,0.0,0.188,0.013,0.017
1767610985049,6.59,50.12,15707.25,0.32,0.0,0.188,0.015,0.02
1767610986059,6.59,50.15,15707.25,0.32,0.0,0.188,0.016,0.022
1767610987066,5.72,50.14,15707.25,0.32,0.0,0.188,0.018,0.024
1767610988081,6.25,50.15,15707.25,0.32,0.0,0.188,0.02,0.027
1767610989093,6.51,50.15,15707.25,0.32,0.0,0.195,0.021,0.03
1767610990105,6.85,50.16,15707.25,0.32,0.0,0.195,0.023,0.033
1767610991112,6.09,50.16,15707.25,0.32,0.0,0.195,0.025,0.035
1767610992124,7.05,50.17,15707.25,0.32,0.0,0.203,0.027,0.038
1767610993135,7.6,50.18,15707.25,0.32,0.0,0.211,0.029,0.041
1767610994156,5.55,50.18,15707.25,0.32,0.0,0.211,0.03,0.044
1767610995166,7.19,50.18,15707.25,0.32,0.0,0.219,0.032,0.047
1767610996183,6.32,50.2,15707.25,0.32,0.0,0.219,0.034,0.049
1767610997192,5.66,50.2,15707.25,0.32,0.0,0.219,0.035,0.051
1767610998198,38.82,50.83,15707.25,0.32,0.0,0.25,0.058,0.081
1767610999220,9.32,50.95,15707.25,0.32,0.0,0.258,0.061,0.085
1767611000233,14.25,50.88,15707.25,0.32,0.0,0.266,0.069,0.094
1767611001242,6.4,50.87,15707.25,0.32,0.0,0.273,0.071,0.097
1767611002268,7.06,50.87,15707.25,0.32,0.0,0.273,0.072,0.1
1767611003276,6.72,50.87,15707.25,0.32,0.0,0.281,0.074,0.103
1767611004287,5.84,50.87,15707.25,0.32,0.0,0.281,0.076,0.105
1767611005291,6.58,50.87,15707.25,0.32,0.0,0.289,0.078,0.108
1767611006301,7.02,50.87,15707.25,0.32,0.0,0.289,0.08,0.111
1767611007323,7.42,50.88,15707.25,0.32,0.0,0.297,0.083,0.114
1767611008326,6.38,51.01,15707.25,0.32,0.0,0.297,0.085,0.116
1767611009336,6.59,51.01,15707.25,0.32,0.0,0.305,0.088,0.119
1767611010355,5.63,51.01,15707.25,0.32,0.0,0.305,0.09,0.121
1767611011371,6.13,50.88,15707.25,0.32,0.0,0.312,0.092,0.124
1767611012381,6.7,50.89,15707.25,0.32,0.0,0.312,0.094,0.127
1767611013394,6.06,50.88,15707.25,0.32,0.0,0.32,0.096,0.13
1767611014402,6.34,50.88,15707.25,0.32,0.0,0.32,0.097,0.132
1767611015419,14.64,50.9,15707.25,0.32,0.0,0.336,0.106,0.144
1767611016428,6.11,50.9,15707.25,0.32,0.0,0.336,0.108,0.146
1767611017443,23.84,50.93,15707.25,0.32,0.0,0.359,0.123,0.166
1767611018452,18.71,50.95,15707.25,0.32,0.0,0.367,0.132,0.177
1767611019464,7.46,50.95,15707.25,0.32,0.0,0.375,0.134,0.18
1767611020470,6.15,50.95,15707.25,0.32,0.0,0.375,0.136,0.183
1767611021477,6.68,50.95,15707.25,0.32,0.0,0.383,0.138,0.186
1767611022493,6.12,50.95,15707.25,0.32,0.0,0.383,0.14,0.188
1767611023502,6.62,50.95,15707.25,0.32,0.0,0.391,0.141,0.191
1767611024510,6.13,50.95,15707.25,0.32,0.0,0.391,0.143,0.194
1767611025526,6.41,50.95,15707.25,0.32,0.0,0.398,0.145,0.197
1767611026530,5.23,50.95,15707.25,0.32,0.0,0.398,0.146,0.199
1767611027547,7.11,50.95,15707.25,0.32,0.0,0.406,0.148,0.202
1767611028561,6.44,50.95,15707.25,0.32,0.0,0.406,0.15,0.204
1767611029570,7.12,50.95,15707.25,0.32,0.0,0.414,0.152,0.207
1767611030579,5.6,50.96,15707.25,0.32,0.0,0.414,0.153,0.21
1767611031591,6.85,51.08,15707.25,0.33,0.0,0.422,0.155,0.213
1767611032599,5.6,50.95,15707.25,0.32,0.0,0.422,0.157,0.215
1767611033618,15.0,50.95,15707.25,0.32,0.0,0.438,0.166,0.227
1767611034630,6.13,50.95,15707.25,0.32,0.0,0.438,0.168,0.229
1767611035643,34.77,51.0,15707.25,0.32,0.0,0.469,0.19,0.257
1767611036655,9.38,51.02,15707.25,0.32,0.0,0.469,0.192,0.26
1767611037668,7.27,51.02,15707.25,0.32,0.0,0.477,0.194,0.263
1767611038679,6.15,51.02,15707.25,0.32,0.0,0.477,0.196,0.266
1767611039687,6.39,51.02,15707.25,0.32,0.0,0.484,0.198,0.269
