t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-1.9999,2.0000,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0018,-0.0000,0.0000,0.0018,2.0019,-1.9985,-1.9979,2.0017,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0005,0.0000,0.0127,-0.0000,0.0000,0.0126,2.0128,-1.9880,-1.9865,2.0125,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0006,0.0001,0.0325,-0.0000,0.0000,0.0324,2.0327,-1.9684,-1.9664,2.0322,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0006,0.0002,0.0544,0.0000,0.0000,0.0543,2.0545,-1.9465,-1.9446,2.0541,1.9998,1.9999,-1.9998,-1.9998
0.50,0.0008,0.0002,0.0763,0.0000,0.0000,0.0763,2.0765,-1.9245,-1.9226,2.0760,1.9995,1.9996,-1.9995,-1.9995
0.60,0.0011,0.0003,0.0983,0.0000,0.0000,0.0983,2.0985,-1.9025,-1.9007,2.0980,1.9991,1.9992,-1.9991,-1.9991
0.70,0.0015,0.0005,0.1203,0.0000,0.0000,0.1203,2.1205,-1.8805,-1.8787,2.1200,1.9986,1.9987,-1.9986,-1.9986
0.80,0.0020,0.0006,0.1424,0.0000,0.0000,0.1423,2.1425,-1.8585,-1.8566,2.1420,1.9980,1.9982,-1.9981,-1.9981
0.90,0.0025,0.0009,0.1643,0.0000,0.0000,0.1643,2.1645,-1.8365,-1.8347,2.1640,1.9975,1.9977,-1.9976,-1.9975
1.00,0.0030,0.0011,0.1863,0.0000,0.0000,0.1863,2.1865,-1.8145,-1.8127,2.1860,1.9970,1.9973,-1.9971,-1.9970
1.10,0.0034,0.0015,0.2083,0.0000,0.0000,0.2082,2.2084,-1.7926,-1.7907,2.2079,1.9966,1.9969,-1.9967,-1.9966
1.20,0.0038,0.0018,0.2302,0.0000,0.0000,0.2301,2.2303,-1.7706,-1.7688,2.2299,1.9962,1.9965,-1.9963,-1.9962
