t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0314,0.0000,0.0631,-0.0001,0.0000,0.0000,2.0828,-1.9187,-1.9997,2.0880,1.9994,1.9994,-2.0000,-1.9992
0.10,0.0373,0.0034,0.0811,-0.0002,0.0001,0.0180,2.1047,-1.8968,-1.9934,2.1100,1.9988,1.9990,-2.0000,-1.9987
0.20,0.0395,0.0073,0.1017,-0.0004,0.0002,0.0386,2.1267,-1.8748,-1.9771,2.1320,1.9983,1.9984,-2.0000,-1.9981
0.30,0.0396,0.0112,0.1236,-0.0005,0.0004,0.0605,2.1487,-1.8528,-1.9554,2.1539,1.9976,1.9979,-2.0000,-1.9975
0.40,0.0396,0.0152,0.1456,-0.0006,0.0005,0.0825,2.1707,-1.8308,-1.9334,2.1759,1.9970,1.9973,-1.9998,-1.9969
0.50,0.0397,0.0191,0.1676,-0.0007,0.0006,0.1045,2.1927,-1.8088,-1.9114,2.1979,1.9964,1.9967,-1.9996,-1.9964
0.60,0.0397,0.0231,0.1896,-0.0008,0.0007,0.1265,2.2147,-1.7868,-1.8894,2.2199,1.9958,1.9962,-1.9994,-1.9960
0.70,0.0398,0.0271,0.2116,-0.0009,0.0008,0.1485,2.2366,-1.7648,-1.8675,2.2419,1.9953,1.9957,-1.9991,-1.9956
0.80,0.0398,0.0311,0.2335,-0.0010,0.0009,0.1704,2.2586,-1.7429,-1.8455,2.2639,1.9949,1.9953,-1.9988,-1.9954
0.90,0.0398,0.0350,0.2556,-0.0011,0.0010,0.1925,2.2807,-1.7208,-1.8234,2.2860,1.9945,1.9949,-1.9985,-1.9953
1.00,0.0399,0.0390,0.2776,-0.0012,0.0011,0.2145,2.3027,-1.6989,-1.8014,2.3080,1.9943,1.9946,-1.9983,-1.9953
1.10,0.0399,0.0430,0.2996,-0.0012,0.0011,0.2365,2.3247,-1.6768,-1.7794,2.3300,1.9940,1.9944,-1.9980,-1.9954
1.20,0.0399,0.0470,0.3216,-0.0013,0.0012,0.2585,2.3467,-1.6549,-1.7574,2.3520,1.9939,1.9942,-1.9978,-1.9955
1.30,0.0399,0.0510,0.3436,-0.0014,0.0012,0.2805,2.3687,-1.6329,-1.7354,2.3740,1.9938,1.9941,-1.9977,-1.9956
1.40,0.0399,0.0550,0.3656,-0.0014,0.0013,0.3025,2.3906,-1.6109,-1.7134,2.3960,1.9937,1.9940,-1.9975,-1.9958
1.50,0.0398,0.0590,0.3876,-0.0014,0.0013,0.3245,2.4127,-1.5889,-1.6913,2.4180,1.9937,1.9940,-1.9974,-1.9960
1.60,0.0398,0.0629,0.4096,-0.0015,0.0013,0.3465,2.4346,-1.5669,-1.6693,2.4400,1.9937,1.9940,-1.9973,-1.9962
1.70,0.0398,0.0669,0.4316,-0.0015,0.0014,0.3685,2.4566,-1.5449,-1.6473,2.4620,1.9937,1.9940,-1.9972,-1.9964
1.80,0.0398,0.0709,0.4536,-0.0015,0.0014,0.3905,2.4786,-1.5229,-1.6254,2.4840,1.9937,1.9940,-1.9971,-1.9966
1.90,0.0398,0.0749,0.4756,-0.0015,0.0014,0.4125,2.5006,-1.5009,-1.6034,2.5059,1.9937,1.9940,-1.9971,-1.9967
2.00,0.0398,0.0789,0.4976,-0.0015,0.0014,0.4345,2.5226,-1.4789,-1.5814,2.5279,1.9938,1.9940,-1.9970,-1.9968
2.10,0.0398,0.0829,0.5195,-0.0015,0.0014,0.4564,2.5445,-1.4570,-1.5595,2.5499,1.9938,1.9941,-1.9970,-1.9970
2.20,0.0398,0.0868,0.5414,-0.0015,0.0014,0.4783,2.5665,-1.4351,-1.5376,2.5718,1.9938,1.9941,-1.9970,-1.9970
2.30,0.0398,0.0908,0.5634,-0.0015,0.0014,0.5003,2.5885,-1.4131,-1.5156,2.5938,1.9939,1.9941,-1.9970,-1.9971
2.40,0.0398,0.0948,0.5854,-0.0015,0.0014,0.5223,2.6105,-1.3911,-1.4936,2.6158,1.9939,1.9941,-1.9970,-1.9971
2.50,0.0398,0.0988,0.6074,-0.0015,0.0014,0.5443,2.6325,-1.3690,-1.4715,2.6378,1.9939,1.9942,-1.9970,-1.9971
2.60,0.0398,0.1028,0.6293,-0.0015,0.0014,0.5663,2.6544,-1.3471,-1.4496,2.6597,1.9939,1.9942,-1.9970,-1.9971
2.70,0.0398,0.1067,0.6514,-0.0015,0.0014,0.5883,2.6765,-1.3250,-1.4275,2.6818,1.9939,1.9942,-1.9970,-1.9971
2.80,0.0398,0.1107,0.6734,-0.0015,0.0014,0.6103,2.6984,-1.3031,-1.4055,2.7038,1.9939,1.9942,-1.9971,-1.9971
