t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0000,-2.0000,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0004,-0.0000,0.0000,0.0004,2.0003,-1.9994,-1.9998,2.0006,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0008,0.0001,0.0078,-0.0000,0.0000,0.0078,2.0072,-1.9912,-1.9932,2.0085,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0014,0.0002,0.0250,-0.0000,0.0000,0.0249,2.0239,-1.9733,-1.9767,2.0261,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0014,0.0003,0.0467,-0.0000,0.0000,0.0466,2.0456,-1.9515,-1.9551,2.0477,1.9999,1.9999,-1.9999,-1.9999
0.50,0.0015,0.0005,0.0687,-0.0000,0.0000,0.0686,2.0676,-1.9295,-1.9331,2.0697,1.9997,1.9996,-1.9997,-1.9996
0.60,0.0016,0.0006,0.0906,-0.0000,0.0000,0.0906,2.0896,-1.9076,-1.9112,2.0917,1.9993,1.9992,-1.9993,-1.9992
0.70,0.0019,0.0008,0.1126,-0.0000,0.0000,0.1126,2.1116,-1.8855,-1.8892,2.1137,1.9988,1.9988,-1.9989,-1.9987
0.80,0.0023,0.0010,0.1346,-0.0000,0.0000,0.1346,2.1336,-1.8635,-1.8672,2.1357,1.9983,1.9983,-1.9984,-1.9982
0.90,0.0027,0.0012,0.1564,-0.0000,0.0000,0.1564,2.1554,-1.8417,-1.8454,2.1575,1.9978,1.9978,-1.9979,-1.9976
1.00,0.0031,0.0015,0.1787,-0.0000,0.0000,0.1786,2.1777,-1.8195,-1.8232,2.1797,1.9973,1.9973,-1.9974,-1.9971
1.10,0.0035,0.0019,0.2008,-0.0000,0.0000,0.2007,2.1997,-1.7974,-1.8011,2.2018,1.9968,1.9968,-1.9970,-1.9966
1.20,0.0039,0.0022,0.2228,-0.0000,0.0000,0.2227,2.2217,-1.7754,-1.7791,2.2238,1.9964,1.9964,-1.9966,-1.9962
1.30,0.0042,0.0026,0.2448,-0.0000,0.0000,0.2447,2.2437,-1.7534,-1.7570,2.2458,1.9960,1.9961,-1.9963,-1.9959
1.40,0.0045,0.0031,0.2668,-0.0000,0.0000,0.2667,2.2657,-1.7314,-1.7350,2.2678,1.9957,1.9958,-1.9960,-1.9956
1.50,0.0047,0.0035,0.2888,-0.0000,0.0000,0.2887,2.2877,-1.7094,-1.7130,2.2899,1.9954,1.9956,-1.9957,-1.9953
1.60,0.0049,0.0040,0.3107,-0.0000,0.0000,0.3106,2.3096,-1.6876,-1.6911,2.3118,1.9952,1.9955,-1.9956,-1.9952
1.70,0.0050,0.0045,0.3327,-0.0000,0.0000,0.3327,2.3316,-1.6655,-1.6690,2.3338,1.9951,1.9954,-1.9954,-1.9950
1.80,0.0051,0.0050,0.3547,-0.0000,0.0000,0.3547,2.3536,-1.6435,-1.6470,2.3558,1.9950,1.9953,-1.9953,-1.9950
1.90,0.0051,0.0055,0.3768,-0.0000,0.0000,0.3767,2.3757,-1.6215,-1.6250,2.3779,1.9950,1.9952,-1.9953,-1.9949
2.00,0.0051,0.0060,0.3987,-0.0000,0.0000,0.3986,2.3976,-1.5996,-1.6031,2.3998,1.9949,1.9952,-1.9953,-1.9949
2.10,0.0051,0.0065,0.4205,-0.0000,0.0000,0.4205,2.4194,-1.5777,-1.5812,2.4216,1.9949,1.9953,-1.9953,-1.9949
2.20,0.0051,0.0071,0.4426,-0.0000,0.0000,0.4426,2.4416,-1.5556,-1.5591,2.4437,1.9950,1.9953,-1.9953,-1.9950
2.30,0.0051,0.0076,0.4647,-0.0000,0.0000,0.4646,2.4636,-1.5336,-1.5371,2.4658,1.9950,1.9953,-1.9953,-1.9950
2.40,0.0050,0.0081,0.4866,0.0000,0.0000,0.4866,2.4855,-1.5116,-1.5152,2.4877,1.9950,1.9954,-1.9954,-1.9951
2.50,0.0050,0.0086,0.5087,0.0000,0.0000,0.5087,2.5076,-1.4895,-1.4931,2.5098,1.9951,1.9954,-1.9954,-1.9951
2.60,0.0049,0.0091,0.5307,0.0000,0.0000,0.5306,2.5296,-1.4676,-1.4711,2.5318,1.9951,1.9955,-1.9955,-1.9952
2.70,0.0049,0.0095,0.5527,-0.0000,0.0000,0.5526,2.5516,-1.4455,-1.4491,2.5538,1.9952,1.9955,-1.9955,-1.9952
2.80,0.0048,0.0100,0.5747,-0.0000,0.0000,0.5746,2.5736,-1.4236,-1.4271,2.5758,1.9952,1.9956,-1.9955,-1.9953
2.90,0.0048,0.0105,0.5967,-0.0000,0.0000,0.5967,2.5956,-1.4015,-1.4050,2.5978,1.9953,1.9956,-1.9956,-1.9953
3.00,0.0048,0.0110,0.6187,-0.0000,0.0000,0.6186,2.6176,-1.3796,-1.3831,2.6198,1.9953,1.9956,-1.9956,-1.9953
3.10,0.0047,0.0115,0.6407,-0.0000,0.0000,0.6407,2.6396,-1.3575,-1.3610,2.6418,1.9953,1.9957,-1.9956,-1.9954
3.20,0.0047,0.0119,0.6627,-0.0000,0.0000,0.6627,2.6616,-1.3355,-1.3391,2.6638,1.9954,1.9957,-1.9957,-1.9954
