t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4,yaw_robot1,yaw_robot2,yaw_robot3,yaw_robot4
180.50,0.0629,16.1873,37.0430,0.5817,0.5817,36.9955,39.0876,35.0868,13.3635,36.9544,2.5637,2.5671,-1.9182,-3.3857,-0.0276,-0.0273,0.3706,-0.0255
180.60,0.0629,16.1936,37.0649,0.5811,0.5811,37.0175,39.1096,35.1088,13.3635,36.9764,2.5631,2.5665,-1.9182,-3.3863,-0.0276,-0.0273,0.3706,-0.0255
180.70,0.0629,16.1999,37.0869,0.5805,0.5805,37.0395,39.1316,35.1308,13.3635,36.9984,2.5625,2.5659,-1.9182,-3.3868,-0.0276,-0.0273,0.3706,-0.0255
180.80,0.0629,16.2062,37.1089,0.5799,0.5800,37.0614,39.1536,35.1528,13.3635,37.0204,2.5619,2.5653,-1.9182,-3.3874,-0.0276,-0.0273,0.3706,-0.0255
180.90,0.0629,16.2125,37.1309,0.5793,0.5794,37.0834,39.1756,35.1748,13.3635,37.0424,2.5613,2.5647,-1.9182,-3.3880,-0.0276,-0.0273,0.3706,-0.0255
181.00,0.0630,16.2188,37.1529,0.5787,0.5788,37.1054,39.1976,35.1968,13.3635,37.0644,2.5607,2.5641,-1.9182,-3.3885,-0.0276,-0.0273,0.3706,-0.0255
181.10,0.0630,16.2251,37.1749,0.5782,0.5782,37.1274,39.2196,35.2188,13.3635,37.0864,2.5601,2.5635,-1.9182,-3.3891,-0.0276,-0.0273,0.3706,-0.0255
181.20,0.0630,16.2314,37.1969,0.5776,0.5776,37.1494,39.2416,35.2408,13.3635,37.1084,2.5595,2.5629,-1.9182,-3.3896,-0.0276,-0.0273,0.3706,-0.0255
181.30,0.0630,16.2377,37.2189,0.5770,0.5770,37.1714,39.2636,35.2628,13.3635,37.1304,2.5588,2.5623,-1.9182,-3.3902,-0.0276,-0.0273,0.3706,-0.0255
181.40,0.0630,16.2440,37.2409,0.5764,0.5764,37.1934,39.2855,35.2847,13.3635,37.1523,2.5582,2.5617,-1.9182,-3.3908,-0.0276,-0.0273,0.3706,-0.0255
181.50,0.0630,16.2503,37.2629,0.5758,0.5758,37.2154,39.3075,35.3067,13.3635,37.1743,2.5576,2.5611,-1.9182,-3.3913,-0.0276,-0.0273,0.3706,-0.0255
181.60,0.0630,16.2566,37.2849,0.5752,0.5752,37.2374,39.3296,35.3287,13.3635,37.1963,2.5570,2.5605,-1.9182,-3.3919,-0.0276,-0.0273,0.3706,-0.0255
181.70,0.0630,16.2629,37.3068,0.5746,0.5746,37.2594,39.3515,35.3507,13.3635,37.2183,2.5564,2.5599,-1.9182,-3.3925,-0.0276,-0.0273,0.3706,-0.0255
181.80,0.0630,16.2692,37.3288,0.5740,0.5741,37.2813,39.3735,35.3727,13.3635,37.2403,2.5558,2.5593,-1.9182,-3.3930,-0.0276,-0.0273,0.3706,-0.0255
181.90,0.0630,16.2755,37.3508,0.5734,0.5735,37.3033,39.3954,35.3946,13.3635,37.2622,2.5552,2.5587,-1.9182,-3.3936,-0.0276,-0.0273,0.3706,-0.0255
182.00,0.0630,16.2818,37.3728,0.5729,0.5729,37.3253,39.4174,35.4166,13.3635,37.2842,2.5546,2.5581,-1.9182,-3.3941,-0.0276,-0.0273,0.3706,-0.0255
182.10,0.0630,16.2881,37.3948,0.5723,0.5723,37.3473,39.4394,35.4386,13.3635,37.3062,2.5540,2.5575,-1.9182,-3.3947,-0.0276,-0.0273,0.3706,-0.0255
182.20,0.0630,16.2944,37.4168,0.5717,0.5717,37.3693,39.4614,35.4606,13.3635,37.3282,2.5534,2.5569,-1.9182,-3.3953,-0.0276,-0.0274,0.3706,-0.0255
182.30,0.0630,16.3007,37.4387,0.5711,0.5711,37.3912,39.4834,35.4826,13.3635,37.3502,2.5528,2.5563,-1.9182,-3.3958,-0.0276,-0.0274,0.3706,-0.0255
182.40,0.0630,16.3070,37.4608,0.5705,0.5705,37.4133,39.5054,35.5046,13.3635,37.3722,2.5522,2.5557,-1.9182,-3.3964,-0.0276,-0.0274,0.3706,-0.0255
182.50,0.0630,16.3133,37.4827,0.5699,0.5699,37.4352,39.5274,35.5266,13.3635,37.3942,2.5516,2.5551,-1.9182,-3.3969,-0.0276,-0.0274,0.3706,-0.0255
182.60,0.0630,16.3196,37.5047,0.5693,0.5693,37.4572,39.5494,35.5486,13.3635,37.4162,2.5509,2.5545,-1.9182,-3.3975,-0.0276,-0.0274,0.3706,-0.0255
182.70,0.0631,16.3259,37.5267,0.5687,0.5687,37.4792,39.5714,35.5706,13.3635,37.4382,2.5503,2.5539,-1.9182,-3.3981,-0.0276,-0.0274,0.3705,-0.0255
182.80,0.0631,16.3322,37.5487,0.5681,0.5682,37.5012,39.5933,35.5925,13.3635,37.4602,2.5497,2.5533,-1.9182,-3.3986,-0.0277,-0.0274,0.3705,-0.0255
182.90,0.0631,16.3385,37.5706,0.5675,0.5676,37.5231,39.6153,35.6145,13.3635,37.4821,2.5491,2.5527,-1.9182,-3.3992,-0.0277,-0.0274,0.3705,-0.0255
183.00,0.0631,16.3448,37.5926,0.5669,0.5670,37.5452,39.6373,35.6365,13.3635,37.5041,2.5485,2.5521,-1.9182,-3.3997,-0.0277,-0.0274,0.3705,-0.0255
183.10,0.0631,16.3511,37.6146,0.5664,0.5664,37.5671,39.6593,35.6585,13.3635,37.5261,2.5479,2.5515,-1.9182,-3.4003,-0.0277,-0.0274,0.3705,-0.0255
183.20,0.0631,16.3574,37.6366,0.5658,0.5658,37.5892,39.6813,35.6805,13.3635,37.5481,2.5473,2.5509,-1.9182,-3.4009,-0.0277,-0.0274,0.3705,-0.0255
183.30,0.0631,16.3637,37.6586,0.5652,0.5652,37.6111,39.7033,35.7025,13.3635,37.5701,2.5467,2.5503,-1.9182,-3.4014,-0.0277,-0.0274,0.3705,-0.0255
183.40,0.0631,16.3700,37.6806,0.5646,0.5646,37.6331,39.7253,35.7245,13.3635,37.5921,2.5461,2.5497,-1.9182,-3.4020,-0.0277,-0.0274,0.3705,-0.0255
183.50,0.0631,16.3764,37.7026,0.5640,0.5640,37.6551,39.7473,35.7465,13.3635,37.6141,2.5455,2.5491,-1.9182,-3.4026,-0.0277,-0.0274,0.3705,-0.0255
183.60,0.0631,16.3827,37.7246,0.5634,0.5634,37.6771,39.7693,35.7685,13.3635,37.6361,2.5449,2.5485,-1.9182,-3.4031,-0.0277,-0.0274,0.3705,-0.0255
183.70,0.0631,16.3890,37.7466,0.5628,0.5628,37.6991,39.7913,35.7905,13.3635,37.6581,2.5443,2.5478,-1.9182,-3.4037,-0.0277,-0.0274,0.3705,-0.0255
183.80,0.0631,16.3953,37.7686,0.5622,0.5622,37.7211,39.8132,35.8124,13.3635,37.6800,2.5436,2.5472,-1.9182,-3.4042,-0.0277,-0.0274,0.3705,-0.0255
183.90,0.0631,16.4016,37.7906,0.5616,0.5617,37.7431,39.8352,35.8344,13.3635,37.7021,2.5430,2.5466,-1.9182,-3.4048,-0.0277,-0.0274,0.3705,-0.0255
184.00,0.0631,16.4079,37.8125,0.5610,0.5611,37.7651,39.8572,35.8564,13.3635,37.7240,2.5424,2.5460,-1.9182,-3.4054,-0.0277,-0.0274,0.3705,-0.0255
184.10,0.0631,16.4142,37.8345,0.5604,0.5605,37.7871,39.8792,35.8784,13.3635,37.7460,2.5418,2.5454,-1.9182,-3.4059,-0.0277,-0.0274,0.3705,-0.0255
184.20,0.0632,16.4205,37.8566,0.5599,0.5599,37.8091,39.9012,35.9004,13.3635,37.7680,2.5412,2.5448,-1.9182,-3.4065,-0.0277,-0.0274,0.3705,-0.0255
184.30,0.0632,16.4269,37.8785,0.5593,0.5593,37.8310,39.9232,35.9224,13.3635,37.7900,2.5406,2.5442,-1.9182,-3.4070,-0.0277,-0.0274,0.3705,-0.0255
184.40,0.0632,16.4332,37.9004,0.5587,0.5587,37.8529,39.9451,35.9442,13.3635,37.8119,2.5400,2.5436,-1.9182,-3.4076,-0.0277,-0.0274,0.3705,-0.0255
184.50,0.0632,16.4395,37.9224,0.5581,0.5581,37.8749,39.9671,35.9663,13.3635,37.8339,2.5394,2.5430,-1.9182,-3.4082,-0.0277,-0.0274,0.3705,-0.0255
184.60,0.0632,16.4458,37.9444,0.5575,0.5575,37.8970,39.9891,35.9883,13.3635,37.8559,2.5388,2.5424,-1.9182,-3.4087,-0.0277,-0.0274,0.3705,-0.0255
184.70,0.0632,16.4521,37.9664,0.5569,0.5569,37.9189,40.0110,36.0102,13.3635,37.8779,2.5382,2.5418,-1.9182,-3.4093,-0.0277,-0.0275,0.3705,-0.0255
184.80,0.0632,16.4585,37.9884,0.5563,0.5563,37.9409,40.0331,36.0323,13.3635,37.8999,2.5375,2.5412,-1.9182,-3.4098,-0.0277,-0.0275,0.3705,-0.0255
184.90,0.0632,16.4648,38.0104,0.5557,0.5557,37.9629,40.0551,36.0543,13.3635,37.9219,2.5369,2.5406,-1.9182,-3.4104,-0.0277,-0.0275,0.3705,-0.0255
185.00,0.0632,16.4711,38.0324,0.5551,0.5551,37.9849,40.0771,36.0763,13.3635,37.9439,2.5363,2.5400,-1.9182,-3.4110,-0.0277,-0.0275,0.3705,-0.0255
185.10,0.0632,16.4774,38.0544,0.5545,0.5546,38.0069,40.0991,36.0982,13.3635,37.9659,2.5357,2.5394,-1.9182,-3.4115,-0.0278,-0.0275,0.3705,-0.0255
185.20,0.0632,16.4837,38.0764,0.5539,0.5540,38.0289,40.1210,36.1202,13.3635,37.9879,2.5351,2.5388,-1.9182,-3.4121,-0.0278,-0.0275,0.3705,-0.0255
185.30,0.0632,16.4901,38.0984,0.5533,0.5534,38.0509,40.1430,36.1422,13.3635,38.0099,2.5345,2.5382,-1.9182,-3.4127,-0.0278,-0.0275,0.3705,-0.0255
185.40,0.0632,16.4964,38.1204,0.5528,0.5528,38.0729,40.1650,36.1642,13.3635,38.0319,2.5339,2.5376,-1.9182,-3.4132,-0.0278,-0.0275,0.3705,-0.0255
185.50,0.0632,16.5027,38.1424,0.5522,0.5522,38.0949,40.1870,36.1862,13.3635,38.0538,2.5333,2.5370,-1.9182,-3.4138,-0.0278,-0.0275,0.3705,-0.0255
185.60,0.0633,16.5090,38.1643,0.5516,0.5516,38.1168,40.2090,36.2082,13.3635,38.0758,2.5327,2.5364,-1.9182,-3.4143,-0.0278,-0.0275,0.3705,-0.0255
185.70,0.0633,16.5154,38.1863,0.5510,0.5510,38.1389,40.2310,36.2302,13.3635,38.0978,2.5321,2.5358,-1.9182,-3.4149,-0.0278,-0.0275,0.3705,-0.0255
185.80,0.0633,16.5217,38.2083,0.5504,0.5504,38.1609,40.2530,36.2522,13.3635,38.1198,2.5314,2.5352,-1.9182,-3.4155,-0.0278,-0.0275,0.3705,-0.0255
185.90,0.0633,16.5280,38.2303,0.5498,0.5498,38.1828,40.2749,36.2741,13.3635,38.1418,2.5308,2.5346,-1.9182,-3.4160,-0.0278,-0.0275,0.3705,-0.0255
186.00,0.0633,16.5343,38.2522,0.5492,0.5492,38.2047,40.2969,36.2961,13.3635,38.1637,2.5302,2.5340,-1.9182,-3.4166,-0.0278,-0.0275,0.3705,-0.0255
186.10,0.0633,16.5407,38.2741,0.5486,0.5486,38.2266,40.3188,36.3180,13.3635,38.1856,2.5296,2.5334,-1.9182,-3.4171,-0.0278,-0.0275,0.3705,-0.0255
186.20,0.0633,16.5470,38.2960,0.5480,0.5480,38.2485,40.3407,36.3399,13.3635,38.2075,2.5290,2.5328,-1.9182,-3.4177,-0.0278,-0.0275,0.3705,-0.0255
186.30,0.0633,16.5533,38.3180,0.5474,0.5475,38.2705,40.3626,36.3618,13.3635,38.2295,2.5284,2.5322,-1.9182,-3.4183,-0.0278,-0.0275,0.3705,-0.0255
186.40,0.0633,16.5597,38.3400,0.5468,0.5469,38.2925,40.3846,36.3838,13.3635,38.2515,2.5278,2.5315,-1.9182,-3.4188,-0.0278,-0.0275,0.3705,-0.0255
186.50,0.0633,16.5660,38.3620,0.5462,0.5463,38.3145,40.4066,36.4058,13.3635,38.2735,2.5272,2.5309,-1.9182,-3.4194,-0.0278,-0.0275,0.3705,-0.0255
186.60,0.0633,16.5723,38.3840,0.5457,0.5457,38.3365,40.4287,36.4278,13.3635,38.2955,2.5266,2.5303,-1.9182,-3.4199,-0.0278,-0.0275,0.3705,-0.0255
186.70,0.0633,16.5786,38.4059,0.5451,0.5451,38.3585,40.4506,36.4498,13.3635,38.3175,2.5259,2.5297,-1.9182,-3.4205,-0.0278,-0.0275,0.3705,-0.0255
186.80,0.0633,16.5850,38.4279,0.5445,0.5445,38.3804,40.4726,36.4718,13.3635,38.3394,2.5253,2.5291,-1.9182,-3.4211,-0.0278,-0.0275,0.3705,-0.0255
186.90,0.0633,16.5913,38.4499,0.5439,0.5439,38.4024,40.4946,36.4937,13.3635,38.3614,2.5247,2.5285,-1.9182,-3.4216,-0.0278,-0.0275,0.3705,-0.0255
187.00,0.0633,16.5976,38.4718,0.5433,0.5433,38.4243,40.5165,36.5157,13.3635,38.3833,2.5241,2.5279,-1.9182,-3.4222,-0.0278,-0.0275,0.3705,-0.0255
187.10,0.0634,16.6040,38.4937,0.5427,0.5427,38.4462,40.5383,36.5375,13.3635,38.4052,2.5235,2.5273,-1.9182,-3.4227,-0.0278,-0.0275,0.3705,-0.0255
187.20,0.0634,16.6103,38.5157,0.5421,0.5421,38.4682,40.5604,36.5596,13.3635,38.4272,2.5229,2.5267,-1.9182,-3.4233,-0.0278,-0.0275,0.3705,-0.0255
187.30,0.0634,16.6167,38.5377,0.5415,0.5415,38.4902,40.5823,36.5815,13.3635,38.4492,2.5223,2.5261,-1.9182,-3.4239,-0.0278,-0.0275,0.3705,-0.0255
187.40,0.0634,16.6230,38.5597,0.5409,0.5409,38.5122,40.6043,36.6035,13.3635,38.4712,2.5217,2.5255,-1.9182,-3.4244,-0.0279,-0.0275,0.3705,-0.0255
187.50,0.0634,16.6293,38.5817,0.5403,0.5403,38.5342,40.6264,36.6255,13.3635,38.4932,2.5211,2.5249,-1.9182,-3.4250,-0.0279,-0.0276,0.3705,-0.0255
187.60,0.0634,16.6357,38.6037,0.5397,0.5398,38.5562,40.6483,36.6475,13.3635,38.5152,2.5204,2.5243,-1.9182,-3.4255,-0.0279,-0.0276,0.3705,-0.0255
187.70,0.0634,16.6420,38.6257,0.5391,0.5392,38.5782,40.6703,36.6695,13.3635,38.5372,2.5198,2.5237,-1.9182,-3.4261,-0.0279,-0.0276,0.3705,-0.0255
187.80,0.0634,16.6483,38.6476,0.5385,0.5386,38.6002,40.6923,36.6915,13.3635,38.5592,2.5192,2.5231,-1.9182,-3.4267,-0.0279,-0.0276,0.3705,-0.0255
187.90,0.0634,16.6547,38.6696,0.5379,0.5380,38.6221,40.7142,36.7134,13.3635,38.5811,2.5186,2.5225,-1.9182,-3.4272,-0.0279,-0.0276,0.3705,-0.0255
188.00,0.0634,16.6610,38.6916,0.5374,0.5374,38.6441,40.7363,36.7355,13.3635,38.6031,2.5180,2.5219,-1.9182,-3.4278,-0.0279,-0.0276,0.3705,-0.0255
188.10,0.0634,16.6674,38.7136,0.5368,0.5368,38.6661,40.7583,36.7575,13.3635,38.6251,2.5174,2.5213,-1.9182,-3.4284,-0.0279,-0.0276,0.3705,-0.0255
188.20,0.0634,16.6737,38.7356,0.5362,0.5362,38.6881,40.7803,36.7795,13.3635,38.6471,2.5168,2.5206,-1.9182,-3.4289,-0.0279,-0.0276,0.3705,-0.0255
188.30,0.0634,16.6801,38.7577,0.5356,0.5356,38.7102,40.8023,36.8015,13.3635,38.6692,2.5161,2.5200,-1.9182,-3.4295,-0.0279,-0.0276,0.3705,-0.0255
188.40,0.0634,16.6864,38.7797,0.5350,0.5350,38.7322,40.8243,36.8235,13.3635,38.6912,2.5155,2.5194,-1.9182,-3.4300,-0.0279,-0.0276,0.3705,-0.0255
188.50,0.0635,16.6928,38.8017,0.5344,0.5344,38.7542,40.8463,36.8455,13.3635,38.7132,2.5149,2.5188,-1.9182,-3.4306,-0.0279,-0.0276,0.3705,-0.0255
188.60,0.0635,16.6991,38.8237,0.5338,0.5338,38.7762,40.8684,36.8676,13.3635,38.7352,2.5143,2.5182,-1.9182,-3.4312,-0.0279,-0.0276,0.3705,-0.0255
188.70,0.0635,16.7054,38.8457,0.5332,0.5332,38.7982,40.8904,36.8895,13.3635,38.7572,2.5137,2.5176,-1.9182,-3.4317,-0.0279,-0.0276,0.3705,-0.0255
188.80,0.0635,16.7118,38.8677,0.5326,0.5326,38.8202,40.9123,36.9115,13.3635,38.7792,2.5131,2.5170,-1.9182,-3.4323,-0.0279,-0.0276,0.3705,-0.0255
188.90,0.0635,16.7181,38.8897,0.5320,0.5320,38.8422,40.9343,36.9335,13.3635,38.8012,2.5125,2.5164,-1.9182,-3.4328,-0.0279,-0.0276,0.3705,-0.0255
189.00,0.0635,16.7245,38.9117,0.5314,0.5314,38.8642,40.9563,36.9555,13.3635,38.8232,2.5118,2.5158,-1.9182,-3.4334,-0.0279,-0.0276,0.3705,-0.0255
189.10,0.0635,16.7308,38.9336,0.5308,0.5308,38.8862,40.9783,36.9775,13.3635,38.8452,2.5112,2.5152,-1.9182,-3.4340,-0.0279,-0.0276,0.3705,-0.0255
189.20,0.0635,16.7372,38.9557,0.5302,0.5302,38.9082,41.0003,36.9995,13.3635,38.8672,2.5106,2.5146,-1.9182,-3.4345,-0.0279,-0.0276,0.3705,-0.0255
189.30,0.0635,16.7435,38.9776,0.5296,0.5297,38.9301,41.0222,37.0214,13.3635,38.8891,2.5100,2.5140,-1.9182,-3.4351,-0.0280,-0.0276,0.3705,-0.0255
189.40,0.0635,16.7499,38.9996,0.5290,0.5291,38.9521,41.0442,37.0434,13.3635,38.9111,2.5094,2.5134,-1.9182,-3.4356,-0.0280,-0.0276,0.3705,-0.0255
189.50,0.0635,16.7562,39.0216,0.5284,0.5285,38.9741,41.0662,37.0654,13.3635,38.9331,2.5088,2.5127,-1.9182,-3.4362,-0.0280,-0.0276,0.3705,-0.0255
189.60,0.0635,16.7626,39.0436,0.5278,0.5279,38.9961,41.0882,37.0874,13.3635,38.9551,2.5082,2.5121,-1.9182,-3.4368,-0.0280,-0.0276,0.3705,-0.0255
189.70,0.0636,16.7690,39.0656,0.5272,0.5273,39.0181,41.1102,37.1094,13.3635,38.9771,2.5075,2.5115,-1.9182,-3.4373,-0.0280,-0.0276,0.3705,-0.0255
189.80,0.0636,16.7753,39.0875,0.5267,0.5267,39.0401,41.1322,37.1314,13.3635,38.9991,2.5069,2.5109,-1.9182,-3.4379,-0.0280,-0.0277,0.3705,-0.0255
189.90,0.0636,16.7817,39.1095,0.5261,0.5261,39.0620,41.1541,37.1533,13.3635,39.0210,2.5063,2.5103,-1.9182,-3.4385,-0.0280,-0.0277,0.3705,-0.0255
190.00,0.0636,16.7880,39.1315,0.5255,0.5255,39.0840,41.1761,37.1753,13.3635,39.0430,2.5057,2.5097,-1.9182,-3.4390,-0.0280,-0.0277,0.3705,-0.0255
190.10,0.0636,16.7944,39.1535,0.5249,0.5249,39.1060,41.1981,37.1973,13.3635,39.0650,2.5051,2.5091,-1.9182,-3.4396,-0.0280,-0.0277,0.3705,-0.0255
190.20,0.0636,16.8007,39.1755,0.5243,0.5243,39.1280,41.2201,37.2193,13.3635,39.0870,2.5045,2.5085,-1.9182,-3.4401,-0.0280,-0.0277,0.3705,-0.0255
190.30,0.0636,16.8071,39.1975,0.5237,0.5237,39.1500,41.2421,37.2413,13.3635,39.1091,2.5038,2.5079,-1.9182,-3.4407,-0.0280,-0.0277,0.3705,-0.0255
190.40,0.0636,16.8135,39.2195,0.5231,0.5231,39.1720,41.2641,37.2633,13.3635,39.1310,2.5032,2.5073,-1.9182,-3.4413,-0.0280,-0.0277,0.3705,-0.0255
190.50,0.0636,16.8198,39.2415,0.5225,0.5225,39.1940,41.2861,37.2853,13.3635,39.1530,2.5026,2.5067,-1.9182,-3.4418,-0.0280,-0.0277,0.3705,-0.0255
190.60,0.0636,16.8262,39.2635,0.5219,0.5219,39.2160,41.3081,37.3073,13.3635,39.1750,2.5020,2.5061,-1.9182,-3.4424,-0.0280,-0.0277,0.3705,-0.0255
190.70,0.0636,16.8325,39.2855,0.5213,0.5213,39.2380,41.3301,37.3293,13.3635,39.1970,2.5014,2.5054,-1.9182,-3.4429,-0.0280,-0.0277,0.3705,-0.0255
190.80,0.0636,16.8389,39.3074,0.5207,0.5207,39.2600,41.3521,37.3513,13.3635,39.2190,2.5008,2.5048,-1.9182,-3.4435,-0.0280,-0.0277,0.3705,-0.0255
190.90,0.0637,16.8453,39.3294,0.5201,0.5201,39.2819,41.3741,37.3733,13.3635,39.2410,2.5001,2.5042,-1.9182,-3.4441,-0.0280,-0.0277,0.3705,-0.0255
191.00,0.0637,16.8516,39.3514,0.5195,0.5195,39.3039,41.3960,37.3952,13.3635,39.2630,2.4995,2.5036,-1.9182,-3.4446,-0.0280,-0.0277,0.3705,-0.0255
191.10,0.0637,16.8580,39.3734,0.5189,0.5189,39.3259,41.4180,37.4173,13.3635,39.2850,2.4989,2.5030,-1.9182,-3.4452,-0.0281,-0.0277,0.3705,-0.0255
191.20,0.0637,16.8644,39.3954,0.5183,0.5183,39.3479,41.4400,37.4392,13.3635,39.3070,2.4983,2.5024,-1.9182,-3.4458,-0.0281,-0.0277,0.3705,-0.0255
191.30,0.0637,16.8707,39.4174,0.5177,0.5177,39.3699,41.4620,37.4612,13.3635,39.3289,2.4977,2.5018,-1.9182,-3.4463,-0.0281,-0.0277,0.3705,-0.0255
191.40,0.0637,16.8771,39.4394,0.5171,0.5171,39.3919,41.4840,37.4832,13.3635,39.3509,2.4971,2.5012,-1.9182,-3.4469,-0.0281,-0.0277,0.3705,-0.0255
191.50,0.0637,16.8835,39.4614,0.5165,0.5165,39.4139,41.5060,37.5052,13.3635,39.3729,2.4964,2.5006,-1.9182,-3.4474,-0.0281,-0.0277,0.3705,-0.0255
191.60,0.0637,16.8899,39.4833,0.5159,0.5160,39.4359,41.5280,37.5272,13.3635,39.3949,2.4958,2.5000,-1.9182,-3.4480,-0.0281,-0.0277,0.3705,-0.0255
191.70,0.0637,16.8962,39.5053,0.5153,0.5154,39.4578,41.5499,37.5491,13.3635,39.4169,2.4952,2.4994,-1.9182,-3.4486,-0.0281,-0.0277,0.3705,-0.0255
191.80,0.0637,16.9026,39.5272,0.5147,0.5148,39.4798,41.5719,37.5711,13.3635,39.4388,2.4946,2.4987,-1.9182,-3.4491,-0.0281,-0.0277,0.3705,-0.0255
191.90,0.0637,16.9090,39.5491,0.5141,0.5142,39.5016,41.5937,37.5929,13.3635,39.4606,2.4940,2.4981,-1.9182,-3.4497,-0.0281,-0.0277,0.3705,-0.0255
192.00,0.0637,16.9153,39.5711,0.5135,0.5136,39.5236,41.6157,37.6149,13.3635,39.4826,2.4934,2.4975,-1.9182,-3.4502,-0.0281,-0.0277,0.3705,-0.0255
192.10,0.0637,16.9217,39.5931,0.5130,0.5130,39.5456,41.6377,37.6369,13.3635,39.5047,2.4927,2.4969,-1.9182,-3.4508,-0.0281,-0.0277,0.3705,-0.0255
192.20,0.0638,16.9281,39.6151,0.5124,0.5124,39.5676,41.6597,37.6589,13.3635,39.5266,2.4921,2.4963,-1.9182,-3.4514,-0.0281,-0.0278,0.3705,-0.0255
192.30,0.0638,16.9345,39.6370,0.5118,0.5118,39.5895,41.6816,37.6808,13.3635,39.5485,2.4915,2.4957,-1.9182,-3.4519,-0.0281,-0.0278,0.3705,-0.0255
192.40,0.0638,16.9408,39.6590,0.5112,0.5112,39.6115,41.7036,37.7028,13.3635,39.5706,2.4909,2.4951,-1.9182,-3.4525,-0.0281,-0.0278,0.3705,-0.0255
192.50,0.0638,16.9472,39.6810,0.5106,0.5106,39.6335,41.7256,37.7248,13.3635,39.5925,2.4903,2.4945,-1.9182,-3.4530,-0.0281,-0.0278,0.3705,-0.0255
192.60,0.0638,16.9536,39.7029,0.5100,0.5100,39.6554,41.7475,37.7467,13.3635,39.6144,2.4897,2.4939,-1.9182,-3.4536,-0.0281,-0.0278,0.3705,-0.0255
192.70,0.0638,16.9600,39.7248,0.5094,0.5094,39.6774,41.7695,37.7687,13.3635,39.6364,2.4890,2.4933,-1.9182,-3.4542,-0.0281,-0.0278,0.3705,-0.0255
192.80,0.0638,16.9664,39.7468,0.5088,0.5088,39.6993,41.7914,37.7906,13.3635,39.6584,2.4884,2.4926,-1.9182,-3.4547,-0.0282,-0.0278,0.3705,-0.0255
192.90,0.0638,16.9727,39.7688,0.5082,0.5082,39.7213,41.8134,37.8126,13.3635,39.6803,2.4878,2.4920,-1.9182,-3.4553,-0.0282,-0.0278,0.3705,-0.0255
193.00,0.0638,16.9791,39.7908,0.5076,0.5076,39.7433,41.8354,37.8346,13.3635,39.7024,2.4872,2.4914,-1.9182,-3.4558,-0.0282,-0.0278,0.3705,-0.0255
193.10,0.0638,16.9855,39.8128,0.5070,0.5070,39.7653,41.8574,37.8566,13.3635,39.7243,2.4866,2.4908,-1.9182,-3.4564,-0.0282,-0.0278,0.3705,-0.0255
193.20,0.0638,16.9919,39.8348,0.5064,0.5064,39.7873,41.8794,37.8786,13.3635,39.7463,2.4859,2.4902,-1.9182,-3.4570,-0.0282,-0.0278,0.3705,-0.0255
193.30,0.0639,16.9983,39.8568,0.5058,0.5058,39.8093,41.9014,37.9006,13.3635,39.7683,2.4853,2.4896,-1.9182,-3.4575,-0.0282,-0.0278,0.3705,-0.0255
193.40,0.0639,17.0047,39.8788,0.5052,0.5052,39.8313,41.9234,37.9226,13.3635,39.7903,2.4847,2.4890,-1.9182,-3.4581,-0.0282,-0.0278,0.3705,-0.0255
193.50,0.0639,17.0110,39.9008,0.5046,0.5046,39.8533,41.9454,37.9446,13.3635,39.8123,2.4841,2.4884,-1.9182,-3.4587,-0.0282,-0.0278,0.3705,-0.0255
193.60,0.0639,17.0174,39.9227,0.5040,0.5040,39.8753,41.9674,37.9666,13.3635,39.8343,2.4835,2.4878,-1.9182,-3.4592,-0.0282,-0.0278,0.3705,-0.0255
193.70,0.0639,17.0238,39.9447,0.5034,0.5034,39.8972,41.9893,37.9885,13.3635,39.8563,2.4828,2.4871,-1.9182,-3.4598,-0.0282,-0.0278,0.3705,-0.0255
193.80,0.0639,17.0302,39.9667,0.5028,0.5028,39.9192,42.0113,38.0105,13.3635,39.8782,2.4822,2.4865,-1.9182,-3.4603,-0.0282,-0.0278,0.3705,-0.0255
193.90,0.0639,17.0366,39.9887,0.5022,0.5022,39.9412,42.0333,38.0325,13.3635,39.9003,2.4816,2.4859,-1.9182,-3.4609,-0.0282,-0.0278,0.3705,-0.0255
194.00,0.0639,17.0430,40.0107,0.5016,0.5016,39.9632,42.0553,38.0545,13.3635,39.9223,2.4810,2.4853,-1.9182,-3.4615,-0.0282,-0.0278,0.3705,-0.0255
194.10,0.0639,17.0494,40.0328,0.5010,0.5010,39.9853,42.0774,38.0766,13.3635,39.9444,2.4803,2.4847,-1.9182,-3.4620,-0.0282,-0.0279,0.3705,-0.0255
194.20,0.0639,17.0558,40.0548,0.5004,0.5004,40.0073,42.0994,38.0986,13.3635,39.9664,2.4797,2.4841,-1.9182,-3.4626,-0.0282,-0.0279,0.3705,-0.0255
194.30,0.0639,17.0622,40.0767,0.4998,0.4998,40.0293,42.1214,38.1206,13.3635,39.9883,2.4791,2.4835,-1.9182,-3.4631,-0.0282,-0.0279,0.3705,-0.0255
194.40,0.0639,17.0686,40.0987,0.4992,0.4992,40.0512,42.1433,38.1425,13.3635,40.0103,2.4785,2.4828,-1.9182,-3.4637,-0.0282,-0.0279,0.3705,-0.0255
