t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4,yaw_robot1,yaw_robot2,yaw_robot3,yaw_robot4
42.10,0.0053,0.2013,9.2263,-0.0000,0.0000,9.2263,11.2254,7.2274,7.2261,11.2265,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.20,0.0053,0.2018,9.2483,-0.0000,0.0000,9.2483,11.2474,7.2494,7.2481,11.2485,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.30,0.0053,0.2024,9.2703,-0.0000,0.0000,9.2703,11.2694,7.2714,7.2701,11.2705,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.40,0.0053,0.2029,9.2923,-0.0000,0.0000,9.2923,11.2914,7.2934,7.2921,11.2925,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.50,0.0053,0.2034,9.3143,-0.0000,0.0000,9.3143,11.3134,7.3154,7.3140,11.3145,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.60,0.0053,0.2039,9.3363,-0.0000,0.0000,9.3363,11.3354,7.3374,7.3360,11.3365,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.70,0.0053,0.2045,9.3583,-0.0000,0.0000,9.3583,11.3574,7.3594,7.3580,11.3585,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.80,0.0053,0.2050,9.3803,-0.0000,0.0000,9.3802,11.3794,7.3813,7.3800,11.3805,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
42.90,0.0053,0.2055,9.4023,-0.0000,0.0000,9.4023,11.4014,7.4034,7.4020,11.4025,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.00,0.0053,0.2061,9.4243,-0.0000,0.0000,9.4243,11.4234,7.4254,7.4240,11.4245,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.10,0.0053,0.2066,9.4462,-0.0000,0.0000,9.4462,11.4453,7.4473,7.4460,11.4464,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.20,0.0053,0.2071,9.4682,-0.0000,0.0000,9.4682,11.4673,7.4693,7.4680,11.4684,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.30,0.0053,0.2076,9.4903,-0.0000,0.0000,9.4902,11.4893,7.4913,7.4900,11.4904,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.40,0.0053,0.2082,9.5123,-0.0000,0.0000,9.5122,11.5113,7.5133,7.5120,11.5124,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.50,0.0053,0.2087,9.5341,-0.0000,0.0000,9.5341,11.5332,7.5352,7.5339,11.5343,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.60,0.0053,0.2092,9.5562,-0.0000,0.0000,9.5561,11.5552,7.5572,7.5559,11.5563,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.70,0.0053,0.2098,9.5782,-0.0000,0.0000,9.5781,11.5772,7.5792,7.5779,11.5783,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.80,0.0053,0.2103,9.6002,-0.0000,0.0000,9.6001,11.5992,7.6012,7.5999,11.6003,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
43.90,0.0053,0.2108,9.6222,-0.0000,0.0000,9.6221,11.6212,7.6232,7.6219,11.6223,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
44.00,0.0053,0.2114,9.6442,-0.0000,0.0000,9.6441,11.6432,7.6452,7.6439,11.6443,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
44.10,0.0053,0.2119,9.6661,-0.0000,0.0000,9.6661,11.6652,7.6672,7.6659,11.6663,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
44.20,0.0053,0.2124,9.6882,-0.0000,0.0000,9.6881,11.6872,7.6892,7.6879,11.6883,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
44.30,0.0053,0.2130,9.7102,-0.0000,0.0000,9.7101,11.7092,7.7112,7.7099,11.7103,1.9945,1.9949,-1.9950,-1.9946,-0.0001,-0.0001,0.0001,0.0001
44.40,0.0053,0.2135,9.7322,-0.0000,0.0000,9.7322,11.7313,7.7333,7.7319,11.7324,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
44.50,0.0053,0.2140,9.7543,-0.0000,0.0000,9.7542,11.7533,7.7553,7.7540,11.7544,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
44.60,0.0053,0.2146,9.7763,-0.0000,0.0000,9.7762,11.7754,7.7773,7.7760,11.7764,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
44.70,0.0053,0.2151,9.7983,-0.0000,0.0000,9.7982,11.7973,7.7993,7.7980,11.7984,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
44.80,0.0053,0.2156,9.8203,-0.0000,0.0000,9.8202,11.8194,7.8213,7.8200,11.8204,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
44.90,0.0053,0.2162,9.8423,-0.0000,0.0000,9.8422,11.8413,7.8433,7.8420,11.8424,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.00,0.0053,0.2167,9.8643,-0.0000,0.0000,9.8642,11.8633,7.8653,7.8640,11.8644,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.10,0.0053,0.2172,9.8862,-0.0000,0.0000,9.8862,11.8853,7.8873,7.8860,11.8864,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.20,0.0053,0.2178,9.9082,-0.0000,0.0000,9.9082,11.9073,7.9093,7.9080,11.9084,1.9945,1.9949,-1.9950,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.30,0.0054,0.2183,9.9302,-0.0000,0.0000,9.9301,11.9292,7.9312,7.9299,11.9303,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.40,0.0054,0.2188,9.9522,-0.0000,0.0000,9.9522,11.9513,7.9533,7.9519,11.9524,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.50,0.0054,0.2194,9.9742,-0.0000,0.0000,9.9741,11.9732,7.9752,7.9739,11.9743,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.60,0.0054,0.2199,9.9962,-0.0000,0.0000,9.9961,11.9953,7.9972,7.9959,11.9964,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.70,0.0054,0.2204,10.0182,-0.0000,0.0000,10.0181,12.0173,8.0192,8.0179,12.0184,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.80,0.0054,0.2210,10.0402,-0.0000,0.0000,10.0402,12.0393,8.0413,8.0400,12.0404,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
45.90,0.0054,0.2215,10.0622,-0.0000,0.0000,10.0621,12.0612,8.0632,8.0619,12.0623,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.00,0.0054,0.2221,10.0842,-0.0000,0.0000,10.0841,12.0832,8.0852,8.0839,12.0843,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.10,0.0054,0.2226,10.1061,-0.0000,0.0000,10.1061,12.1052,8.1072,8.1059,12.1063,1.9944,1.9949,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.20,0.0054,0.2231,10.1282,-0.0000,0.0000,10.1281,12.1272,8.1292,8.1279,12.1283,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.30,0.0054,0.2237,10.1502,-0.0000,0.0000,10.1501,12.1492,8.1512,8.1499,12.1503,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.40,0.0054,0.2242,10.1722,-0.0000,0.0000,10.1721,12.1712,8.1732,8.1719,12.1723,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.50,0.0054,0.2247,10.1942,-0.0000,0.0000,10.1941,12.1932,8.1952,8.1939,12.1943,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.60,0.0054,0.2253,10.2161,-0.0000,0.0000,10.2161,12.2152,8.2172,8.2159,12.2163,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.70,0.0054,0.2258,10.2381,-0.0000,0.0000,10.2381,12.2372,8.2392,8.2379,12.2383,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.80,0.0054,0.2264,10.2601,-0.0000,0.0000,10.2601,12.2592,8.2612,8.2599,12.2603,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
46.90,0.0054,0.2269,10.2821,-0.0000,0.0000,10.2821,12.2812,8.2832,8.2819,12.2823,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.00,0.0054,0.2274,10.3041,-0.0000,0.0000,10.3041,12.3032,8.3052,8.3039,12.3043,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.10,0.0054,0.2280,10.3261,-0.0000,0.0000,10.3260,12.3251,8.3271,8.3258,12.3262,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.20,0.0054,0.2285,10.3481,-0.0000,0.0000,10.3480,12.3471,8.3491,8.3478,12.3482,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.30,0.0054,0.2290,10.3701,-0.0000,0.0000,10.3701,12.3692,8.3712,8.3698,12.3703,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.40,0.0054,0.2296,10.3921,-0.0000,0.0000,10.3921,12.3912,8.3932,8.3918,12.3923,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.50,0.0054,0.2301,10.4141,-0.0000,0.0000,10.4141,12.4132,8.4152,8.4139,12.4143,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.60,0.0054,0.2307,10.4359,-0.0000,0.0000,10.4359,12.4350,8.4370,8.4356,12.4361,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.70,0.0054,0.2312,10.4579,-0.0000,0.0000,10.4579,12.4570,8.4590,8.4577,12.4581,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.80,0.0054,0.2317,10.4799,-0.0000,0.0000,10.4799,12.4790,8.4810,8.4796,12.4801,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
47.90,0.0054,0.2323,10.5019,-0.0000,0.0000,10.5019,12.5010,8.5030,8.5017,12.5021,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.00,0.0054,0.2328,10.5239,-0.0000,0.0000,10.5239,12.5230,8.5250,8.5236,12.5241,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.10,0.0054,0.2334,10.5459,-0.0000,0.0000,10.5458,12.5450,8.5469,8.5456,12.5461,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.20,0.0054,0.2339,10.5679,-0.0000,0.0000,10.5678,12.5669,8.5689,8.5676,12.5680,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.30,0.0054,0.2345,10.5899,-0.0000,0.0000,10.5898,12.5889,8.5909,8.5896,12.5900,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.40,0.0054,0.2350,10.6118,-0.0000,0.0000,10.6118,12.6109,8.6129,8.6116,12.6120,1.9944,1.9948,-1.9949,-1.9945,-0.0001,-0.0001,0.0001,0.0001
48.50,0.0054,0.2355,10.6339,-0.0000,0.0000,10.6339,12.6330,8.6350,8.6337,12.6341,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
48.60,0.0054,0.2361,10.6559,-0.0000,0.0000,10.6559,12.6550,8.6570,8.6557,12.6561,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
48.70,0.0054,0.2366,10.6779,-0.0000,0.0000,10.6779,12.6770,8.6790,8.6777,12.6781,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
48.80,0.0054,0.2372,10.6999,-0.0000,0.0000,10.6999,12.6990,8.7010,8.6997,12.7001,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
48.90,0.0054,0.2377,10.7219,-0.0000,0.0000,10.7219,12.7210,8.7230,8.7217,12.7221,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.00,0.0054,0.2383,10.7440,-0.0000,0.0000,10.7439,12.7430,8.7450,8.7437,12.7441,1.9944,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.10,0.0054,0.2388,10.7660,-0.0000,0.0000,10.7659,12.7650,8.7670,8.7657,12.7661,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.20,0.0054,0.2393,10.7880,-0.0000,0.0000,10.7879,12.7870,8.7890,8.7877,12.7881,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.30,0.0054,0.2399,10.8099,-0.0000,0.0000,10.8099,12.8090,8.8110,8.8097,12.8101,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.40,0.0054,0.2404,10.8320,-0.0000,0.0000,10.8319,12.8310,8.8330,8.8317,12.8321,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.50,0.0054,0.2410,10.8540,-0.0000,0.0000,10.8539,12.8530,8.8550,8.8537,12.8541,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.60,0.0055,0.2415,10.8759,-0.0000,0.0000,10.8758,12.8749,8.8769,8.8756,12.8760,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.70,0.0055,0.2421,10.8979,-0.0000,0.0000,10.8978,12.8970,8.8989,8.8976,12.8981,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.80,0.0055,0.2426,10.9199,-0.0000,0.0000,10.9199,12.9190,8.9210,8.9197,12.9201,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
49.90,0.0055,0.2432,10.9419,-0.0000,0.0000,10.9419,12.9410,8.9430,8.9417,12.9421,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.00,0.0055,0.2437,10.9639,-0.0000,0.0000,10.9638,12.9630,8.9650,8.9636,12.9641,1.9943,1.9948,-1.9949,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.10,0.0055,0.2443,10.9859,-0.0000,0.0000,10.9859,12.9850,8.9870,8.9857,12.9861,1.9943,1.9948,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.20,0.0055,0.2448,11.0079,-0.0000,0.0000,11.0079,13.0070,9.0090,9.0077,13.0081,1.9943,1.9948,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.30,0.0055,0.2453,11.0299,-0.0000,0.0000,11.0299,13.0290,9.0310,9.0297,13.0301,1.9943,1.9948,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.40,0.0055,0.2459,11.0519,-0.0000,0.0000,11.0519,13.0510,9.0530,9.0516,13.0521,1.9943,1.9948,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.50,0.0055,0.2464,11.0739,-0.0000,0.0000,11.0738,13.0730,9.0749,9.0736,13.0740,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.60,0.0055,0.2470,11.0959,-0.0000,0.0000,11.0958,13.0950,9.0969,9.0956,13.0961,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.70,0.0055,0.2475,11.1179,-0.0000,0.0000,11.1178,13.1170,9.1190,9.1176,13.1181,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.80,0.0055,0.2481,11.1399,-0.0000,0.0000,11.1398,13.1390,9.1409,9.1396,13.1401,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
50.90,0.0055,0.2486,11.1619,-0.0000,0.0000,11.1618,13.1610,9.1629,9.1616,13.1621,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.00,0.0055,0.2492,11.1839,-0.0000,0.0000,11.1838,13.1830,9.1849,9.1836,13.1841,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.10,0.0055,0.2497,11.2059,-0.0000,0.0000,11.2058,13.2049,9.2069,9.2056,13.2060,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.20,0.0055,0.2503,11.2279,-0.0000,0.0000,11.2278,13.2270,9.2289,9.2276,13.2281,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.30,0.0055,0.2508,11.2499,-0.0000,0.0000,11.2498,13.2489,9.2509,9.2496,13.2500,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.40,0.0055,0.2514,11.2718,-0.0000,0.0000,11.2718,13.2709,9.2729,9.2716,13.2720,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.50,0.0055,0.2519,11.2938,-0.0000,0.0000,11.2937,13.2928,9.2948,9.2935,13.2939,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.60,0.0055,0.2525,11.3158,-0.0000,0.0000,11.3157,13.3148,9.3168,9.3155,13.3159,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.70,0.0055,0.2530,11.3377,-0.0000,0.0000,11.3377,13.3368,9.3388,9.3375,13.3379,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.80,0.0055,0.2536,11.3598,-0.0000,0.0000,11.3597,13.3588,9.3608,9.3595,13.3599,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
51.90,0.0055,0.2541,11.3818,-0.0000,0.0000,11.3817,13.3809,9.3828,9.3815,13.3820,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.00,0.0055,0.2547,11.4037,-0.0000,0.0000,11.4037,13.4028,9.4048,9.4034,13.4039,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.10,0.0055,0.2552,11.4258,-0.0000,0.0000,11.4257,13.4248,9.4268,9.4255,13.4259,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.20,0.0055,0.2558,11.4477,-0.0000,0.0000,11.4477,13.4468,9.4488,9.4475,13.4479,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.30,0.0055,0.2563,11.4698,-0.0000,0.0000,11.4698,13.4689,9.4709,9.4695,13.4700,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.40,0.0055,0.2569,11.4918,-0.0000,0.0000,11.4917,13.4909,9.4928,9.4915,13.4919,1.9943,1.9947,-1.9948,-1.9944,-0.0001,-0.0001,0.0001,0.0001
52.50,0.0055,0.2574,11.5137,-0.0000,0.0000,11.5137,13.5128,9.5148,9.5135,13.5139,1.9943,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
52.60,0.0055,0.2580,11.5358,-0.0000,0.0000,11.5357,13.5349,9.5368,9.5355,13.5360,1.9943,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
52.70,0.0055,0.2585,11.5578,-0.0000,0.0000,11.5577,13.5569,9.5589,9.5575,13.5580,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
52.80,0.0055,0.2591,11.5798,-0.0000,0.0000,11.5797,13.5789,9.5808,9.5795,13.5800,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
52.90,0.0055,0.2596,11.6018,-0.0000,0.0000,11.6017,13.6009,9.6028,9.6015,13.6020,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.00,0.0055,0.2602,11.6238,-0.0000,0.0000,11.6238,13.6229,9.6248,9.6235,13.6240,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.10,0.0055,0.2608,11.6458,-0.0000,0.0000,11.6457,13.6449,9.6468,9.6455,13.6460,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.20,0.0055,0.2613,11.6678,-0.0000,0.0000,11.6677,13.6668,9.6688,9.6675,13.6679,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.30,0.0055,0.2619,11.6898,-0.0000,0.0000,11.6897,13.6888,9.6908,9.6895,13.6899,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.40,0.0055,0.2624,11.7117,-0.0000,0.0000,11.7117,13.7108,9.7128,9.7115,13.7119,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.50,0.0055,0.2630,11.7337,-0.0000,0.0000,11.7337,13.7328,9.7348,9.7335,13.7339,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.60,0.0055,0.2635,11.7558,-0.0000,0.0000,11.7557,13.7548,9.7568,9.7555,13.7559,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.70,0.0056,0.2641,11.7778,-0.0000,0.0000,11.7777,13.7768,9.7788,9.7775,13.7779,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.80,0.0056,0.2646,11.7997,-0.0000,0.0000,11.7997,13.7988,9.8008,9.7995,13.7999,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
53.90,0.0056,0.2652,11.8217,-0.0000,0.0000,11.8217,13.8208,9.8228,9.8215,13.8219,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.00,0.0056,0.2657,11.8437,-0.0000,0.0000,11.8437,13.8428,9.8448,9.8434,13.8439,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.10,0.0056,0.2663,11.8657,-0.0000,0.0000,11.8657,13.8648,9.8668,9.8655,13.8659,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.20,0.0056,0.2669,11.8877,-0.0000,0.0000,11.8877,13.8868,9.8888,9.8875,13.8879,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.30,0.0056,0.2674,11.9097,-0.0000,0.0000,11.9097,13.9088,9.9108,9.9094,13.9099,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.40,0.0056,0.2680,11.9317,-0.0000,0.0000,11.9316,13.9307,9.9327,9.9314,13.9318,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.50,0.0056,0.2685,11.9537,-0.0000,0.0000,11.9536,13.9528,9.9547,9.9534,13.9539,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.60,0.0056,0.2691,11.9757,-0.0000,0.0000,11.9756,13.9748,9.9767,9.9754,13.9759,1.9942,1.9947,-1.9948,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.70,0.0056,0.2696,11.9977,-0.0000,0.0000,11.9977,13.9968,9.9988,9.9975,13.9979,1.9942,1.9947,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.80,0.0056,0.2702,12.0197,-0.0000,0.0000,12.0197,14.0188,10.0208,10.0194,14.0199,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
54.90,0.0056,0.2708,12.0417,-0.0000,0.0000,12.0417,14.0408,10.0428,10.0414,14.0419,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.00,0.0056,0.2713,12.0637,-0.0000,0.0000,12.0636,14.0628,10.0647,10.0634,14.0639,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.10,0.0056,0.2719,12.0857,-0.0000,0.0000,12.0856,14.0848,10.0867,10.0854,14.0859,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.20,0.0056,0.2724,12.1077,-0.0000,0.0000,12.1076,14.1068,10.1087,10.1074,14.1078,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.30,0.0056,0.2730,12.1297,-0.0000,0.0000,12.1296,14.1288,10.1307,10.1294,14.1299,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.40,0.0056,0.2736,12.1517,-0.0000,0.0000,12.1516,14.1508,10.1528,10.1514,14.1519,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.50,0.0056,0.2741,12.1737,-0.0000,0.0000,12.1736,14.1728,10.1747,10.1734,14.1739,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.60,0.0056,0.2747,12.1957,-0.0000,0.0000,12.1956,14.1947,10.1967,10.1954,14.1958,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.70,0.0056,0.2752,12.2177,-0.0000,0.0000,12.2176,14.2167,10.2187,10.2174,14.2178,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.80,0.0056,0.2758,12.2397,-0.0000,0.0000,12.2396,14.2388,10.2407,10.2394,14.2398,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
55.90,0.0056,0.2764,12.2617,-0.0000,0.0000,12.2616,14.2607,10.2627,10.2614,14.2618,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
56.00,0.0056,0.2769,12.2837,-0.0000,0.0000,12.2836,14.2827,10.2847,10.2834,14.2838,1.9942,1.9946,-1.9947,-1.9943,-0.0001,-0.0001,0.0001,0.0001
