t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0000,-1.9999,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0008,-0.0000,0.0000,0.0007,2.0009,-1.9994,-1.9990,2.0005,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0008,0.0001,0.0096,-0.0000,0.0000,0.0096,2.0103,-1.9910,-1.9894,2.0086,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0014,0.0002,0.0282,-0.0000,0.0000,0.0281,2.0293,-1.9729,-1.9701,2.0265,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0014,0.0003,0.0500,-0.0000,0.0000,0.0500,2.0512,-1.9511,-1.9483,2.0483,1.9999,1.9999,-1.9999,-1.9999
0.50,0.0015,0.0005,0.0721,-0.0000,0.0000,0.0720,2.0732,-1.9290,-1.9262,2.0703,1.9996,1.9996,-1.9996,-1.9996
0.60,0.0016,0.0006,0.0942,-0.0000,0.0000,0.0942,2.0954,-1.9068,-1.9041,2.0925,1.9991,1.9992,-1.9992,-1.9992
0.70,0.0019,0.0008,0.1163,-0.0000,0.0000,0.1162,2.1174,-1.8848,-1.8820,2.1145,1.9986,1.9988,-1.9987,-1.9987
0.80,0.0023,0.0010,0.1383,-0.0000,0.0000,0.1382,2.1395,-1.8628,-1.8600,2.1365,1.9981,1.9983,-1.9982,-1.9982
0.90,0.0027,0.0013,0.1603,-0.0000,0.0000,0.1602,2.1614,-1.8408,-1.8381,2.1585,1.9976,1.9978,-1.9977,-1.9977
1.00,0.0032,0.0016,0.1823,-0.0000,0.0000,0.1822,2.1834,-1.8188,-1.8160,2.1805,1.9970,1.9973,-1.9972,-1.9972
1.10,0.0036,0.0019,0.2043,-0.0000,0.0000,0.2042,2.2054,-1.7968,-1.7941,2.2025,1.9966,1.9969,-1.9968,-1.9967
1.20,0.0039,0.0023,0.2263,-0.0000,0.0000,0.2262,2.2274,-1.7748,-1.7720,2.2245,1.9962,1.9965,-1.9964,-1.9963
1.30,0.0043,0.0027,0.2483,-0.0000,0.0000,0.2482,2.2494,-1.7528,-1.7500,2.2465,1.9958,1.9961,-1.9961,-1.9959
1.40,0.0045,0.0031,0.2703,-0.0000,0.0000,0.2702,2.2714,-1.7308,-1.7280,2.2685,1.9955,1.9959,-1.9958,-1.9956
1.50,0.0047,0.0036,0.2923,-0.0000,0.0000,0.2922,2.2934,-1.7088,-1.7060,2.2905,1.9953,1.9957,-1.9956,-1.9954
1.60,0.0049,0.0041,0.3142,-0.0000,0.0000,0.3141,2.3153,-1.6869,-1.6841,2.3124,1.9951,1.9955,-1.9954,-1.9952
1.70,0.0050,0.0046,0.3362,-0.0000,0.0000,0.3362,2.3373,-1.6649,-1.6620,2.3344,1.9950,1.9954,-1.9953,-1.9951
1.80,0.0051,0.0051,0.3582,-0.0000,0.0000,0.3582,2.3593,-1.6429,-1.6400,2.3565,1.9949,1.9953,-1.9953,-1.9950
1.90,0.0051,0.0056,0.3802,-0.0000,0.0000,0.3801,2.3813,-1.6209,-1.6181,2.3784,1.9949,1.9953,-1.9952,-1.9950
2.00,0.0051,0.0061,0.4022,-0.0000,0.0000,0.4022,2.4034,-1.5989,-1.5960,2.4005,1.9949,1.9952,-1.9952,-1.9950
2.10,0.0051,0.0066,0.4242,-0.0000,0.0000,0.4242,2.4253,-1.5769,-1.5741,2.4225,1.9949,1.9953,-1.9953,-1.9950
2.20,0.0051,0.0071,0.4462,-0.0000,0.0000,0.4462,2.4473,-1.5549,-1.5520,2.4445,1.9949,1.9953,-1.9953,-1.9950
2.30,0.0050,0.0076,0.4682,-0.0000,0.0000,0.4681,2.4693,-1.5329,-1.5301,2.4664,1.9950,1.9953,-1.9953,-1.9950
2.40,0.0050,0.0081,0.4902,-0.0000,0.0000,0.4901,2.4913,-1.5109,-1.5081,2.4884,1.9950,1.9954,-1.9954,-1.9951
2.50,0.0049,0.0086,0.5122,-0.0000,0.0000,0.5121,2.5133,-1.4889,-1.4861,2.5105,1.9951,1.9954,-1.9954,-1.9951
2.60,0.0049,0.0091,0.5342,-0.0000,0.0000,0.5341,2.5353,-1.4669,-1.4641,2.5325,1.9952,1.9955,-1.9955,-1.9952
2.70,0.0049,0.0096,0.5562,-0.0000,0.0000,0.5562,2.5573,-1.4449,-1.4420,2.5545,1.9952,1.9955,-1.9956,-1.9952
2.80,0.0048,0.0101,0.5782,-0.0000,0.0000,0.5782,2.5793,-1.4229,-1.4200,2.5765,1.9953,1.9955,-1.9956,-1.9953
2.90,0.0048,0.0106,0.6002,-0.0000,0.0000,0.6002,2.6013,-1.4009,-1.3980,2.5985,1.9953,1.9956,-1.9956,-1.9953
3.00,0.0047,0.0110,0.6222,-0.0000,0.0000,0.6222,2.6233,-1.3789,-1.3760,2.6205,1.9953,1.9956,-1.9957,-1.9953
3.10,0.0047,0.0115,0.6442,-0.0000,0.0000,0.6441,2.6453,-1.3569,-1.3540,2.6424,1.9954,1.9956,-1.9957,-1.9954
3.20,0.0047,0.0120,0.6662,-0.0000,0.0000,0.6662,2.6673,-1.3349,-1.3320,2.6645,1.9954,1.9957,-1.9957,-1.9954
3.30,0.0047,0.0124,0.6882,-0.0000,0.0000,0.6882,2.6893,-1.3129,-1.3100,2.6865,1.9954,1.9957,-1.9957,-1.9954
3.40,0.0047,0.0129,0.7102,-0.0000,0.0000,0.7102,2.7113,-1.2909,-1.2880,2.7085,1.9954,1.9957,-1.9957,-1.9954
3.50,0.0047,0.0134,0.7322,-0.0000,0.0000,0.7321,2.7333,-1.2689,-1.2661,2.7304,1.9954,1.9957,-1.9957,-1.9954
3.60,0.0047,0.0139,0.7542,-0.0000,0.0000,0.7542,2.7553,-1.2469,-1.2441,2.7524,1.9954,1.9957,-1.9957,-1.9954
3.70,0.0047,0.0143,0.7762,-0.0000,0.0000,0.7761,2.7773,-1.2249,-1.2221,2.7744,1.9954,1.9957,-1.9957,-1.9954
3.80,0.0047,0.0148,0.7982,-0.0000,0.0000,0.7981,2.7993,-1.2029,-1.2001,2.7964,1.9954,1.9957,-1.9957,-1.9954
3.90,0.0047,0.0153,0.8200,-0.0000,0.0000,0.8200,2.8211,-1.1811,-1.1782,2.8183,1.9954,1.9957,-1.9957,-1.9954
4.00,0.0047,0.0157,0.8421,-0.0000,0.0000,0.8420,2.8432,-1.1590,-1.1562,2.8403,1.9954,1.9957,-1.9957,-1.9954
4.10,0.0047,0.0162,0.8641,-0.0000,0.0000,0.8641,2.8652,-1.1370,-1.1341,2.8624,1.9954,1.9957,-1.9957,-1.9954
4.20,0.0047,0.0167,0.8861,-0.0000,0.0000,0.8861,2.8872,-1.1150,-1.1121,2.8844,1.9954,1.9957,-1.9957,-1.9954
4.30,0.0047,0.0171,0.9082,-0.0000,0.0000,0.9081,2.9093,-1.0929,-1.0901,2.9064,1.9954,1.9957,-1.9957,-1.9954
4.40,0.0047,0.0176,0.9302,-0.0000,0.0000,0.9301,2.9313,-1.0709,-1.0681,2.9284,1.9953,1.9957,-1.9957,-1.9954
4.50,0.0047,0.0181,0.9521,-0.0000,0.0000,0.9520,2.9532,-1.0490,-1.0462,2.9503,1.9953,1.9956,-1.9957,-1.9954
4.60,0.0047,0.0185,0.9740,-0.0000,0.0000,0.9740,2.9751,-1.0271,-1.0242,2.9723,1.9953,1.9956,-1.9957,-1.9954
4.70,0.0047,0.0190,0.9961,-0.0000,0.0000,0.9960,2.9972,-1.0050,-1.0022,2.9943,1.9953,1.9956,-1.9957,-1.9954
4.80,0.0047,0.0195,1.0181,-0.0000,0.0000,1.0180,3.0192,-0.9830,-0.9802,3.0163,1.9953,1.9956,-1.9957,-1.9954
4.90,0.0047,0.0200,1.0401,-0.0000,0.0000,1.0401,3.0412,-0.9610,-0.9581,3.0383,1.9953,1.9956,-1.9957,-1.9954
5.00,0.0047,0.0204,1.0621,-0.0000,0.0000,1.0621,3.0632,-0.9390,-0.9361,3.0604,1.9953,1.9956,-1.9957,-1.9954
5.10,0.0047,0.0209,1.0841,-0.0000,0.0000,1.0840,3.0852,-0.9170,-0.9141,3.0823,1.9953,1.9956,-1.9957,-1.9954
5.20,0.0047,0.0214,1.1061,-0.0000,0.0000,1.1060,3.1072,-0.8950,-0.8921,3.1043,1.9953,1.9956,-1.9957,-1.9954
5.30,0.0047,0.0219,1.1281,-0.0000,0.0000,1.1280,3.1292,-0.8730,-0.8702,3.1263,1.9953,1.9956,-1.9957,-1.9954
