t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0013,0.0000,0.0942,-0.0000,0.0000,0.0000,2.0949,-1.9064,-1.9045,2.0929,1.9991,1.9992,-1.9992,-1.9992
0.10,0.0017,0.0001,0.1162,-0.0000,0.0000,0.0220,2.1170,-1.8844,-1.8825,2.1148,1.9987,1.9988,-1.9987,-1.9987
0.20,0.0021,0.0003,0.1382,-0.0000,0.0000,0.0440,2.1389,-1.8625,-1.8605,2.1368,1.9981,1.9983,-1.9982,-1.9982
0.30,0.0025,0.0006,0.1601,-0.0000,0.0000,0.0659,2.1609,-1.8405,-1.8386,2.1588,1.9976,1.9978,-1.9977,-1.9976
0.40,0.0030,0.0008,0.1821,-0.0000,0.0000,0.0879,2.1828,-1.8186,-1.8166,2.1807,1.9971,1.9973,-1.9973,-1.9971
0.50,0.0034,0.0012,0.2041,-0.0000,0.0000,0.1099,2.2048,-1.7966,-1.7946,2.2027,1.9966,1.9969,-1.9968,-1.9967
0.60,0.0038,0.0015,0.2260,-0.0000,0.0000,0.1318,2.2267,-1.7747,-1.7727,2.2247,1.9962,1.9965,-1.9964,-1.9962
0.70,0.0041,0.0019,0.2480,-0.0000,0.0000,0.1538,2.2487,-1.7527,-1.7507,2.2466,1.9958,1.9961,-1.9961,-1.9959
0.80,0.0044,0.0024,0.2699,-0.0000,0.0000,0.1757,2.2706,-1.7308,-1.7288,2.2686,1.9956,1.9959,-1.9958,-1.9956
0.90,0.0046,0.0028,0.2919,-0.0000,0.0000,0.1976,2.2925,-1.7088,-1.7068,2.2905,1.9953,1.9957,-1.9956,-1.9954
1.00,0.0048,0.0033,0.3138,-0.0000,0.0000,0.2196,2.3145,-1.6868,-1.6849,2.3125,1.9951,1.9955,-1.9955,-1.9952
1.10,0.0049,0.0038,0.3358,-0.0000,0.0000,0.2416,2.3365,-1.6648,-1.6628,2.3345,1.9950,1.9954,-1.9954,-1.9951
1.20,0.0050,0.0043,0.3578,-0.0000,0.0000,0.2636,2.3585,-1.6428,-1.6408,2.3565,1.9949,1.9953,-1.9953,-1.9950
1.30,0.0050,0.0048,0.3798,-0.0000,0.0000,0.2856,2.3805,-1.6208,-1.6189,2.3785,1.9949,1.9953,-1.9952,-1.9949
1.40,0.0050,0.0053,0.4018,-0.0000,0.0000,0.3076,2.4025,-1.5988,-1.5968,2.4005,1.9949,1.9953,-1.9952,-1.9949
1.50,0.0050,0.0058,0.4238,-0.0000,0.0000,0.3296,2.4245,-1.5768,-1.5749,2.4225,1.9949,1.9953,-1.9953,-1.9949
1.60,0.0050,0.0063,0.4458,-0.0000,0.0000,0.3516,2.4465,-1.5549,-1.5529,2.4445,1.9950,1.9953,-1.9953,-1.9950
1.70,0.0049,0.0068,0.4678,-0.0000,0.0000,0.3736,2.4685,-1.5328,-1.5309,2.4665,1.9950,1.9953,-1.9953,-1.9950
1.80,0.0049,0.0072,0.4898,-0.0000,0.0000,0.3956,2.4905,-1.5109,-1.5089,2.4885,1.9951,1.9954,-1.9954,-1.9951
1.90,0.0048,0.0077,0.5119,-0.0000,0.0000,0.4177,2.5126,-1.4888,-1.4868,2.5106,1.9951,1.9954,-1.9954,-1.9951
2.00,0.0048,0.0082,0.5340,-0.0000,0.0000,0.4398,2.5346,-1.4667,-1.4647,2.5327,1.9952,1.9955,-1.9955,-1.9952
2.10,0.0047,0.0087,0.5560,-0.0000,0.0000,0.4618,2.5566,-1.4447,-1.4426,2.5547,1.9952,1.9955,-1.9955,-1.9952
2.20,0.0047,0.0092,0.5779,-0.0000,0.0000,0.4837,2.5786,-1.4228,-1.4207,2.5766,1.9953,1.9956,-1.9956,-1.9953
2.30,0.0047,0.0096,0.6000,-0.0000,0.0000,0.5057,2.6006,-1.4007,-1.3987,2.5987,1.9953,1.9956,-1.9956,-1.9953
2.40,0.0046,0.0101,0.6219,-0.0000,0.0000,0.5277,2.6226,-1.3787,-1.3767,2.6206,1.9953,1.9956,-1.9956,-1.9953
2.50,0.0046,0.0106,0.6440,-0.0000,0.0000,0.5497,2.6446,-1.3567,-1.3547,2.6426,1.9954,1.9957,-1.9957,-1.9954
2.60,0.0046,0.0110,0.6659,-0.0000,0.0000,0.5717,2.6666,-1.3347,-1.3328,2.6646,1.9954,1.9957,-1.9957,-1.9954
2.70,0.0046,0.0115,0.6879,-0.0000,0.0000,0.5937,2.6886,-1.3127,-1.3108,2.6866,1.9954,1.9957,-1.9957,-1.9954
2.80,0.0046,0.0119,0.7099,-0.0000,0.0000,0.6157,2.7105,-1.2908,-1.2888,2.7086,1.9954,1.9957,-1.9957,-1.9954
2.90,0.0046,0.0124,0.7319,-0.0000,0.0000,0.6377,2.7325,-1.2688,-1.2668,2.7306,1.9954,1.9957,-1.9957,-1.9954
3.00,0.0046,0.0128,0.7539,-0.0000,0.0000,0.6597,2.7546,-1.2467,-1.2447,2.7526,1.9954,1.9957,-1.9957,-1.9954
3.10,0.0046,0.0133,0.7759,-0.0000,0.0000,0.6817,2.7766,-1.2248,-1.2228,2.7745,1.9954,1.9957,-1.9957,-1.9954
3.20,0.0046,0.0138,0.7978,-0.0000,0.0000,0.7036,2.7985,-1.2028,-1.2008,2.7966,1.9954,1.9957,-1.9957,-1.9954
3.30,0.0046,0.0142,0.8198,-0.0000,0.0000,0.7256,2.8205,-1.1809,-1.1789,2.8185,1.9954,1.9957,-1.9957,-1.9954
3.40,0.0046,0.0147,0.8418,-0.0000,0.0000,0.7475,2.8424,-1.1589,-1.1570,2.8404,1.9954,1.9957,-1.9957,-1.9954
3.50,0.0046,0.0151,0.8636,-0.0000,0.0000,0.7694,2.8643,-1.1371,-1.1350,2.8623,1.9954,1.9957,-1.9957,-1.9954
3.60,0.0046,0.0156,0.8856,-0.0000,0.0000,0.7914,2.8863,-1.1151,-1.1131,2.8843,1.9954,1.9957,-1.9957,-1.9954
3.70,0.0046,0.0160,0.9076,-0.0000,0.0000,0.8134,2.9083,-1.0930,-1.0911,2.9063,1.9954,1.9957,-1.9957,-1.9954
3.80,0.0046,0.0165,0.9296,-0.0000,0.0000,0.8354,2.9302,-1.0711,-1.0691,2.9283,1.9954,1.9957,-1.9957,-1.9954
3.90,0.0046,0.0170,0.9518,-0.0000,0.0000,0.8576,2.9525,-1.0488,-1.0469,2.9505,1.9954,1.9957,-1.9957,-1.9954
4.00,0.0046,0.0174,0.9738,-0.0000,0.0000,0.8796,2.9745,-1.0268,-1.0248,2.9725,1.9954,1.9957,-1.9957,-1.9954
4.10,0.0046,0.0179,0.9958,-0.0000,0.0000,0.9016,2.9965,-1.0049,-1.0029,2.9945,1.9953,1.9956,-1.9957,-1.9954
4.20,0.0046,0.0183,1.0178,-0.0000,0.0000,0.9236,3.0185,-0.9828,-0.9809,3.0165,1.9953,1.9956,-1.9957,-1.9954
4.30,0.0046,0.0188,1.0398,-0.0000,0.0000,0.9456,3.0405,-0.9609,-0.9589,3.0385,1.9953,1.9956,-1.9957,-1.9953
4.40,0.0046,0.0193,1.0618,-0.0000,0.0000,0.9676,3.0625,-0.9388,-0.9369,3.0605,1.9953,1.9956,-1.9956,-1.9953
4.50,0.0046,0.0197,1.0838,-0.0000,0.0000,0.9896,3.0845,-0.9169,-0.9149,3.0825,1.9953,1.9956,-1.9956,-1.9953
4.60,0.0046,0.0202,1.1058,-0.0000,0.0000,1.0116,3.1065,-0.8948,-0.8928,3.1045,1.9953,1.9956,-1.9956,-1.9953
4.70,0.0046,0.0207,1.1278,-0.0000,0.0000,1.0336,3.1285,-0.8728,-0.8709,3.1265,1.9953,1.9956,-1.9956,-1.9953
4.80,0.0046,0.0211,1.1498,-0.0000,0.0000,1.0556,3.1505,-0.8508,-0.8489,3.1485,1.9953,1.9956,-1.9956,-1.9953
4.90,0.0046,0.0216,1.1717,-0.0000,0.0000,1.0775,3.1724,-0.8289,-0.8269,3.1704,1.9953,1.9956,-1.9956,-1.9953
5.00,0.0046,0.0221,1.1937,-0.0000,0.0000,1.0995,3.1943,-0.8070,-0.8050,3.1924,1.9953,1.9956,-1.9956,-1.9953
5.10,0.0046,0.0225,1.2157,-0.0000,0.0000,1.1215,3.2164,-0.7849,-0.7829,3.2144,1.9953,1.9956,-1.9956,-1.9953
5.20,0.0046,0.0230,1.2378,-0.0000,0.0000,1.1436,3.2384,-0.7629,-0.7609,3.2365,1.9953,1.9956,-1.9956,-1.9953
5.30,0.0046,0.0234,1.2598,-0.0000,0.0000,1.1656,3.2604,-0.7409,-0.7389,3.2584,1.9953,1.9956,-1.9956,-1.9953
5.40,0.0046,0.0239,1.2818,-0.0000,0.0000,1.1876,3.2825,-0.7188,-0.7169,3.2804,1.9953,1.9956,-1.9956,-1.9953
5.50,0.0046,0.0244,1.3037,-0.0000,0.0000,1.2095,3.3044,-0.6969,-0.6949,3.3024,1.9953,1.9956,-1.9956,-1.9953
5.60,0.0046,0.0248,1.3257,-0.0000,0.0000,1.2315,3.3264,-0.6749,-0.6729,3.3244,1.9953,1.9956,-1.9956,-1.9953
5.70,0.0047,0.0253,1.3477,-0.0000,0.0000,1.2535,3.3483,-0.6530,-0.6510,3.3463,1.9953,1.9956,-1.9956,-1.9953
5.80,0.0046,0.0258,1.3696,-0.0000,0.0000,1.2754,3.3703,-0.6310,-0.6291,3.3683,1.9953,1.9956,-1.9956,-1.9953
5.90,0.0046,0.0262,1.3916,-0.0000,0.0000,1.2974,3.3922,-0.6091,-0.6071,3.3903,1.9953,1.9956,-1.9956,-1.9953
6.00,0.0046,0.0267,1.4135,-0.0000,0.0000,1.3193,3.4142,-0.5871,-0.5851,3.4122,1.9953,1.9956,-1.9956,-1.9953
6.10,0.0047,0.0272,1.4354,-0.0000,0.0000,1.3412,3.4361,-0.5652,-0.5633,3.4341,1.9953,1.9956,-1.9956,-1.9953
6.20,0.0047,0.0276,1.4574,-0.0000,0.0000,1.3632,3.4581,-0.5432,-0.5412,3.4561,1.9953,1.9956,-1.9956,-1.9953
6.30,0.0047,0.0281,1.4794,-0.0000,0.0000,1.3852,3.4801,-0.5212,-0.5193,3.4781,1.9953,1.9956,-1.9956,-1.9953
6.40,0.0047,0.0286,1.5014,-0.0000,0.0000,1.4072,3.5021,-0.4993,-0.4973,3.5001,1.9953,1.9956,-1.9956,-1.9953
6.50,0.0047,0.0290,1.5234,-0.0000,0.0000,1.4292,3.5241,-0.4772,-0.4753,3.5221,1.9953,1.9956,-1.9956,-1.9953
