t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-2.0000,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0002,0.0000,0.0032,-0.0000,0.0000,0.0031,2.0033,-1.9971,-1.9966,2.0031,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0004,0.0000,0.0162,-0.0000,0.0000,0.0161,2.0164,-1.9845,-1.9832,2.0160,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0005,0.0001,0.0372,0.0000,0.0000,0.0371,2.0375,-1.9637,-1.9621,2.0370,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0006,0.0001,0.0592,0.0000,0.0000,0.0591,2.0594,-1.9417,-1.9401,2.0590,1.9998,1.9998,-1.9998,-1.9998
0.50,0.0008,0.0002,0.0811,0.0000,0.0000,0.0810,2.0814,-1.9197,-1.9181,2.0809,1.9994,1.9995,-1.9995,-1.9994
0.60,0.0012,0.0003,0.1031,0.0000,0.0000,0.1031,2.1034,-1.8977,-1.8961,2.1029,1.9990,1.9990,-1.9990,-1.9990
0.70,0.0016,0.0004,0.1252,0.0000,0.0000,0.1251,2.1254,-1.8757,-1.8741,2.1249,1.9984,1.9986,-1.9985,-1.9985
0.80,0.0021,0.0006,0.1471,0.0000,0.0000,0.1471,2.1474,-1.8537,-1.8521,2.1469,1.9979,1.9981,-1.9980,-1.9979
0.90,0.0026,0.0009,0.1689,0.0000,0.0000,0.1689,2.1692,-1.8319,-1.8303,2.1687,1.9974,1.9976,-1.9975,-1.9974
1.00,0.0031,0.0011,0.1910,0.0000,0.0000,0.1909,2.1913,-1.8098,-1.8083,2.1907,1.9969,1.9971,-1.9971,-1.9969
1.10,0.0035,0.0015,0.2129,0.0000,0.0000,0.2129,2.2132,-1.7879,-1.7863,2.2127,1.9964,1.9967,-1.9967,-1.9965
1.20,0.0039,0.0018,0.2349,0.0000,0.0000,0.2349,2.2352,-1.7659,-1.7643,2.2347,1.9961,1.9963,-1.9963,-1.9961
1.30,0.0042,0.0022,0.2570,0.0000,0.0000,0.2569,2.2572,-1.7438,-1.7423,2.2567,1.9957,1.9960,-1.9960,-1.9957
1.40,0.0044,0.0027,0.2790,0.0000,0.0000,0.2789,2.2793,-1.7218,-1.7203,2.2787,1.9955,1.9958,-1.9957,-1.9955
1.50,0.0046,0.0031,0.3010,0.0000,0.0000,0.3009,2.3012,-1.6998,-1.6984,2.3008,1.9953,1.9956,-1.9956,-1.9953
1.60,0.0048,0.0036,0.3230,0.0000,0.0000,0.3229,2.3233,-1.6778,-1.6763,2.3228,1.9951,1.9954,-1.9954,-1.9951
1.70,0.0049,0.0041,0.3450,0.0000,0.0000,0.3449,2.3453,-1.6558,-1.6543,2.3448,1.9950,1.9953,-1.9953,-1.9950
1.80,0.0049,0.0046,0.3670,0.0000,0.0000,0.3669,2.3673,-1.6338,-1.6323,2.3668,1.9949,1.9953,-1.9953,-1.9949
1.90,0.0050,0.0051,0.3890,0.0000,0.0000,0.3889,2.3893,-1.6119,-1.6103,2.3888,1.9949,1.9953,-1.9952,-1.9949
2.00,0.0050,0.0056,0.4110,0.0000,0.0000,0.4109,2.4112,-1.5899,-1.5883,2.4109,1.9949,1.9953,-1.9952,-1.9949
2.10,0.0049,0.0061,0.4329,0.0000,0.0000,0.4329,2.4331,-1.5680,-1.5663,2.4328,1.9949,1.9953,-1.9953,-1.9949
2.20,0.0049,0.0065,0.4549,0.0000,0.0000,0.4549,2.4552,-1.5459,-1.5444,2.4548,1.9950,1.9953,-1.9953,-1.9950
2.30,0.0048,0.0070,0.4769,0.0000,0.0000,0.4769,2.4772,-1.5239,-1.5223,2.4768,1.9950,1.9954,-1.9953,-1.9950
2.40,0.0048,0.0075,0.4988,0.0000,0.0000,0.4988,2.4990,-1.5021,-1.5004,2.4987,1.9951,1.9954,-1.9954,-1.9951
2.50,0.0047,0.0080,0.5209,0.0000,0.0000,0.5208,2.5211,-1.4799,-1.4783,2.5207,1.9951,1.9955,-1.9954,-1.9951
2.60,0.0047,0.0085,0.5430,0.0000,0.0000,0.5429,2.5432,-1.4579,-1.4563,2.5428,1.9952,1.9955,-1.9955,-1.9952
2.70,0.0046,0.0089,0.5650,0.0000,0.0000,0.5649,2.5652,-1.4359,-1.4343,2.5648,1.9952,1.9956,-1.9955,-1.9952
2.80,0.0046,0.0094,0.5870,0.0000,0.0000,0.5869,2.5873,-1.4138,-1.4123,2.5868,1.9953,1.9956,-1.9956,-1.9953
2.90,0.0046,0.0098,0.6091,0.0000,0.0000,0.6090,2.6093,-1.3917,-1.3902,2.6089,1.9953,1.9956,-1.9956,-1.9953
3.00,0.0045,0.0103,0.6310,0.0000,0.0000,0.6310,2.6313,-1.3698,-1.3682,2.6308,1.9954,1.9957,-1.9956,-1.9953
3.10,0.0045,0.0108,0.6530,0.0000,0.0000,0.6529,2.6533,-1.3478,-1.3463,2.6528,1.9954,1.9957,-1.9957,-1.9954
3.20,0.0045,0.0112,0.6750,0.0000,0.0000,0.6750,2.6753,-1.3258,-1.3243,2.6748,1.9954,1.9957,-1.9957,-1.9954
3.30,0.0045,0.0117,0.6971,0.0000,0.0000,0.6970,2.6973,-1.3038,-1.3022,2.6969,1.9954,1.9957,-1.9957,-1.9954
3.40,0.0045,0.0121,0.7191,0.0000,0.0000,0.7190,2.7194,-1.2817,-1.2802,2.7189,1.9954,1.9957,-1.9957,-1.9954
3.50,0.0045,0.0125,0.7411,0.0000,0.0000,0.7410,2.7413,-1.2598,-1.2582,2.7409,1.9954,1.9957,-1.9957,-1.9954
3.60,0.0045,0.0130,0.7630,0.0000,0.0000,0.7630,2.7633,-1.2378,-1.2362,2.7629,1.9954,1.9957,-1.9957,-1.9954
3.70,0.0045,0.0134,0.7851,0.0000,0.0000,0.7850,2.7853,-1.2158,-1.2142,2.7849,1.9954,1.9957,-1.9957,-1.9954
3.80,0.0045,0.0139,0.8070,0.0000,0.0000,0.8070,2.8073,-1.1938,-1.1922,2.8069,1.9954,1.9957,-1.9957,-1.9954
3.90,0.0045,0.0143,0.8291,0.0000,0.0000,0.8290,2.8293,-1.1718,-1.1702,2.8289,1.9954,1.9957,-1.9957,-1.9954
4.00,0.0045,0.0148,0.8510,0.0000,0.0000,0.8509,2.8513,-1.1498,-1.1483,2.8508,1.9954,1.9957,-1.9957,-1.9954
