t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,2.0000,-2.0000,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0001,0.0000,0.0005,-0.0000,0.0000,0.0004,2.0005,-1.9996,-1.9996,2.0006,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0003,0.0000,0.0083,-0.0000,0.0000,0.0083,2.0085,-1.9919,-1.9921,2.0089,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0006,0.0001,0.0259,-0.0000,0.0000,0.0259,2.0262,-1.9744,-1.9749,2.0268,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0006,0.0001,0.0478,-0.0000,0.0000,0.0478,2.0481,-1.9525,-1.9530,2.0487,1.9999,1.9999,-1.9999,-1.9999
0.50,0.0007,0.0002,0.0698,-0.0000,0.0000,0.0698,2.0701,-1.9305,-1.9310,2.0707,1.9996,1.9997,-1.9997,-1.9996
0.60,0.0010,0.0003,0.0919,-0.0000,0.0000,0.0919,2.0922,-1.9084,-1.9089,2.0928,1.9992,1.9993,-1.9993,-1.9992
0.70,0.0014,0.0004,0.1140,-0.0000,0.0000,0.1139,2.1143,-1.8863,-1.8869,2.1148,1.9987,1.9988,-1.9989,-1.9987
0.80,0.0019,0.0006,0.1360,-0.0000,0.0000,0.1359,2.1363,-1.8643,-1.8649,2.1368,1.9982,1.9983,-1.9984,-1.9982
0.90,0.0023,0.0008,0.1580,-0.0000,0.0000,0.1579,2.1583,-1.8423,-1.8429,2.1588,1.9976,1.9978,-1.9979,-1.9976
1.00,0.0028,0.0010,0.1799,-0.0000,0.0000,0.1799,2.1802,-1.8204,-1.8209,2.1807,1.9971,1.9973,-1.9974,-1.9971
1.10,0.0033,0.0013,0.2019,-0.0000,0.0000,0.2018,2.2022,-1.7984,-1.7990,2.2027,1.9966,1.9969,-1.9970,-1.9966
1.20,0.0037,0.0017,0.2239,-0.0000,0.0000,0.2238,2.2242,-1.7765,-1.7770,2.2247,1.9962,1.9965,-1.9966,-1.9962
1.30,0.0040,0.0021,0.2459,-0.0000,0.0000,0.2458,2.2462,-1.7545,-1.7549,2.2467,1.9959,1.9962,-1.9962,-1.9958
1.40,0.0043,0.0025,0.2679,-0.0000,0.0000,0.2678,2.2682,-1.7325,-1.7329,2.2687,1.9956,1.9959,-1.9959,-1.9955
1.50,0.0045,0.0029,0.2899,-0.0000,0.0000,0.2898,2.2902,-1.7105,-1.7109,2.2907,1.9953,1.9957,-1.9957,-1.9953
1.60,0.0047,0.0034,0.3119,-0.0000,0.0000,0.3119,2.3122,-1.6884,-1.6889,2.3128,1.9952,1.9955,-1.9955,-1.9951
1.70,0.0048,0.0039,0.3339,-0.0000,0.0000,0.3338,2.3341,-1.6665,-1.6670,2.3348,1.9950,1.9954,-1.9954,-1.9950
1.80,0.0049,0.0044,0.3559,-0.0000,0.0000,0.3558,2.3561,-1.6445,-1.6450,2.3568,1.9950,1.9953,-1.9953,-1.9949
