robot,topic,ros_stamp_ns,wall_stamp_ns
robot1,/robot1/tf,95589000000,1779269275115343527
robot1,/robot1/tf,95623000000,1779269275149105805
robot1,/robot1/tf,95657000000,1779269275182831350
robot1,/robot1/tf,95691000000,1779269275216709375
robot1,/robot1/tf,95725000000,1779269275250655327
robot1,/robot1/tf,95759000000,1779269275284616562
robot1,/robot1/tf,95793000000,1779269275318570950
robot1,/robot1/tf,95827000000,1779269275352568343
robot1,/robot1/tf,95861000000,1779269275386516898
robot1,/robot1/tf,95895000000,1779269275420529915
robot1,/robot1/tf,95929000000,1779269275454593160
robot1,/robot1/tf,95963000000,1779269275488597192
robot1,/robot1/tf,95997000000,1779269275522474845
robot1,/robot1/tf,96031000000,1779269275556520617
robot1,/robot1/tf,96065000000,1779269275590503169
robot1,/robot1/tf,96099000000,1779269275624490745
robot1,/robot1/tf,96133000000,1779269275658533921
robot1,/robot1/tf,96167000000,1779269275692524752
robot1,/robot1/tf,96201000000,1779269275726528345
robot1,/robot1/tf,96235000000,1779269275761018272
robot1,/robot1/tf,96269000000,1779269275794847349
robot1,/robot1/tf,96303000000,1779269275828781709
robot1,/robot1/tf,96337000000,1779269275863026494
robot1,/robot1/tf,96371000000,1779269275896918526
robot1,/robot1/tf,96405000000,1779269275930795033
robot1,/robot1/tf,96439000000,1779269275964794767
robot1,/robot1/tf,96473000000,1779269275998653978
robot1,/robot1/tf,96507000000,1779269276032746292
robot1,/robot1/tf,96541000000,1779269276066744018
robot1,/robot1/tf,96575000000,1779269276100713794
robot1,/robot1/tf,96609000000,1779269276134613683
robot1,/robot1/tf,96643000000,1779269276168722029
robot1,/robot1/tf,96677000000,1779269276202658687
robot1,/robot1/tf,96711000000,1779269276236666556
robot1,/robot1/tf,96745000000,1779269276270829811
robot1,/robot1/tf,96779000000,1779269276304736691
robot1,/robot1/tf,96813000000,1779269276338663925
robot1,/robot1/tf,96847000000,1779269276372635808
robot1,/robot1/tf,96881000000,1779269276406763205
robot1,/robot1/tf,96915000000,1779269276440718739
robot1,/robot1/tf,96949000000,1779269276475381891
robot1,/robot1/tf,96983000000,1779269276509307682
robot1,/robot1/tf,97017000000,1779269276542952051
robot1,/robot1/tf,97051000000,1779269276576926479
robot1,/robot1/tf,97085000000,1779269276611022790
robot1,/robot1/tf,97119000000,1779269276644958056
robot1,/robot1/tf,97153000000,1779269276678879781
robot1,/robot1/tf,97187000000,1779269276713093413
robot1,/robot1/tf,97221000000,1779269276747063367
robot1,/robot1/tf,97255000000,1779269276781035040
robot1,/robot1/tf,97289000000,1779269276815017322
robot1,/robot1/tf,97323000000,1779269276849074252
robot1,/robot1/tf,97357000000,1779269276882955417
robot1,/robot1/tf,97391000000,1779269276916869608
robot1,/robot1/tf,97425000000,1779269276950841460
robot1,/robot1/tf,97459000000,1779269276984827014
robot1,/robot1/tf,97493000000,1779269277019281408
robot1,/robot1/tf,97527000000,1779269277053224248
robot1,/robot1/tf,97561000000,1779269277087143417
robot1,/robot1/tf,97595000000,1779269277121052322
robot1,/robot1/tf,97629000000,1779269277155129991
robot1,/robot1/tf,97663000000,1779269277188925618
robot1,/robot1/tf,97697000000,1779269277222945375
robot1,/robot1/tf,97731000000,1779269277256999997
robot1,/robot1/tf,97765000000,1779269277291004365
robot1,/robot1/tf,97799000000,1779269277324962255
robot1,/robot1/tf,97833000000,1779269277359104430
robot1,/robot1/tf,97867000000,1779269277393110591
robot1,/robot1/tf,97901000000,1779269277426909415
robot1,/robot1/tf,97935000000,1779269277460938455
robot1,/robot1/tf,97969000000,1779269277494941041
robot1,/robot1/tf,98003000000,1779269277529028658
robot1,/robot1/tf,98037000000,1779269277562935244
robot1,/robot1/tf,98071000000,1779269277596961409
robot1,/robot1/tf,98105000000,1779269277630912745
robot1,/robot1/tf,98139000000,1779269277664946217
robot1,/robot1/tf,98173000000,1779269277699002814
robot1,/robot1/tf,98207000000,1779269277732917854
robot1,/robot1/tf,98241000000,1779269277766915618
robot1,/robot1/tf,98275000000,1779269277800936214
robot1,/robot1/tf,98309000000,1779269277834934784
robot1,/robot1/tf,98343000000,1779269277868937570
robot1,/robot1/tf,98377000000,1779269277902923563
robot1,/robot1/tf,98411000000,1779269277936878674
robot1,/robot1/tf,98445000000,1779269277970917361
robot1,/robot1/tf,98479000000,1779269278004830586
robot1,/robot1/tf,98513000000,1779269278038849067
robot1,/robot1/tf,98547000000,1779269278072832317
robot1,/robot1/tf,98581000000,1779269278106802921
robot1,/robot1/tf,98615000000,1779269278140830437
robot1,/robot1/tf,98649000000,1779269278174892649
robot1,/robot1/tf,98683000000,1779269278208946694
robot1,/robot1/tf,98717000000,1779269278242868203
robot1,/robot1/tf,98751000000,1779269278276890348
robot1,/robot1/tf,98785000000,1779269278310925264
robot1,/robot1/tf,98819000000,1779269278345111204
robot1,/robot1/tf,98853000000,1779269278378907501
robot1,/robot1/tf,98887000000,1779269278412940319
robot1,/robot1/tf,98921000000,1779269278447064371
robot1,/robot1/tf,98955000000,1779269278481044572
robot1,/robot1/tf,98989000000,1779269278515128619
robot1,/robot1/tf,99023000000,1779269278549188673
robot1,/robot1/tf,99057000000,1779269278583147507
robot1,/robot1/tf,99091000000,1779269278617152555
robot1,/robot1/tf,99125000000,1779269278651227566
robot1,/robot1/tf,99159000000,1779269278685263526
robot1,/robot1/tf,99193000000,1779269278719606856
robot1,/robot1/tf,99227000000,1779269278754066468
robot1,/robot1/tf,99261000000,1779269278788113200
robot1,/robot1/tf,99295000000,1779269278822415785
robot1,/robot1/tf,99329000000,1779269278856444410
robot1,/robot1/tf,99363000000,1779269278890411831
robot1,/robot1/tf,99397000000,1779269278924457903
robot1,/robot1/tf,99431000000,1779269278958446729
robot1,/robot1/tf,99465000000,1779269278992474582
robot1,/robot1/tf,99499000000,1779269279026477164
robot1,/robot1/tf,99533000000,1779269279060266726
robot1,/robot1/tf,99567000000,1779269279094107601
robot1,/robot1/tf,99601000000,1779269279128568143
robot1,/robot1/tf,99635000000,1779269279162624312
robot1,/robot1/tf,99669000000,1779269279196604466
robot1,/robot1/tf,99703000000,1779269279230483299
robot1,/robot1/tf,99737000000,1779269279264509903
robot1,/robot1/tf,99771000000,1779269279298576918
robot1,/robot1/tf,99805000000,1779269279332458056
robot1,/robot1/tf,99839000000,1779269279366594582
