t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,2.0001,-2.0000,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0005,0.0000,0.0008,-0.0000,0.0000,0.0008,2.0014,-1.9987,-1.9997,2.0003,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0019,0.0002,0.0094,-0.0000,0.0000,0.0094,2.0115,-1.9889,-1.9927,2.0077,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0031,0.0004,0.0277,-0.0000,0.0000,0.0277,2.0311,-1.9695,-1.9757,2.0250,2.0000,2.0000,-2.0000,-2.0000
0.40,0.0031,0.0007,0.0497,-0.0001,0.0001,0.0496,2.0531,-1.9475,-1.9538,2.0469,1.9997,1.9997,-1.9999,-1.9998
0.50,0.0032,0.0010,0.0717,-0.0001,0.0001,0.0716,2.0751,-1.9255,-1.9318,2.0689,1.9990,1.9991,-1.9994,-1.9993
0.60,0.0035,0.0014,0.0937,-0.0002,0.0002,0.0936,2.0971,-1.9035,-1.9098,2.0909,1.9981,1.9983,-1.9987,-1.9985
0.70,0.0041,0.0017,0.1156,-0.0003,0.0003,0.1156,2.1191,-1.8815,-1.8879,2.1128,1.9970,1.9974,-1.9979,-1.9976
0.80,0.0047,0.0022,0.1376,-0.0003,0.0003,0.1375,2.1410,-1.8596,-1.8659,2.1348,1.9959,1.9965,-1.9971,-1.9967
0.90,0.0053,0.0027,0.1596,-0.0004,0.0004,0.1595,2.1630,-1.8376,-1.8439,2.1568,1.9950,1.9956,-1.9964,-1.9958
1.00,0.0059,0.0032,0.1816,-0.0005,0.0005,0.1815,2.1850,-1.8156,-1.8219,2.1788,1.9942,1.9949,-1.9958,-1.9951
1.10,0.0063,0.0039,0.2035,-0.0005,0.0005,0.2035,2.2069,-1.7936,-1.7999,2.2008,1.9936,1.9944,-1.9953,-1.9946
1.20,0.0066,0.0045,0.2256,-0.0005,0.0005,0.2255,2.2289,-1.7716,-1.7779,2.2228,1.9932,1.9940,-1.9951,-1.9943
1.30,0.0067,0.0052,0.2476,-0.0005,0.0005,0.2475,2.2510,-1.7496,-1.7558,2.2449,1.9931,1.9939,-1.9950,-1.9942
1.40,0.0067,0.0058,0.2696,-0.0005,0.0005,0.2695,2.2729,-1.7276,-1.7339,2.2669,1.9931,1.9939,-1.9950,-1.9942
1.50,0.0065,0.0065,0.2916,-0.0005,0.0005,0.2915,2.2949,-1.7057,-1.7118,2.2889,1.9933,1.9941,-1.9951,-1.9944
1.60,0.0063,0.0071,0.3136,-0.0005,0.0005,0.3135,2.3169,-1.6837,-1.6898,2.3109,1.9936,1.9943,-1.9954,-1.9946
1.70,0.0061,0.0078,0.3356,-0.0005,0.0005,0.3355,2.3389,-1.6617,-1.6678,2.3329,1.9939,1.9946,-1.9956,-1.9950
1.80,0.0058,0.0084,0.3576,-0.0005,0.0005,0.3575,2.3609,-1.6397,-1.6458,2.3548,1.9943,1.9948,-1.9959,-1.9953
1.90,0.0056,0.0089,0.3795,-0.0005,0.0005,0.3795,2.3829,-1.6178,-1.6238,2.3768,1.9946,1.9951,-1.9962,-1.9956
2.00,0.0053,0.0095,0.4014,-0.0005,0.0005,0.4013,2.4047,-1.5959,-1.6020,2.3986,1.9948,1.9953,-1.9964,-1.9959
2.10,0.0052,0.0100,0.4232,-0.0005,0.0005,0.4232,2.4266,-1.5741,-1.5801,2.4205,1.9950,1.9955,-1.9966,-1.9960
2.20,0.0051,0.0105,0.4452,-0.0005,0.0005,0.4451,2.4485,-1.5521,-1.5582,2.4424,1.9952,1.9957,-1.9967,-1.9962
2.30,0.0050,0.0110,0.4672,-0.0005,0.0005,0.4671,2.4705,-1.5301,-1.5362,2.4644,1.9952,1.9957,-1.9968,-1.9962
2.40,0.0051,0.0115,0.4892,-0.0005,0.0005,0.4891,2.4926,-1.5080,-1.5142,2.4864,1.9952,1.9957,-1.9968,-1.9962
2.50,0.0051,0.0120,0.5112,-0.0005,0.0005,0.5111,2.5145,-1.4861,-1.4922,2.5084,1.9952,1.9957,-1.9967,-1.9962
2.60,0.0052,0.0125,0.5331,-0.0005,0.0005,0.5331,2.5365,-1.4641,-1.4703,2.5304,1.9951,1.9956,-1.9967,-1.9961
2.70,0.0052,0.0131,0.5552,-0.0005,0.0005,0.5551,2.5585,-1.4421,-1.4483,2.5524,1.9949,1.9955,-1.9966,-1.9960
2.80,0.0053,0.0136,0.5774,-0.0005,0.0005,0.5773,2.5807,-1.4199,-1.4261,2.5746,1.9948,1.9954,-1.9965,-1.9959
2.90,0.0054,0.0141,0.5994,-0.0005,0.0005,0.5994,2.6028,-1.3978,-1.4040,2.5967,1.9947,1.9953,-1.9964,-1.9958
3.00,0.0055,0.0147,0.6215,-0.0005,0.0005,0.6214,2.6249,-1.3758,-1.3819,2.6187,1.9946,1.9952,-1.9963,-1.9957
3.10,0.0056,0.0152,0.6434,-0.0006,0.0005,0.6434,2.6468,-1.3538,-1.3600,2.6407,1.9945,1.9952,-1.9962,-1.9956
3.20,0.0056,0.0158,0.6655,-0.0006,0.0006,0.6654,2.6689,-1.3318,-1.3379,2.6627,1.9945,1.9951,-1.9962,-1.9956
3.30,0.0056,0.0163,0.6875,-0.0006,0.0006,0.6874,2.6909,-1.3097,-1.3159,2.6847,1.9944,1.9951,-1.9962,-1.9955
3.40,0.0056,0.0169,0.7095,-0.0006,0.0006,0.7094,2.7129,-1.2877,-1.2939,2.7067,1.9944,1.9951,-1.9962,-1.9955
3.50,0.0056,0.0175,0.7315,-0.0006,0.0006,0.7315,2.7349,-1.2657,-1.2719,2.7288,1.9944,1.9951,-1.9962,-1.9955
3.60,0.0056,0.0180,0.7535,-0.0006,0.0006,0.7534,2.7569,-1.2438,-1.2499,2.7508,1.9944,1.9951,-1.9962,-1.9956
3.70,0.0056,0.0186,0.7755,-0.0006,0.0006,0.7754,2.7788,-1.2218,-1.2279,2.7727,1.9945,1.9951,-1.9962,-1.9956
3.80,0.0056,0.0192,0.7975,-0.0006,0.0006,0.7974,2.8009,-1.1998,-1.2059,2.7948,1.9945,1.9951,-1.9962,-1.9956
3.90,0.0055,0.0197,0.8195,-0.0006,0.0006,0.8194,2.8228,-1.1778,-1.1839,2.8167,1.9945,1.9952,-1.9963,-1.9956
4.00,0.0055,0.0203,0.8414,-0.0006,0.0005,0.8414,2.8448,-1.1558,-1.1619,2.8387,1.9946,1.9952,-1.9963,-1.9957
4.10,0.0055,0.0208,0.8634,-0.0005,0.0005,0.8634,2.8668,-1.1338,-1.1399,2.8607,1.9946,1.9952,-1.9963,-1.9957
4.20,0.0055,0.0214,0.8855,-0.0005,0.0005,0.8854,2.8888,-1.1118,-1.1179,2.8827,1.9946,1.9952,-1.9963,-1.9957
