t_rel_s,formation_error,cum_damage,centroid_x,centroid_y,cross_track,along_track,x_robot1,x_robot2,x_robot3,x_robot4,y_robot1,y_robot2,y_robot3,y_robot4
0.00,0.0000,0.0000,0.0002,-0.0000,0.0000,0.0000,2.0002,-1.9998,-1.9999,2.0001,2.0000,2.0000,-2.0000,-2.0000
0.10,0.0003,0.0000,0.0056,-0.0000,0.0000,0.0055,2.0058,-1.9940,-1.9947,2.0055,2.0000,2.0000,-2.0000,-2.0000
0.20,0.0005,0.0001,0.0211,-0.0000,0.0000,0.0209,2.0214,-1.9782,-1.9797,2.0207,2.0000,2.0000,-2.0000,-2.0000
0.30,0.0006,0.0001,0.0425,-0.0000,0.0000,0.0423,2.0428,-1.9567,-1.9583,2.0421,1.9999,1.9999,-1.9999,-1.9999
0.40,0.0008,0.0002,0.0644,-0.0000,0.0000,0.0642,2.0648,-1.9348,-1.9364,2.0640,1.9994,1.9994,-1.9995,-1.9994
0.50,0.0015,0.0003,0.0864,-0.0000,0.0000,0.0863,2.0868,-1.9128,-1.9144,2.0860,1.9986,1.9988,-1.9988,-1.9986
0.60,0.0023,0.0005,0.1084,-0.0000,0.0000,0.1082,2.1087,-1.8908,-1.8924,2.1080,1.9976,1.9979,-1.9980,-1.9977
0.70,0.0032,0.0008,0.1303,-0.0000,0.0000,0.1302,2.1307,-1.8688,-1.8704,2.1299,1.9966,1.9971,-1.9971,-1.9967
0.80,0.0041,0.0011,0.1524,-0.0000,0.0000,0.1522,2.1527,-1.8468,-1.8484,2.1520,1.9957,1.9962,-1.9963,-1.9957
0.90,0.0048,0.0016,0.1745,-0.0000,0.0000,0.1743,2.1748,-1.8247,-1.8263,2.1741,1.9949,1.9955,-1.9956,-1.9949
1.00,0.0054,0.0021,0.1965,-0.0000,0.0000,0.1963,2.1968,-1.8027,-1.8043,2.1961,1.9943,1.9950,-1.9950,-1.9943
1.10,0.0058,0.0026,0.2185,-0.0000,0.0000,0.2183,2.2188,-1.7808,-1.7823,2.2181,1.9939,1.9946,-1.9947,-1.9939
